"Any","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Grups_Edat","Nombre"
2016,8,"Nou Barris",56,"Vallbona","75 anys i més",45
2016,9,"Sant Andreu",57,"la Trinitat Vella","75 anys i més",149
2016,9,"Sant Andreu",58,"Baró de Viver","75 anys i més",55
2016,9,"Sant Andreu",59,"el Bon Pastor","75 anys i més",253
2016,9,"Sant Andreu",60,"Sant Andreu","75 anys i més",1424
2016,9,"Sant Andreu",61,"la Sagrera","75 anys i més",702
2016,9,"Sant Andreu",62,"el Congrés i els Indians","75 anys i més",475
2016,9,"Sant Andreu",63,"Navas","75 anys i més",588
2016,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","75 anys i més",928
2016,10,"Sant Martí",65,"el Clot","75 anys i més",510
2016,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","75 anys i més",281
2016,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","75 anys i més",84
2016,10,"Sant Martí",68,"el Poblenou","75 anys i més",671
2016,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","75 anys i més",210
2016,10,"Sant Martí",70,"el Besòs i el Maresme","75 anys i més",534
2016,10,"Sant Martí",71,"Provençals del Poblenou","75 anys i més",422
2016,10,"Sant Martí",72,"Sant Martí de Provençals","75 anys i més",835
2016,10,"Sant Martí",73,"la Verneda i la Pau","75 anys i més",913
2016,1,"Ciutat Vella",1,"el Raval","No consta",3
2016,1,"Ciutat Vella",2,"el Barri Gòtic","No consta",2
2016,1,"Ciutat Vella",3,"la Barceloneta","No consta",0
2016,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","No consta",0
2016,2,"Eixample",5,"el Fort Pienc","No consta",0
2016,2,"Eixample",6,"la Sagrada Família","No consta",1
2016,2,"Eixample",7,"la Dreta de l'Eixample","No consta",4
2016,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","No consta",2
2016,2,"Eixample",9,"la Nova Esquerra de l'Eixample","No consta",4
2016,2,"Eixample",10,"Sant Antoni","No consta",3
2016,3,"Sants-Montjuïc",11,"el Poble Sec","No consta",1
2016,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","No consta",0
2016,3,"Sants-Montjuïc",13,"la Marina de Port","No consta",1
2016,3,"Sants-Montjuïc",14,"la Font de la Guatlla","No consta",0
2016,3,"Sants-Montjuïc",15,"Hostafrancs","No consta",0
2016,3,"Sants-Montjuïc",16,"la Bordeta","No consta",0
2016,3,"Sants-Montjuïc",17,"Sants - Badal","No consta",1
2016,3,"Sants-Montjuïc",18,"Sants","No consta",2
2016,4,"Les Corts",19,"les Corts","No consta",0
2016,4,"Les Corts",20,"la Maternitat i Sant Ramon","No consta",0
2016,4,"Les Corts",21,"Pedralbes","No consta",0
2016,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","No consta",0
2016,5,"Sarrià-Sant Gervasi",23,"Sarrià","No consta",4
2016,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","No consta",1
2016,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","No consta",11
2016,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","No consta",4
2016,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","No consta",0
2016,6,"Gràcia",28,"Vallcarca i els Penitents","No consta",0
2016,6,"Gràcia",29,"el Coll","No consta",0
2016,6,"Gràcia",30,"la Salut","No consta",0
2016,6,"Gràcia",31,"la Vila de Gràcia","No consta",1
2016,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","No consta",4
2016,7,"Horta-Guinardó",33,"el Baix Guinardó","No consta",0
2016,7,"Horta-Guinardó",34,"Can Baró","No consta",0
2016,7,"Horta-Guinardó",35,"el Guinardó","No consta",5
2016,7,"Horta-Guinardó",36,"la Font d'en Fargues","No consta",0
2016,7,"Horta-Guinardó",37,"el Carmel","No consta",0
2016,7,"Horta-Guinardó",38,"la Teixonera","No consta",0
2016,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","No consta",0
2016,7,"Horta-Guinardó",40,"Montbau","No consta",1
2016,7,"Horta-Guinardó",41,"la Vall d'Hebron","No consta",0
2016,7,"Horta-Guinardó",42,"la Clota","No consta",0
2016,7,"Horta-Guinardó",43,"Horta","No consta",2
2016,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","No consta",2
2016,8,"Nou Barris",45,"Porta","No consta",1
2016,8,"Nou Barris",46,"el Turó de la Peira","No consta",0
2016,8,"Nou Barris",47,"Can Peguera","No consta",0
2016,8,"Nou Barris",48,"la Guineueta","No consta",0
2016,8,"Nou Barris",49,"Canyelles","No consta",1
2016,8,"Nou Barris",50,"les Roquetes","No consta",0
2016,8,"Nou Barris",51,"Verdun","No consta",2
2016,8,"Nou Barris",52,"la Prosperitat","No consta",0
2016,8,"Nou Barris",53,"la Trinitat Nova","No consta",1
2016,8,"Nou Barris",54,"Torre Baró","No consta",0
2016,8,"Nou Barris",55,"Ciutat Meridiana","No consta",1
2016,8,"Nou Barris",56,"Vallbona","No consta",1
2016,9,"Sant Andreu",57,"la Trinitat Vella","No consta",0
2016,9,"Sant Andreu",58,"Baró de Viver","No consta",0
2016,9,"Sant Andreu",59,"el Bon Pastor","No consta",0
2016,9,"Sant Andreu",60,"Sant Andreu","No consta",2
2016,9,"Sant Andreu",61,"la Sagrera","No consta",0
2016,9,"Sant Andreu",62,"el Congrés i els Indians","No consta",1
2016,9,"Sant Andreu",63,"Navas","No consta",0
2016,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","No consta",0
2016,10,"Sant Martí",65,"el Clot","No consta",0
2016,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","No consta",1
2016,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","No consta",0
2016,10,"Sant Martí",68,"el Poblenou","No consta",1
2016,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","No consta",0
2016,10,"Sant Martí",70,"el Besòs i el Maresme","No consta",0
2016,10,"Sant Martí",71,"Provençals del Poblenou","No consta",0
2016,10,"Sant Martí",72,"Sant Martí de Provençals","No consta",0
