"﻿""Any""","Codi_districte","Nom_districte","Codi_barri","Nom_barri","Estructura_domicili","Nombre"
2020,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Dues persones o més: una dona de 18 anys i més amb altres menors de 18 anys",58
2020,5,"Sarrià-Sant Gervasi",23,"Sarrià","Dues persones o més: una dona de 18 anys i més amb altres menors de 18 anys",306
2020,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Dues persones o més: una dona de 18 anys i més amb altres menors de 18 anys",168
2020,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Dues persones o més: una dona de 18 anys i més amb altres menors de 18 anys",297
2020,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Dues persones o més: una dona de 18 anys i més amb altres menors de 18 anys",547
2020,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Dues persones o més: una dona de 18 anys i més amb altres menors de 18 anys",368
2020,6,"Gràcia",28,"Vallcarca i els Penitents","Dues persones o més: una dona de 18 anys i més amb altres menors de 18 anys",189
2020,6,"Gràcia",29,"el Coll","Dues persones o més: una dona de 18 anys i més amb altres menors de 18 anys",97
2020,6,"Gràcia",30,"la Salut","Dues persones o més: una dona de 18 anys i més amb altres menors de 18 anys",128
2020,6,"Gràcia",31,"la Vila de Gràcia","Dues persones o més: una dona de 18 anys i més amb altres menors de 18 anys",610
2020,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Dues persones o més: una dona de 18 anys i més amb altres menors de 18 anys",333
2020,7,"Horta-Guinardó",33,"el Baix Guinardó","Dues persones o més: una dona de 18 anys i més amb altres menors de 18 anys",243
2020,7,"Horta-Guinardó",34,"Can Baró","Dues persones o més: una dona de 18 anys i més amb altres menors de 18 anys",112
2020,7,"Horta-Guinardó",35,"el Guinardó","Dues persones o més: una dona de 18 anys i més amb altres menors de 18 anys",394
2020,7,"Horta-Guinardó",36,"la Font d'en Fargues","Dues persones o més: una dona de 18 anys i més amb altres menors de 18 anys",114
2020,7,"Horta-Guinardó",37,"el Carmel","Dues persones o més: una dona de 18 anys i més amb altres menors de 18 anys",369
2020,7,"Horta-Guinardó",38,"la Teixonera","Dues persones o més: una dona de 18 anys i més amb altres menors de 18 anys",125
2020,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Dues persones o més: una dona de 18 anys i més amb altres menors de 18 anys",76
2020,7,"Horta-Guinardó",40,"Montbau","Dues persones o més: una dona de 18 anys i més amb altres menors de 18 anys",44
2020,7,"Horta-Guinardó",41,"la Vall d'Hebron","Dues persones o més: una dona de 18 anys i més amb altres menors de 18 anys",61
2020,7,"Horta-Guinardó",42,"la Clota","Dues persones o més: una dona de 18 anys i més amb altres menors de 18 anys",10
2020,7,"Horta-Guinardó",43,"Horta","Dues persones o més: una dona de 18 anys i més amb altres menors de 18 anys",291
2020,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Dues persones o més: una dona de 18 anys i més amb altres menors de 18 anys",259
2020,8,"Nou Barris",45,"Porta","Dues persones o més: una dona de 18 anys i més amb altres menors de 18 anys",251
2020,8,"Nou Barris",46,"el Turó de la Peira","Dues persones o més: una dona de 18 anys i més amb altres menors de 18 anys",202
2020,8,"Nou Barris",47,"Can Peguera","Dues persones o més: una dona de 18 anys i més amb altres menors de 18 anys",36
2020,8,"Nou Barris",48,"la Guineueta","Dues persones o més: una dona de 18 anys i més amb altres menors de 18 anys",144
2020,8,"Nou Barris",49,"Canyelles","Dues persones o més: una dona de 18 anys i més amb altres menors de 18 anys",62
2020,8,"Nou Barris",50,"les Roquetes","Dues persones o més: una dona de 18 anys i més amb altres menors de 18 anys",221
2020,8,"Nou Barris",51,"Verdun","Dues persones o més: una dona de 18 anys i més amb altres menors de 18 anys",143
2020,8,"Nou Barris",52,"la Prosperitat","Dues persones o més: una dona de 18 anys i més amb altres menors de 18 anys",277
2020,8,"Nou Barris",53,"la Trinitat Nova","Dues persones o més: una dona de 18 anys i més amb altres menors de 18 anys",101
2020,8,"Nou Barris",54,"Torre Baró","Dues persones o més: una dona de 18 anys i més amb altres menors de 18 anys",50
2020,8,"Nou Barris",55,"Ciutat Meridiana","Dues persones o més: una dona de 18 anys i més amb altres menors de 18 anys",145
2020,8,"Nou Barris",56,"Vallbona","Dues persones o més: una dona de 18 anys i més amb altres menors de 18 anys",22
2020,9,"Sant Andreu",57,"la Trinitat Vella","Dues persones o més: una dona de 18 anys i més amb altres menors de 18 anys",121
2020,9,"Sant Andreu",58,"Baró de Viver","Dues persones o més: una dona de 18 anys i més amb altres menors de 18 anys",39
2020,9,"Sant Andreu",59,"el Bon Pastor","Dues persones o més: una dona de 18 anys i més amb altres menors de 18 anys",152
2020,9,"Sant Andreu",60,"Sant Andreu","Dues persones o més: una dona de 18 anys i més amb altres menors de 18 anys",637
2020,9,"Sant Andreu",61,"la Sagrera","Dues persones o més: una dona de 18 anys i més amb altres menors de 18 anys",276
2020,9,"Sant Andreu",62,"el Congrés i els Indians","Dues persones o més: una dona de 18 anys i més amb altres menors de 18 anys",119
2020,9,"Sant Andreu",63,"Navas","Dues persones o més: una dona de 18 anys i més amb altres menors de 18 anys",187
2020,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Dues persones o més: una dona de 18 anys i més amb altres menors de 18 anys",339
2020,10,"Sant Martí",65,"el Clot","Dues persones o més: una dona de 18 anys i més amb altres menors de 18 anys",260
2020,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Dues persones o més: una dona de 18 anys i més amb altres menors de 18 anys",168
2020,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Dues persones o més: una dona de 18 anys i més amb altres menors de 18 anys",123
2020,10,"Sant Martí",68,"el Poblenou","Dues persones o més: una dona de 18 anys i més amb altres menors de 18 anys",383
2020,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Dues persones o més: una dona de 18 anys i més amb altres menors de 18 anys",194
2020,10,"Sant Martí",70,"el Besòs i el Maresme","Dues persones o més: una dona de 18 anys i més amb altres menors de 18 anys",225
2020,10,"Sant Martí",71,"Provençals del Poblenou","Dues persones o més: una dona de 18 anys i més amb altres menors de 18 anys",256
2020,10,"Sant Martí",72,"Sant Martí de Provençals","Dues persones o més: una dona de 18 anys i més amb altres menors de 18 anys",248
2020,10,"Sant Martí",73,"la Verneda i la Pau","Dues persones o més: una dona de 18 anys i més amb altres menors de 18 anys",259
2020,1,"Ciutat Vella",1,"el Raval","Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys",48
2020,1,"Ciutat Vella",2,"el Barri Gòtic","Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys",19
2020,1,"Ciutat Vella",3,"la Barceloneta","Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys",16
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys",41
2020,2,"Eixample",5,"el Fort Pienc","Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys",62
2020,2,"Eixample",6,"la Sagrada Família","Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys",95
2020,2,"Eixample",7,"la Dreta de l'Eixample","Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys",114
2020,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys",90
2020,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys",116
2020,2,"Eixample",10,"Sant Antoni","Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys",61
2020,3,"Sants-Montjuïc",11,"el Poble Sec","Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys",72
2020,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys",2
2020,3,"Sants-Montjuïc",13,"la Marina de Port","Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys",62
2020,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys",21
2020,3,"Sants-Montjuïc",15,"Hostafrancs","Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys",32
2020,3,"Sants-Montjuïc",16,"la Bordeta","Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys",24
2020,3,"Sants-Montjuïc",17,"Sants - Badal","Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys",47
2020,3,"Sants-Montjuïc",18,"Sants","Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys",81
2020,4,"Les Corts",19,"les Corts","Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys",102
2020,4,"Les Corts",20,"la Maternitat i Sant Ramon","Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys",52
2020,4,"Les Corts",21,"Pedralbes","Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys",35
2020,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys",25
2020,5,"Sarrià-Sant Gervasi",23,"Sarrià","Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys",88
2020,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys",42
2020,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys",89
2020,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys",183
2020,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys",89
2020,6,"Gràcia",28,"Vallcarca i els Penitents","Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys",59
2020,6,"Gràcia",29,"el Coll","Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys",19
2020,6,"Gràcia",30,"la Salut","Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys",24
2020,6,"Gràcia",31,"la Vila de Gràcia","Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys",132
2020,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys",70
2020,7,"Horta-Guinardó",33,"el Baix Guinardó","Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys",50
2020,7,"Horta-Guinardó",34,"Can Baró","Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys",19
2020,7,"Horta-Guinardó",35,"el Guinardó","Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys",76
2020,7,"Horta-Guinardó",36,"la Font d'en Fargues","Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys",33
2020,7,"Horta-Guinardó",37,"el Carmel","Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys",49
2020,7,"Horta-Guinardó",38,"la Teixonera","Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys",27
2020,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys",16
2020,7,"Horta-Guinardó",40,"Montbau","Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys",10
2020,7,"Horta-Guinardó",41,"la Vall d'Hebron","Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys",14
2020,7,"Horta-Guinardó",42,"la Clota","Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys",4
2020,7,"Horta-Guinardó",43,"Horta","Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys",59
2020,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys",39
2020,8,"Nou Barris",45,"Porta","Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys",33
2020,8,"Nou Barris",46,"el Turó de la Peira","Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys",21
2020,8,"Nou Barris",47,"Can Peguera","Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys",5
2020,8,"Nou Barris",48,"la Guineueta","Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys",30
2020,8,"Nou Barris",49,"Canyelles","Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys",16
2020,8,"Nou Barris",50,"les Roquetes","Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys",31
2020,8,"Nou Barris",51,"Verdun","Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys",24
2020,8,"Nou Barris",52,"la Prosperitat","Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys",33
2020,8,"Nou Barris",53,"la Trinitat Nova","Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys",10
2020,8,"Nou Barris",54,"Torre Baró","Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys",4
2020,8,"Nou Barris",55,"Ciutat Meridiana","Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys",7
2020,8,"Nou Barris",56,"Vallbona","Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys",5
2020,9,"Sant Andreu",57,"la Trinitat Vella","Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys",26
2020,9,"Sant Andreu",58,"Baró de Viver","Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys",3
2020,9,"Sant Andreu",59,"el Bon Pastor","Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys",26
2020,9,"Sant Andreu",60,"Sant Andreu","Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys",112
2020,9,"Sant Andreu",61,"la Sagrera","Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys",48
2020,9,"Sant Andreu",62,"el Congrés i els Indians","Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys",21
2020,9,"Sant Andreu",63,"Navas","Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys",42
2020,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys",64
2020,10,"Sant Martí",65,"el Clot","Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys",55
2020,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys",47
2020,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys",27
2020,10,"Sant Martí",68,"el Poblenou","Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys",100
2020,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys",44
2020,10,"Sant Martí",70,"el Besòs i el Maresme","Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys",36
2020,10,"Sant Martí",71,"Provençals del Poblenou","Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys",45
2020,10,"Sant Martí",72,"Sant Martí de Provençals","Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys",47
2020,10,"Sant Martí",73,"la Verneda i la Pau","Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys",33
2020,1,"Ciutat Vella",1,"el Raval","Tres persones o més: dues de 18 anys i més i la resta menor de 18 anys",1546
2020,1,"Ciutat Vella",2,"el Barri Gòtic","Tres persones o més: dues de 18 anys i més i la resta menor de 18 anys",428
2020,1,"Ciutat Vella",3,"la Barceloneta","Tres persones o més: dues de 18 anys i més i la resta menor de 18 anys",436
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Tres persones o més: dues de 18 anys i més i la resta menor de 18 anys",781
2020,2,"Eixample",5,"el Fort Pienc","Tres persones o més: dues de 18 anys i més i la resta menor de 18 anys",1556
2020,2,"Eixample",6,"la Sagrada Família","Tres persones o més: dues de 18 anys i més i la resta menor de 18 anys",2336
2020,2,"Eixample",7,"la Dreta de l'Eixample","Tres persones o més: dues de 18 anys i més i la resta menor de 18 anys",2225
2020,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Tres persones o més: dues de 18 anys i més i la resta menor de 18 anys",1960
2020,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Tres persones o més: dues de 18 anys i més i la resta menor de 18 anys",2652
2020,2,"Eixample",10,"Sant Antoni","Tres persones o més: dues de 18 anys i més i la resta menor de 18 anys",1674
2020,3,"Sants-Montjuïc",11,"el Poble Sec","Tres persones o més: dues de 18 anys i més i la resta menor de 18 anys",1512
2020,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Tres persones o més: dues de 18 anys i més i la resta menor de 18 anys",47
2020,3,"Sants-Montjuïc",13,"la Marina de Port","Tres persones o més: dues de 18 anys i més i la resta menor de 18 anys",1602
2020,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Tres persones o més: dues de 18 anys i més i la resta menor de 18 anys",420
2020,3,"Sants-Montjuïc",15,"Hostafrancs","Tres persones o més: dues de 18 anys i més i la resta menor de 18 anys",724
2020,3,"Sants-Montjuïc",16,"la Bordeta","Tres persones o més: dues de 18 anys i més i la resta menor de 18 anys",1083
2020,3,"Sants-Montjuïc",17,"Sants - Badal","Tres persones o més: dues de 18 anys i més i la resta menor de 18 anys",1094
2020,3,"Sants-Montjuïc",18,"Sants","Tres persones o més: dues de 18 anys i més i la resta menor de 18 anys",2027
2020,4,"Les Corts",19,"les Corts","Tres persones o més: dues de 18 anys i més i la resta menor de 18 anys",2520
2020,4,"Les Corts",20,"la Maternitat i Sant Ramon","Tres persones o més: dues de 18 anys i més i la resta menor de 18 anys",1243
2020,4,"Les Corts",21,"Pedralbes","Tres persones o més: dues de 18 anys i més i la resta menor de 18 anys",654
2020,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Tres persones o més: dues de 18 anys i més i la resta menor de 18 anys",350
2020,5,"Sarrià-Sant Gervasi",23,"Sarrià","Tres persones o més: dues de 18 anys i més i la resta menor de 18 anys",1649
2020,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Tres persones o més: dues de 18 anys i més i la resta menor de 18 anys",960
2020,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Tres persones o més: dues de 18 anys i més i la resta menor de 18 anys",1538
2020,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Tres persones o més: dues de 18 anys i més i la resta menor de 18 anys",2632
2020,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Tres persones o més: dues de 18 anys i més i la resta menor de 18 anys",1743
2020,6,"Gràcia",28,"Vallcarca i els Penitents","Tres persones o més: dues de 18 anys i més i la resta menor de 18 anys",950
2020,6,"Gràcia",29,"el Coll","Tres persones o més: dues de 18 anys i més i la resta menor de 18 anys",433
2020,6,"Gràcia",30,"la Salut","Tres persones o més: dues de 18 anys i més i la resta menor de 18 anys",741
2020,6,"Gràcia",31,"la Vila de Gràcia","Tres persones o més: dues de 18 anys i més i la resta menor de 18 anys",2767
2020,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Tres persones o més: dues de 18 anys i més i la resta menor de 18 anys",1942
2020,7,"Horta-Guinardó",33,"el Baix Guinardó","Tres persones o més: dues de 18 anys i més i la resta menor de 18 anys",1320
2020,7,"Horta-Guinardó",34,"Can Baró","Tres persones o més: dues de 18 anys i més i la resta menor de 18 anys",480
2020,7,"Horta-Guinardó",35,"el Guinardó","Tres persones o més: dues de 18 anys i més i la resta menor de 18 anys",2093
2020,7,"Horta-Guinardó",36,"la Font d'en Fargues","Tres persones o més: dues de 18 anys i més i la resta menor de 18 anys",603
2020,7,"Horta-Guinardó",37,"el Carmel","Tres persones o més: dues de 18 anys i més i la resta menor de 18 anys",1758
2020,7,"Horta-Guinardó",38,"la Teixonera","Tres persones o més: dues de 18 anys i més i la resta menor de 18 anys",671
2020,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Tres persones o més: dues de 18 anys i més i la resta menor de 18 anys",361
2020,7,"Horta-Guinardó",40,"Montbau","Tres persones o més: dues de 18 anys i més i la resta menor de 18 anys",292
2020,7,"Horta-Guinardó",41,"la Vall d'Hebron","Tres persones o més: dues de 18 anys i més i la resta menor de 18 anys",346
2020,7,"Horta-Guinardó",42,"la Clota","Tres persones o més: dues de 18 anys i més i la resta menor de 18 anys",70
2020,7,"Horta-Guinardó",43,"Horta","Tres persones o més: dues de 18 anys i més i la resta menor de 18 anys",1493
2020,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Tres persones o més: dues de 18 anys i més i la resta menor de 18 anys",1382
2020,8,"Nou Barris",45,"Porta","Tres persones o més: dues de 18 anys i més i la resta menor de 18 anys",1340
2020,8,"Nou Barris",46,"el Turó de la Peira","Tres persones o més: dues de 18 anys i més i la resta menor de 18 anys",773
2020,8,"Nou Barris",47,"Can Peguera","Tres persones o més: dues de 18 anys i més i la resta menor de 18 anys",112
2020,8,"Nou Barris",48,"la Guineueta","Tres persones o més: dues de 18 anys i més i la resta menor de 18 anys",883
2020,8,"Nou Barris",49,"Canyelles","Tres persones o més: dues de 18 anys i més i la resta menor de 18 anys",347
2020,8,"Nou Barris",50,"les Roquetes","Tres persones o més: dues de 18 anys i més i la resta menor de 18 anys",869
2020,8,"Nou Barris",51,"Verdun","Tres persones o més: dues de 18 anys i més i la resta menor de 18 anys",636
2020,8,"Nou Barris",52,"la Prosperitat","Tres persones o més: dues de 18 anys i més i la resta menor de 18 anys",1426
2020,8,"Nou Barris",53,"la Trinitat Nova","Tres persones o més: dues de 18 anys i més i la resta menor de 18 anys",371
2020,8,"Nou Barris",54,"Torre Baró","Tres persones o més: dues de 18 anys i més i la resta menor de 18 anys",136
2020,8,"Nou Barris",55,"Ciutat Meridiana","Tres persones o més: dues de 18 anys i més i la resta menor de 18 anys",569
2020,8,"Nou Barris",56,"Vallbona","Tres persones o més: dues de 18 anys i més i la resta menor de 18 anys",77
2020,9,"Sant Andreu",57,"la Trinitat Vella","Tres persones o més: dues de 18 anys i més i la resta menor de 18 anys",550
2020,9,"Sant Andreu",58,"Baró de Viver","Tres persones o més: dues de 18 anys i més i la resta menor de 18 anys",133
2020,9,"Sant Andreu",59,"el Bon Pastor","Tres persones o més: dues de 18 anys i més i la resta menor de 18 anys",855
2020,9,"Sant Andreu",60,"Sant Andreu","Tres persones o més: dues de 18 anys i més i la resta menor de 18 anys",3898
2020,9,"Sant Andreu",61,"la Sagrera","Tres persones o més: dues de 18 anys i més i la resta menor de 18 anys",1549
2020,9,"Sant Andreu",62,"el Congrés i els Indians","Tres persones o més: dues de 18 anys i més i la resta menor de 18 anys",850
2020,9,"Sant Andreu",63,"Navas","Tres persones o més: dues de 18 anys i més i la resta menor de 18 anys",1132
2020,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Tres persones o més: dues de 18 anys i més i la resta menor de 18 anys",1926
2020,10,"Sant Martí",65,"el Clot","Tres persones o més: dues de 18 anys i més i la resta menor de 18 anys",1483
2020,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Tres persones o més: dues de 18 anys i més i la resta menor de 18 anys",890
2020,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Tres persones o més: dues de 18 anys i més i la resta menor de 18 anys",611
2020,10,"Sant Martí",68,"el Poblenou","Tres persones o més: dues de 18 anys i més i la resta menor de 18 anys",2482
2020,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Tres persones o més: dues de 18 anys i més i la resta menor de 18 anys",1202
2020,10,"Sant Martí",70,"el Besòs i el Maresme","Tres persones o més: dues de 18 anys i més i la resta menor de 18 anys",1089
2020,10,"Sant Martí",71,"Provençals del Poblenou","Tres persones o més: dues de 18 anys i més i la resta menor de 18 anys",1433
2020,10,"Sant Martí",72,"Sant Martí de Provençals","Tres persones o més: dues de 18 anys i més i la resta menor de 18 anys",1368
2020,10,"Sant Martí",73,"la Verneda i la Pau","Tres persones o més: dues de 18 anys i més i la resta menor de 18 anys",1464
2020,1,"Ciutat Vella",1,"el Raval","Altres domicilis amb una o més persones menors de 18 anys",1982
2020,1,"Ciutat Vella",2,"el Barri Gòtic","Altres domicilis amb una o més persones menors de 18 anys",320
2020,1,"Ciutat Vella",3,"la Barceloneta","Altres domicilis amb una o més persones menors de 18 anys",333
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Altres domicilis amb una o més persones menors de 18 anys",535
2020,2,"Eixample",5,"el Fort Pienc","Altres domicilis amb una o més persones menors de 18 anys",869
2020,2,"Eixample",6,"la Sagrada Família","Altres domicilis amb una o més persones menors de 18 anys",1357
2020,2,"Eixample",7,"la Dreta de l'Eixample","Altres domicilis amb una o més persones menors de 18 anys",1036
2020,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Altres domicilis amb una o més persones menors de 18 anys",989
2020,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Altres domicilis amb una o més persones menors de 18 anys",1476
2020,2,"Eixample",10,"Sant Antoni","Altres domicilis amb una o més persones menors de 18 anys",1064
2020,3,"Sants-Montjuïc",11,"el Poble Sec","Altres domicilis amb una o més persones menors de 18 anys",1385
2020,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Altres domicilis amb una o més persones menors de 18 anys",49
2020,3,"Sants-Montjuïc",13,"la Marina de Port","Altres domicilis amb una o més persones menors de 18 anys",1220
2020,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Altres domicilis amb una o més persones menors de 18 anys",291
2020,3,"Sants-Montjuïc",15,"Hostafrancs","Altres domicilis amb una o més persones menors de 18 anys",470
2020,3,"Sants-Montjuïc",16,"la Bordeta","Altres domicilis amb una o més persones menors de 18 anys",552
2020,3,"Sants-Montjuïc",17,"Sants - Badal","Altres domicilis amb una o més persones menors de 18 anys",801
2020,3,"Sants-Montjuïc",18,"Sants","Altres domicilis amb una o més persones menors de 18 anys",1142
2020,4,"Les Corts",19,"les Corts","Altres domicilis amb una o més persones menors de 18 anys",1147
2020,4,"Les Corts",20,"la Maternitat i Sant Ramon","Altres domicilis amb una o més persones menors de 18 anys",659
2020,4,"Les Corts",21,"Pedralbes","Altres domicilis amb una o més persones menors de 18 anys",394
2020,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Altres domicilis amb una o més persones menors de 18 anys",161
2020,5,"Sarrià-Sant Gervasi",23,"Sarrià","Altres domicilis amb una o més persones menors de 18 anys",839
2020,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Altres domicilis amb una o més persones menors de 18 anys",609
2020,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Altres domicilis amb una o més persones menors de 18 anys",778
2020,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Altres domicilis amb una o més persones menors de 18 anys",1510
2020,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Altres domicilis amb una o més persones menors de 18 anys",906
2020,6,"Gràcia",28,"Vallcarca i els Penitents","Altres domicilis amb una o més persones menors de 18 anys",427
2020,6,"Gràcia",29,"el Coll","Altres domicilis amb una o més persones menors de 18 anys",207
2020,6,"Gràcia",30,"la Salut","Altres domicilis amb una o més persones menors de 18 anys",323
2020,6,"Gràcia",31,"la Vila de Gràcia","Altres domicilis amb una o més persones menors de 18 anys",993
2020,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Altres domicilis amb una o més persones menors de 18 anys",766
2020,7,"Horta-Guinardó",33,"el Baix Guinardó","Altres domicilis amb una o més persones menors de 18 anys",613
2020,7,"Horta-Guinardó",34,"Can Baró","Altres domicilis amb una o més persones menors de 18 anys",262
2020,7,"Horta-Guinardó",35,"el Guinardó","Altres domicilis amb una o més persones menors de 18 anys",1053
