"﻿""Any""","Codi_districte","Nom_districte","Codi_barri","Nom_barri","Persones","Nombre"
2020,7,"Horta-Guinardó",40,"Montbau","5 persones",66
2020,7,"Horta-Guinardó",41,"la Vall d'Hebron","5 persones",81
2020,7,"Horta-Guinardó",42,"la Clota","5 persones",8
2020,7,"Horta-Guinardó",43,"Horta","5 persones",402
2020,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","5 persones",392
2020,8,"Nou Barris",45,"Porta","5 persones",431
2020,8,"Nou Barris",46,"el Turó de la Peira","5 persones",353
2020,8,"Nou Barris",47,"Can Peguera","5 persones",40
2020,8,"Nou Barris",48,"la Guineueta","5 persones",220
2020,8,"Nou Barris",49,"Canyelles","5 persones",88
2020,8,"Nou Barris",50,"les Roquetes","5 persones",347
2020,8,"Nou Barris",51,"Verdun","5 persones",263
2020,8,"Nou Barris",52,"la Prosperitat","5 persones",430
2020,8,"Nou Barris",53,"la Trinitat Nova","5 persones",163
2020,8,"Nou Barris",54,"Torre Baró","5 persones",84
2020,8,"Nou Barris",55,"Ciutat Meridiana","5 persones",296
2020,8,"Nou Barris",56,"Vallbona","5 persones",41
2020,9,"Sant Andreu",57,"la Trinitat Vella","5 persones",261
2020,9,"Sant Andreu",58,"Baró de Viver","5 persones",68
2020,9,"Sant Andreu",59,"el Bon Pastor","5 persones",251
2020,9,"Sant Andreu",60,"Sant Andreu","5 persones",806
2020,9,"Sant Andreu",61,"la Sagrera","5 persones",467
2020,9,"Sant Andreu",62,"el Congrés i els Indians","5 persones",219
2020,9,"Sant Andreu",63,"Navas","5 persones",401
2020,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","5 persones",600
2020,10,"Sant Martí",65,"el Clot","5 persones",428
2020,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","5 persones",246
2020,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","5 persones",216
2020,10,"Sant Martí",68,"el Poblenou","5 persones",629
2020,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","5 persones",240
2020,10,"Sant Martí",70,"el Besòs i el Maresme","5 persones",510
2020,10,"Sant Martí",71,"Provençals del Poblenou","5 persones",360
2020,10,"Sant Martí",72,"Sant Martí de Provençals","5 persones",409
2020,10,"Sant Martí",73,"la Verneda i la Pau","5 persones",461
2020,1,"Ciutat Vella",1,"el Raval","6 persones",578
2020,1,"Ciutat Vella",2,"el Barri Gòtic","6 persones",113
2020,1,"Ciutat Vella",3,"la Barceloneta","6 persones",80
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","6 persones",163
2020,2,"Eixample",5,"el Fort Pienc","6 persones",223
2020,2,"Eixample",6,"la Sagrada Família","6 persones",317
2020,2,"Eixample",7,"la Dreta de l'Eixample","6 persones",290
2020,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","6 persones",257
2020,2,"Eixample",9,"la Nova Esquerra de l'Eixample","6 persones",384
2020,2,"Eixample",10,"Sant Antoni","6 persones",265
2020,3,"Sants-Montjuïc",11,"el Poble Sec","6 persones",377
2020,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","6 persones",19
2020,3,"Sants-Montjuïc",13,"la Marina de Port","6 persones",277
2020,3,"Sants-Montjuïc",14,"la Font de la Guatlla","6 persones",70
2020,3,"Sants-Montjuïc",15,"Hostafrancs","6 persones",127
2020,3,"Sants-Montjuïc",16,"la Bordeta","6 persones",115
2020,3,"Sants-Montjuïc",17,"Sants - Badal","6 persones",191
2020,3,"Sants-Montjuïc",18,"Sants","6 persones",249
2020,4,"Les Corts",19,"les Corts","6 persones",254
2020,4,"Les Corts",20,"la Maternitat i Sant Ramon","6 persones",147
2020,4,"Les Corts",21,"Pedralbes","6 persones",116
2020,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","6 persones",49
2020,5,"Sarrià-Sant Gervasi",23,"Sarrià","6 persones",200
2020,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","6 persones",206
2020,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","6 persones",221
2020,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","6 persones",417
2020,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","6 persones",211
2020,6,"Gràcia",28,"Vallcarca i els Penitents","6 persones",98
