"﻿""CODI_CAPA""","CAPA_GENERICA","NOM_CAPA","ED50_COORD_X","ED50_COORD_Y","ETRS89_COORD_X","ETRS89_COORD_Y","LONGITUD","LATITUD","DISTRICTE","BARRI","NOM_DISTRICTE","NOM_BARRI","EQUIPAMENT","ADRECA","TELEFON"
"G008","Serveis religiosos","Esglésies catòliques",432070.23799999995,4585738.422,431978.292,4585537.455,2.186028,41.418514,9,63,"Sant Andreu","Navas","Parròquia de Sant Joan Bosco","Pl Ferran Reyes, 2","934082910"
"G008","Serveis religiosos","Esglésies catòliques",428465.513,4578925.323,428373.599,4578724.42,2.143703,41.356838,3,13,"Sants-Montjuïc","la Marina de Port","Parròquia de la Mare de Déu de Port","C Sant Eloi, 9","932231293"
"G008","Serveis religiosos","Esglésies catòliques",425795.521,4584735.367,425703.633,4584534.411,2.111075,41.408925,5,23,"Sarrià-Sant Gervasi","Sarrià","Parròquia de Sant Joan de la Creu","Av Vallvidrera, 75","932038833"
"G009","Serveis religiosos","Esglésies evangèliques",432396.441,4583910.922,432304.492,4583709.972,2.190136,41.402082,10,66,"Sant Martí","el Parc i la Llacuna del Poblenou","Església Evangèlica Alcance Victoria Barcelona","C Bolívia, 52*54","934850224"
"G008","Serveis religiosos","Esglésies catòliques",432585.737,4583801.044,432493.786,4583600.095,2.192412,41.401108,10,66,"Sant Martí","el Parc i la Llacuna del Poblenou","Parròquia de Sant Pancraç","Badajoz, 130","933005957"
"G008","Serveis religiosos","Esglésies catòliques",430774.92,4581810.786,430682.985,4581609.855,2.17098,41.383029,1,1,"Ciutat Vella","el Raval","Parròquia de la Mare de Déu de Betlem","C Xuclà, 2","933183823"
"G006","Serveis religiosos","Comunitats ortodoxes",430070.859,4583424.393999999,429978.93100000004,4583223.449,2.162373,41.397501,2,7,"Eixample","la Dreta de l'Eixample","Església Ortodoxa Apostòlica Antioquena d'Espanya","Av Diagonal, 424","934566168"
"G009","Serveis religiosos","Esglésies evangèliques",433335.125,4583027.718,433243.167,4582826.775,2.201462,41.394206,10,68,"Sant Martí","el Poblenou","Església Evangèlica del Bon Pastor","C Jaume Vicens i Vives, 6","652171999"
"G009","Serveis religiosos","Esglésies evangèliques",430170.907,4580882.237,430078.977,4580681.315,2.163864,41.374614,3,11,"Sants-Montjuïc","el Poble-sec","Església Evangèlica Cuerpo de Cristo","C Margarit, 6","937713555"
"G010","Serveis religiosos","Mesquites",432264.756,4584669.405,432172.80799999996,4584468.448,2.1884759999999996,41.408902000000005,10,65,"Sant Martí","el Clot","Centre Cultural Islàmic Català","C Rafael Capdevila, 1*3","932478727"
"G008","Serveis religiosos","Esglésies catòliques",433907.216,4586186.305,433815.25299999997,4585985.333000001,2.2079590000000002,41.422701,10,73,"Sant Martí","la Verneda i la Pau","Parròquia de Sant Ambrós","C Concili de Trento, 297*299","933131597"
"G009","Serveis religiosos","Esglésies evangèliques",431483.88200000004,4588244.52,431391.94200000004,4588043.53,2.178728,41.441036,8,52,"Nou Barris","la Prosperitat","Església Evangèlica Assemblees de Déu Ministeri Koinonia - Nou Barris","C Santa Engràcia, 74","936019615"
"G008","Serveis religiosos","Esglésies catòliques",432239.401,4588378.512,432147.455,4588177.52,2.1877560000000003,41.442307,9,60,"Sant Andreu","Sant Andreu","Parròquia de Sant Joan de Mata","Pl Mossèn Clapés, 18","933452592"
"G009","Serveis religiosos","Esglésies evangèliques",432559.62,4582962.425,432467.669,4582761.483,2.1921939999999998,41.393553000000004,10,67,"Sant Martí","la Vila Olímpica del Poblenou","Església Evangèlica Metropolitana de Barcelona Betània","C Llull, 48","932653197"
"G008","Serveis religiosos","Esglésies catòliques",431649.95,4587324.57,431558.00899999996,4587123.588,2.18082,41.432764,8,45,"Nou Barris","Porta","Parròquia de Sant Esteve","Av Rio de Janeiro, 10*14","933518360"
"G008","Serveis religiosos","Esglésies catòliques",430853.906,4585642.779,430761.971,4585441.813,2.1714860000000002,41.417549,7,35,"Horta-Guinardó","el Guinardó","Parròquia de la Mare de Déu de Montserrat","Av Mare Déu de Montserrat, 144","934364748"
"G008","Serveis religiosos","Esglésies catòliques",429548.56799999997,4586398.65,429456.646,4586197.677,2.15578,41.424243,7,37,"Horta-Guinardó","el Carmel","Parròquia de Santa Teresa de Jesús","C Llobregós, 128*130","934294592"
"G008","Serveis religiosos","Esglésies catòliques",424226.49,4586905.58,424134.617,4586704.603999999,2.092032,41.428323999999996,5,22,"Sarrià-Sant Gervasi","Vallvidrera, el Tibidabo i les Planes","Parròquia de la Mare de Déu de la Salut *Vallvidriera","Av Rectoret, 26","931936775"
"G011","Serveis religiosos","Salons del regne",429955.21,4583897.541999999,429863.283,4583696.592,2.160935,41.401752,6,31,"Gràcia","la Vila de Gràcia","Saló del Regne - Siracusa","Siracusa, 24","932849858"
"G009","Serveis religiosos","Esglésies evangèliques",429610.216,4584675.344,429518.29299999995,4584474.387,2.156718,41.408728,6,31,"Gràcia","la Vila de Gràcia","Església Evangèlica Reformada Presbiteriana","C Sant Salvador, 98","932190896"
"G008","Serveis religiosos","Esglésies catòliques",426973.99700000003,4583403.3889999995,426882.098,4583202.445,2.125334,41.397036,5,23,"Sarrià-Sant Gervasi","Sarrià","Centre Educatiu Reial Monestir de Santa Isabel-Església","C Rocabertí, 12","932032788"
"G009","Serveis religiosos","Esglésies evangèliques",426725.0,4580999.328,426633.102,4580798.406,2.122647,41.375361,3,17,"Sants-Montjuïc","Sants - Badal","Església Evangèlica Casa de Restauració Emanuel - Collblanc","Ptge Paca Soler, 16",""
"G008","Serveis religiosos","Esglésies catòliques",428749.742,4587143.813999999,428657.82700000005,4586942.835,2.1461330000000003,41.430884000000006,7,41,"Horta-Guinardó","la Vall d'Hebron","Parròquia de la Verge de Natzaret","C Juan de Mena, 29","934284042"
"G008","Serveis religiosos","Esglésies catòliques",433335.126,4583027.718,433243.16799999995,4582826.775,2.201462,41.394206,10,68,"Sant Martí","el Poblenou","Parròquia del Patriarca Abraham","Jaume Vicens i Vives, 6","932213434"
"G009","Serveis religiosos","Esglésies evangèliques",431300.23299999995,4587931.876,431208.295,4587730.8889999995,2.176566,41.438204,8,45,"Nou Barris","Porta","Església Evangèlica Centro Cristiano Pentecostés Elisama","C Garrofers, 69","699299731"
"G009","Serveis religiosos","Esglésies evangèliques",430970.775,4583795.603,430878.839,4583594.654,2.173095,41.400921999999994,2,6,"Eixample","la Sagrada Família","Església Evangèlica Bíblica Ebenezer de Barcelona","Ptge Gaiolà, 8-12","934587305"
"G010","Serveis religiosos","Mesquites",431050.534,4581185.097,430958.596,4580984.172,2.174347,41.377417,1,1,"Ciutat Vella","el Raval","Centre Islàmic Camí de la Pau - Arc del Teatre","C Arc del Teatre, 18","934433295"
"G009","Serveis religiosos","Esglésies evangèliques",431396.061,4588538.714,431304.12200000003,4588337.721,2.177644,41.443678000000006,8,51,"Nou Barris","Verdun","Església Evangèlica Renacer Dios de Pactos","C Batllori, 18","935242599"
"G008","Serveis religiosos","Esglésies catòliques",428589.23299999995,4586208.124,428497.32,4586007.153,2.144323,41.422442,7,38,"Horta-Guinardó","la Teixonera","Parròquia de Sant Cebrià","C Arenys, 65*67","934185205"
"G009","Serveis religiosos","Esglésies evangèliques",433411.05600000004,4587430.431,433319.098,4587229.448,2.201885,41.433865999999995,9,59,"Sant Andreu","el Bon Pastor","Església Evangèlica Centre Bíblic Internacional Barcelona","C Fra Juníper Serra, 79","933538782"
"G011","Serveis religiosos","Salons del regne",427924.867,4584498.834,427832.959,4584297.879,2.136577,41.406988,5,25,"Sarrià-Sant Gervasi","Sant Gervasi - la Bonanova","Saló del Regne - Teodora Lamadrid","C Teodora Lamadrid, 28","932117340"
"G009","Serveis religiosos","Esglésies evangèliques",433512.976,4584581.197,433421.01700000005,4584380.24,2.203418,41.408212,10,71,"Sant Martí","Provençals del Poblenou","Església Protestant Ciutat Nova - Barcelona (CN22@)","C Bac de Roda, 118",""
"G008","Serveis religiosos","Esglésies catòliques",432111.276,4587994.597,432019.331,4587793.609,2.186266,41.438838,9,60,"Sant Andreu","Sant Andreu","Fundació Privada Casa Asil de Sant Andreu de Palomar-Església","C Agustí i Milà, 78","933451959"
"G008","Serveis religiosos","Esglésies catòliques",431504.604,4585067.171,431412.66299999994,4584866.21,2.179337,41.412420000000004,10,64,"Sant Martí","el Camp de l'Arpa del Clot","Església de Sant Josep de Calassanç","C Sant Quintí, 19","934553104"
"G009","Serveis religiosos","Esglésies evangèliques",431235.33,4588366.752,431143.393,4588165.761,2.175739,41.442115,8,51,"Nou Barris","Verdun","Església Evangèlica Pentecostal Ebenecer Manantial de Vida","C Casals, 41",""
"G009","Serveis religiosos","Esglésies evangèliques",433147.77200000006,4588981.859,433055.81700000004,4588780.8610000005,2.198562,41.447817,9,58,"Sant Andreu","Baró de Viver","Església Evangèlica de Filadèlfia - Baró de Viver","Pg Santa Coloma, 98",""
"G010","Serveis religiosos","Mesquites",430832.219,4587290.838,430740.285,4587089.857,2.1710380000000002,41.432390000000005,8,46,"Nou Barris","el Turó de la Peira","Centre Islàmic Karm Ilahi","C Aneto, 22",""
"G008","Serveis religiosos","Esglésies catòliques",430601.11299999995,4581056.3719999995,430509.179,4580855.449,2.168988,41.376219,1,1,"Ciutat Vella","el Raval","Parròquia de Sant Pau","Sant Pau, 101","934410001"
"G008","Serveis religiosos","Esglésies catòliques",431716.659,4581885.425,431624.715,4581684.494,2.182233,41.383782000000004,1,4,"Ciutat Vella","Sant Pere, Santa Caterina i la Ribera","Parròquia de Santa Maria del Mar - Basílica","Pl Santa Maria, 1","933102390"
"G008","Serveis religiosos","Esglésies catòliques",431365.409,4586238.19,431273.47,4586037.218,2.177538,41.422955,7,35,"Horta-Guinardó","el Guinardó","Fundació Nen Déu-Església","Rda Guinardó, 224","934356440"
"G008","Serveis religiosos","Esglésies catòliques",430049.833,4586803.607,429957.906,4586602.63,2.161731,41.427934,7,43,"Horta-Guinardó","Horta","Centre Educatiu Immaculada Concepció *Granollers-Església","C Granollers, 28","934295537"
"G014","Serveis religiosos","Altres",430839.415,4583025.973999999,430747.48,4582825.032,2.171612,41.393978999999995,2,7,"Eixample","la Dreta de l'Eixample","Associació Espiritual Mundial Brahma Kumaris","C Diputació, 0329","934877667"
"G009","Serveis religiosos","Esglésies evangèliques",429659.362,4586515.816000001,429567.439,4586314.842,2.157092,41.425308,7,37,"Horta-Guinardó","el Carmel","Església Evangèlica de Déu Sendas de Gracia","C Tolrà, 54","657263938"
"G003","Serveis religiosos","Centres budistes",431348.17600000004,4584500.663,431256.237,4584299.7069999995,2.1775290000000003,41.407305,2,6,"Eixample","la Sagrada Família","Centre Budista Dharmadhatu","C Castillejos, 274","934354737"
"G008","Serveis religiosos","Esglésies catòliques",432456.172,4585136.509,432364.223,4584935.547,2.190713,41.413126,10,65,"Sant Martí","el Clot","Oratori de Sant Pere Claver","C València, 680","933516011"
"G008","Serveis religiosos","Esglésies catòliques",429041.92600000004,4587675.511,428950.00899999996,4587474.527,2.149567,41.435697999999995,7,41,"Horta-Guinardó","la Vall d'Hebron","Monestir de la Visitació de Santa Maria","Pg Vall d'Hebron, 256","934281620"
"G008","Serveis religiosos","Esglésies catòliques",431274.763,4582254.154,431182.82399999996,4582053.219,2.176907,41.387065,1,4,"Ciutat Vella","Sant Pere, Santa Caterina i la Ribera","Capella de Sant Josep Oriol","C Mare Déu Pilar (C Vella), 4",""
"G009","Serveis religiosos","Esglésies evangèliques",430414.215,4587024.99,430322.285,4586824.011,2.166066,41.429959999999994,8,44,"Nou Barris","Vilapicina i la Torre Llobeta","Església Evangèlica Centre Cristià Betlem","C Cartellà, 164*170","933580037"
"G008","Serveis religiosos","Esglésies catòliques",430000.32399999996,4588299.308,429908.398,4588098.318,2.160965,41.441401,7,43,"Horta-Guinardó","Horta","Església de la Casa Santa Creu","Pl Karl Marx, 1",""
"G003","Serveis religiosos","Centres budistes",430026.684,4583712.094,429934.75700000004,4583511.146000001,2.161812,41.400088000000004,6,31,"Gràcia","la Vila de Gràcia","Centre Budista Associació Cultural Budista Camí del Diamant","C Llibertat, 32","695498006"
"G009","Serveis religiosos","Esglésies evangèliques",428564.665,4581011.222,428472.75,4580810.3,2.144643,41.375634000000005,3,15,"Sants-Montjuïc","Hostafrancs","Església Evangèlica Capítol 29","C Torre d'en Damians, 6",""
"G008","Serveis religiosos","Esglésies catòliques",430201.18200000003,4580564.525,430109.25200000004,4580363.606000001,2.164262,41.371755,3,11,"Sants-Montjuïc","el Poble-sec","Parròquia de Sant Salvador d'Horta","Poeta Cabanyes, 80","934414464"
"G009","Serveis religiosos","Esglésies evangèliques",434084.52,4585488.62,433992.55600000004,4585287.654,2.210157,41.416432,10,70,"Sant Martí","el Besòs i el Maresme","Església Evangèlica Comunitat Cristiana La Viña Barcelona","C Maresme, 129","933009375"
"G010","Serveis religiosos","Mesquites",430294.781,4581754.647,430202.85,4581553.717,2.165244,41.382482,1,1,"Ciutat Vella","el Raval","Mesquita Madni","C Paloma, 9",""
"G008","Serveis religiosos","Esglésies catòliques",428568.664,4583832.578,428476.75,4583631.629,2.144357,41.401045,5,26,"Sarrià-Sant Gervasi","Sant Gervasi - Galvany","Parròquia de Santa Agnès","Sant Elies, 23","932002916"
"G009","Serveis religiosos","Esglésies evangèliques",428751.164,4583691.396000001,428659.24799999996,4583490.449,2.146557,41.39979,5,26,"Sarrià-Sant Gervasi","Sant Gervasi - Galvany","Església Evangèlica Baptista Pedra d'Ajut","C Sant Eusebi, 54","932098346"
"G008","Serveis religiosos","Esglésies catòliques",431699.311,4585062.563,431607.369,4584861.602,2.181667,41.412395000000004,10,64,"Sant Martí","el Camp de l'Arpa del Clot","Parròquia de Sant Josep de Calassanç","C Joan de Peguera, 20","934553104"
"G009","Serveis religiosos","Esglésies evangèliques",429917.894,4583859.949,429825.968,4583659.0,2.160493,41.401410999999996,6,31,"Gràcia","la Vila de Gràcia","Església Evangèlica de Filadèlfia - Gràcia","C Samsó, 1","936761805"
"G008","Serveis religiosos","Esglésies catòliques",432214.896,4587197.496,432122.94899999996,4586996.515,2.187595,41.431668,9,60,"Sant Andreu","Sant Andreu","Parròquia de Sant Pacià","C Monges, 27","933466554"
"G008","Serveis religiosos","Esglésies catòliques",432532.62200000003,4586898.678,432440.672,4586697.7,2.191431,41.429003,9,60,"Sant Andreu","Sant Andreu","Parròquia de Sant Josep Manyanet","C Sant Sebastià, 47","933113305"
"G008","Serveis religiosos","Esglésies catòliques",434109.369,4584279.848,434017.404,4584078.893999999,2.210586,41.405547,10,35,"Sant Martí","el Guinardó","Parròquia de Sant Francesc de Pàola","C Ramon Turró, 324*330","932663439"
"G008","Serveis religiosos","Esglésies catòliques",428578.51200000005,4587436.633,428486.599,4587235.651000001,2.1440490000000003,41.433506,7,40,"Horta-Guinardó","Montbau","Parròquia de Sant Jeroni","Pl Mossèn Ferran Palau, 3","934281669"
"G008","Serveis religiosos","Esglésies catòliques",428269.969,4584285.998,428178.05799999996,4584085.045,2.140731,41.405102,5,27,"Sarrià-Sant Gervasi","el Putxet i el Farró","Església de Sant Francesc d'Assís","C Bertran, 14","934172508"
"G009","Serveis religiosos","Esglésies evangèliques",427803.86299999995,4584131.287,427711.956,4583930.336,2.135173,41.403667,5,25,"Sarrià-Sant Gervasi","Sant Gervasi - la Bonanova","Església Evangèlica Baptista Bona Nova","C Ciutat de Balaguer, 40","934178813"
"G013","Serveis religiosos","Temples sikhs",430634.73600000003,4581489.03,430542.802,4581288.103,2.16934,41.380119,1,1,"Ciutat Vella","el Raval","Gurdwara Guru Darshan Sahib","C Hospital, 97","934438882"
"G011","Serveis religiosos","Salons del regne",429575.718,4586233.471,429483.795,4586032.5,2.156124,41.422758,7,37,"Horta-Guinardó","el Carmel","Saló del Regne - Conca de Tremp","C Conca de Tremp, 32","933586247"
"G008","Serveis religiosos","Esglésies catòliques",428271.23,4578441.932,428179.31700000004,4578241.033,2.141438,41.352467,3,12,"Sants-Montjuïc","la Marina del Prat Vermell","Església del Polígon Eduard Aunós","C Cisquer, 25",""
"G008","Serveis religiosos","Esglésies catòliques",428063.161,4582537.865,427971.251,4582336.929,2.138465,41.389339,4,19,"Les Corts","les Corts","Església de la Sagrada Família - Entença","C Entença, 301","934394303"
"G008","Serveis religiosos","Esglésies catòliques",426251.041,4584522.193,426159.149,4584321.239,2.116551,41.407047,5,23,"Sarrià-Sant Gervasi","Sarrià","Església de la Verge de la Medalla Miraculosa","C Sant Pere Claver, 17","932040700"
"G009","Serveis religiosos","Esglésies evangèliques",432287.675,4583729.7360000005,432195.727,4583528.787,2.1888549999999998,41.400441,10,66,"Sant Martí","el Parc i la Llacuna del Poblenou","Església Evangèlica Pentecostal Unida d'Espanya (Monte de Sion) - Àlaba","C Àlaba, 148",""
"G009","Serveis religiosos","Esglésies evangèliques",432926.008,4587423.13,432834.055,4587222.147,2.196081,41.43376,9,59,"Sant Andreu","el Bon Pastor","Església Evangèlica del Ministeri del Poder de la Gràcia de Déu (Power of God's Grace Ministry)","T Estadella, 20*22","632685697"
"G009","Serveis religiosos","Esglésies evangèliques",432399.89200000005,4585829.961,432307.94299999997,4585628.993,2.189962,41.419366,9,61,"Sant Andreu","la Sagrera","Església Evangèlica New Covenant Church (Església de la Nova Aliança)","C Josep Estivill, 64",""
"G009","Serveis religiosos","Esglésies evangèliques",431994.789,4585263.943,431902.844,4585062.98,2.185179,41.414234,10,64,"Sant Martí","el Camp de l'Arpa del Clot","Església Protestant de Sant Adrià","C Ripollès, 61","608942586"
"G009","Serveis religiosos","Esglésies evangèliques",429744.489,4584057.18,429652.564,4583856.228999999,2.1583959999999998,41.403172,6,31,"Gràcia","la Vila de Gràcia","Església Evangèlica Assemblea de Germans - Gràcia","C Terol, 22","932845059"
"G008","Serveis religiosos","Esglésies catòliques",428958.617,4584444.838,428866.7,4584243.884,2.14895,41.406594,6,28,"Gràcia","Vallcarca i els Penitents","Parròquia de la Verge de Gràcia i Sant Josep","Pl Lesseps, 25","932376638"
"G009","Serveis religiosos","Esglésies evangèliques",434612.083,4585654.131,434520.114,4585453.164,2.2164509999999997,41.417966,10,70,"Sant Martí","el Besòs i el Maresme","Església Evangèlica de Filadèlfia - La Pau","C Perpinyà, 15",""
"G009","Serveis religiosos","Esglésies evangèliques",427040.399,4580831.134,426948.49799999996,4580630.214,2.126439,41.373875,3,17,"Sants-Montjuïc","Sants - Badal","Església Evangèlica Fuente de Vida Movimiento Cristiano y Misionero Barcelona","C Puig i Valls, 11",""
"G009","Serveis religiosos","Esglésies evangèliques",428503.95399999997,4581097.365,428412.04,4580896.442,2.143907,41.376405,3,15,"Sants-Montjuïc","Hostafrancs","Església Evangèlica de Filadèlfia - Plaça Espanya","C Torre d'en Damians, 20",""
"G009","Serveis religiosos","Esglésies evangèliques",430339.321,4580753.64,430247.39,4580552.719,2.165892,41.373470000000005,3,11,"Sants-Montjuïc","el Poble-sec","Església Evangèlica Assemblea de Déu de Barcelona Cristo Vive Hoy","C Salvà, 32","639317399"
"G008","Serveis religiosos","Esglésies catòliques",426049.237,4584165.437,425957.346,4583964.4860000005,2.1141799999999997,41.403815,5,23,"Sarrià-Sant Gervasi","Sarrià","Residència Assistida per a Gent Gran Institut Desert de Sarrià-Capella de Santa Eulàlia","Pg Santa Eulàlia, 23","932030998"
"G009","Serveis religiosos","Esglésies evangèliques",428122.64200000005,4580531.316000001,428030.731,4580330.398,2.139414,41.371272,3,16,"Sants-Montjuïc","la Bordeta","Església Evangèlica Caminando bajo la Luz de Cristo","C Almeria, 52",""
"G008","Serveis religiosos","Esglésies catòliques",431316.013,4582301.822,431224.073,4582100.887,2.177394,41.387498,1,4,"Ciutat Vella","Sant Pere, Santa Caterina i la Ribera","Església dels Pares Camils","C Sant Pere Més Baix, 33","933191535"
"G009","Serveis religiosos","Esglésies evangèliques",433364.59,4587459.538,433272.633,4587258.554,2.201325,41.434124,9,59,"Sant Andreu","el Bon Pastor","Església Evangèlica de Déu Ministerial de Jesucrist Internacional","T Estadella, 66",""
"G008","Serveis religiosos","Esglésies catòliques",429212.46,4582285.086,429120.54,4582084.152,2.152239,41.387165,2,8,"Eixample","l'Antiga Esquerra de l'Eixample","Parròquia de Sant Isidor","C Comte d'Urgell, 178","934536290"
"G009","Serveis religiosos","Esglésies evangèliques",431672.994,4586255.65,431581.052,4586054.678,2.1812169999999997,41.423139,9,62,"Sant Andreu","el Congrés i els Indians","Església Evangèlica Manmin","C Puerto Príncipe, 63",""
"G008","Serveis religiosos","Esglésies catòliques",427919.787,4580950.429,427827.87799999997,4580749.507,2.136939,41.375029,3,18,"Sants-Montjuïc","Sants","Parròquia de Santa Maria de Sants","Pl Bonet i Muixí, 5","934214129"
"G008","Serveis religiosos","Esglésies catòliques",430264.00200000004,4587542.494,430172.073,4587341.511,2.1642080000000004,41.434608000000004,8,47,"Nou Barris","Can Peguera","Parròquia de Sant Francesc Xavier","Pl Sant Francesc Xavier, 21","934294573"
"G008","Serveis religiosos","Esglésies catòliques",430988.052,4587104.238,430896.117,4586903.258,2.172924,41.430723,8,46,"Nou Barris","el Turó de la Peira","Santuari de Santa Eulàlia de Vilapicina","C Pere d'Artés, 2","934292798"
"G009","Serveis religiosos","Esglésies evangèliques",431774.74299999996,4587926.213,431682.80100000004,4587725.226,2.182246,41.438194,8,45,"Nou Barris","Porta","Església Evangèlica de Filadèlfia - Renfe-Meridiana","C Manuel Sanchis i Guarner, 7*9",""
"G003","Serveis religiosos","Centres budistes",430640.958,4583302.7360000005,430549.025,4583101.791999999,2.169206,41.396454999999996,2,7,"Eixample","la Dreta de l'Eixample","Centre Budista Kadampa Mahakaruna","C Girona, 102","934950851"
"G014","Serveis religiosos","Altres",429899.078,4583797.436000001,429807.152,4583596.487,2.1602759999999996,41.400846,6,31,"Gràcia","la Vila de Gràcia","Sathya Sai de Barcelona","C Fraternitat, 34","932849935"
"G011","Serveis religiosos","Salons del regne",429911.35,4581422.216,429819.42299999995,4581221.289,2.160698,41.379453999999996,2,10,"Eixample","Sant Antoni","Saló del Regne - Passatge Sant Antoni Abat","Ptge Sant Antoni Abat, 11","934242534"
"G008","Serveis religiosos","Esglésies catòliques",424804.314,4585819.7,424712.435,4585618.734,2.099082,41.418597999999996,5,22,"Sarrià-Sant Gervasi","Vallvidrera, el Tibidabo i les Planes","Església Antiga","Camí Cama-sec, 6-12",""
"G008","Serveis religiosos","Esglésies catòliques",434173.43,4585756.68,434081.465,4585555.712,2.211191,41.418853999999996,10,70,"Sant Martí","el Besòs i el Maresme","Parròquia Sant Paulí de Nola","C Alfons el Magnànim, 125","933143558"
"G009","Serveis religiosos","Esglésies evangèliques",432424.184,4583367.133,432332.234,4583166.188,2.190528,41.397187,10,66,"Sant Martí","el Parc i la Llacuna del Poblenou","Església Evangèlica Comunitat Cristiana Redimidos de Dios (Redeemed Christian Church of God)","C Pamplona, 101","670992128"
"G008","Serveis religiosos","Esglésies catòliques",431044.085,4584131.368,430952.148,4583930.416,2.173934,41.403953,2,6,"Eixample","la Sagrada Família","Parròquia de la Sagrada Família - Basílica","C Provença, 450","934366933"
"G008","Serveis religiosos","Esglésies catòliques",429067.844,4586843.0819999995,428975.92600000004,4586642.105,2.149975,41.428204,7,41,"Horta-Guinardó","la Vall d'Hebron","Monestir de Jesús Maria","Av Martí Codolar, 14","934292757"
"G005","Serveis religiosos","Centres taoistes",433461.804,4583371.313999999,433369.845,4583170.368,2.2029389999999998,41.397311,10,68,"Sant Martí","el Poblenou","Temple Taoista de Barcelona (You Hua Bao Dian)","C Taulat, 49","692086273"
"G003","Serveis religiosos","Centres budistes",431188.44700000004,4586183.518,431096.51,4585982.547,2.175427,41.422447999999996,7,35,"Horta-Guinardó","el Guinardó","Centre Budista Círculo Niguma","C Varsòvia, 52*54",""
"G010","Serveis religiosos","Mesquites",432521.857,4589371.412,432429.908,4589170.411,2.191026,41.451273,9,57,"Sant Andreu","la Trinitat Vella","Mesquita la Paz","C Vinya Llarga, 11-13",""
"G009","Serveis religiosos","Esglésies evangèliques",432217.924,4586497.555,432125.977,4586296.581,2.18771,41.425364,9,61,"Sant Andreu","la Sagrera","Església Evangèlica Cosecha Mundial","C Antilles, 7","936243914"
"G009","Serveis religiosos","Esglésies evangèliques",429268.99299999996,4580983.709,429177.07200000004,4580782.787,2.153068,41.375448999999996,2,10,"Eixample","Sant Antoni","Església Evangèlica Assemblea de Germans - Mistral","Av Mistral, 85*87","933721632"
"G009","Serveis religiosos","Esglésies evangèliques",427139.184,4580755.971,427047.282,4580555.051,2.127629,41.373207,3,17,"Sants-Montjuïc","Sants - Badal","Església Evangèlica de Sants","C Carreras i Candi, 60","934224216"
"G008","Serveis religiosos","Esglésies catòliques",431174.141,4589912.097,431082.205,4589711.091,2.174831,41.456028,8,54,"Nou Barris","Torre Baró","Parròquia de Santa Bernardeta","Sant Quirze Safaja, 3","933538519"
"G008","Serveis religiosos","Esglésies catòliques",433616.8,4587623.932,433524.841,4587422.947,2.204326,41.435626,9,59,"Sant Andreu","el Bon Pastor","Parròquia del Bon Pastor","Pg Enric Sanchis, 2","933135889"
"G008","Serveis religiosos","Esglésies catòliques",430805.39,4584778.577,430713.456,4584577.619,2.171004,41.409760999999996,7,33,"Horta-Guinardó","el Baix Guinardó","Parròquia de l'Esperit Sant","Trav Gràcia, 401","934357370"
"G008","Serveis religiosos","Esglésies catòliques",434765.20399999997,4585463.739,434673.23299999995,4585262.773,2.2183040000000003,41.416264,10,70,"Sant Martí","el Besòs i el Maresme","Parròquia Sant Pere Ermengol","C Lluís Borrassà, 20","933132840"
"G008","Serveis religiosos","Esglésies catòliques",427180.755,4583168.353,427088.854,4582967.411,2.127836,41.394938,5,24,"Sarrià-Sant Gervasi","les Tres Torres","Parròquia de Maria Auxiliadora","Pg Sant Joan Bosco, 70","932035252"
"G008","Serveis religiosos","Esglésies catòliques",426159.599,4584742.4569999995,426067.70700000005,4584541.501,2.11543,41.409022,5,23,"Sarrià-Sant Gervasi","Sarrià","Monestir de Santa Maria de Jerusalem","Ptge Mare Déu de l'Estrella, 1","932040675"
"G007","Serveis religiosos","Esglésies adventistes",427349.89,4581357.976,427257.987,4581157.051,2.130076,41.378648,3,18,"Sants-Montjuïc","Sants","Església Adventista del Setè Dia - Sants","C Violant Hongria Reina Aragó, 64-66",""
"G008","Serveis religiosos","Esglésies catòliques",428685.01,4582569.374,428593.095,4582368.437,2.145898,41.389678,2,9,"Eixample","la Nova Esquerra de l'Eixample","Parròquia de Sant Eugeni I, Papa","C Londres, 40","933214432"
"G008","Serveis religiosos","Esglésies catòliques",427728.203,4585672.476,427636.297,4585471.511,2.134084,41.417541,5,25,"Sarrià-Sant Gervasi","Sant Gervasi - la Bonanova","Parròquia de Sant Tomàs More","C Collserola, 31","932123759"
"G008","Serveis religiosos","Esglésies catòliques",426715.124,4582395.749,426623.227,4582194.813999999,2.12236,41.387937,4,21,"Les Corts","Pedralbes","Oratori de Santa Maria de Bonaigua","C Jiménez i Iglesias, 1","932049551"
"G010","Serveis religiosos","Mesquites",430547.723,4581275.984,430455.79,4581075.058999999,2.168324,41.378192999999996,1,1,"Ciutat Vella","el Raval","Mesquita Rei Jalal de Bangladesh (Baba Jalal Shah)","C Riereta, 16","934416871"
"G008","Serveis religiosos","Esglésies catòliques",429899.44700000004,4584052.672,429807.521,4583851.721,2.16025,41.403145,6,31,"Gràcia","la Vila de Gràcia","Església dels Trinitaris","C Torrent d'en Vidalet, 1*3","932137777"
"G009","Serveis religiosos","Esglésies evangèliques",431506.20200000005,4587155.176,431414.26200000005,4586954.196,2.179119,41.431226,8,45,"Nou Barris","Porta","Església Evangèlica Mensaje de Salvación","C Santapau, 60",""
