"﻿""CODI_CAPA""","CAPA_GENERICA","NOM_CAPA","ED50_COORD_X","ED50_COORD_Y","ETRS89_COORD_X","ETRS89_COORD_Y","LONGITUD","LATITUD","DISTRICTE","BARRI","NOM_DISTRICTE","NOM_BARRI","EQUIPAMENT","ADRECA","TELEFON"
"G010","Serveis religiosos","Mesquites",427632.098,4580384.092,427540.19200000004,4580183.176,2.1335669999999998,41.369902,3,16,"Sants-Montjuïc","la Bordeta","Mesquita Rahma - Centro Cultural Islámico de Sants","C Súria, 10",""
"G008","Serveis religiosos","Esglésies catòliques",433066.85799999995,4583221.933999999,432974.902,4583020.99,2.198232,41.395933,10,68,"Sant Martí","el Poblenou","Parròquia de Sant Francesc d'Assís","C Ramon Turró, 130","932251535"
"G009","Serveis religiosos","Esglésies evangèliques",428287.29299999995,4581113.42,428195.381,4580912.4969999995,2.141314,41.376529999999995,3,15,"Sants-Montjuïc","Hostafrancs","Comunitat Cristiana Àrab","C Muntadas, 24*26","932464938"
"G008","Serveis religiosos","Esglésies catòliques",430200.88200000004,4583064.775,430108.953,4582863.833000001,2.16397,41.394273,2,7,"Eixample","la Dreta de l'Eixample","Església del Santíssim Sagrament - Camps Elisis","Ptge Camps Elisis, 8","932154241"
"G008","Serveis religiosos","Esglésies catòliques",430070.86299999995,4583424.395,429978.935,4583223.45,2.1623740000000002,41.397501,2,7,"Eixample","la Dreta de l'Eixample","Església dels Pares Carmelites Descalços","Av Diagonal, 424","934161585"
"G010","Serveis religiosos","Mesquites",431275.77,4582298.459,431183.831,4582097.524,2.176914,41.387464,1,4,"Ciutat Vella","Sant Pere, Santa Caterina i la Ribera","Centre Islàmic Al Qaim","C Sant Pere Mitjà, 21 bis",""
"G008","Serveis religiosos","Esglésies catòliques",430204.489,4582740.12,430112.56,4582539.181,2.1640509999999997,41.39135,2,7,"Eixample","la Dreta de l'Eixample","Església del Santíssim Sagrament - Aragó","C Aragó, 268","932160213"
"G008","Serveis religiosos","Esglésies catòliques",433259.0,4585451.446,433167.04299999995,4585250.481000001,2.200284,41.416028999999995,10,72,"Sant Martí","Sant Martí de Provençals","Parròquia de Sant Lluís Gonzaga","Selva de Mar, 200","933135019"
"G008","Serveis religiosos","Esglésies catòliques",429513.26200000005,4580720.242,429421.338,4580519.322,2.1560189999999997,41.373096999999994,3,11,"Sants-Montjuïc","el Poble-sec","Parròquia de la Mare de Déu de Lourdes","C Font Honrada, 33","934238655"
"G008","Serveis religiosos","Esglésies catòliques",433328.477,4588908.55,433236.521,4588707.553,2.200733,41.447171999999995,9,58,"Sant Andreu","Baró de Viver","Parròquia de la Mare de Déu de l'Esperança","Pl Veracruz, 2","933455661"
"G008","Serveis religiosos","Esglésies catòliques",432259.874,4586340.32,432167.927,4586139.347,2.18823,41.423951,9,61,"Sant Andreu","la Sagrera","Parròquia de Crist Rei","C Martí Molins, 45","933524659"
"G008","Serveis religiosos","Esglésies catòliques",431405.982,4583253.511,431314.042,4583052.567,2.178363,41.396077000000005,2,5,"Eixample","el Fort Pienc","Parròquia de Sant Oleguer, Bisbe","C Nàpols, 133*137","932313604"
"G003","Serveis religiosos","Centres budistes",429327.55299999996,4583612.274,429235.63200000004,4583411.327,2.153461,41.399128000000005,6,31,"Gràcia","la Vila de Gràcia","Centre Budista Mahayana Tara","Pl Gal.la Placídia, 8","932170474"
"G009","Serveis religiosos","Esglésies evangèliques",430657.976,4580623.954,430566.042,4580423.035,2.169717,41.372329,3,11,"Sants-Montjuïc","el Poble-sec","Església Evangèlica Presbiteriana Coreana de Barcelona","C Cabanes, 39",""
"G008","Serveis religiosos","Esglésies catòliques",427429.675,4583074.641,427337.771,4582873.7,2.130824,41.394117,5,24,"Sarrià-Sant Gervasi","les Tres Torres","Residència Assistida per a Gent Gran la Nativitat de Nostra Senyora-Església","C Buïgas, 23","932045664"
"G009","Serveis religiosos","Esglésies evangèliques",431018.42,4587799.898,430926.485,4587598.912,2.1732080000000003,41.436991,8,48,"Nou Barris","la Guineueta","Església Evangèlica Jesucristo Manantiales de Vida Eterna - Nou Barris","Pg Verdum, 47*53",""
"G012","Serveis religiosos","Sinagogues",431319.604,4581983.618,431227.664,4581782.686000001,2.177474,41.384632,1,2,"Ciutat Vella","el Barri Gòtic","Centre d'Estudis Bet David","Pl Ramon Berenguer el Gran, 2","616073130"
"G009","Serveis religiosos","Esglésies evangèliques",431527.456,4587268.73,431435.516,4587067.749,2.17936,41.432251,8,45,"Nou Barris","Porta","Església Evangèlica Pentecostal Unida d'Europa","C Torrent de Can Piquer, 14-24",""
"G012","Serveis religiosos","Sinagogues",428877.31200000003,4583343.659,428785.395,4583142.715,2.148107,41.396669,5,26,"Sarrià-Sant Gervasi","Sant Gervasi - Galvany","Comunitat Israelita de Barcelona","C Avenir, 24","932008513"
"G009","Serveis religiosos","Esglésies evangèliques",431117.489,4590500.752,431025.55299999996,4590299.741,2.174085,41.461325,8,55,"Nou Barris","Ciutat Meridiana","Església Evangèlica Christ Revelation Church of God International","C Agudes, 100","672994487"
"G009","Serveis religiosos","Esglésies evangèliques",432275.624,4587318.254,432183.677,4587117.272,2.188309,41.432759999999995,9,60,"Sant Andreu","Sant Andreu","Església Evangèlica de la Gràcia","C Coroleu, 13","932740642"
"G003","Serveis religiosos","Centres budistes",431303.143,4581276.845,431211.203,4581075.919,2.1773569999999998,41.378265,1,2,"Ciutat Vella","el Barri Gòtic","Comunitat Dzogchen d'Espanya","Ptge Pau, 10 bis","933043578"
"G008","Serveis religiosos","Esglésies catòliques",428782.43700000003,4583534.113,428690.521,4583333.166999999,2.14695,41.398376,5,26,"Sarrià-Sant Gervasi","Sant Gervasi - Galvany","Església de Jesucrist Summe i Etern Sacerdot","C Aribau, 290","932004528"
"G008","Serveis religiosos","Esglésies catòliques",430042.011,4582432.3719999995,429950.083,4582231.436000001,2.162143,41.388564,2,8,"Eixample","l'Antiga Esquerra de l'Eixample","Església de Sant Gaietà","C Consell de Cent, 293","934549863"
"G008","Serveis religiosos","Esglésies catòliques",429042.174,4587675.511,428950.25700000004,4587474.527,2.14957,41.435699,7,41,"Horta-Guinardó","la Vall d'Hebron","Centre Educatiu Sant Joan Bosco-Església","Pg Vall d'Hebron, 258","934283219"
"G008","Serveis religiosos","Esglésies catòliques",429204.85299999994,4584104.742,429112.93299999996,4583903.791,2.151935,41.403553,6,31,"Gràcia","la Vila de Gràcia","Església de la Preciosíssima Sang","C Gran de Gràcia, 177",""
"G008","Serveis religiosos","Esglésies catòliques",431338.867,4581751.706,431246.927,4581550.776000001,2.17773,41.382545,1,2,"Ciutat Vella","el Barri Gòtic","Parròquia dels Sants Just i Pastor - Basílica","C Rera Sant Just, 1","933017433"
"G008","Serveis religiosos","Esglésies catòliques",426460.946,4586190.384,426369.052,4585989.414,2.118859,41.422090000000004,5,22,"Sarrià-Sant Gervasi","Vallvidrera, el Tibidabo i les Planes","Parròquia del Sagrat Cor de Jesús del Tibidabo - Basílica","Pl Tibidabo, 5","934175686"
"G008","Serveis religiosos","Esglésies catòliques",428164.06700000004,4579922.141,428072.156,4579721.228999999,2.139982,41.365790000000004,3,13,"Sants-Montjuïc","la Marina de Port","Parròquia de Sant Bartomeu","C Mare de Déu de Port, 350","932231293"
"G009","Serveis religiosos","Esglésies evangèliques",430706.94399999996,4586737.718,430615.011,4586536.742,2.1696020000000003,41.427398,8,44,"Nou Barris","Vilapicina i la Torre Llobeta","Església Evangèlica Visió Bíblica Missionera Amor en Cristo","Pg Maragall, 302","667832108"
"G009","Serveis religiosos","Esglésies evangèliques",429178.26399999997,4586976.008,429086.345,4586775.03,2.151281,41.42941,7,42,"Horta-Guinardó","la Clota","Església Evangèlica Mennonita","Av Cardenal Vidal Barraquer, 28","934292704"
"G008","Serveis religiosos","Esglésies catòliques",431842.282,4590739.791999999,431750.34,4590538.779,2.1827360000000002,41.46354,8,56,"Nou Barris","Vallbona","Parròquia de Sant Marc","T Tapioles, 18","933538519"
"G003","Serveis religiosos","Centres budistes",431286.02,4582544.536,431194.081,4582343.598999999,2.1770080000000003,41.389681,1,4,"Ciutat Vella","Sant Pere, Santa Caterina i la Ribera","Sakya Gephel Ling","C Trafalgar, 50","933150240"
"G010","Serveis religiosos","Mesquites",434114.459,4585775.185,434022.494,4585574.217,2.210484,41.419016,10,70,"Sant Martí","el Besòs i el Maresme","Mesquita Jamea Masjad Ghulamane Mustapha Catalunya","C Bernat Metge, 6*10",""
"G008","Serveis religiosos","Esglésies catòliques",428571.631,4580885.208000001,428479.716,4580684.287,2.144741,41.3745,3,15,"Sants-Montjuïc","Hostafrancs","Parròquia de Sant Àngel Custodi","C Vilardell, 50","934233289"
"G010","Serveis religiosos","Mesquites",429132.386,4586334.59,429040.468,4586133.618,2.150807,41.423629,7,38,"Horta-Guinardó","la Teixonera","Centre Islàmic del Carmel","Pg Mare de Déu del Coll, 173*175",""
"G008","Serveis religiosos","Esglésies catòliques",432593.481,4587736.746,432501.531,4587535.76,2.192066,41.436556,9,60,"Sant Andreu","Sant Andreu","Parròquia de Sant Andreu","C Pont, 3","933450959"
"G008","Serveis religiosos","Esglésies catòliques",429218.88700000005,4581572.8719999995,429126.966,4581371.944,2.1524,41.380751000000004,2,9,"Eixample","la Nova Esquerra de l'Eixample","Parròquia de la Mare de Déu de la Medalla Miraculosa","C Consell de Cent, 110*118","934234676"
"G009","Serveis religiosos","Esglésies evangèliques",431116.386,4590500.243,431024.45,4590299.232,2.1740720000000002,41.46132,8,55,"Nou Barris","Ciutat Meridiana","Església Evangèlica Comunitat Cristiana Integral","C Agudes, 100","932807418"
"G009","Serveis religiosos","Esglésies evangèliques",428682.021,4580484.848999999,428590.105,4580283.931,2.1461080000000003,41.370903999999996,3,14,"Sants-Montjuïc","la Font de la Guatlla","Església Evangèlica Apostòlica del Nom de Jesús - Sants","C Chopin, 4",""
"G009","Serveis religiosos","Esglésies evangèliques",433432.544,4588740.723999999,433340.58700000006,4588539.728999999,2.201997,41.445669,9,59,"Sant Andreu","el Bon Pastor","Església Evangèlica Green Pastures International (aka The Ark of God Fellowship)","C Caracas, 47",""
"G009","Serveis religiosos","Esglésies evangèliques",430737.992,4581322.466,430646.05700000003,4581121.54,2.170594,41.378628000000006,1,1,"Ciutat Vella","el Raval","Comunitat Cristiana La Viña - Ciutat Vella","C Espalter, 2","935106083"
"G009","Serveis religiosos","Esglésies evangèliques",427826.705,4578446.102,427734.79600000003,4578245.204,2.136124,41.352465,3,12,"Sants-Montjuïc","la Marina del Prat Vermell","Església Evangèlica Centro Cristiano Kairós","C Acer, 33*37","934359401"
"G008","Serveis religiosos","Esglésies catòliques",429601.269,4585863.759,429509.346,4585662.791,2.156472,41.41943,7,37,"Horta-Guinardó","el Carmel","Parròquia de la Mare de Déu de Mont Carmel","Santuari, 116","934295793"
"G008","Serveis religiosos","Esglésies catòliques",430521.61299999995,4583095.699,430429.68100000004,4582894.757,2.1678029999999997,41.39458,2,7,"Eixample","la Dreta de l'Eixample","Parròquia de la Puríssima Concepció - Basílica","C Aragó, 299","934576552"
