"SECCIO_CENSAL","HOMES","DONES","EDAT_0_A_14","EDAT_15_A_24","EDAT_25_A_64","EDAT_65_A_MES","NACIONALS","COMUNITARIS","ESTRANGERS","DATA_DADES"
1001,710,610,149,99,870,202,695,149,476,"07-03-2021 11:00:04"
1002,790,720,153,191,975,191,589,214,707,"07-03-2021 11:00:04"
1003,2035,1641,712,490,2073,401,1870,295,1511,"07-03-2021 11:00:04"
1004,1671,1353,354,323,2049,298,1498,356,1170,"07-03-2021 11:00:04"
1005,1323,1154,297,254,1608,318,1230,364,883,"07-03-2021 11:00:04"
1006,943,722,173,183,1125,184,685,297,683,"07-03-2021 11:00:04"
1007,1213,802,261,184,1422,148,887,255,873,"07-03-2021 11:00:04"
1008,2053,1367,461,394,2176,389,1383,302,1735,"07-03-2021 11:00:04"
1009,1262,1033,333,215,1500,247,1074,217,1004,"07-03-2021 11:00:04"
1010,1391,1141,380,290,1658,204,1012,247,1273,"07-03-2021 11:00:04"
1011,1883,1484,463,397,2237,270,1384,327,1656,"07-03-2021 11:00:04"
1012,1018,984,236,184,1351,231,1008,224,770,"07-03-2021 11:00:04"
1013,717,760,184,113,964,216,810,130,537,"07-03-2021 11:00:04"
1014,1205,949,216,225,1476,237,1046,172,936,"07-03-2021 11:00:04"
1015,1219,1179,324,229,1596,249,1069,281,1048,"07-03-2021 11:00:04"
1016,1098,1073,270,226,1450,225,961,234,976,"07-03-2021 11:00:04"
1017,1290,1300,328,285,1726,251,1166,273,1151,"07-03-2021 11:00:04"
1018,808,771,199,169,1004,207,814,182,583,"07-03-2021 11:00:04"
1019,1659,1398,357,314,2076,310,1304,416,1337,"07-03-2021 11:00:04"
1020,1086,1165,146,222,1517,366,1219,478,554,"07-03-2021 11:00:04"
1021,1127,1099,163,196,1548,319,1122,422,682,"07-03-2021 11:00:04"
1022,826,727,90,192,1057,214,722,310,521,"07-03-2021 11:00:04"
1023,1060,1057,146,175,1505,291,1127,436,554,"07-03-2021 11:00:04"
1025,699,681,89,144,997,150,627,404,349,"07-03-2021 11:00:04"
1026,6965,1880,468,962,6977,438,1581,583,6681,"07-03-2021 11:00:04"
1027,769,798,92,147,1107,221,793,379,395,"07-03-2021 11:00:04"
1028,965,1013,138,220,1389,231,880,544,554,"07-03-2021 11:00:04"
1029,761,720,98,189,1045,149,590,436,455,"07-03-2021 11:00:04"
1030,1296,1248,230,259,1690,365,1262,529,753,"07-03-2021 11:00:04"
1031,868,767,132,159,1167,177,702,395,538,"07-03-2021 11:00:04"
1032,951,928,97,147,1335,300,1029,412,438,"07-03-2021 11:00:04"
1033,579,553,85,79,794,174,602,228,302,"07-03-2021 11:00:04"
1034,483,496,50,89,690,150,531,248,200,"07-03-2021 11:00:04"
1035,638,626,74,115,874,201,668,288,308,"07-03-2021 11:00:04"
1036,565,631,99,121,735,241,878,143,175,"07-03-2021 11:00:04"
1037,653,726,117,129,858,275,959,207,213,"07-03-2021 11:00:04"
1038,817,736,96,136,1144,177,712,386,455,"07-03-2021 11:00:04"
1039,696,692,97,131,930,230,825,262,301,"07-03-2021 11:00:04"
1040,540,552,81,79,732,200,578,262,252,"07-03-2021 11:00:04"
1041,773,789,121,110,1174,157,706,393,463,"07-03-2021 11:00:04"
1042,817,948,160,139,1013,453,1311,225,229,"07-03-2021 11:00:04"
1043,862,811,171,130,1172,200,945,401,327,"07-03-2021 11:00:04"
1044,693,761,139,126,1003,186,837,340,277,"07-03-2021 11:00:04"
1045,1035,1025,114,146,1548,252,995,597,468,"07-03-2021 11:00:04"
1046,950,872,127,164,1325,206,840,524,458,"07-03-2021 11:00:04"
1047,870,954,130,149,1289,256,933,411,480,"07-03-2021 11:00:04"
1048,1055,1104,212,224,1470,253,1126,449,584,"07-03-2021 11:00:04"
1049,731,816,204,144,994,205,784,320,443,"07-03-2021 11:00:04"
1050,792,781,147,129,1089,208,804,355,414,"07-03-2021 11:00:04"
1051,953,916,178,151,1384,156,871,433,565,"07-03-2021 11:00:04"
1052,1574,1290,256,574,1696,338,1406,558,900,"07-03-2021 11:00:04"
1053,902,982,139,151,1252,342,1121,376,387,"07-03-2021 11:00:04"
1054,651,628,95,95,915,174,663,298,318,"07-03-2021 11:00:04"
1055,647,683,141,99,768,322,929,225,176,"07-03-2021 11:00:04"
2001,628,653,158,113,779,231,905,134,242,"07-03-2021 11:00:04"
2002,841,966,214,152,1012,429,1297,166,344,"07-03-2021 11:00:04"
2003,494,641,90,151,588,306,898,105,132,"07-03-2021 11:00:04"
2004,766,786,148,146,957,301,1023,206,323,"07-03-2021 11:00:04"
2005,969,1131,214,175,1166,545,1660,161,279,"07-03-2021 11:00:04"
2006,788,898,193,142,948,403,1219,223,244,"07-03-2021 11:00:04"
2007,572,695,103,103,737,324,923,183,161,"07-03-2021 11:00:04"
2008,906,1034,213,187,1118,422,1454,250,236,"07-03-2021 11:00:04"
2009,848,984,212,160,1091,369,1340,180,312,"07-03-2021 11:00:04"
2010,583,658,141,109,716,275,949,123,169,"07-03-2021 11:00:04"
2011,560,571,99,108,659,265,919,116,96,"07-03-2021 11:00:04"
2012,772,818,169,144,933,344,1166,143,281,"07-03-2021 11:00:04"
2013,577,600,126,119,744,188,824,164,189,"07-03-2021 11:00:04"
2014,683,696,157,112,903,207,972,199,208,"07-03-2021 11:00:04"
2015,764,826,157,132,977,324,1102,164,324,"07-03-2021 11:00:04"
2016,859,1021,197,133,1113,437,1482,176,222,"07-03-2021 11:00:04"
2017,914,1062,204,197,1181,394,1487,209,280,"07-03-2021 11:00:04"
2018,845,999,201,185,964,494,1425,173,246,"07-03-2021 11:00:04"
2019,935,1051,215,163,1167,441,1502,197,287,"07-03-2021 11:00:04"
2020,720,792,142,144,985,241,987,209,316,"07-03-2021 11:00:04"
2021,716,811,157,109,918,343,1152,158,217,"07-03-2021 11:00:04"
2022,655,679,136,141,795,262,1018,61,255,"07-03-2021 11:00:04"
2023,473,581,75,73,646,260,888,64,102,"07-03-2021 11:00:04"
2024,515,644,101,93,741,224,793,96,270,"07-03-2021 11:00:04"
2025,563,611,121,93,688,272,898,103,173,"07-03-2021 11:00:04"
2026,977,1200,212,213,1294,458,1608,156,413,"07-03-2021 11:00:04"
2027,976,1118,218,161,1235,480,1559,191,344,"07-03-2021 11:00:04"
2028,954,1148,207,179,1243,473,1588,146,368,"07-03-2021 11:00:04"
2029,579,690,151,93,731,294,1002,95,172,"07-03-2021 11:00:04"
2030,627,738,164,118,836,247,975,107,283,"07-03-2021 11:00:04"
2031,481,576,124,86,546,301,895,58,104,"07-03-2021 11:00:04"
2032,495,630,106,89,591,339,909,86,130,"07-03-2021 11:00:04"
2033,564,654,134,104,718,262,951,91,176,"07-03-2021 11:00:04"
2034,537,677,101,98,735,280,827,110,277,"07-03-2021 11:00:04"
2035,586,712,96,102,758,342,1014,99,185,"07-03-2021 11:00:04"
2036,528,668,121,92,706,277,975,93,128,"07-03-2021 11:00:04"
2037,584,627,107,109,700,295,1028,89,94,"07-03-2021 11:00:04"
2038,742,810,113,197,957,285,1255,100,197,"07-03-2021 11:00:04"
2039,763,976,167,155,1058,359,1293,174,272,"07-03-2021 11:00:04"
2040,821,889,161,137,1097,315,1175,180,355,"07-03-2021 11:00:04"
2041,754,923,166,131,928,452,1300,125,252,"07-03-2021 11:00:04"
2042,724,877,126,127,841,507,1396,73,132,"07-03-2021 11:00:04"
2043,736,785,180,126,905,310,1235,86,200,"07-03-2021 11:00:04"
2044,601,717,140,111,739,328,968,113,237,"07-03-2021 11:00:04"
2045,540,623,117,94,654,298,910,75,178,"07-03-2021 11:00:04"
2046,903,1042,222,166,1181,376,1461,125,359,"07-03-2021 11:00:04"
2047,927,1032,203,203,1098,455,1495,123,341,"07-03-2021 11:00:04"
2048,591,708,134,122,791,252,897,125,277,"07-03-2021 11:00:04"
2049,979,1139,185,141,1320,472,1387,232,499,"07-03-2021 11:00:04"
2050,762,887,136,131,1065,317,1142,191,316,"07-03-2021 11:00:04"
2051,931,1037,153,182,1240,393,1271,250,447,"07-03-2021 11:00:04"
2052,860,983,181,170,1152,340,1284,225,334,"07-03-2021 11:00:04"
2053,883,1003,184,152,1181,369,1381,191,314,"07-03-2021 11:00:04"
2054,875,1039,239,133,1099,443,1471,176,267,"07-03-2021 11:00:04"
2055,877,996,178,172,1115,408,1432,161,280,"07-03-2021 11:00:04"
2056,691,816,158,123,934,292,1083,212,212,"07-03-2021 11:00:04"
2057,591,692,168,117,685,313,1011,155,117,"07-03-2021 11:00:04"
2058,654,726,161,109,764,346,1139,107,134,"07-03-2021 11:00:04"
2059,741,949,196,136,964,394,1289,156,245,"07-03-2021 11:00:04"
2060,772,958,222,140,982,386,1306,190,234,"07-03-2021 11:00:04"
2061,614,770,132,140,856,256,1002,159,223,"07-03-2021 11:00:04"
2062,744,797,179,146,928,288,1141,238,162,"07-03-2021 11:00:04"
2063,490,721,126,111,602,372,926,147,138,"07-03-2021 11:00:04"
2064,620,724,159,117,745,323,1014,178,152,"07-03-2021 11:00:04"
2065,896,992,216,163,1183,326,1375,260,253,"07-03-2021 11:00:04"
2066,801,950,172,125,992,462,1396,147,208,"07-03-2021 11:00:04"
2067,800,898,193,136,1100,269,1171,243,284,"07-03-2021 11:00:04"
2068,774,873,189,112,998,348,1203,223,221,"07-03-2021 11:00:04"
2069,651,714,176,115,769,305,1041,180,144,"07-03-2021 11:00:04"
2070,589,707,126,149,749,272,924,171,201,"07-03-2021 11:00:04"
2071,830,912,202,159,1046,335,1342,218,182,"07-03-2021 11:00:04"
2072,604,619,135,135,685,268,959,147,117,"07-03-2021 11:00:04"
2073,1933,1578,322,384,2402,403,1599,344,1568,"07-03-2021 11:00:04"
2074,630,651,135,130,794,222,822,250,209,"07-03-2021 11:00:04"
2075,618,694,137,138,782,255,862,265,185,"07-03-2021 11:00:04"
2076,759,859,175,184,928,331,1189,211,218,"07-03-2021 11:00:04"
2077,895,850,135,204,1111,295,1004,313,428,"07-03-2021 11:00:04"
2078,670,751,141,168,805,307,895,229,297,"07-03-2021 11:00:04"
2079,701,724,138,184,829,274,890,209,326,"07-03-2021 11:00:04"
2080,795,783,161,157,927,333,1070,206,302,"07-03-2021 11:00:04"
2081,983,1152,201,218,1223,493,1545,257,333,"07-03-2021 11:00:04"
2082,432,485,78,89,523,227,682,125,110,"07-03-2021 11:00:04"
2083,866,991,200,228,1025,404,1307,267,283,"07-03-2021 11:00:04"
2084,955,1150,192,203,1307,403,1553,238,314,"07-03-2021 11:00:04"
2085,633,796,145,124,881,279,1018,224,187,"07-03-2021 11:00:04"
2086,670,779,181,157,863,248,1119,156,174,"07-03-2021 11:00:04"
2087,670,803,157,134,880,302,1133,137,203,"07-03-2021 11:00:04"
2088,775,892,149,169,997,352,1245,215,207,"07-03-2021 11:00:04"
2089,859,945,157,166,1147,334,1307,239,258,"07-03-2021 11:00:04"
2090,808,938,157,137,1134,318,1162,235,349,"07-03-2021 11:00:04"
2091,1107,1014,152,211,1428,330,1285,281,555,"07-03-2021 11:00:04"
2092,1328,985,137,195,1639,342,1205,332,776,"07-03-2021 11:00:04"
2093,812,882,130,179,1031,354,1210,205,279,"07-03-2021 11:00:04"
2094,744,776,120,106,950,344,1072,174,274,"07-03-2021 11:00:04"
2095,779,803,128,154,988,312,1123,192,267,"07-03-2021 11:00:04"
2096,698,762,126,101,910,323,1024,188,248,"07-03-2021 11:00:04"
2097,518,569,110,83,680,214,783,118,186,"07-03-2021 11:00:04"
2098,703,800,132,123,965,283,1059,190,254,"07-03-2021 11:00:04"
2099,758,854,172,166,989,285,1163,172,277,"07-03-2021 11:00:04"
2100,639,695,106,105,800,323,1084,102,148,"07-03-2021 11:00:04"
2101,1055,1207,247,178,1302,535,1646,231,385,"07-03-2021 11:00:04"
2102,605,784,150,135,753,351,1176,92,121,"07-03-2021 11:00:04"
2103,779,877,148,117,1050,341,1194,166,296,"07-03-2021 11:00:04"
2104,551,651,138,97,651,316,970,64,168,"07-03-2021 11:00:04"
2105,960,1165,208,185,1289,443,1580,207,338,"07-03-2021 11:00:04"
2106,654,762,178,120,805,313,1124,118,174,"07-03-2021 11:00:04"
2107,744,905,177,160,889,423,1362,134,153,"07-03-2021 11:00:04"
2108,741,902,215,131,859,438,1369,102,172,"07-03-2021 11:00:04"
2109,955,1121,232,222,1092,530,1739,137,200,"07-03-2021 11:00:04"
2110,881,1023,234,156,1161,353,1441,167,296,"07-03-2021 11:00:04"
2111,840,1002,205,132,1105,400,1431,137,274,"07-03-2021 11:00:04"
2112,616,697,128,93,682,410,1120,87,106,"07-03-2021 11:00:04"
2113,1053,1157,312,175,1121,602,1853,113,244,"07-03-2021 11:00:04"
2114,764,933,160,138,917,482,1366,102,229,"07-03-2021 11:00:04"
2115,622,728,152,134,756,308,1064,86,200,"07-03-2021 11:00:04"
2116,461,539,117,97,540,246,893,29,78,"07-03-2021 11:00:04"
2117,551,675,142,77,655,352,979,75,172,"07-03-2021 11:00:04"
2118,694,815,147,141,913,308,1194,104,211,"07-03-2021 11:00:04"
2119,605,670,134,88,707,346,1079,57,139,"07-03-2021 11:00:04"
2120,558,610,91,84,684,309,966,74,128,"07-03-2021 11:00:04"
2121,597,667,134,112,728,290,1020,76,168,"07-03-2021 11:00:04"
2122,478,564,94,81,561,306,888,54,100,"07-03-2021 11:00:04"
2123,544,580,97,79,683,265,874,110,140,"07-03-2021 11:00:04"
2124,483,589,109,84,554,325,948,46,78,"07-03-2021 11:00:04"
2125,774,930,170,125,929,480,1425,85,194,"07-03-2021 11:00:04"
2126,681,809,127,131,820,412,1240,91,159,"07-03-2021 11:00:04"
2127,555,608,110,88,726,239,865,104,194,"07-03-2021 11:00:04"
2128,627,713,128,114,817,281,993,103,244,"07-03-2021 11:00:04"
2129,691,845,121,128,877,410,1225,76,235,"07-03-2021 11:00:04"
2130,525,598,121,90,564,348,998,40,85,"07-03-2021 11:00:04"
2131,535,603,109,94,649,286,862,78,198,"07-03-2021 11:00:04"
2132,504,543,97,71,608,271,848,49,150,"07-03-2021 11:00:04"
2133,373,468,72,59,408,302,720,29,92,"07-03-2021 11:00:04"
2134,712,786,137,121,843,397,1175,106,217,"07-03-2021 11:00:04"
2135,1016,1140,216,185,1354,401,1617,189,350,"07-03-2021 11:00:04"
2136,402,493,78,72,506,239,727,60,108,"07-03-2021 11:00:04"
2137,701,775,134,142,910,290,1058,138,280,"07-03-2021 11:00:04"
2138,930,1027,203,172,1106,476,1580,137,240,"07-03-2021 11:00:04"
2139,792,902,148,137,1102,307,1178,213,303,"07-03-2021 11:00:04"
2140,872,1024,190,149,1153,404,1503,144,249,"07-03-2021 11:00:04"
2141,551,651,114,117,691,280,904,70,228,"07-03-2021 11:00:04"
2142,990,1067,202,192,1279,384,1504,174,379,"07-03-2021 11:00:04"
2143,705,722,147,118,867,295,1005,169,253,"07-03-2021 11:00:04"
2144,744,834,135,164,988,291,1110,182,286,"07-03-2021 11:00:04"
2145,605,644,117,102,810,220,863,123,263,"07-03-2021 11:00:04"
2146,559,655,100,106,742,266,907,110,197,"07-03-2021 11:00:04"
2147,1011,1149,208,207,1307,438,1645,168,347,"07-03-2021 11:00:04"
2148,734,871,161,120,964,360,1237,143,225,"07-03-2021 11:00:04"
2149,909,940,206,161,1161,321,1342,177,330,"07-03-2021 11:00:04"
2150,744,808,152,132,962,306,1071,159,322,"07-03-2021 11:00:04"
2151,705,811,141,125,960,290,1077,163,276,"07-03-2021 11:00:04"
2152,579,699,108,101,668,401,1007,104,167,"07-03-2021 11:00:04"
2153,624,710,140,105,714,375,1102,70,162,"07-03-2021 11:00:04"
2154,536,559,98,84,707,206,719,123,253,"07-03-2021 11:00:04"
2155,885,993,182,154,1063,479,1446,141,291,"07-03-2021 11:00:04"
2156,616,674,100,98,706,386,1039,86,165,"07-03-2021 11:00:04"
2157,573,665,132,120,685,301,925,109,204,"07-03-2021 11:00:04"
2158,782,827,156,113,935,405,1250,125,234,"07-03-2021 11:00:04"
2159,977,1038,230,183,1202,400,1472,169,374,"07-03-2021 11:00:04"
2160,980,1052,185,171,1219,457,1577,165,290,"07-03-2021 11:00:04"
2161,573,622,112,121,732,230,857,150,188,"07-03-2021 11:00:04"
2162,692,728,129,122,847,322,1044,113,263,"07-03-2021 11:00:04"
2163,889,964,154,144,1152,403,1371,191,291,"07-03-2021 11:00:04"
2164,721,750,134,138,944,255,964,202,305,"07-03-2021 11:00:04"
2165,836,887,176,134,1064,349,1259,167,297,"07-03-2021 11:00:04"
2166,1031,1114,249,170,1317,409,1499,243,403,"07-03-2021 11:00:04"
2167,1026,1104,230,189,1207,504,1672,166,292,"07-03-2021 11:00:04"
2168,1078,1227,257,158,1435,455,1660,230,415,"07-03-2021 11:00:04"
2169,751,803,152,107,994,301,1139,176,239,"07-03-2021 11:00:04"
2170,723,838,149,148,922,342,1187,131,243,"07-03-2021 11:00:04"
2171,823,871,180,131,1013,370,1207,139,348,"07-03-2021 11:00:04"
2172,766,858,165,121,1052,286,1140,171,313,"07-03-2021 11:00:04"
2173,745,819,144,139,973,308,1191,143,230,"07-03-2021 11:00:04"
3001,806,899,176,141,1000,388,1253,149,303,"07-03-2021 11:00:04"
3002,936,987,196,157,1232,338,1309,213,401,"07-03-2021 11:00:04"
3003,834,879,185,156,1105,267,1084,164,465,"07-03-2021 11:00:04"
3004,782,857,168,118,1032,321,1174,155,310,"07-03-2021 11:00:04"
3005,579,639,132,73,720,293,850,116,252,"07-03-2021 11:00:04"
3006,711,721,166,115,939,212,912,190,330,"07-03-2021 11:00:04"
3007,815,903,198,156,1046,318,1154,173,391,"07-03-2021 11:00:04"
3008,569,617,129,103,750,204,784,126,276,"07-03-2021 11:00:04"
3009,591,630,112,94,773,242,863,113,245,"07-03-2021 11:00:04"
3010,1014,928,195,198,1297,252,1150,222,570,"07-03-2021 11:00:04"
3011,903,891,216,182,1181,215,1047,219,528,"07-03-2021 11:00:04"
3012,1069,1112,204,206,1445,326,1315,308,558,"07-03-2021 11:00:04"
3013,912,913,194,185,1243,203,1051,293,481,"07-03-2021 11:00:04"
3014,922,928,188,161,1253,248,1085,267,498,"07-03-2021 11:00:04"
3015,1513,1534,326,297,1996,428,1802,432,813,"07-03-2021 11:00:04"
3016,615,668,128,128,857,170,737,170,376,"07-03-2021 11:00:04"
3017,878,872,203,158,1195,194,955,273,522,"07-03-2021 11:00:04"
3018,887,866,184,167,1072,330,1182,169,402,"07-03-2021 11:00:04"
3019,752,811,182,134,1014,233,970,154,439,"07-03-2021 11:00:04"
3020,615,600,107,91,699,318,913,91,211,"07-03-2021 11:00:04"
3021,505,564,104,85,572,308,846,71,152,"07-03-2021 11:00:04"
3022,737,737,154,133,896,291,1049,143,282,"07-03-2021 11:00:04"
3023,951,964,207,156,1271,281,1276,242,397,"07-03-2021 11:00:04"
3024,1061,1018,249,184,1387,259,1359,308,412,"07-03-2021 11:00:04"
3025,714,676,191,100,864,235,1182,34,174,"07-03-2021 11:00:04"
3026,482,535,104,83,462,368,898,22,97,"07-03-2021 11:00:04"
3027,845,913,183,250,930,395,1546,55,157,"07-03-2021 11:00:04"
3028,1321,1367,485,306,1566,331,2102,108,478,"07-03-2021 11:00:04"
3029,635,679,146,145,777,246,1137,43,134,"07-03-2021 11:00:04"
3030,731,864,156,171,931,337,1296,61,238,"07-03-2021 11:00:04"
3031,1166,1264,275,253,1297,605,2134,53,243,"07-03-2021 11:00:04"
3032,838,889,265,151,998,313,1394,74,259,"07-03-2021 11:00:04"
3033,756,749,200,166,856,283,1041,44,420,"07-03-2021 11:00:04"
3034,730,801,159,169,893,310,1277,26,228,"07-03-2021 11:00:04"
3035,1080,1183,225,204,1258,576,1939,63,261,"07-03-2021 11:00:04"
3036,1165,1262,297,260,1379,491,2036,105,286,"07-03-2021 11:00:04"
3037,499,535,89,112,659,174,922,17,95,"07-03-2021 11:00:04"
3038,456,503,142,117,489,211,873,12,74,"07-03-2021 11:00:04"
3039,1218,1334,411,267,1450,424,1929,86,537,"07-03-2021 11:00:04"
3040,701,792,115,145,796,437,1267,68,158,"07-03-2021 11:00:04"
3041,668,745,141,144,814,314,1093,93,227,"07-03-2021 11:00:04"
3042,698,712,135,142,855,278,1052,93,265,"07-03-2021 11:00:04"
3043,763,888,144,149,919,439,1251,123,277,"07-03-2021 11:00:04"
3044,909,987,189,162,1191,354,1363,129,404,"07-03-2021 11:00:04"
3045,524,558,124,77,663,218,836,102,144,"07-03-2021 11:00:04"
3046,672,755,106,97,815,409,1150,101,176,"07-03-2021 11:00:04"
3047,858,912,169,158,1126,317,1346,135,289,"07-03-2021 11:00:04"
3048,630,713,121,91,792,339,1038,89,216,"07-03-2021 11:00:04"
3049,787,887,189,103,1005,377,1236,151,287,"07-03-2021 11:00:04"
3050,816,832,158,109,1074,307,1195,172,281,"07-03-2021 11:00:04"
3051,987,1001,251,189,1296,252,1314,180,494,"07-03-2021 11:00:04"
3052,628,698,165,122,853,186,917,125,284,"07-03-2021 11:00:04"
3053,1072,1172,276,192,1398,378,1505,195,544,"07-03-2021 11:00:04"
3054,808,852,146,131,979,404,1321,106,233,"07-03-2021 11:00:04"
3055,775,845,148,120,996,356,1247,120,253,"07-03-2021 11:00:04"
3056,447,511,99,78,532,249,723,60,175,"07-03-2021 11:00:04"
3057,701,780,139,100,833,409,1267,64,150,"07-03-2021 11:00:04"
3058,828,950,237,141,1049,351,1481,111,186,"07-03-2021 11:00:04"
3059,585,615,146,87,680,287,968,47,185,"07-03-2021 11:00:04"
3060,703,715,150,106,804,358,1225,53,140,"07-03-2021 11:00:04"
3061,527,609,117,94,647,278,894,66,176,"07-03-2021 11:00:04"
3062,729,827,176,142,885,353,1323,75,158,"07-03-2021 11:00:04"
3063,974,1005,362,159,1187,271,1559,116,304,"07-03-2021 11:00:04"
3064,567,635,131,112,698,261,1054,43,105,"07-03-2021 11:00:04"
3065,652,705,99,127,835,296,1222,28,107,"07-03-2021 11:00:04"
3066,1128,1207,282,244,1335,474,1948,80,307,"07-03-2021 11:00:04"
3067,829,938,194,141,977,455,1470,51,246,"07-03-2021 11:00:04"
3068,557,628,120,85,652,328,962,39,184,"07-03-2021 11:00:04"
3069,580,623,123,89,675,316,1031,33,139,"07-03-2021 11:00:04"
3070,676,686,136,126,780,320,1034,74,254,"07-03-2021 11:00:04"
3071,653,710,147,143,811,262,1044,89,230,"07-03-2021 11:00:04"
3072,676,756,162,123,856,291,1094,45,293,"07-03-2021 11:00:04"
3073,767,819,163,125,945,353,1312,59,215,"07-03-2021 11:00:04"
3074,858,978,201,141,1075,419,1463,92,281,"07-03-2021 11:00:04"
3075,834,934,207,176,1026,359,1362,72,334,"07-03-2021 11:00:04"
3076,511,592,122,76,620,285,854,51,198,"07-03-2021 11:00:04"
3077,618,724,134,130,761,317,1077,65,200,"07-03-2021 11:00:04"
3078,841,928,206,148,1099,316,1307,84,378,"07-03-2021 11:00:04"
3079,854,984,200,179,1120,339,1322,97,419,"07-03-2021 11:00:04"
3080,694,857,149,141,883,378,1277,51,223,"07-03-2021 11:00:04"
3081,924,1038,196,196,1132,438,1504,73,385,"07-03-2021 11:00:04"
3082,876,1031,194,180,1117,416,1500,95,312,"07-03-2021 11:00:04"
3083,665,760,134,82,864,345,1165,65,195,"07-03-2021 11:00:04"
3084,648,759,149,118,708,432,1230,44,133,"07-03-2021 11:00:04"
3085,634,736,159,103,813,295,1094,64,212,"07-03-2021 11:00:04"
3086,611,654,120,104,647,394,1113,52,100,"07-03-2021 11:00:04"
3087,686,779,161,121,769,414,1237,47,181,"07-03-2021 11:00:04"
3088,672,758,171,112,780,367,1144,86,200,"07-03-2021 11:00:04"
3089,581,676,131,90,675,361,1105,61,91,"07-03-2021 11:00:04"
3090,465,539,92,99,568,245,888,49,67,"07-03-2021 11:00:04"
3091,728,767,153,162,922,258,1160,81,254,"07-03-2021 11:00:04"
3092,576,651,134,104,758,231,984,82,161,"07-03-2021 11:00:04"
3093,678,808,136,148,850,352,1320,46,120,"07-03-2021 11:00:04"
3094,581,678,149,106,717,287,1056,67,136,"07-03-2021 11:00:04"
3095,761,870,169,139,984,339,1280,115,236,"07-03-2021 11:00:04"
3096,757,848,178,150,1022,255,1189,113,303,"07-03-2021 11:00:04"
3097,834,903,200,148,1184,205,1142,129,466,"07-03-2021 11:00:04"
3098,726,726,167,138,909,238,1043,108,301,"07-03-2021 11:00:04"
3099,456,547,125,77,627,174,814,65,124,"07-03-2021 11:00:04"
3100,601,740,169,104,797,271,1007,105,229,"07-03-2021 11:00:04"
3101,2616,1793,495,472,3015,427,1727,299,2383,"07-03-2021 11:00:04"
3102,620,683,155,105,776,267,1001,64,238,"07-03-2021 11:00:04"
3103,525,635,122,76,606,356,1017,44,99,"07-03-2021 11:00:04"
3104,685,754,151,129,907,252,1067,119,253,"07-03-2021 11:00:04"
3105,534,665,143,103,737,216,918,70,211,"07-03-2021 11:00:04"
3106,603,685,151,105,829,203,967,136,185,"07-03-2021 11:00:04"
3107,818,839,178,169,960,350,1271,80,306,"07-03-2021 11:00:04"
3108,808,886,215,143,1024,312,1264,104,326,"07-03-2021 11:00:04"
3109,749,797,173,132,974,267,1201,119,226,"07-03-2021 11:00:04"
3110,696,797,165,112,909,307,1189,95,209,"07-03-2021 11:00:04"
3111,596,699,173,91,770,261,1063,73,159,"07-03-2021 11:00:04"
3112,874,981,208,153,1066,428,1551,88,216,"07-03-2021 11:00:04"
3113,756,862,156,134,890,438,1291,91,236,"07-03-2021 11:00:04"
3114,688,771,134,128,796,401,1226,98,135,"07-03-2021 11:00:04"
3211,763,781,164,213,931,236,1314,17,213,"07-03-2021 11:00:04"
3212,1171,1319,289,232,1319,650,1945,86,459,"07-03-2021 11:00:04"
3213,1185,1255,306,295,1452,387,1790,74,576,"07-03-2021 11:00:04"
4001,612,667,147,121,747,264,991,74,214,"07-03-2021 11:00:04"
4002,925,1007,237,170,1044,481,1696,66,170,"07-03-2021 11:00:04"
4003,501,540,116,80,552,293,910,31,100,"07-03-2021 11:00:04"
4004,482,514,99,70,569,258,848,35,113,"07-03-2021 11:00:04"
4005,564,677,150,98,661,332,1079,43,119,"07-03-2021 11:00:04"
4006,508,604,129,89,579,315,970,39,103,"07-03-2021 11:00:04"
4007,469,592,123,76,562,300,871,50,140,"07-03-2021 11:00:04"
4008,463,533,114,70,557,255,837,29,130,"07-03-2021 11:00:04"
4009,683,792,169,113,847,346,1219,81,175,"07-03-2021 11:00:04"
4010,419,487,97,108,477,224,771,29,106,"07-03-2021 11:00:04"
4011,818,917,240,135,826,534,1516,72,147,"07-03-2021 11:00:04"
4012,645,745,127,116,728,419,1228,49,113,"07-03-2021 11:00:04"
4013,576,665,140,102,662,337,1089,53,99,"07-03-2021 11:00:04"
4014,378,453,87,77,421,246,730,23,78,"07-03-2021 11:00:04"
4015,858,1043,195,161,1084,461,1657,74,170,"07-03-2021 11:00:04"
4016,517,577,121,79,576,318,955,50,89,"07-03-2021 11:00:04"
4017,545,659,159,72,622,351,1037,66,101,"07-03-2021 11:00:04"
4018,680,837,175,162,776,404,1308,80,129,"07-03-2021 11:00:04"
4019,640,704,173,156,678,337,1147,69,128,"07-03-2021 11:00:04"
4020,683,805,201,165,755,367,1273,75,140,"07-03-2021 11:00:04"
4021,584,692,154,126,652,344,1094,75,107,"07-03-2021 11:00:04"
4022,780,850,159,162,889,420,1296,101,233,"07-03-2021 11:00:04"
4023,482,554,131,125,494,286,899,37,100,"07-03-2021 11:00:04"
4024,478,556,132,113,491,298,963,24,47,"07-03-2021 11:00:04"
4025,527,641,149,105,672,242,1024,61,83,"07-03-2021 11:00:04"
4026,540,674,149,86,640,339,1071,64,79,"07-03-2021 11:00:04"
4027,617,711,180,106,765,277,1078,102,148,"07-03-2021 11:00:04"
