"Anys_Periode","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Nombre"
"2003-2007",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",844
"2003-2007",6,"Gràcia",28,"Vallcarca i els Penitents",437
"2003-2007",6,"Gràcia",29,"el Coll",217
"2003-2007",6,"Gràcia",30,"la Salut",320
"2003-2007",6,"Gràcia",31,"la Vila de Gràcia",1366
"2003-2007",6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",813
"2003-2007",7,"Horta-Guinardó",33,"el Baix Guinardó",583
"2003-2007",7,"Horta-Guinardó",34,"Can Baró",204
"2003-2007",7,"Horta-Guinardó",35,"el Guinardó",949
"2003-2007",7,"Horta-Guinardó",36,"la Font d'en Fargues",242
"2003-2007",7,"Horta-Guinardó",37,"el Carmel",1053
"2003-2007",7,"Horta-Guinardó",38,"la Teixonera",388
"2003-2007",7,"Horta-Guinardó",39,"Sant Genís dels Agudells",190
"2003-2007",7,"Horta-Guinardó",40,"Montbau",166
"2003-2007",7,"Horta-Guinardó",41,"la Vall d'Hebron",131
"2003-2007",7,"Horta-Guinardó",42,"la Clota",13
"2003-2007",7,"Horta-Guinardó",43,"Horta",666
