"﻿""Any""","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Sexe","Nacionalitat","Edat_quinquennal","Nombre"
2020,10,"Sant Martí",72,"Sant Martí de Provençals","Dona","Espanyola","75-79 anys",854
2020,10,"Sant Martí",73,"la Verneda i la Pau","Dona","Espanyola","75-79 anys",897
2020,1,"Ciutat Vella",1,"el Raval","Dona","Espanyola","80-84 anys",443
2020,1,"Ciutat Vella",2,"el Barri Gòtic","Dona","Espanyola","80-84 anys",181
2020,1,"Ciutat Vella",3,"la Barceloneta","Dona","Espanyola","80-84 anys",276
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Dona","Espanyola","80-84 anys",238
2020,2,"Eixample",5,"el Fort Pienc","Dona","Espanyola","80-84 anys",562
2020,2,"Eixample",6,"la Sagrada Família","Dona","Espanyola","80-84 anys",946
2020,2,"Eixample",7,"la Dreta de l'Eixample","Dona","Espanyola","80-84 anys",766
2020,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Dona","Espanyola","80-84 anys",785
2020,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Dona","Espanyola","80-84 anys",1107
2020,2,"Eixample",10,"Sant Antoni","Dona","Espanyola","80-84 anys",813
2020,3,"Sants-Montjuïc",11,"el Poble Sec","Dona","Espanyola","80-84 anys",601
2020,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Dona","Espanyola","80-84 anys",15
2020,3,"Sants-Montjuïc",13,"la Marina de Port","Dona","Espanyola","80-84 anys",585
2020,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Dona","Espanyola","80-84 anys",200
2020,3,"Sants-Montjuïc",15,"Hostafrancs","Dona","Espanyola","80-84 anys",219
2020,3,"Sants-Montjuïc",16,"la Bordeta","Dona","Espanyola","80-84 anys",382
2020,3,"Sants-Montjuïc",17,"Sants - Badal","Dona","Espanyola","80-84 anys",394
2020,3,"Sants-Montjuïc",18,"Sants","Dona","Espanyola","80-84 anys",754
2020,4,"Les Corts",19,"les Corts","Dona","Espanyola","80-84 anys",891
2020,4,"Les Corts",20,"la Maternitat i Sant Ramon","Dona","Espanyola","80-84 anys",482
2020,4,"Les Corts",21,"Pedralbes","Dona","Espanyola","80-84 anys",234
2020,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Dona","Espanyola","80-84 anys",42
2020,5,"Sarrià-Sant Gervasi",23,"Sarrià","Dona","Espanyola","80-84 anys",493
2020,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Dona","Espanyola","80-84 anys",288
2020,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Dona","Espanyola","80-84 anys",493
2020,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Dona","Espanyola","80-84 anys",951
2020,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Dona","Espanyola","80-84 anys",476
2020,6,"Gràcia",28,"Vallcarca i els Penitents","Dona","Espanyola","80-84 anys",295
2020,6,"Gràcia",29,"el Coll","Dona","Espanyola","80-84 anys",146
2020,6,"Gràcia",30,"la Salut","Dona","Espanyola","80-84 anys",280
2020,6,"Gràcia",31,"la Vila de Gràcia","Dona","Espanyola","80-84 anys",873
2020,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Dona","Espanyola","80-84 anys",712
2020,7,"Horta-Guinardó",33,"el Baix Guinardó","Dona","Espanyola","80-84 anys",614
2020,7,"Horta-Guinardó",34,"Can Baró","Dona","Espanyola","80-84 anys",187
2020,7,"Horta-Guinardó",35,"el Guinardó","Dona","Espanyola","80-84 anys",693
2020,7,"Horta-Guinardó",36,"la Font d'en Fargues","Dona","Espanyola","80-84 anys",188
2020,7,"Horta-Guinardó",37,"el Carmel","Dona","Espanyola","80-84 anys",660
2020,7,"Horta-Guinardó",38,"la Teixonera","Dona","Espanyola","80-84 anys",237
2020,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Dona","Espanyola","80-84 anys",241
2020,7,"Horta-Guinardó",40,"Montbau","Dona","Espanyola","80-84 anys",185
2020,7,"Horta-Guinardó",41,"la Vall d'Hebron","Dona","Espanyola","80-84 anys",140
2020,7,"Horta-Guinardó",42,"la Clota","Dona","Espanyola","80-84 anys",12
2020,7,"Horta-Guinardó",43,"Horta","Dona","Espanyola","80-84 anys",656
2020,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Dona","Espanyola","80-84 anys",585
2020,8,"Nou Barris",45,"Porta","Dona","Espanyola","80-84 anys",654
2020,8,"Nou Barris",46,"el Turó de la Peira","Dona","Espanyola","80-84 anys",389
2020,8,"Nou Barris",47,"Can Peguera","Dona","Espanyola","80-84 anys",54
2020,8,"Nou Barris",48,"la Guineueta","Dona","Espanyola","80-84 anys",447
2020,8,"Nou Barris",49,"Canyelles","Dona","Espanyola","80-84 anys",140
2020,8,"Nou Barris",50,"les Roquetes","Dona","Espanyola","80-84 anys",239
2020,8,"Nou Barris",51,"Verdun","Dona","Espanyola","80-84 anys",283
2020,8,"Nou Barris",52,"la Prosperitat","Dona","Espanyola","80-84 anys",694
2020,8,"Nou Barris",53,"la Trinitat Nova","Dona","Espanyola","80-84 anys",123
2020,8,"Nou Barris",54,"Torre Baró","Dona","Espanyola","80-84 anys",31
2020,8,"Nou Barris",55,"Ciutat Meridiana","Dona","Espanyola","80-84 anys",164
2020,8,"Nou Barris",56,"Vallbona","Dona","Espanyola","80-84 anys",30
2020,9,"Sant Andreu",57,"la Trinitat Vella","Dona","Espanyola","80-84 anys",116
2020,9,"Sant Andreu",58,"Baró de Viver","Dona","Espanyola","80-84 anys",40
2020,9,"Sant Andreu",59,"el Bon Pastor","Dona","Espanyola","80-84 anys",227
2020,9,"Sant Andreu",60,"Sant Andreu","Dona","Espanyola","80-84 anys",998
2020,9,"Sant Andreu",61,"la Sagrera","Dona","Espanyola","80-84 anys",592
2020,9,"Sant Andreu",62,"el Congrés i els Indians","Dona","Espanyola","80-84 anys",277
2020,9,"Sant Andreu",63,"Navas","Dona","Espanyola","80-84 anys",464
2020,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Dona","Espanyola","80-84 anys",712
2020,10,"Sant Martí",65,"el Clot","Dona","Espanyola","80-84 anys",401
2020,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Dona","Espanyola","80-84 anys",219
2020,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Dona","Espanyola","80-84 anys",73
2020,10,"Sant Martí",68,"el Poblenou","Dona","Espanyola","80-84 anys",461
2020,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Dona","Espanyola","80-84 anys",166
2020,10,"Sant Martí",70,"el Besòs i el Maresme","Dona","Espanyola","80-84 anys",452
2020,10,"Sant Martí",71,"Provençals del Poblenou","Dona","Espanyola","80-84 anys",342
2020,10,"Sant Martí",72,"Sant Martí de Provençals","Dona","Espanyola","80-84 anys",606
2020,10,"Sant Martí",73,"la Verneda i la Pau","Dona","Espanyola","80-84 anys",711
2020,1,"Ciutat Vella",1,"el Raval","Dona","Espanyola","85-89 anys",409
2020,1,"Ciutat Vella",2,"el Barri Gòtic","Dona","Espanyola","85-89 anys",153
2020,1,"Ciutat Vella",3,"la Barceloneta","Dona","Espanyola","85-89 anys",251
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Dona","Espanyola","85-89 anys",299
2020,2,"Eixample",5,"el Fort Pienc","Dona","Espanyola","85-89 anys",540
2020,2,"Eixample",6,"la Sagrada Família","Dona","Espanyola","85-89 anys",966
2020,2,"Eixample",7,"la Dreta de l'Eixample","Dona","Espanyola","85-89 anys",842
2020,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Dona","Espanyola","85-89 anys",700
2020,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Dona","Espanyola","85-89 anys",993
2020,2,"Eixample",10,"Sant Antoni","Dona","Espanyola","85-89 anys",726
2020,3,"Sants-Montjuïc",11,"el Poble Sec","Dona","Espanyola","85-89 anys",584
2020,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Dona","Espanyola","85-89 anys",30
2020,3,"Sants-Montjuïc",13,"la Marina de Port","Dona","Espanyola","85-89 anys",505
2020,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Dona","Espanyola","85-89 anys",178
2020,3,"Sants-Montjuïc",15,"Hostafrancs","Dona","Espanyola","85-89 anys",214
2020,3,"Sants-Montjuïc",16,"la Bordeta","Dona","Espanyola","85-89 anys",349
2020,3,"Sants-Montjuïc",17,"Sants - Badal","Dona","Espanyola","85-89 anys",431
2020,3,"Sants-Montjuïc",18,"Sants","Dona","Espanyola","85-89 anys",776
2020,4,"Les Corts",19,"les Corts","Dona","Espanyola","85-89 anys",807
2020,4,"Les Corts",20,"la Maternitat i Sant Ramon","Dona","Espanyola","85-89 anys",444
2020,4,"Les Corts",21,"Pedralbes","Dona","Espanyola","85-89 anys",225
2020,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Dona","Espanyola","85-89 anys",37
2020,5,"Sarrià-Sant Gervasi",23,"Sarrià","Dona","Espanyola","85-89 anys",476
2020,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Dona","Espanyola","85-89 anys",255
2020,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Dona","Espanyola","85-89 anys",475
2020,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Dona","Espanyola","85-89 anys",870
2020,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Dona","Espanyola","85-89 anys",444
2020,6,"Gràcia",28,"Vallcarca i els Penitents","Dona","Espanyola","85-89 anys",311
2020,6,"Gràcia",29,"el Coll","Dona","Espanyola","85-89 anys",93
2020,6,"Gràcia",30,"la Salut","Dona","Espanyola","85-89 anys",252
2020,6,"Gràcia",31,"la Vila de Gràcia","Dona","Espanyola","85-89 anys",940
2020,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Dona","Espanyola","85-89 anys",582
2020,7,"Horta-Guinardó",33,"el Baix Guinardó","Dona","Espanyola","85-89 anys",646
2020,7,"Horta-Guinardó",34,"Can Baró","Dona","Espanyola","85-89 anys",143
2020,7,"Horta-Guinardó",35,"el Guinardó","Dona","Espanyola","85-89 anys",648
2020,7,"Horta-Guinardó",36,"la Font d'en Fargues","Dona","Espanyola","85-89 anys",133
2020,7,"Horta-Guinardó",37,"el Carmel","Dona","Espanyola","85-89 anys",473
2020,7,"Horta-Guinardó",38,"la Teixonera","Dona","Espanyola","85-89 anys",160
2020,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Dona","Espanyola","85-89 anys",172
2020,7,"Horta-Guinardó",40,"Montbau","Dona","Espanyola","85-89 anys",201
2020,7,"Horta-Guinardó",41,"la Vall d'Hebron","Dona","Espanyola","85-89 anys",97
2020,7,"Horta-Guinardó",42,"la Clota","Dona","Espanyola","85-89 anys",5
2020,7,"Horta-Guinardó",43,"Horta","Dona","Espanyola","85-89 anys",596
2020,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Dona","Espanyola","85-89 anys",580
2020,8,"Nou Barris",45,"Porta","Dona","Espanyola","85-89 anys",535
2020,8,"Nou Barris",46,"el Turó de la Peira","Dona","Espanyola","85-89 anys",454
2020,8,"Nou Barris",47,"Can Peguera","Dona","Espanyola","85-89 anys",69
2020,8,"Nou Barris",48,"la Guineueta","Dona","Espanyola","85-89 anys",340
2020,8,"Nou Barris",49,"Canyelles","Dona","Espanyola","85-89 anys",121
2020,8,"Nou Barris",50,"les Roquetes","Dona","Espanyola","85-89 anys",201
2020,8,"Nou Barris",51,"Verdun","Dona","Espanyola","85-89 anys",202
2020,8,"Nou Barris",52,"la Prosperitat","Dona","Espanyola","85-89 anys",470
2020,8,"Nou Barris",53,"la Trinitat Nova","Dona","Espanyola","85-89 anys",153
2020,8,"Nou Barris",54,"Torre Baró","Dona","Espanyola","85-89 anys",19
2020,8,"Nou Barris",55,"Ciutat Meridiana","Dona","Espanyola","85-89 anys",105
2020,8,"Nou Barris",56,"Vallbona","Dona","Espanyola","85-89 anys",21
2020,9,"Sant Andreu",57,"la Trinitat Vella","Dona","Espanyola","85-89 anys",112
2020,9,"Sant Andreu",58,"Baró de Viver","Dona","Espanyola","85-89 anys",32
2020,9,"Sant Andreu",59,"el Bon Pastor","Dona","Espanyola","85-89 anys",156
2020,9,"Sant Andreu",60,"Sant Andreu","Dona","Espanyola","85-89 anys",874
2020,9,"Sant Andreu",61,"la Sagrera","Dona","Espanyola","85-89 anys",463
2020,9,"Sant Andreu",62,"el Congrés i els Indians","Dona","Espanyola","85-89 anys",384
2020,9,"Sant Andreu",63,"Navas","Dona","Espanyola","85-89 anys",409
2020,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Dona","Espanyola","85-89 anys",673
2020,10,"Sant Martí",65,"el Clot","Dona","Espanyola","85-89 anys",372
2020,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Dona","Espanyola","85-89 anys",250
2020,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Dona","Espanyola","85-89 anys",54
2020,10,"Sant Martí",68,"el Poblenou","Dona","Espanyola","85-89 anys",472
2020,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Dona","Espanyola","85-89 anys",128
2020,10,"Sant Martí",70,"el Besòs i el Maresme","Dona","Espanyola","85-89 anys",424
2020,10,"Sant Martí",71,"Provençals del Poblenou","Dona","Espanyola","85-89 anys",310
2020,10,"Sant Martí",72,"Sant Martí de Provençals","Dona","Espanyola","85-89 anys",555
2020,10,"Sant Martí",73,"la Verneda i la Pau","Dona","Espanyola","85-89 anys",547
2020,1,"Ciutat Vella",1,"el Raval","Dona","Espanyola","90-94 anys",262
2020,1,"Ciutat Vella",2,"el Barri Gòtic","Dona","Espanyola","90-94 anys",104
