"﻿""Any""","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Sexe","Nacionalitat","Edat_quinquennal","Nombre"
2020,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Home","Estrangera","45-49 anys",38
2020,5,"Sarrià-Sant Gervasi",23,"Sarrià","Home","Estrangera","45-49 anys",197
2020,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Home","Estrangera","45-49 anys",98
2020,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Home","Estrangera","45-49 anys",143
2020,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Home","Estrangera","45-49 anys",264
2020,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Home","Estrangera","45-49 anys",198
2020,6,"Gràcia",28,"Vallcarca i els Penitents","Home","Estrangera","45-49 anys",118
2020,6,"Gràcia",29,"el Coll","Home","Estrangera","45-49 anys",59
2020,6,"Gràcia",30,"la Salut","Home","Estrangera","45-49 anys",80
2020,6,"Gràcia",31,"la Vila de Gràcia","Home","Estrangera","45-49 anys",398
2020,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Home","Estrangera","45-49 anys",193
2020,7,"Horta-Guinardó",33,"el Baix Guinardó","Home","Estrangera","45-49 anys",155
2020,7,"Horta-Guinardó",34,"Can Baró","Home","Estrangera","45-49 anys",65
2020,7,"Horta-Guinardó",35,"el Guinardó","Home","Estrangera","45-49 anys",250
2020,7,"Horta-Guinardó",36,"la Font d'en Fargues","Home","Estrangera","45-49 anys",36
2020,7,"Horta-Guinardó",37,"el Carmel","Home","Estrangera","45-49 anys",254
2020,7,"Horta-Guinardó",38,"la Teixonera","Home","Estrangera","45-49 anys",84
2020,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Home","Estrangera","45-49 anys",55
2020,7,"Horta-Guinardó",40,"Montbau","Home","Estrangera","45-49 anys",28
2020,7,"Horta-Guinardó",41,"la Vall d'Hebron","Home","Estrangera","45-49 anys",17
2020,7,"Horta-Guinardó",42,"la Clota","Home","Estrangera","45-49 anys",5
2020,7,"Horta-Guinardó",43,"Horta","Home","Estrangera","45-49 anys",149
2020,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Home","Estrangera","45-49 anys",165
2020,8,"Nou Barris",45,"Porta","Home","Estrangera","45-49 anys",251
2020,8,"Nou Barris",46,"el Turó de la Peira","Home","Estrangera","45-49 anys",157
2020,8,"Nou Barris",47,"Can Peguera","Home","Estrangera","45-49 anys",11
2020,8,"Nou Barris",48,"la Guineueta","Home","Estrangera","45-49 anys",54
2020,8,"Nou Barris",49,"Canyelles","Home","Estrangera","45-49 anys",17
2020,8,"Nou Barris",50,"les Roquetes","Home","Estrangera","45-49 anys",138
2020,8,"Nou Barris",51,"Verdun","Home","Estrangera","45-49 anys",101
2020,8,"Nou Barris",52,"la Prosperitat","Home","Estrangera","45-49 anys",165
2020,8,"Nou Barris",53,"la Trinitat Nova","Home","Estrangera","45-49 anys",61
2020,8,"Nou Barris",54,"Torre Baró","Home","Estrangera","45-49 anys",25
2020,8,"Nou Barris",55,"Ciutat Meridiana","Home","Estrangera","45-49 anys",146
2020,8,"Nou Barris",56,"Vallbona","Home","Estrangera","45-49 anys",8
2020,9,"Sant Andreu",57,"la Trinitat Vella","Home","Estrangera","45-49 anys",174
2020,9,"Sant Andreu",58,"Baró de Viver","Home","Estrangera","45-49 anys",16
2020,9,"Sant Andreu",59,"el Bon Pastor","Home","Estrangera","45-49 anys",119
2020,9,"Sant Andreu",60,"Sant Andreu","Home","Estrangera","45-49 anys",218
2020,9,"Sant Andreu",61,"la Sagrera","Home","Estrangera","45-49 anys",162
2020,9,"Sant Andreu",62,"el Congrés i els Indians","Home","Estrangera","45-49 anys",104
2020,9,"Sant Andreu",63,"Navas","Home","Estrangera","45-49 anys",128
2020,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Home","Estrangera","45-49 anys",308
2020,10,"Sant Martí",65,"el Clot","Home","Estrangera","45-49 anys",182
2020,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Home","Estrangera","45-49 anys",153
2020,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Home","Estrangera","45-49 anys",107
2020,10,"Sant Martí",68,"el Poblenou","Home","Estrangera","45-49 anys",334
2020,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Home","Estrangera","45-49 anys",132
2020,10,"Sant Martí",70,"el Besòs i el Maresme","Home","Estrangera","45-49 anys",439
2020,10,"Sant Martí",71,"Provençals del Poblenou","Home","Estrangera","45-49 anys",166
2020,10,"Sant Martí",72,"Sant Martí de Provençals","Home","Estrangera","45-49 anys",149
2020,10,"Sant Martí",73,"la Verneda i la Pau","Home","Estrangera","45-49 anys",178
2020,1,"Ciutat Vella",1,"el Raval","Home","Estrangera","50-54 anys",787
2020,1,"Ciutat Vella",2,"el Barri Gòtic","Home","Estrangera","50-54 anys",401
2020,1,"Ciutat Vella",3,"la Barceloneta","Home","Estrangera","50-54 anys",117
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Home","Estrangera","50-54 anys",244
2020,2,"Eixample",5,"el Fort Pienc","Home","Estrangera","50-54 anys",225
2020,2,"Eixample",6,"la Sagrada Família","Home","Estrangera","50-54 anys",261
2020,2,"Eixample",7,"la Dreta de l'Eixample","Home","Estrangera","50-54 anys",298
2020,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Home","Estrangera","50-54 anys",247
2020,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Home","Estrangera","50-54 anys",272
2020,2,"Eixample",10,"Sant Antoni","Home","Estrangera","50-54 anys",253
2020,3,"Sants-Montjuïc",11,"el Poble Sec","Home","Estrangera","50-54 anys",374
2020,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Home","Estrangera","50-54 anys",4
2020,3,"Sants-Montjuïc",13,"la Marina de Port","Home","Estrangera","50-54 anys",173
2020,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Home","Estrangera","50-54 anys",61
2020,3,"Sants-Montjuïc",15,"Hostafrancs","Home","Estrangera","50-54 anys",110
2020,3,"Sants-Montjuïc",16,"la Bordeta","Home","Estrangera","50-54 anys",80
2020,3,"Sants-Montjuïc",17,"Sants - Badal","Home","Estrangera","50-54 anys",125
2020,3,"Sants-Montjuïc",18,"Sants","Home","Estrangera","50-54 anys",271
2020,4,"Les Corts",19,"les Corts","Home","Estrangera","50-54 anys",148
2020,4,"Les Corts",20,"la Maternitat i Sant Ramon","Home","Estrangera","50-54 anys",70
2020,4,"Les Corts",21,"Pedralbes","Home","Estrangera","50-54 anys",74
2020,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Home","Estrangera","50-54 anys",35
2020,5,"Sarrià-Sant Gervasi",23,"Sarrià","Home","Estrangera","50-54 anys",152
2020,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Home","Estrangera","50-54 anys",86
2020,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Home","Estrangera","50-54 anys",91
2020,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Home","Estrangera","50-54 anys",209
2020,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Home","Estrangera","50-54 anys",115
2020,6,"Gràcia",28,"Vallcarca i els Penitents","Home","Estrangera","50-54 anys",65
2020,6,"Gràcia",29,"el Coll","Home","Estrangera","50-54 anys",32
2020,6,"Gràcia",30,"la Salut","Home","Estrangera","50-54 anys",50
2020,6,"Gràcia",31,"la Vila de Gràcia","Home","Estrangera","50-54 anys",226
2020,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Home","Estrangera","50-54 anys",151
2020,7,"Horta-Guinardó",33,"el Baix Guinardó","Home","Estrangera","50-54 anys",90
2020,7,"Horta-Guinardó",34,"Can Baró","Home","Estrangera","50-54 anys",37
2020,7,"Horta-Guinardó",35,"el Guinardó","Home","Estrangera","50-54 anys",161
2020,7,"Horta-Guinardó",36,"la Font d'en Fargues","Home","Estrangera","50-54 anys",20
2020,7,"Horta-Guinardó",37,"el Carmel","Home","Estrangera","50-54 anys",162
2020,7,"Horta-Guinardó",38,"la Teixonera","Home","Estrangera","50-54 anys",43
2020,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Home","Estrangera","50-54 anys",37
2020,7,"Horta-Guinardó",40,"Montbau","Home","Estrangera","50-54 anys",15
2020,7,"Horta-Guinardó",41,"la Vall d'Hebron","Home","Estrangera","50-54 anys",20
2020,7,"Horta-Guinardó",42,"la Clota","Home","Estrangera","50-54 anys",3
2020,7,"Horta-Guinardó",43,"Horta","Home","Estrangera","50-54 anys",117
2020,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Home","Estrangera","50-54 anys",98
2020,8,"Nou Barris",45,"Porta","Home","Estrangera","50-54 anys",148
2020,8,"Nou Barris",46,"el Turó de la Peira","Home","Estrangera","50-54 anys",99
2020,8,"Nou Barris",47,"Can Peguera","Home","Estrangera","50-54 anys",7
2020,8,"Nou Barris",48,"la Guineueta","Home","Estrangera","50-54 anys",53
2020,8,"Nou Barris",49,"Canyelles","Home","Estrangera","50-54 anys",11
2020,8,"Nou Barris",50,"les Roquetes","Home","Estrangera","50-54 anys",99
2020,8,"Nou Barris",51,"Verdun","Home","Estrangera","50-54 anys",70
2020,8,"Nou Barris",52,"la Prosperitat","Home","Estrangera","50-54 anys",130
2020,8,"Nou Barris",53,"la Trinitat Nova","Home","Estrangera","50-54 anys",45
2020,8,"Nou Barris",54,"Torre Baró","Home","Estrangera","50-54 anys",15
2020,8,"Nou Barris",55,"Ciutat Meridiana","Home","Estrangera","50-54 anys",89
2020,8,"Nou Barris",56,"Vallbona","Home","Estrangera","50-54 anys",10
2020,9,"Sant Andreu",57,"la Trinitat Vella","Home","Estrangera","50-54 anys",112
2020,9,"Sant Andreu",58,"Baró de Viver","Home","Estrangera","50-54 anys",21
2020,9,"Sant Andreu",59,"el Bon Pastor","Home","Estrangera","50-54 anys",86
2020,9,"Sant Andreu",60,"Sant Andreu","Home","Estrangera","50-54 anys",147
2020,9,"Sant Andreu",61,"la Sagrera","Home","Estrangera","50-54 anys",143
2020,9,"Sant Andreu",62,"el Congrés i els Indians","Home","Estrangera","50-54 anys",62
2020,9,"Sant Andreu",63,"Navas","Home","Estrangera","50-54 anys",118
2020,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Home","Estrangera","50-54 anys",174
2020,10,"Sant Martí",65,"el Clot","Home","Estrangera","50-54 anys",118
2020,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Home","Estrangera","50-54 anys",83
2020,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Home","Estrangera","50-54 anys",66
2020,10,"Sant Martí",68,"el Poblenou","Home","Estrangera","50-54 anys",210
2020,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Home","Estrangera","50-54 anys",90
2020,10,"Sant Martí",70,"el Besòs i el Maresme","Home","Estrangera","50-54 anys",237
2020,10,"Sant Martí",71,"Provençals del Poblenou","Home","Estrangera","50-54 anys",93
2020,10,"Sant Martí",72,"Sant Martí de Provençals","Home","Estrangera","50-54 anys",112
2020,10,"Sant Martí",73,"la Verneda i la Pau","Home","Estrangera","50-54 anys",116
2020,1,"Ciutat Vella",1,"el Raval","Home","Estrangera","55-59 anys",427
2020,1,"Ciutat Vella",2,"el Barri Gòtic","Home","Estrangera","55-59 anys",250
2020,1,"Ciutat Vella",3,"la Barceloneta","Home","Estrangera","55-59 anys",88
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Home","Estrangera","55-59 anys",162
2020,2,"Eixample",5,"el Fort Pienc","Home","Estrangera","55-59 anys",131
2020,2,"Eixample",6,"la Sagrada Família","Home","Estrangera","55-59 anys",184
2020,2,"Eixample",7,"la Dreta de l'Eixample","Home","Estrangera","55-59 anys",203
2020,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Home","Estrangera","55-59 anys",150
2020,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Home","Estrangera","55-59 anys",166
2020,2,"Eixample",10,"Sant Antoni","Home","Estrangera","55-59 anys",179
2020,3,"Sants-Montjuïc",11,"el Poble Sec","Home","Estrangera","55-59 anys",238
2020,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Home","Estrangera","55-59 anys",5
2020,3,"Sants-Montjuïc",13,"la Marina de Port","Home","Estrangera","55-59 anys",91
2020,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Home","Estrangera","55-59 anys",43
2020,3,"Sants-Montjuïc",15,"Hostafrancs","Home","Estrangera","55-59 anys",67
2020,3,"Sants-Montjuïc",16,"la Bordeta","Home","Estrangera","55-59 anys",56
2020,3,"Sants-Montjuïc",17,"Sants - Badal","Home","Estrangera","55-59 anys",76
2020,3,"Sants-Montjuïc",18,"Sants","Home","Estrangera","55-59 anys",188
2020,4,"Les Corts",19,"les Corts","Home","Estrangera","55-59 anys",111
2020,4,"Les Corts",20,"la Maternitat i Sant Ramon","Home","Estrangera","55-59 anys",45
2020,4,"Les Corts",21,"Pedralbes","Home","Estrangera","55-59 anys",54
2020,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Home","Estrangera","55-59 anys",21
2020,5,"Sarrià-Sant Gervasi",23,"Sarrià","Home","Estrangera","55-59 anys",104
2020,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Home","Estrangera","55-59 anys",39
2020,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Home","Estrangera","55-59 anys",49
2020,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Home","Estrangera","55-59 anys",152
2020,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Home","Estrangera","55-59 anys",94
2020,6,"Gràcia",28,"Vallcarca i els Penitents","Home","Estrangera","55-59 anys",44
2020,6,"Gràcia",29,"el Coll","Home","Estrangera","55-59 anys",20
2020,6,"Gràcia",30,"la Salut","Home","Estrangera","55-59 anys",31
2020,6,"Gràcia",31,"la Vila de Gràcia","Home","Estrangera","55-59 anys",136
2020,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Home","Estrangera","55-59 anys",83
2020,7,"Horta-Guinardó",33,"el Baix Guinardó","Home","Estrangera","55-59 anys",56
2020,7,"Horta-Guinardó",34,"Can Baró","Home","Estrangera","55-59 anys",17
2020,7,"Horta-Guinardó",35,"el Guinardó","Home","Estrangera","55-59 anys",97
2020,7,"Horta-Guinardó",36,"la Font d'en Fargues","Home","Estrangera","55-59 anys",10
2020,7,"Horta-Guinardó",37,"el Carmel","Home","Estrangera","55-59 anys",98
2020,7,"Horta-Guinardó",38,"la Teixonera","Home","Estrangera","55-59 anys",30
2020,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Home","Estrangera","55-59 anys",16
2020,7,"Horta-Guinardó",40,"Montbau","Home","Estrangera","55-59 anys",10
2020,7,"Horta-Guinardó",41,"la Vall d'Hebron","Home","Estrangera","55-59 anys",9
2020,7,"Horta-Guinardó",42,"la Clota","Home","Estrangera","55-59 anys",2
2020,7,"Horta-Guinardó",43,"Horta","Home","Estrangera","55-59 anys",61
2020,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Home","Estrangera","55-59 anys",75
2020,8,"Nou Barris",45,"Porta","Home","Estrangera","55-59 anys",120
2020,8,"Nou Barris",46,"el Turó de la Peira","Home","Estrangera","55-59 anys",80
2020,8,"Nou Barris",47,"Can Peguera","Home","Estrangera","55-59 anys",7
2020,8,"Nou Barris",48,"la Guineueta","Home","Estrangera","55-59 anys",27
2020,8,"Nou Barris",49,"Canyelles","Home","Estrangera","55-59 anys",8
2020,8,"Nou Barris",50,"les Roquetes","Home","Estrangera","55-59 anys",51
2020,8,"Nou Barris",51,"Verdun","Home","Estrangera","55-59 anys",58
2020,8,"Nou Barris",52,"la Prosperitat","Home","Estrangera","55-59 anys",80
2020,8,"Nou Barris",53,"la Trinitat Nova","Home","Estrangera","55-59 anys",36
2020,8,"Nou Barris",54,"Torre Baró","Home","Estrangera","55-59 anys",15
2020,8,"Nou Barris",55,"Ciutat Meridiana","Home","Estrangera","55-59 anys",48
2020,8,"Nou Barris",56,"Vallbona","Home","Estrangera","55-59 anys",9
2020,9,"Sant Andreu",57,"la Trinitat Vella","Home","Estrangera","55-59 anys",78
2020,9,"Sant Andreu",58,"Baró de Viver","Home","Estrangera","55-59 anys",1
2020,9,"Sant Andreu",59,"el Bon Pastor","Home","Estrangera","55-59 anys",50
2020,9,"Sant Andreu",60,"Sant Andreu","Home","Estrangera","55-59 anys",104
2020,9,"Sant Andreu",61,"la Sagrera","Home","Estrangera","55-59 anys",76
2020,9,"Sant Andreu",62,"el Congrés i els Indians","Home","Estrangera","55-59 anys",38
2020,9,"Sant Andreu",63,"Navas","Home","Estrangera","55-59 anys",69
2020,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Home","Estrangera","55-59 anys",126
2020,10,"Sant Martí",65,"el Clot","Home","Estrangera","55-59 anys",83
2020,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Home","Estrangera","55-59 anys",61
2020,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Home","Estrangera","55-59 anys",36
2020,10,"Sant Martí",68,"el Poblenou","Home","Estrangera","55-59 anys",95
2020,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Home","Estrangera","55-59 anys",68
2020,10,"Sant Martí",70,"el Besòs i el Maresme","Home","Estrangera","55-59 anys",171
2020,10,"Sant Martí",71,"Provençals del Poblenou","Home","Estrangera","55-59 anys",57
2020,10,"Sant Martí",72,"Sant Martí de Provençals","Home","Estrangera","55-59 anys",70
2020,10,"Sant Martí",73,"la Verneda i la Pau","Home","Estrangera","55-59 anys",70
2020,1,"Ciutat Vella",1,"el Raval","Home","Estrangera","60-64 anys",314
2020,1,"Ciutat Vella",2,"el Barri Gòtic","Home","Estrangera","60-64 anys",156
2020,1,"Ciutat Vella",3,"la Barceloneta","Home","Estrangera","60-64 anys",62
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Home","Estrangera","60-64 anys",94
2020,2,"Eixample",5,"el Fort Pienc","Home","Estrangera","60-64 anys",82
2020,2,"Eixample",6,"la Sagrada Família","Home","Estrangera","60-64 anys",112
2020,2,"Eixample",7,"la Dreta de l'Eixample","Home","Estrangera","60-64 anys",117
2020,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Home","Estrangera","60-64 anys",102
2020,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Home","Estrangera","60-64 anys",111
2020,2,"Eixample",10,"Sant Antoni","Home","Estrangera","60-64 anys",82
2020,3,"Sants-Montjuïc",11,"el Poble Sec","Home","Estrangera","60-64 anys",135
2020,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Home","Estrangera","60-64 anys",4
2020,3,"Sants-Montjuïc",13,"la Marina de Port","Home","Estrangera","60-64 anys",78
2020,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Home","Estrangera","60-64 anys",20
2020,3,"Sants-Montjuïc",15,"Hostafrancs","Home","Estrangera","60-64 anys",36
2020,3,"Sants-Montjuïc",16,"la Bordeta","Home","Estrangera","60-64 anys",34
2020,3,"Sants-Montjuïc",17,"Sants - Badal","Home","Estrangera","60-64 anys",51
2020,3,"Sants-Montjuïc",18,"Sants","Home","Estrangera","60-64 anys",110
2020,4,"Les Corts",19,"les Corts","Home","Estrangera","60-64 anys",61
2020,4,"Les Corts",20,"la Maternitat i Sant Ramon","Home","Estrangera","60-64 anys",26
2020,4,"Les Corts",21,"Pedralbes","Home","Estrangera","60-64 anys",34
2020,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Home","Estrangera","60-64 anys",15
2020,5,"Sarrià-Sant Gervasi",23,"Sarrià","Home","Estrangera","60-64 anys",55
2020,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Home","Estrangera","60-64 anys",25
2020,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Home","Estrangera","60-64 anys",44
2020,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Home","Estrangera","60-64 anys",77
2020,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Home","Estrangera","60-64 anys",44
2020,6,"Gràcia",28,"Vallcarca i els Penitents","Home","Estrangera","60-64 anys",36
2020,6,"Gràcia",29,"el Coll","Home","Estrangera","60-64 anys",15
2020,6,"Gràcia",30,"la Salut","Home","Estrangera","60-64 anys",12
2020,6,"Gràcia",31,"la Vila de Gràcia","Home","Estrangera","60-64 anys",70
2020,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Home","Estrangera","60-64 anys",38
2020,7,"Horta-Guinardó",33,"el Baix Guinardó","Home","Estrangera","60-64 anys",40
2020,7,"Horta-Guinardó",34,"Can Baró","Home","Estrangera","60-64 anys",17
2020,7,"Horta-Guinardó",35,"el Guinardó","Home","Estrangera","60-64 anys",67
2020,7,"Horta-Guinardó",36,"la Font d'en Fargues","Home","Estrangera","60-64 anys",12
2020,7,"Horta-Guinardó",37,"el Carmel","Home","Estrangera","60-64 anys",50
2020,7,"Horta-Guinardó",38,"la Teixonera","Home","Estrangera","60-64 anys",22
2020,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Home","Estrangera","60-64 anys",16
2020,7,"Horta-Guinardó",40,"Montbau","Home","Estrangera","60-64 anys",6
2020,7,"Horta-Guinardó",41,"la Vall d'Hebron","Home","Estrangera","60-64 anys",5
2020,7,"Horta-Guinardó",42,"la Clota","Home","Estrangera","60-64 anys",0
2020,7,"Horta-Guinardó",43,"Horta","Home","Estrangera","60-64 anys",39
2020,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Home","Estrangera","60-64 anys",48
2020,8,"Nou Barris",45,"Porta","Home","Estrangera","60-64 anys",77
2020,8,"Nou Barris",46,"el Turó de la Peira","Home","Estrangera","60-64 anys",34
2020,8,"Nou Barris",47,"Can Peguera","Home","Estrangera","60-64 anys",3
2020,8,"Nou Barris",48,"la Guineueta","Home","Estrangera","60-64 anys",12
2020,8,"Nou Barris",49,"Canyelles","Home","Estrangera","60-64 anys",4
2020,8,"Nou Barris",50,"les Roquetes","Home","Estrangera","60-64 anys",37
2020,8,"Nou Barris",51,"Verdun","Home","Estrangera","60-64 anys",25
2020,8,"Nou Barris",52,"la Prosperitat","Home","Estrangera","60-64 anys",48
2020,8,"Nou Barris",53,"la Trinitat Nova","Home","Estrangera","60-64 anys",27
2020,8,"Nou Barris",54,"Torre Baró","Home","Estrangera","60-64 anys",3
2020,8,"Nou Barris",55,"Ciutat Meridiana","Home","Estrangera","60-64 anys",29
2020,8,"Nou Barris",56,"Vallbona","Home","Estrangera","60-64 anys",6
2020,9,"Sant Andreu",57,"la Trinitat Vella","Home","Estrangera","60-64 anys",30
2020,9,"Sant Andreu",58,"Baró de Viver","Home","Estrangera","60-64 anys",2
2020,9,"Sant Andreu",59,"el Bon Pastor","Home","Estrangera","60-64 anys",41
2020,9,"Sant Andreu",60,"Sant Andreu","Home","Estrangera","60-64 anys",60
2020,9,"Sant Andreu",61,"la Sagrera","Home","Estrangera","60-64 anys",42
2020,9,"Sant Andreu",62,"el Congrés i els Indians","Home","Estrangera","60-64 anys",32
2020,9,"Sant Andreu",63,"Navas","Home","Estrangera","60-64 anys",46
2020,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Home","Estrangera","60-64 anys",79
2020,10,"Sant Martí",65,"el Clot","Home","Estrangera","60-64 anys",56
2020,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Home","Estrangera","60-64 anys",33
2020,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Home","Estrangera","60-64 anys",18
2020,10,"Sant Martí",68,"el Poblenou","Home","Estrangera","60-64 anys",64
2020,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Home","Estrangera","60-64 anys",45
2020,10,"Sant Martí",70,"el Besòs i el Maresme","Home","Estrangera","60-64 anys",105
2020,10,"Sant Martí",71,"Provençals del Poblenou","Home","Estrangera","60-64 anys",46
2020,10,"Sant Martí",72,"Sant Martí de Provençals","Home","Estrangera","60-64 anys",41
2020,10,"Sant Martí",73,"la Verneda i la Pau","Home","Estrangera","60-64 anys",50
2020,1,"Ciutat Vella",1,"el Raval","Home","Estrangera","65-69 anys",175
2020,1,"Ciutat Vella",2,"el Barri Gòtic","Home","Estrangera","65-69 anys",89
2020,1,"Ciutat Vella",3,"la Barceloneta","Home","Estrangera","65-69 anys",27
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Home","Estrangera","65-69 anys",61
2020,2,"Eixample",5,"el Fort Pienc","Home","Estrangera","65-69 anys",58
2020,2,"Eixample",6,"la Sagrada Família","Home","Estrangera","65-69 anys",68
2020,2,"Eixample",7,"la Dreta de l'Eixample","Home","Estrangera","65-69 anys",103
2020,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Home","Estrangera","65-69 anys",73
2020,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Home","Estrangera","65-69 anys",102
2020,2,"Eixample",10,"Sant Antoni","Home","Estrangera","65-69 anys",68
2020,3,"Sants-Montjuïc",11,"el Poble Sec","Home","Estrangera","65-69 anys",75
2020,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Home","Estrangera","65-69 anys",1
2020,3,"Sants-Montjuïc",13,"la Marina de Port","Home","Estrangera","65-69 anys",50
2020,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Home","Estrangera","65-69 anys",16
2020,3,"Sants-Montjuïc",15,"Hostafrancs","Home","Estrangera","65-69 anys",16
2020,3,"Sants-Montjuïc",16,"la Bordeta","Home","Estrangera","65-69 anys",18
2020,3,"Sants-Montjuïc",17,"Sants - Badal","Home","Estrangera","65-69 anys",35
2020,3,"Sants-Montjuïc",18,"Sants","Home","Estrangera","65-69 anys",47
2020,4,"Les Corts",19,"les Corts","Home","Estrangera","65-69 anys",52
2020,4,"Les Corts",20,"la Maternitat i Sant Ramon","Home","Estrangera","65-69 anys",16
2020,4,"Les Corts",21,"Pedralbes","Home","Estrangera","65-69 anys",20
2020,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Home","Estrangera","65-69 anys",11
2020,5,"Sarrià-Sant Gervasi",23,"Sarrià","Home","Estrangera","65-69 anys",30
2020,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Home","Estrangera","65-69 anys",21
2020,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Home","Estrangera","65-69 anys",24
2020,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Home","Estrangera","65-69 anys",65
2020,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Home","Estrangera","65-69 anys",37
2020,6,"Gràcia",28,"Vallcarca i els Penitents","Home","Estrangera","65-69 anys",18
2020,6,"Gràcia",29,"el Coll","Home","Estrangera","65-69 anys",10
2020,6,"Gràcia",30,"la Salut","Home","Estrangera","65-69 anys",11
2020,6,"Gràcia",31,"la Vila de Gràcia","Home","Estrangera","65-69 anys",64
2020,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Home","Estrangera","65-69 anys",43
2020,7,"Horta-Guinardó",33,"el Baix Guinardó","Home","Estrangera","65-69 anys",27
2020,7,"Horta-Guinardó",34,"Can Baró","Home","Estrangera","65-69 anys",9
2020,7,"Horta-Guinardó",35,"el Guinardó","Home","Estrangera","65-69 anys",42
