"﻿""Any""","Codi_districte","Nom_districte","Codi_barri","Nom_barri","Persones","Nombre"
2020,10,"Sant Martí",70,"el Besòs i el Maresme","2 persones",963
2020,10,"Sant Martí",71,"Provençals del Poblenou","2 persones",1011
2020,10,"Sant Martí",72,"Sant Martí de Provençals","2 persones",1794
2020,10,"Sant Martí",73,"la Verneda i la Pau","2 persones",2196
2020,1,"Ciutat Vella",1,"el Raval","3 persones",41
2020,1,"Ciutat Vella",2,"el Barri Gòtic","3 persones",20
2020,1,"Ciutat Vella",3,"la Barceloneta","3 persones",12
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","3 persones",25
2020,2,"Eixample",5,"el Fort Pienc","3 persones",50
2020,2,"Eixample",6,"la Sagrada Família","3 persones",86
2020,2,"Eixample",7,"la Dreta de l'Eixample","3 persones",92
2020,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","3 persones",62
2020,2,"Eixample",9,"la Nova Esquerra de l'Eixample","3 persones",100
2020,2,"Eixample",10,"Sant Antoni","3 persones",60
2020,3,"Sants-Montjuïc",11,"el Poble Sec","3 persones",40
2020,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","3 persones",1
2020,3,"Sants-Montjuïc",13,"la Marina de Port","3 persones",38
2020,3,"Sants-Montjuïc",14,"la Font de la Guatlla","3 persones",13
2020,3,"Sants-Montjuïc",15,"Hostafrancs","3 persones",22
2020,3,"Sants-Montjuïc",16,"la Bordeta","3 persones",25
2020,3,"Sants-Montjuïc",17,"Sants - Badal","3 persones",38
2020,3,"Sants-Montjuïc",18,"Sants","3 persones",71
2020,4,"Les Corts",19,"les Corts","3 persones",89
2020,4,"Les Corts",20,"la Maternitat i Sant Ramon","3 persones",44
2020,4,"Les Corts",21,"Pedralbes","3 persones",23
2020,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","3 persones",6
2020,5,"Sarrià-Sant Gervasi",23,"Sarrià","3 persones",30
2020,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","3 persones",20
2020,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","3 persones",41
2020,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","3 persones",69
2020,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","3 persones",31
2020,6,"Gràcia",28,"Vallcarca i els Penitents","3 persones",29
2020,6,"Gràcia",29,"el Coll","3 persones",10
2020,6,"Gràcia",30,"la Salut","3 persones",19
2020,6,"Gràcia",31,"la Vila de Gràcia","3 persones",56
2020,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","3 persones",42
2020,7,"Horta-Guinardó",33,"el Baix Guinardó","3 persones",43
2020,7,"Horta-Guinardó",34,"Can Baró","3 persones",14
