"﻿""Any""","Codi_districte","Nom_districte","Codi_barri","Nom_barri","Persones","Nombre"
2020,7,"Horta-Guinardó",43,"Horta","3 persones",1103
2020,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","3 persones",1163
2020,8,"Nou Barris",45,"Porta","3 persones",1103
2020,8,"Nou Barris",46,"el Turó de la Peira","3 persones",762
2020,8,"Nou Barris",47,"Can Peguera","3 persones",84
2020,8,"Nou Barris",48,"la Guineueta","3 persones",614
2020,8,"Nou Barris",49,"Canyelles","3 persones",339
2020,8,"Nou Barris",50,"les Roquetes","3 persones",780
2020,8,"Nou Barris",51,"Verdun","3 persones",583
2020,8,"Nou Barris",52,"la Prosperitat","3 persones",1274
2020,8,"Nou Barris",53,"la Trinitat Nova","3 persones",365
2020,8,"Nou Barris",54,"Torre Baró","3 persones",166
2020,8,"Nou Barris",55,"Ciutat Meridiana","3 persones",494
2020,8,"Nou Barris",56,"Vallbona","3 persones",67
2020,9,"Sant Andreu",57,"la Trinitat Vella","3 persones",497
2020,9,"Sant Andreu",58,"Baró de Viver","3 persones",134
2020,9,"Sant Andreu",59,"el Bon Pastor","3 persones",547
2020,9,"Sant Andreu",60,"Sant Andreu","3 persones",2554
2020,9,"Sant Andreu",61,"la Sagrera","3 persones",1260
2020,9,"Sant Andreu",62,"el Congrés i els Indians","3 persones",638
2020,9,"Sant Andreu",63,"Navas","3 persones",1061
2020,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","3 persones",1712
2020,10,"Sant Martí",65,"el Clot","3 persones",1291
2020,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","3 persones",657
2020,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","3 persones",443
2020,10,"Sant Martí",68,"el Poblenou","3 persones",1525
2020,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","3 persones",518
2020,10,"Sant Martí",70,"el Besòs i el Maresme","3 persones",1136
2020,10,"Sant Martí",71,"Provençals del Poblenou","3 persones",1010
2020,10,"Sant Martí",72,"Sant Martí de Provençals","3 persones",1180
2020,10,"Sant Martí",73,"la Verneda i la Pau","3 persones",1346
2020,1,"Ciutat Vella",1,"el Raval","4 o més persones",2510
2020,1,"Ciutat Vella",2,"el Barri Gòtic","4 o més persones",661
2020,1,"Ciutat Vella",3,"la Barceloneta","4 o més persones",511
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","4 o més persones",821
2020,2,"Eixample",5,"el Fort Pienc","4 o més persones",1117
2020,2,"Eixample",6,"la Sagrada Família","4 o més persones",1883
2020,2,"Eixample",7,"la Dreta de l'Eixample","4 o més persones",1469
2020,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","4 o més persones",1446
2020,2,"Eixample",9,"la Nova Esquerra de l'Eixample","4 o més persones",1949
2020,2,"Eixample",10,"Sant Antoni","4 o més persones",1407
2020,3,"Sants-Montjuïc",11,"el Poble Sec","4 o més persones",1650
2020,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","4 o més persones",41
2020,3,"Sants-Montjuïc",13,"la Marina de Port","4 o més persones",1118
2020,3,"Sants-Montjuïc",14,"la Font de la Guatlla","4 o més persones",364
2020,3,"Sants-Montjuïc",15,"Hostafrancs","4 o més persones",562
2020,3,"Sants-Montjuïc",16,"la Bordeta","4 o més persones",572
2020,3,"Sants-Montjuïc",17,"Sants - Badal","4 o més persones",888
2020,3,"Sants-Montjuïc",18,"Sants","4 o més persones",1304
2020,4,"Les Corts",19,"les Corts","4 o més persones",1258
2020,4,"Les Corts",20,"la Maternitat i Sant Ramon","4 o més persones",737
2020,4,"Les Corts",21,"Pedralbes","4 o més persones",403
2020,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","4 o més persones",170
2020,5,"Sarrià-Sant Gervasi",23,"Sarrià","4 o més persones",752
2020,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","4 o més persones",648
2020,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","4 o més persones",862
2020,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","4 o més persones",1660
2020,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","4 o més persones",965
2020,6,"Gràcia",28,"Vallcarca i els Penitents","4 o més persones",468
2020,6,"Gràcia",29,"el Coll","4 o més persones",219
2020,6,"Gràcia",30,"la Salut","4 o més persones",371
2020,6,"Gràcia",31,"la Vila de Gràcia","4 o més persones",1339
2020,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","4 o més persones",940
2020,7,"Horta-Guinardó",33,"el Baix Guinardó","4 o més persones",765
2020,7,"Horta-Guinardó",34,"Can Baró","4 o més persones",268
2020,7,"Horta-Guinardó",35,"el Guinardó","4 o més persones",1122
2020,7,"Horta-Guinardó",36,"la Font d'en Fargues","4 o més persones",250
2020,7,"Horta-Guinardó",37,"el Carmel","4 o més persones",1043
2020,7,"Horta-Guinardó",38,"la Teixonera","4 o més persones",358
2020,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","4 o més persones",249
2020,7,"Horta-Guinardó",40,"Montbau","4 o més persones",144
2020,7,"Horta-Guinardó",41,"la Vall d'Hebron","4 o més persones",146
2020,7,"Horta-Guinardó",42,"la Clota","4 o més persones",21
2020,7,"Horta-Guinardó",43,"Horta","4 o més persones",744
2020,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","4 o més persones",835
2020,8,"Nou Barris",45,"Porta","4 o més persones",739
2020,8,"Nou Barris",46,"el Turó de la Peira","4 o més persones",598
2020,8,"Nou Barris",47,"Can Peguera","4 o més persones",59
2020,8,"Nou Barris",48,"la Guineueta","4 o més persones",420
2020,8,"Nou Barris",49,"Canyelles","4 o més persones",165
2020,8,"Nou Barris",50,"les Roquetes","4 o més persones",638
2020,8,"Nou Barris",51,"Verdun","4 o més persones",441
2020,8,"Nou Barris",52,"la Prosperitat","4 o més persones",847
2020,8,"Nou Barris",53,"la Trinitat Nova","4 o més persones",289
2020,8,"Nou Barris",54,"Torre Baró","4 o més persones",115
2020,8,"Nou Barris",55,"Ciutat Meridiana","4 o més persones",513
2020,8,"Nou Barris",56,"Vallbona","4 o més persones",39
2020,9,"Sant Andreu",57,"la Trinitat Vella","4 o més persones",453
2020,9,"Sant Andreu",58,"Baró de Viver","4 o més persones",87
2020,9,"Sant Andreu",59,"el Bon Pastor","4 o més persones",380
2020,9,"Sant Andreu",60,"Sant Andreu","4 o més persones",1430
2020,9,"Sant Andreu",61,"la Sagrera","4 o més persones",913
2020,9,"Sant Andreu",62,"el Congrés i els Indians","4 o més persones",478
2020,9,"Sant Andreu",63,"Navas","4 o més persones",747
2020,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","4 o més persones",1246
2020,10,"Sant Martí",65,"el Clot","4 o més persones",905
2020,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","4 o més persones",469
2020,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","4 o més persones",363
2020,10,"Sant Martí",68,"el Poblenou","4 o més persones",949
2020,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","4 o més persones",266
2020,10,"Sant Martí",70,"el Besòs i el Maresme","4 o més persones",903
