"Tipus_ens","Nom_ens","Sindicat","Nombre de delegats","Nombre de persones que tenen dispensa d'assistència al treball","Hores autoritzades als delegats per a l'exercici de les seves funcions","Valoració en euros dels costos pel temps dedicat pels delegats a l'activitat sindical"
"FUNDACIONS I ASSOCIACIONS","Carles Pi i Sunyer d'estudis autonòmics i locals","Unión Sindical Obrera de Catalunya",0.0,"","0","0"
"ORGANISMES AUTÒNOMS","Institut Municipal d'Hisenda","Independents",0.0,"","0","0"
"ORGANISMES AUTÒNOMS","Institut Municipal d'Informàtica","Independents",0.0,"","0","0"
"ORGANISMES AUTÒNOMS","Institut Municipal de Mercats","Independents",0.0,"","0","0"
"ORGANISMES AUTÒNOMS","Institut Municipal de Persones amb Discapacitat ","Independents",0.0,"","0","0"
"ORGANISMES AUTÒNOMS","Institut Muncipal de Serveis Socials ","Independents",0.0,"","0","0"
"ORGANISMES AUTÒNOMS","Institut Municipal d'Educació","Independents",0.0,"","0","0"
"ORGANISMES AUTÒNOMS","Institut Barcelona Esports","Independents",0.0,"","0","0"
"ORGANISMES AUTÒNOMS","Institut Municipal d'Urbanisme","Independents",0.0,"","0","0"
"ORGANISMES AUTÒNOMS","Institut Municipal  del Paisatge Urbà i Qualitat de vida","Independents",0.0,"","0","0"
"ENTITAS PÚBLIQUES EMPRESARIALS","Institut Municipal de Parcs i Jardins","Independents",0.0,"","0","0"
"ENTITAS PÚBLIQUES EMPRESARIALS","Institut de Cultura de Barcelona","Independents",0.0,"","0","0"
"ENTITAS PÚBLIQUES EMPRESARIALS","Institut Municipal de l'Habitatge i Rehabilitació","Independents",0.0,"","0","0"
"ENTITAS PÚBLIQUES EMPRESARIALS","Fundació Mies Van der Rohe","Independents",0.0,"","0","0"
"SOCIETATS MERCANTILS","SPM Barcelona Activa, SA","Independents",0.0,"","0","0"
"SOCIETATS MERCANTILS","SPM Informació i Comunicació de Barcelona, SA","Independents",4.0,"","60","1242"
"SOCIETATS MERCANTILS","Barcelona Serveis Municipals  (BSM)","Independents",0.0,"","0","0"
"SOCIETATS MERCANTILS","Cementiris de Barcelona, SA","Independents",0.0,"","0","0"
"SOCIETATS MERCANTILS","Parc Atraccions Tibidabo, SA","Independents",0.0,"","0","0"
"SOCIETATS MERCANTILS","Mercabarna, SA","Independents",0.0,"","0","0"
"SOCIETATS MERCANTILS","Tersa","Independents",0.0,"","0","0"
"SOCIETATS MERCANTILS","Semesa","Independents",0.0,"","0","0"
"SOCIETATS MERCANTILS","Siresa","Independents",0.0,"","0","0"
"SOCIETATS MERCANTILS","BCN Insfraestructures Municipals SA","Independents",0.0,"","0","0"
"SOCIETATS MERCANTILS","Foment de Ciutat, SA","Independents",0.0,"","0","0"
"SOCIETATS MERCANTILS","Barcelona Cicle de l'Aigua, SA","Independents",0.0,"","0","0"
"CONSORCIS","Consorci Institut d'Infància i Món Urbà","Independents",0.0,"","0","0"
"CONSORCIS","Consorci Campus Universitari Diagonal-Besòs","Independents",0.0,"","0","0"
"CONSORCIS","Agència de Salut Pública de Barcelona","Independents","","","",""
"CONSORCIS","Agència d'Ecologia Urbana de Barcelona","Independents",0.0,"","0","0"
"CONSORCIS","Agència Local de l'Energia de Barcelona","Independents",0.0,"","0","0"
"CONSORCIS","Consorci del Besós","Independents",0.0,"","0","0"
"CONSORCIS","Consroci de Biblioteques de Barcelona","Independents",0.0,"","0","0"
"CONSORCIS","Consorci d'Educació de Barcelona","Independents","","","",""
"CONSORCIS","Consorci del Mercat de les Flors/Centre de les Arts de Moviment","Independents",0.0,"","0","0"
"CONSORCIS","Consorci Local Localret","Independents",0.0,"","0","0"
"CONSORCIS","Consorci Museu de Ciències Naturals","Independents",0.0,"","0","0"
"CONSORCIS","Consorci MACBA","Independents",5.0,"","75","1358"
"CONSORCIS","Consorci de l'Auditori i l'Orquestra ","Independents",0.0,"","0","0"
"FUNDACIONS I ASSOCIACIONS","Fundació Barcelona Cultura","Independents",0.0,"","0","0"
"FUNDACIONS I ASSOCIACIONS","Fundació Navegació Oceània de Barcelona","Independents",0.0,"","0","0"
"FUNDACIONS I ASSOCIACIONS","Asociación Red Internacional de Ciudades Educadoras","Independents",0.0,"","0","0"
"FUNDACIONS I ASSOCIACIONS","Red de Juderías de España, Caminos de Sefarad","Independents",0.0,"","0","0"
"FUNDACIONS I ASSOCIACIONS","Carles Pi i Sunyer d'estudis autonòmics i locals","Independents",0.0,"","0","0"
"ORGANISMES AUTÒNOMS","Institut Municipal d'Hisenda","Candidatura Autònoma de Treballadors i Treballadores de l'Administració de Catalunya",0.0,0.0,"0","0"
"ORGANISMES AUTÒNOMS","Institut Municipal d'Informàtica","Candidatura Autònoma de Treballadors i Treballadores de l'Administració de Catalunya",0.0,0.0,"0","0"
"ORGANISMES AUTÒNOMS","Institut Municipal de Mercats","Candidatura Autònoma de Treballadors i Treballadores de l'Administració de Catalunya",0.0,0.0,"0","0"
"ORGANISMES AUTÒNOMS","Institut Municipal de Persones amb Discapacitat ","Candidatura Autònoma de Treballadors i Treballadores de l'Administració de Catalunya",0.0,0.0,"0","0"
"ORGANISMES AUTÒNOMS","Institut Muncipal de Serveis Socials ","Candidatura Autònoma de Treballadors i Treballadores de l'Administració de Catalunya",0.0,0.0,"0","0"
"ORGANISMES AUTÒNOMS","Institut Municipal d'Educació","Candidatura Autònoma de Treballadors i Treballadores de l'Administració de Catalunya",0.0,0.0,"0","0"
"ORGANISMES AUTÒNOMS","Institut Barcelona Esports","Candidatura Autònoma de Treballadors i Treballadores de l'Administració de Catalunya",0.0,0.0,"0","0"
"ORGANISMES AUTÒNOMS","Institut Municipal d'Urbanisme","Candidatura Autònoma de Treballadors i Treballadores de l'Administració de Catalunya",0.0,0.0,"0","0"
"ORGANISMES AUTÒNOMS","Institut Municipal  del Paisatge Urbà i Qualitat de vida","Candidatura Autònoma de Treballadors i Treballadores de l'Administració de Catalunya",0.0,0.0,"0","0"
"ENTITAS PÚBLIQUES EMPRESARIALS","Institut Municipal de Parcs i Jardins","Candidatura Autònoma de Treballadors i Treballadores de l'Administració de Catalunya",0.0,0.0,"0","0"
"ENTITAS PÚBLIQUES EMPRESARIALS","Institut de Cultura de Barcelona","Candidatura Autònoma de Treballadors i Treballadores de l'Administració de Catalunya",0.0,0.0,"0","0"
"ENTITAS PÚBLIQUES EMPRESARIALS","Institut Municipal de l'Habitatge i Rehabilitació","Candidatura Autònoma de Treballadors i Treballadores de l'Administració de Catalunya",0.0,0.0,"0","0"
"ENTITAS PÚBLIQUES EMPRESARIALS","Fundació Mies Van der Rohe","Candidatura Autònoma de Treballadors i Treballadores de l'Administració de Catalunya",0.0,0.0,"0","0"
"SOCIETATS MERCANTILS","SPM Barcelona Activa, SA","Candidatura Autònoma de Treballadors i Treballadores de l'Administració de Catalunya",0.0,0.0,"0","0"
"SOCIETATS MERCANTILS","SPM Informació i Comunicació de Barcelona, SA","Candidatura Autònoma de Treballadors i Treballadores de l'Administració de Catalunya",0.0,0.0,"0","0"
"SOCIETATS MERCANTILS","Barcelona Serveis Municipals  (BSM)","Candidatura Autònoma de Treballadors i Treballadores de l'Administració de Catalunya",0.0,0.0,"0","0"
"SOCIETATS MERCANTILS","Cementiris de Barcelona, SA","Candidatura Autònoma de Treballadors i Treballadores de l'Administració de Catalunya",0.0,0.0,"0","0"
"SOCIETATS MERCANTILS","Parc Atraccions Tibidabo, SA","Candidatura Autònoma de Treballadors i Treballadores de l'Administració de Catalunya",0.0,0.0,"0","0"
"SOCIETATS MERCANTILS","Mercabarna, SA","Candidatura Autònoma de Treballadors i Treballadores de l'Administració de Catalunya",0.0,0.0,"0","0"
"SOCIETATS MERCANTILS","Tersa","Candidatura Autònoma de Treballadors i Treballadores de l'Administració de Catalunya",0.0,0.0,"0","0"
"SOCIETATS MERCANTILS","Semesa","Candidatura Autònoma de Treballadors i Treballadores de l'Administració de Catalunya",0.0,0.0,"0","0"
"SOCIETATS MERCANTILS","Siresa","Candidatura Autònoma de Treballadors i Treballadores de l'Administració de Catalunya",0.0,0.0,"0","0"
"SOCIETATS MERCANTILS","BCN Insfraestructures Municipals SA","Candidatura Autònoma de Treballadors i Treballadores de l'Administració de Catalunya",0.0,0.0,"0","0"
"SOCIETATS MERCANTILS","Foment de Ciutat, SA","Candidatura Autònoma de Treballadors i Treballadores de l'Administració de Catalunya",0.0,0.0,"0","0"
"SOCIETATS MERCANTILS","Barcelona Cicle de l'Aigua, SA","Candidatura Autònoma de Treballadors i Treballadores de l'Administració de Catalunya",0.0,0.0,"0","0"
"CONSORCIS","Consorci Institut d'Infància i Món Urbà","Candidatura Autònoma de Treballadors i Treballadores de l'Administració de Catalunya",0.0,0.0,"0","0"
"CONSORCIS","Consorci Campus Universitari Diagonal-Besòs","Candidatura Autònoma de Treballadors i Treballadores de l'Administració de Catalunya",0.0,0.0,"0","0"
"CONSORCIS","Agència de Salut Pública de Barcelona","Candidatura Autònoma de Treballadors i Treballadores de l'Administració de Catalunya",0.0,0.0,"0","0"
"CONSORCIS","Agència d'Ecologia Urbana de Barcelona","Candidatura Autònoma de Treballadors i Treballadores de l'Administració de Catalunya",0.0,0.0,"0","0"
"CONSORCIS","Agència Local de l'Energia de Barcelona","Candidatura Autònoma de Treballadors i Treballadores de l'Administració de Catalunya",0.0,0.0,"0","0"
"CONSORCIS","Consorci del Besós","Candidatura Autònoma de Treballadors i Treballadores de l'Administració de Catalunya",0.0,0.0,"0","0"
"CONSORCIS","Consroci de Biblioteques de Barcelona","Candidatura Autònoma de Treballadors i Treballadores de l'Administració de Catalunya",0.0,0.0,"0","0"
"CONSORCIS","Consorci d'Educació de Barcelona","Candidatura Autònoma de Treballadors i Treballadores de l'Administració de Catalunya",2.0,"","80","1920"
"CONSORCIS","Consorci del Mercat de les Flors/Centre de les Arts de Moviment","Candidatura Autònoma de Treballadors i Treballadores de l'Administració de Catalunya",0.0,0.0,"0","0"
"CONSORCIS","Consorci Local Localret","Candidatura Autònoma de Treballadors i Treballadores de l'Administració de Catalunya",0.0,0.0,"0","0"
"CONSORCIS","Consorci Museu de Ciències Naturals","Candidatura Autònoma de Treballadors i Treballadores de l'Administració de Catalunya",0.0,0.0,"0","0"
"CONSORCIS","Consorci MACBA","Candidatura Autònoma de Treballadors i Treballadores de l'Administració de Catalunya",0.0,0.0,"0","0"
"CONSORCIS","Consorci de l'Auditori i l'Orquestra ","Candidatura Autònoma de Treballadors i Treballadores de l'Administració de Catalunya",0.0,0.0,"0","0"
"FUNDACIONS I ASSOCIACIONS","Fundació Barcelona Cultura","Candidatura Autònoma de Treballadors i Treballadores de l'Administració de Catalunya",0.0,0.0,"0","0"
"FUNDACIONS I ASSOCIACIONS","Fundació Navegació Oceània de Barcelona","Candidatura Autònoma de Treballadors i Treballadores de l'Administració de Catalunya",0.0,0.0,"0","0"
"FUNDACIONS I ASSOCIACIONS","Asociación Red Internacional de Ciudades Educadoras","Candidatura Autònoma de Treballadors i Treballadores de l'Administració de Catalunya",0.0,0.0,"0","0"
"FUNDACIONS I ASSOCIACIONS","Red de Juderías de España, Caminos de Sefarad","Candidatura Autònoma de Treballadors i Treballadores de l'Administració de Catalunya",0.0,0.0,"0","0"
