"﻿""Any""","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Sexe","Any_alta_padro","Nombre"
2020,9,"Sant Andreu",60,"Sant Andreu","Home","Més de 15 anys",16151
2020,9,"Sant Andreu",61,"la Sagrera","Home","Més de 15 anys",7359
2020,9,"Sant Andreu",62,"el Congrés i els Indians","Home","Més de 15 anys",3515
2020,9,"Sant Andreu",63,"Navas","Home","Més de 15 anys",5614
2020,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Home","Més de 15 anys",9146
2020,10,"Sant Martí",65,"el Clot","Home","Més de 15 anys",6935
2020,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Home","Més de 15 anys",3463
2020,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Home","Més de 15 anys",2331
2020,10,"Sant Martí",68,"el Poblenou","Home","Més de 15 anys",7681
2020,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Home","Més de 15 anys",2913
2020,10,"Sant Martí",70,"el Besòs i el Maresme","Home","Més de 15 anys",4666
2020,10,"Sant Martí",71,"Provençals del Poblenou","Home","Més de 15 anys",5255
2020,10,"Sant Martí",72,"Sant Martí de Provençals","Home","Més de 15 anys",6762
2020,10,"Sant Martí",73,"la Verneda i la Pau","Home","Més de 15 anys",7776
2020,1,"Ciutat Vella",1,"el Raval","Home","No consta",17
2020,1,"Ciutat Vella",2,"el Barri Gòtic","Home","No consta",8
2020,1,"Ciutat Vella",3,"la Barceloneta","Home","No consta",6
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Home","No consta",10
2020,2,"Eixample",5,"el Fort Pienc","Home","No consta",8
2020,2,"Eixample",6,"la Sagrada Família","Home","No consta",12
2020,2,"Eixample",7,"la Dreta de l'Eixample","Home","No consta",17
2020,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Home","No consta",9
2020,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Home","No consta",21
2020,2,"Eixample",10,"Sant Antoni","Home","No consta",15
2020,3,"Sants-Montjuïc",11,"el Poble Sec","Home","No consta",9
2020,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Home","No consta",0
2020,3,"Sants-Montjuïc",13,"la Marina de Port","Home","No consta",4
2020,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Home","No consta",5
2020,3,"Sants-Montjuïc",15,"Hostafrancs","Home","No consta",4
2020,3,"Sants-Montjuïc",16,"la Bordeta","Home","No consta",4
2020,3,"Sants-Montjuïc",17,"Sants - Badal","Home","No consta",7
2020,3,"Sants-Montjuïc",18,"Sants","Home","No consta",12
2020,4,"Les Corts",19,"les Corts","Home","No consta",10
2020,4,"Les Corts",20,"la Maternitat i Sant Ramon","Home","No consta",5
2020,4,"Les Corts",21,"Pedralbes","Home","No consta",10
2020,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Home","No consta",6
2020,5,"Sarrià-Sant Gervasi",23,"Sarrià","Home","No consta",13
2020,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Home","No consta",3
2020,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Home","No consta",4
2020,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Home","No consta",15
2020,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Home","No consta",13
2020,6,"Gràcia",28,"Vallcarca i els Penitents","Home","No consta",2
2020,6,"Gràcia",29,"el Coll","Home","No consta",1
2020,6,"Gràcia",30,"la Salut","Home","No consta",4
2020,6,"Gràcia",31,"la Vila de Gràcia","Home","No consta",16
2020,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Home","No consta",8
2020,7,"Horta-Guinardó",33,"el Baix Guinardó","Home","No consta",3
2020,7,"Horta-Guinardó",34,"Can Baró","Home","No consta",4
2020,7,"Horta-Guinardó",35,"el Guinardó","Home","No consta",9
2020,7,"Horta-Guinardó",36,"la Font d'en Fargues","Home","No consta",0
2020,7,"Horta-Guinardó",37,"el Carmel","Home","No consta",5
2020,7,"Horta-Guinardó",38,"la Teixonera","Home","No consta",5
2020,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Home","No consta",3
2020,7,"Horta-Guinardó",40,"Montbau","Home","No consta",2
2020,7,"Horta-Guinardó",41,"la Vall d'Hebron","Home","No consta",1
2020,7,"Horta-Guinardó",42,"la Clota","Home","No consta",0
2020,7,"Horta-Guinardó",43,"Horta","Home","No consta",7
2020,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Home","No consta",3
2020,8,"Nou Barris",45,"Porta","Home","No consta",5
2020,8,"Nou Barris",46,"el Turó de la Peira","Home","No consta",3
2020,8,"Nou Barris",47,"Can Peguera","Home","No consta",0
2020,8,"Nou Barris",48,"la Guineueta","Home","No consta",0
2020,8,"Nou Barris",49,"Canyelles","Home","No consta",0
2020,8,"Nou Barris",50,"les Roquetes","Home","No consta",4
2020,8,"Nou Barris",51,"Verdun","Home","No consta",2
2020,8,"Nou Barris",52,"la Prosperitat","Home","No consta",1
2020,8,"Nou Barris",53,"la Trinitat Nova","Home","No consta",0
2020,8,"Nou Barris",54,"Torre Baró","Home","No consta",0
2020,8,"Nou Barris",55,"Ciutat Meridiana","Home","No consta",1
2020,8,"Nou Barris",56,"Vallbona","Home","No consta",0
2020,9,"Sant Andreu",57,"la Trinitat Vella","Home","No consta",0
2020,9,"Sant Andreu",58,"Baró de Viver","Home","No consta",0
2020,9,"Sant Andreu",59,"el Bon Pastor","Home","No consta",3
2020,9,"Sant Andreu",60,"Sant Andreu","Home","No consta",7
2020,9,"Sant Andreu",61,"la Sagrera","Home","No consta",5
2020,9,"Sant Andreu",62,"el Congrés i els Indians","Home","No consta",3
2020,9,"Sant Andreu",63,"Navas","Home","No consta",2
2020,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Home","No consta",11
2020,10,"Sant Martí",65,"el Clot","Home","No consta",6
2020,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Home","No consta",5
2020,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Home","No consta",3
2020,10,"Sant Martí",68,"el Poblenou","Home","No consta",4
2020,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Home","No consta",3
2020,10,"Sant Martí",70,"el Besòs i el Maresme","Home","No consta",4
2020,10,"Sant Martí",71,"Provençals del Poblenou","Home","No consta",3
2020,10,"Sant Martí",72,"Sant Martí de Provençals","Home","No consta",5
