"Anys_Periode","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Nombre"
"2005-2009",2,"Eixample",5,"el Fort Pienc",39.0
"2005-2009",2,"Eixample",6,"la Sagrada Família",38.7
"2005-2009",2,"Eixample",7,"la Dreta de l'Eixample",40.5
"2005-2009",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",42.2
"2005-2009",2,"Eixample",9,"la Nova Esquerra de l'Eixample",38.8
"2005-2009",2,"Eixample",10,"Sant Antoni",39.1
"2005-2009",3,"Sants-Montjuïc",11,"el Poble Sec",48.9
"2005-2009",3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",58.9
"2005-2009",3,"Sants-Montjuïc",13,"la Marina de Port",60.4
"2005-2009",3,"Sants-Montjuïc",14,"la Font de la Guatlla",39.6
"2005-2009",3,"Sants-Montjuïc",15,"Hostafrancs",40.8
"2005-2009",3,"Sants-Montjuïc",16,"la Bordeta",44.5
"2005-2009",3,"Sants-Montjuïc",17,"Sants - Badal",43.8
"2005-2009",3,"Sants-Montjuïc",18,"Sants",44.4
"2005-2009",4,"Les Corts",19,"les Corts",36.8
"2005-2009",4,"Les Corts",20,"la Maternitat i Sant Ramon",33.7
"2005-2009",4,"Les Corts",21,"Pedralbes",33.9
"2005-2009",5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes",61.0
"2005-2009",5,"Sarrià-Sant Gervasi",23,"Sarrià",62.4
"2005-2009",5,"Sarrià-Sant Gervasi",24,"les Tres Torres",50.0
"2005-2009",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",47.5
"2005-2009",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",46.9
"2005-2009",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",46.1
"2005-2009",6,"Gràcia",28,"Vallcarca i els Penitents",46.0
"2005-2009",6,"Gràcia",29,"el Coll",49.7
"2005-2009",6,"Gràcia",30,"la Salut",40.5
"2005-2009",6,"Gràcia",31,"la Vila de Gràcia",38.5
"2005-2009",6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",40.2
"2005-2009",7,"Horta-Guinardó",33,"el Baix Guinardó",41.7
"2005-2009",7,"Horta-Guinardó",34,"Can Baró",46.0
"2005-2009",7,"Horta-Guinardó",35,"el Guinardó",47.0
"2005-2009",7,"Horta-Guinardó",36,"la Font d'en Fargues",46.6
"2005-2009",7,"Horta-Guinardó",37,"el Carmel",55.2
"2005-2009",7,"Horta-Guinardó",38,"la Teixonera",53.7
"2005-2009",7,"Horta-Guinardó",39,"Sant Genís dels Agudells",50.9
"2005-2009",7,"Horta-Guinardó",40,"Montbau",75.3
"2005-2009",7,"Horta-Guinardó",41,"la Vall d'Hebron",39.9
"2005-2009",7,"Horta-Guinardó",42,"la Clota",78.8
"2005-2009",7,"Horta-Guinardó",43,"Horta",46.7
"2005-2009",8,"Nou Barris",44,"Vilapicina i la Torre Llobeta",47.9
"2005-2009",8,"Nou Barris",45,"Porta",48.7
"2005-2009",8,"Nou Barris",46,"el Turó de la Peira",53.5
"2005-2009",8,"Nou Barris",47,"Can Peguera",61.8
"2005-2009",8,"Nou Barris",48,"la Guineueta",45.9
"2005-2009",8,"Nou Barris",49,"Canyelles",42.3
"2005-2009",8,"Nou Barris",50,"les Roquetes",60.1
"2005-2009",8,"Nou Barris",51,"Verdun",58.2
"2005-2009",8,"Nou Barris",52,"la Prosperitat",53.3
"2005-2009",8,"Nou Barris",53,"la Trinitat Nova",64.1
"2005-2009",8,"Nou Barris",54,"Torre Baró",75.5
"2005-2009",8,"Nou Barris",55,"Ciutat Meridiana",68.4
"2005-2009",8,"Nou Barris",56,"Vallbona",88.0
"2005-2009",9,"Sant Andreu",57,"la Trinitat Vella",67.3
"2005-2009",9,"Sant Andreu",58,"Baró de Viver",68.9
"2005-2009",9,"Sant Andreu",59,"el Bon Pastor",79.5
"2005-2009",9,"Sant Andreu",60,"Sant Andreu",49.0
"2005-2009",9,"Sant Andreu",61,"la Sagrera",45.5
"2005-2009",9,"Sant Andreu",62,"el Congrés i els Indians",49.9
"2005-2009",9,"Sant Andreu",63,"Navas",44.6
"2005-2009",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",44.5
"2005-2009",10,"Sant Martí",65,"el Clot",48.0
"2005-2009",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",48.5
"2005-2009",10,"Sant Martí",67,"la Vila Olímpica del Poblenou",55.1
"2005-2009",10,"Sant Martí",68,"el Poblenou",62.2
"2005-2009",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",77.3
"2005-2009",10,"Sant Martí",70,"el Besòs i el Maresme",58.3
"2005-2009",10,"Sant Martí",71,"Provençals del Poblenou",57.6
"2005-2009",10,"Sant Martí",72,"Sant Martí de Provençals",50.4
"2005-2009",10,"Sant Martí",73,"la Verneda i la Pau",50.5
"2006-2010",1,"Ciutat Vella",1,"el Raval",47.6
"2006-2010",1,"Ciutat Vella",2,"el Barri Gòtic",16.8
"2006-2010",1,"Ciutat Vella",3,"la Barceloneta",40.7
"2006-2010",1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",31.8
"2006-2010",2,"Eixample",5,"el Fort Pienc",38.5
"2006-2010",2,"Eixample",6,"la Sagrada Família",37.7
"2006-2010",2,"Eixample",7,"la Dreta de l'Eixample",39.1
"2006-2010",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",39.5
"2006-2010",2,"Eixample",9,"la Nova Esquerra de l'Eixample",37.2
"2006-2010",2,"Eixample",10,"Sant Antoni",38.5
"2006-2010",3,"Sants-Montjuïc",11,"el Poble Sec",49.6
"2006-2010",3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",67.7
"2006-2010",3,"Sants-Montjuïc",13,"la Marina de Port",59.0
"2006-2010",3,"Sants-Montjuïc",14,"la Font de la Guatlla",39.4
"2006-2010",3,"Sants-Montjuïc",15,"Hostafrancs",38.7
"2006-2010",3,"Sants-Montjuïc",16,"la Bordeta",42.7
"2006-2010",3,"Sants-Montjuïc",17,"Sants - Badal",41.4
"2006-2010",3,"Sants-Montjuïc",18,"Sants",41.1
"2006-2010",4,"Les Corts",19,"les Corts",37.3
"2006-2010",4,"Les Corts",20,"la Maternitat i Sant Ramon",35.1
"2006-2010",4,"Les Corts",21,"Pedralbes",32.9
"2006-2010",5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes",49.7
"2006-2010",5,"Sarrià-Sant Gervasi",23,"Sarrià",59.5
"2006-2010",5,"Sarrià-Sant Gervasi",24,"les Tres Torres",48.2
"2006-2010",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",47.4
"2006-2010",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",47.2
"2006-2010",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",45.6
"2006-2010",6,"Gràcia",28,"Vallcarca i els Penitents",44.1
"2006-2010",6,"Gràcia",29,"el Coll",51.5
"2006-2010",6,"Gràcia",30,"la Salut",39.4
"2006-2010",6,"Gràcia",31,"la Vila de Gràcia",37.9
"2006-2010",6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",40.3
"2006-2010",7,"Horta-Guinardó",33,"el Baix Guinardó",40.5
"2006-2010",7,"Horta-Guinardó",34,"Can Baró",46.1
"2006-2010",7,"Horta-Guinardó",35,"el Guinardó",45.1
"2006-2010",7,"Horta-Guinardó",36,"la Font d'en Fargues",45.7
"2006-2010",7,"Horta-Guinardó",37,"el Carmel",54.5
"2006-2010",7,"Horta-Guinardó",38,"la Teixonera",53.3
"2006-2010",7,"Horta-Guinardó",39,"Sant Genís dels Agudells",46.6
"2006-2010",7,"Horta-Guinardó",40,"Montbau",72.1
"2006-2010",7,"Horta-Guinardó",41,"la Vall d'Hebron",34.1
"2006-2010",7,"Horta-Guinardó",42,"la Clota",78.8
"2006-2010",7,"Horta-Guinardó",43,"Horta",46.0
"2006-2010",8,"Nou Barris",44,"Vilapicina i la Torre Llobeta",45.1
"2006-2010",8,"Nou Barris",45,"Porta",49.5
"2006-2010",8,"Nou Barris",46,"el Turó de la Peira",55.4
"2006-2010",8,"Nou Barris",47,"Can Peguera",64.2
"2006-2010",8,"Nou Barris",48,"la Guineueta",46.4
"2006-2010",8,"Nou Barris",49,"Canyelles",42.0
"2006-2010",8,"Nou Barris",50,"les Roquetes",61.6
"2006-2010",8,"Nou Barris",51,"Verdun",61.1
"2006-2010",8,"Nou Barris",52,"la Prosperitat",55.7
"2006-2010",8,"Nou Barris",53,"la Trinitat Nova",66.8
"2006-2010",8,"Nou Barris",54,"Torre Baró",72.0
"2006-2010",8,"Nou Barris",55,"Ciutat Meridiana",70.9
"2006-2010",8,"Nou Barris",56,"Vallbona",93.8
"2006-2010",9,"Sant Andreu",57,"la Trinitat Vella",73.2
"2006-2010",9,"Sant Andreu",58,"Baró de Viver",72.3
"2006-2010",9,"Sant Andreu",59,"el Bon Pastor",81.5
"2006-2010",9,"Sant Andreu",60,"Sant Andreu",49.6
"2006-2010",9,"Sant Andreu",61,"la Sagrera",46.7
"2006-2010",9,"Sant Andreu",62,"el Congrés i els Indians",52.0
"2006-2010",9,"Sant Andreu",63,"Navas",45.6
"2006-2010",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",45.2
"2006-2010",10,"Sant Martí",65,"el Clot",46.2
"2006-2010",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",45.2
"2006-2010",10,"Sant Martí",67,"la Vila Olímpica del Poblenou",51.2
"2006-2010",10,"Sant Martí",68,"el Poblenou",61.5
"2006-2010",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",73.3
"2006-2010",10,"Sant Martí",70,"el Besòs i el Maresme",60.6
"2006-2010",10,"Sant Martí",71,"Provençals del Poblenou",57.1
"2006-2010",10,"Sant Martí",72,"Sant Martí de Provençals",49.2
"2006-2010",10,"Sant Martí",73,"la Verneda i la Pau",52.2
"2007-2011",1,"Ciutat Vella",1,"el Raval",51.8
"2007-2011",1,"Ciutat Vella",2,"el Barri Gòtic",18.6
"2007-2011",1,"Ciutat Vella",3,"la Barceloneta",41.2
"2007-2011",1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",35.4
"2007-2011",2,"Eixample",5,"el Fort Pienc",41.0
"2007-2011",2,"Eixample",6,"la Sagrada Família",39.8
"2007-2011",2,"Eixample",7,"la Dreta de l'Eixample",40.1
"2007-2011",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",41.0
"2007-2011",2,"Eixample",9,"la Nova Esquerra de l'Eixample",38.6
"2007-2011",2,"Eixample",10,"Sant Antoni",40.3
"2007-2011",3,"Sants-Montjuïc",11,"el Poble Sec",52.4
"2007-2011",3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",69.4
"2007-2011",3,"Sants-Montjuïc",13,"la Marina de Port",64.1
"2007-2011",3,"Sants-Montjuïc",14,"la Font de la Guatlla",42.3
"2007-2011",3,"Sants-Montjuïc",15,"Hostafrancs",39.3
"2007-2011",3,"Sants-Montjuïc",16,"la Bordeta",44.5
"2007-2011",3,"Sants-Montjuïc",17,"Sants - Badal",43.9
"2007-2011",3,"Sants-Montjuïc",18,"Sants",44.6
"2007-2011",4,"Les Corts",19,"les Corts",40.6
"2007-2011",4,"Les Corts",20,"la Maternitat i Sant Ramon",36.6
"2007-2011",4,"Les Corts",21,"Pedralbes",37.4
"2007-2011",5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes",49.9
"2007-2011",5,"Sarrià-Sant Gervasi",23,"Sarrià",62.4
"2007-2011",5,"Sarrià-Sant Gervasi",24,"les Tres Torres",49.3
"2007-2011",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",48.8
"2007-2011",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",50.2
"2007-2011",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",47.0
"2007-2011",6,"Gràcia",28,"Vallcarca i els Penitents",45.0
"2007-2011",6,"Gràcia",29,"el Coll",54.0
"2007-2011",6,"Gràcia",30,"la Salut",44.5
"2007-2011",6,"Gràcia",31,"la Vila de Gràcia",40.2
"2007-2011",6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",42.1
"2007-2011",7,"Horta-Guinardó",33,"el Baix Guinardó",43.6
"2007-2011",7,"Horta-Guinardó",34,"Can Baró",50.5
"2007-2011",7,"Horta-Guinardó",35,"el Guinardó",48.5
"2007-2011",7,"Horta-Guinardó",36,"la Font d'en Fargues",51.1
"2007-2011",7,"Horta-Guinardó",37,"el Carmel",59.1
"2007-2011",7,"Horta-Guinardó",38,"la Teixonera",58.2
"2007-2011",7,"Horta-Guinardó",39,"Sant Genís dels Agudells",50.8
"2007-2011",7,"Horta-Guinardó",40,"Montbau",79.2
"2007-2011",7,"Horta-Guinardó",41,"la Vall d'Hebron",35.2
"2007-2011",7,"Horta-Guinardó",42,"la Clota",90.5
"2007-2011",7,"Horta-Guinardó",43,"Horta",49.3
"2007-2011",8,"Nou Barris",44,"Vilapicina i la Torre Llobeta",48.3
"2007-2011",8,"Nou Barris",45,"Porta",53.5
"2007-2011",8,"Nou Barris",46,"el Turó de la Peira",59.1
"2007-2011",8,"Nou Barris",47,"Can Peguera",78.4
"2007-2011",8,"Nou Barris",48,"la Guineueta",49.2
"2007-2011",8,"Nou Barris",49,"Canyelles",47.1
"2007-2011",8,"Nou Barris",50,"les Roquetes",70.1
"2007-2011",8,"Nou Barris",51,"Verdun",65.2
"2007-2011",8,"Nou Barris",52,"la Prosperitat",60.1
"2007-2011",8,"Nou Barris",53,"la Trinitat Nova",72.7
"2007-2011",8,"Nou Barris",54,"Torre Baró",77.7
"2007-2011",8,"Nou Barris",55,"Ciutat Meridiana",75.3
"2007-2011",8,"Nou Barris",56,"Vallbona",102.4
"2007-2011",9,"Sant Andreu",57,"la Trinitat Vella",79.9
"2007-2011",9,"Sant Andreu",58,"Baró de Viver",76.4
"2007-2011",9,"Sant Andreu",59,"el Bon Pastor",80.1
"2007-2011",9,"Sant Andreu",60,"Sant Andreu",52.8
"2007-2011",9,"Sant Andreu",61,"la Sagrera",50.2
"2007-2011",9,"Sant Andreu",62,"el Congrés i els Indians",55.5
"2007-2011",9,"Sant Andreu",63,"Navas",49.6
"2007-2011",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",47.5
"2007-2011",10,"Sant Martí",65,"el Clot",47.3
"2007-2011",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",46.0
"2007-2011",10,"Sant Martí",67,"la Vila Olímpica del Poblenou",54.3
"2007-2011",10,"Sant Martí",68,"el Poblenou",64.9
"2007-2011",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",76.6
"2007-2011",10,"Sant Martí",70,"el Besòs i el Maresme",64.8
"2007-2011",10,"Sant Martí",71,"Provençals del Poblenou",59.3
"2007-2011",10,"Sant Martí",72,"Sant Martí de Provençals",54.1
"2007-2011",10,"Sant Martí",73,"la Verneda i la Pau",55.8
"2008-2012",1,"Ciutat Vella",1,"el Raval",52.2
"2008-2012",1,"Ciutat Vella",2,"el Barri Gòtic",20.2
"2008-2012",1,"Ciutat Vella",3,"la Barceloneta",39.5
"2008-2012",1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",35.1
"2008-2012",2,"Eixample",5,"el Fort Pienc",40.9
"2008-2012",2,"Eixample",6,"la Sagrada Família",40.1
"2008-2012",2,"Eixample",7,"la Dreta de l'Eixample",38.7
"2008-2012",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",38.1
"2008-2012",2,"Eixample",9,"la Nova Esquerra de l'Eixample",39.2
"2008-2012",2,"Eixample",10,"Sant Antoni",39.3
"2008-2012",3,"Sants-Montjuïc",11,"el Poble Sec",52.7
"2008-2012",3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",82.5
"2008-2012",3,"Sants-Montjuïc",13,"la Marina de Port",62.8
"2008-2012",3,"Sants-Montjuïc",14,"la Font de la Guatlla",41.2
"2008-2012",3,"Sants-Montjuïc",15,"Hostafrancs",38.2
"2008-2012",3,"Sants-Montjuïc",16,"la Bordeta",46.4
"2008-2012",3,"Sants-Montjuïc",17,"Sants - Badal",45.4
"2008-2012",3,"Sants-Montjuïc",18,"Sants",44.0
"2008-2012",4,"Les Corts",19,"les Corts",40.5
"2008-2012",4,"Les Corts",20,"la Maternitat i Sant Ramon",38.6
"2008-2012",4,"Les Corts",21,"Pedralbes",36.2
"2008-2012",5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes",47.3
"2008-2012",5,"Sarrià-Sant Gervasi",23,"Sarrià",63.8
"2008-2012",5,"Sarrià-Sant Gervasi",24,"les Tres Torres",48.3
"2008-2012",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",48.5
