"Anys_Periode","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Nombre"
"2008-2012",3,"Sants-Montjuïc",13,"la Marina de Port",537
"2008-2012",3,"Sants-Montjuïc",14,"la Font de la Guatlla",275
"2008-2012",3,"Sants-Montjuïc",15,"Hostafrancs",373
"2008-2012",3,"Sants-Montjuïc",16,"la Bordeta",415
"2008-2012",3,"Sants-Montjuïc",17,"Sants - Badal",538
"2008-2012",3,"Sants-Montjuïc",18,"Sants",1077
"2008-2012",4,"Les Corts",19,"les Corts",1107
"2008-2012",4,"Les Corts",20,"la Maternitat i Sant Ramon",484
"2008-2012",4,"Les Corts",21,"Pedralbes",270
"2008-2012",5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes",147
"2008-2012",5,"Sarrià-Sant Gervasi",23,"Sarrià",660
"2008-2012",5,"Sarrià-Sant Gervasi",24,"les Tres Torres",308
"2008-2012",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",729
"2008-2012",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",1310
"2008-2012",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",680
"2008-2012",6,"Gràcia",28,"Vallcarca i els Penitents",425
"2008-2012",6,"Gràcia",29,"el Coll",119
"2008-2012",6,"Gràcia",30,"la Salut",415
"2008-2012",6,"Gràcia",31,"la Vila de Gràcia",1582
"2008-2012",6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",887
"2008-2012",7,"Horta-Guinardó",33,"el Baix Guinardó",751
"2008-2012",7,"Horta-Guinardó",34,"Can Baró",236
"2008-2012",7,"Horta-Guinardó",35,"el Guinardó",859
"2008-2012",7,"Horta-Guinardó",36,"la Font d'en Fargues",268
"2008-2012",7,"Horta-Guinardó",37,"el Carmel",583
"2008-2012",7,"Horta-Guinardó",38,"la Teixonera",254
"2008-2012",7,"Horta-Guinardó",39,"Sant Genís dels Agudells",201
"2008-2012",7,"Horta-Guinardó",40,"Montbau",340
"2008-2012",7,"Horta-Guinardó",41,"la Vall d'Hebron",122
"2008-2012",7,"Horta-Guinardó",42,"la Clota",10
"2008-2012",7,"Horta-Guinardó",43,"Horta",795
"2008-2012",8,"Nou Barris",44,"Vilapicina i la Torre Llobeta",658
"2008-2012",8,"Nou Barris",45,"Porta",559
"2008-2012",8,"Nou Barris",46,"el Turó de la Peira",441
"2008-2012",8,"Nou Barris",47,"Can Peguera",72
"2008-2012",8,"Nou Barris",48,"la Guineueta",394
"2008-2012",8,"Nou Barris",49,"Canyelles",147
"2008-2012",8,"Nou Barris",50,"les Roquetes",276
"2008-2012",8,"Nou Barris",51,"Verdun",272
"2008-2012",8,"Nou Barris",52,"la Prosperitat",527
"2008-2012",8,"Nou Barris",53,"la Trinitat Nova",272
"2008-2012",8,"Nou Barris",54,"Torre Baró",41
"2008-2012",8,"Nou Barris",55,"Ciutat Meridiana",144
"2008-2012",8,"Nou Barris",56,"Vallbona",47
"2008-2012",9,"Sant Andreu",57,"la Trinitat Vella",134
"2008-2012",9,"Sant Andreu",58,"Baró de Viver",62
"2008-2012",9,"Sant Andreu",59,"el Bon Pastor",227
"2008-2012",9,"Sant Andreu",60,"Sant Andreu",1166
"2008-2012",9,"Sant Andreu",61,"la Sagrera",586
"2008-2012",9,"Sant Andreu",62,"el Congrés i els Indians",400
"2008-2012",9,"Sant Andreu",63,"Navas",486
"2008-2012",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",903
"2008-2012",10,"Sant Martí",65,"el Clot",504
"2008-2012",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",305
"2008-2012",10,"Sant Martí",67,"la Vila Olímpica del Poblenou",80
"2008-2012",10,"Sant Martí",68,"el Poblenou",751
"2008-2012",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",162
"2008-2012",10,"Sant Martí",70,"el Besòs i el Maresme",486
"2008-2012",10,"Sant Martí",71,"Provençals del Poblenou",366
"2008-2012",10,"Sant Martí",72,"Sant Martí de Provençals",686
"2008-2012",10,"Sant Martí",73,"la Verneda i la Pau",742
"2008-2012",99,"No consta",99,"No consta",483
"2009-2013",1,"Ciutat Vella",1,"el Raval",905
"2009-2013",1,"Ciutat Vella",2,"el Barri Gòtic",415
"2009-2013",1,"Ciutat Vella",3,"la Barceloneta",456
"2009-2013",1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",519
"2009-2013",2,"Eixample",5,"el Fort Pienc",837
"2009-2013",2,"Eixample",6,"la Sagrada Família",1507
"2009-2013",2,"Eixample",7,"la Dreta de l'Eixample",1725
"2009-2013",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",1312
"2009-2013",2,"Eixample",9,"la Nova Esquerra de l'Eixample",1434
"2009-2013",2,"Eixample",10,"Sant Antoni",1083
"2009-2013",3,"Sants-Montjuïc",11,"el Poble Sec",908
"2009-2013",3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",76
"2009-2013",3,"Sants-Montjuïc",13,"la Marina de Port",532
"2009-2013",3,"Sants-Montjuïc",14,"la Font de la Guatlla",298
"2009-2013",3,"Sants-Montjuïc",15,"Hostafrancs",386
"2009-2013",3,"Sants-Montjuïc",16,"la Bordeta",416
"2009-2013",3,"Sants-Montjuïc",17,"Sants - Badal",520
"2009-2013",3,"Sants-Montjuïc",18,"Sants",1107
"2009-2013",4,"Les Corts",19,"les Corts",1070
"2009-2013",4,"Les Corts",20,"la Maternitat i Sant Ramon",476
"2009-2013",4,"Les Corts",21,"Pedralbes",258
"2009-2013",5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes",133
"2009-2013",5,"Sarrià-Sant Gervasi",23,"Sarrià",689
"2009-2013",5,"Sarrià-Sant Gervasi",24,"les Tres Torres",305
"2009-2013",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",718
"2009-2013",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",1303
"2009-2013",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",684
"2009-2013",6,"Gràcia",28,"Vallcarca i els Penitents",437
"2009-2013",6,"Gràcia",29,"el Coll",118
"2009-2013",6,"Gràcia",30,"la Salut",389
"2009-2013",6,"Gràcia",31,"la Vila de Gràcia",1563
"2009-2013",6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",904
"2009-2013",7,"Horta-Guinardó",33,"el Baix Guinardó",802
"2009-2013",7,"Horta-Guinardó",34,"Can Baró",241
"2009-2013",7,"Horta-Guinardó",35,"el Guinardó",847
"2009-2013",7,"Horta-Guinardó",36,"la Font d'en Fargues",274
"2009-2013",7,"Horta-Guinardó",37,"el Carmel",584
"2009-2013",7,"Horta-Guinardó",38,"la Teixonera",236
"2009-2013",7,"Horta-Guinardó",39,"Sant Genís dels Agudells",210
"2009-2013",7,"Horta-Guinardó",40,"Montbau",347
"2009-2013",7,"Horta-Guinardó",41,"la Vall d'Hebron",129
"2009-2013",7,"Horta-Guinardó",42,"la Clota",14
"2009-2013",7,"Horta-Guinardó",43,"Horta",822
"2009-2013",8,"Nou Barris",44,"Vilapicina i la Torre Llobeta",699
"2009-2013",8,"Nou Barris",45,"Porta",543
"2009-2013",8,"Nou Barris",46,"el Turó de la Peira",437
"2009-2013",8,"Nou Barris",47,"Can Peguera",68
"2009-2013",8,"Nou Barris",48,"la Guineueta",398
"2009-2013",8,"Nou Barris",49,"Canyelles",151
"2009-2013",8,"Nou Barris",50,"les Roquetes",271
"2009-2013",8,"Nou Barris",51,"Verdun",267
"2009-2013",8,"Nou Barris",52,"la Prosperitat",525
"2009-2013",8,"Nou Barris",53,"la Trinitat Nova",274
"2009-2013",8,"Nou Barris",54,"Torre Baró",37
"2009-2013",8,"Nou Barris",55,"Ciutat Meridiana",144
"2009-2013",8,"Nou Barris",56,"Vallbona",54
"2009-2013",9,"Sant Andreu",57,"la Trinitat Vella",126
"2009-2013",9,"Sant Andreu",58,"Baró de Viver",57
"2009-2013",9,"Sant Andreu",59,"el Bon Pastor",225
"2009-2013",9,"Sant Andreu",60,"Sant Andreu",1176
"2009-2013",9,"Sant Andreu",61,"la Sagrera",571
"2009-2013",9,"Sant Andreu",62,"el Congrés i els Indians",397
"2009-2013",9,"Sant Andreu",63,"Navas",477
"2009-2013",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",917
"2009-2013",10,"Sant Martí",65,"el Clot",497
"2009-2013",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",307
"2009-2013",10,"Sant Martí",67,"la Vila Olímpica del Poblenou",78
"2009-2013",10,"Sant Martí",68,"el Poblenou",703
"2009-2013",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",161
"2009-2013",10,"Sant Martí",70,"el Besòs i el Maresme",494
"2009-2013",10,"Sant Martí",71,"Provençals del Poblenou",354
"2009-2013",10,"Sant Martí",72,"Sant Martí de Provençals",678
"2009-2013",10,"Sant Martí",73,"la Verneda i la Pau",716
"2009-2013",99,"No consta",99,"No consta",421
"2010-2014",1,"Ciutat Vella",1,"el Raval",850
"2010-2014",1,"Ciutat Vella",2,"el Barri Gòtic",385
"2010-2014",1,"Ciutat Vella",3,"la Barceloneta",468
"2010-2014",1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",513
"2010-2014",2,"Eixample",5,"el Fort Pienc",848
"2010-2014",2,"Eixample",6,"la Sagrada Família",1502
"2010-2014",2,"Eixample",7,"la Dreta de l'Eixample",1704
"2010-2014",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",1280
"2010-2014",2,"Eixample",9,"la Nova Esquerra de l'Eixample",1394
"2010-2014",2,"Eixample",10,"Sant Antoni",1088
"2010-2014",3,"Sants-Montjuïc",11,"el Poble Sec",915
"2010-2014",3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",47
"2010-2014",3,"Sants-Montjuïc",13,"la Marina de Port",554
"2010-2014",3,"Sants-Montjuïc",14,"la Font de la Guatlla",339
"2010-2014",3,"Sants-Montjuïc",15,"Hostafrancs",336
"2010-2014",3,"Sants-Montjuïc",16,"la Bordeta",420
"2010-2014",3,"Sants-Montjuïc",17,"Sants - Badal",503
"2010-2014",3,"Sants-Montjuïc",18,"Sants",1090
"2010-2014",4,"Les Corts",19,"les Corts",1102
"2010-2014",4,"Les Corts",20,"la Maternitat i Sant Ramon",466
"2010-2014",4,"Les Corts",21,"Pedralbes",273
"2010-2014",5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes",126
"2010-2014",5,"Sarrià-Sant Gervasi",23,"Sarrià",701
"2010-2014",5,"Sarrià-Sant Gervasi",24,"les Tres Torres",312
"2010-2014",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",702
"2010-2014",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",1309
"2010-2014",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",689
"2010-2014",6,"Gràcia",28,"Vallcarca i els Penitents",424
"2010-2014",6,"Gràcia",29,"el Coll",117
"2010-2014",6,"Gràcia",30,"la Salut",400
"2010-2014",6,"Gràcia",31,"la Vila de Gràcia",1499
"2010-2014",6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",927
"2010-2014",7,"Horta-Guinardó",33,"el Baix Guinardó",825
"2010-2014",7,"Horta-Guinardó",34,"Can Baró",235
"2010-2014",7,"Horta-Guinardó",35,"el Guinardó",822
"2010-2014",7,"Horta-Guinardó",36,"la Font d'en Fargues",260
"2010-2014",7,"Horta-Guinardó",37,"el Carmel",557
"2010-2014",7,"Horta-Guinardó",38,"la Teixonera",229
"2010-2014",7,"Horta-Guinardó",39,"Sant Genís dels Agudells",215
"2010-2014",7,"Horta-Guinardó",40,"Montbau",340
"2010-2014",7,"Horta-Guinardó",41,"la Vall d'Hebron",122
"2010-2014",7,"Horta-Guinardó",42,"la Clota",14
"2010-2014",7,"Horta-Guinardó",43,"Horta",801
"2010-2014",8,"Nou Barris",44,"Vilapicina i la Torre Llobeta",696
"2010-2014",8,"Nou Barris",45,"Porta",551
"2010-2014",8,"Nou Barris",46,"el Turó de la Peira",424
"2010-2014",8,"Nou Barris",47,"Can Peguera",64
"2010-2014",8,"Nou Barris",48,"la Guineueta",394
"2010-2014",8,"Nou Barris",49,"Canyelles",149
"2010-2014",8,"Nou Barris",50,"les Roquetes",268
"2010-2014",8,"Nou Barris",51,"Verdun",236
"2010-2014",8,"Nou Barris",52,"la Prosperitat",509
"2010-2014",8,"Nou Barris",53,"la Trinitat Nova",272
"2010-2014",8,"Nou Barris",54,"Torre Baró",36
"2010-2014",8,"Nou Barris",55,"Ciutat Meridiana",133
"2010-2014",8,"Nou Barris",56,"Vallbona",60
"2010-2014",9,"Sant Andreu",57,"la Trinitat Vella",115
"2010-2014",9,"Sant Andreu",58,"Baró de Viver",49
"2010-2014",9,"Sant Andreu",59,"el Bon Pastor",226
"2010-2014",9,"Sant Andreu",60,"Sant Andreu",1119
"2010-2014",9,"Sant Andreu",61,"la Sagrera",577
"2010-2014",9,"Sant Andreu",62,"el Congrés i els Indians",403
"2010-2014",9,"Sant Andreu",63,"Navas",454
"2010-2014",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",936
"2010-2014",10,"Sant Martí",65,"el Clot",480
"2010-2014",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",327
"2010-2014",10,"Sant Martí",67,"la Vila Olímpica del Poblenou",86
"2010-2014",10,"Sant Martí",68,"el Poblenou",716
"2010-2014",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",165
"2010-2014",10,"Sant Martí",70,"el Besòs i el Maresme",500
"2010-2014",10,"Sant Martí",71,"Provençals del Poblenou",331
"2010-2014",10,"Sant Martí",72,"Sant Martí de Provençals",667
"2010-2014",10,"Sant Martí",73,"la Verneda i la Pau",711
"2010-2014",99,"No consta",99,"No consta",667
"2011-2015",1,"Ciutat Vella",1,"el Raval",811
"2011-2015",1,"Ciutat Vella",2,"el Barri Gòtic",354
"2011-2015",1,"Ciutat Vella",3,"la Barceloneta",463
