"﻿""Any""","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Lloc_de_naixement","Nombre"
2019,7,"Horta-Guinardó",34,"Can Baró","Andalusia",6
2019,7,"Horta-Guinardó",35,"el Guinardó","Andalusia",12
2019,7,"Horta-Guinardó",36,"la Font d'en Fargues","Andalusia",0
2019,7,"Horta-Guinardó",37,"el Carmel","Andalusia",14
2019,7,"Horta-Guinardó",38,"la Teixonera","Andalusia",4
2019,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Andalusia",4
2019,7,"Horta-Guinardó",40,"Montbau","Andalusia",0
2019,7,"Horta-Guinardó",41,"la Vall d'Hebron","Andalusia",1
2019,7,"Horta-Guinardó",42,"la Clota","Andalusia",0
2019,7,"Horta-Guinardó",43,"Horta","Andalusia",10
2019,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Andalusia",6
2019,8,"Nou Barris",45,"Porta","Andalusia",11
2019,8,"Nou Barris",46,"el Turó de la Peira","Andalusia",4
2019,8,"Nou Barris",47,"Can Peguera","Andalusia",0
2019,8,"Nou Barris",48,"la Guineueta","Andalusia",3
2019,8,"Nou Barris",49,"Canyelles","Andalusia",5
2019,8,"Nou Barris",50,"les Roquetes","Andalusia",9
2019,8,"Nou Barris",51,"Verdun","Andalusia",4
2019,8,"Nou Barris",52,"la Prosperitat","Andalusia",6
2019,8,"Nou Barris",53,"la Trinitat Nova","Andalusia",4
2019,8,"Nou Barris",54,"Torre Baró","Andalusia",3
2019,8,"Nou Barris",55,"Ciutat Meridiana","Andalusia",3
2019,8,"Nou Barris",56,"Vallbona","Andalusia",1
2019,9,"Sant Andreu",57,"la Trinitat Vella","Andalusia",3
2019,9,"Sant Andreu",58,"Baró de Viver","Andalusia",1
2019,9,"Sant Andreu",59,"el Bon Pastor","Andalusia",6
2019,9,"Sant Andreu",60,"Sant Andreu","Andalusia",14
2019,9,"Sant Andreu",61,"la Sagrera","Andalusia",5
2019,9,"Sant Andreu",62,"el Congrés i els Indians","Andalusia",5
2019,9,"Sant Andreu",63,"Navas","Andalusia",6
2019,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Andalusia",14
2019,10,"Sant Martí",65,"el Clot","Andalusia",6
2019,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Andalusia",4
2019,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Andalusia",4
2019,10,"Sant Martí",68,"el Poblenou","Andalusia",5
2019,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Andalusia",5
2019,10,"Sant Martí",70,"el Besòs i el Maresme","Andalusia",4
2019,10,"Sant Martí",71,"Provençals del Poblenou","Andalusia",5
2019,10,"Sant Martí",72,"Sant Martí de Provençals","Andalusia",6
2019,10,"Sant Martí",73,"la Verneda i la Pau","Andalusia",6
2019,1,"Ciutat Vella",1,"el Raval","Aragó",11
2019,1,"Ciutat Vella",2,"el Barri Gòtic","Aragó",2
2019,1,"Ciutat Vella",3,"la Barceloneta","Aragó",1
2019,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Aragó",5
2019,2,"Eixample",5,"el Fort Pienc","Aragó",2
2019,2,"Eixample",6,"la Sagrada Família","Aragó",2
2019,2,"Eixample",7,"la Dreta de l'Eixample","Aragó",7
2019,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Aragó",7
2019,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Aragó",6
2019,2,"Eixample",10,"Sant Antoni","Aragó",6
2019,3,"Sants-Montjuïc",11,"el Poble Sec","Aragó",4
2019,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Aragó",0
2019,3,"Sants-Montjuïc",13,"la Marina de Port","Aragó",4
2019,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Aragó",0
2019,3,"Sants-Montjuïc",15,"Hostafrancs","Aragó",5
2019,3,"Sants-Montjuïc",16,"la Bordeta","Aragó",0
2019,3,"Sants-Montjuïc",17,"Sants - Badal","Aragó",1
2019,3,"Sants-Montjuïc",18,"Sants","Aragó",7
2019,4,"Les Corts",19,"les Corts","Aragó",4
2019,4,"Les Corts",20,"la Maternitat i Sant Ramon","Aragó",3
2019,4,"Les Corts",21,"Pedralbes","Aragó",1
2019,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Aragó",0
2019,5,"Sarrià-Sant Gervasi",23,"Sarrià","Aragó",1
2019,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Aragó",1
2019,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Aragó",1
2019,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Aragó",8
2019,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Aragó",5
2019,6,"Gràcia",28,"Vallcarca i els Penitents","Aragó",0
2019,6,"Gràcia",29,"el Coll","Aragó",1
2019,6,"Gràcia",30,"la Salut","Aragó",2
2019,6,"Gràcia",31,"la Vila de Gràcia","Aragó",8
2019,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Aragó",3
2019,7,"Horta-Guinardó",33,"el Baix Guinardó","Aragó",3
2019,7,"Horta-Guinardó",34,"Can Baró","Aragó",2
2019,7,"Horta-Guinardó",35,"el Guinardó","Aragó",1
2019,7,"Horta-Guinardó",36,"la Font d'en Fargues","Aragó",1
2019,7,"Horta-Guinardó",37,"el Carmel","Aragó",2
2019,7,"Horta-Guinardó",38,"la Teixonera","Aragó",0
2019,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Aragó",1
2019,7,"Horta-Guinardó",40,"Montbau","Aragó",0
2019,7,"Horta-Guinardó",41,"la Vall d'Hebron","Aragó",1
2019,7,"Horta-Guinardó",42,"la Clota","Aragó",0
2019,7,"Horta-Guinardó",43,"Horta","Aragó",5
2019,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Aragó",5
2019,8,"Nou Barris",45,"Porta","Aragó",2
2019,8,"Nou Barris",46,"el Turó de la Peira","Aragó",3
2019,8,"Nou Barris",47,"Can Peguera","Aragó",0
2019,8,"Nou Barris",48,"la Guineueta","Aragó",0
2019,8,"Nou Barris",49,"Canyelles","Aragó",1
2019,8,"Nou Barris",50,"les Roquetes","Aragó",1
2019,8,"Nou Barris",51,"Verdun","Aragó",1
2019,8,"Nou Barris",52,"la Prosperitat","Aragó",1
2019,8,"Nou Barris",53,"la Trinitat Nova","Aragó",2
2019,8,"Nou Barris",54,"Torre Baró","Aragó",0
2019,8,"Nou Barris",55,"Ciutat Meridiana","Aragó",1
2019,8,"Nou Barris",56,"Vallbona","Aragó",0
2019,9,"Sant Andreu",57,"la Trinitat Vella","Aragó",1
2019,9,"Sant Andreu",58,"Baró de Viver","Aragó",0
2019,9,"Sant Andreu",59,"el Bon Pastor","Aragó",2
2019,9,"Sant Andreu",60,"Sant Andreu","Aragó",6
2019,9,"Sant Andreu",61,"la Sagrera","Aragó",2
2019,9,"Sant Andreu",62,"el Congrés i els Indians","Aragó",1
2019,9,"Sant Andreu",63,"Navas","Aragó",2
2019,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Aragó",2
2019,10,"Sant Martí",65,"el Clot","Aragó",5
2019,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Aragó",3
2019,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Aragó",1
2019,10,"Sant Martí",68,"el Poblenou","Aragó",2
2019,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Aragó",2
2019,10,"Sant Martí",70,"el Besòs i el Maresme","Aragó",0
2019,10,"Sant Martí",71,"Provençals del Poblenou","Aragó",3
2019,10,"Sant Martí",72,"Sant Martí de Provençals","Aragó",3
2019,10,"Sant Martí",73,"la Verneda i la Pau","Aragó",1
2019,1,"Ciutat Vella",1,"el Raval","Principat d'Astúries",7
2019,1,"Ciutat Vella",2,"el Barri Gòtic","Principat d'Astúries",1
2019,1,"Ciutat Vella",3,"la Barceloneta","Principat d'Astúries",1
2019,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Principat d'Astúries",3
2019,2,"Eixample",5,"el Fort Pienc","Principat d'Astúries",1
2019,2,"Eixample",6,"la Sagrada Família","Principat d'Astúries",5
2019,2,"Eixample",7,"la Dreta de l'Eixample","Principat d'Astúries",1
2019,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Principat d'Astúries",4
2019,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Principat d'Astúries",2
2019,2,"Eixample",10,"Sant Antoni","Principat d'Astúries",2
2019,3,"Sants-Montjuïc",11,"el Poble Sec","Principat d'Astúries",5
2019,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Principat d'Astúries",0
2019,3,"Sants-Montjuïc",13,"la Marina de Port","Principat d'Astúries",0
2019,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Principat d'Astúries",0
2019,3,"Sants-Montjuïc",15,"Hostafrancs","Principat d'Astúries",2
2019,3,"Sants-Montjuïc",16,"la Bordeta","Principat d'Astúries",2
2019,3,"Sants-Montjuïc",17,"Sants - Badal","Principat d'Astúries",1
2019,3,"Sants-Montjuïc",18,"Sants","Principat d'Astúries",1
2019,4,"Les Corts",19,"les Corts","Principat d'Astúries",2
2019,4,"Les Corts",20,"la Maternitat i Sant Ramon","Principat d'Astúries",4
2019,4,"Les Corts",21,"Pedralbes","Principat d'Astúries",0
2019,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Principat d'Astúries",0
2019,5,"Sarrià-Sant Gervasi",23,"Sarrià","Principat d'Astúries",0
2019,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Principat d'Astúries",0
2019,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Principat d'Astúries",2
2019,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Principat d'Astúries",5
2019,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Principat d'Astúries",0
2019,6,"Gràcia",28,"Vallcarca i els Penitents","Principat d'Astúries",0
2019,6,"Gràcia",29,"el Coll","Principat d'Astúries",0
2019,6,"Gràcia",30,"la Salut","Principat d'Astúries",0
2019,6,"Gràcia",31,"la Vila de Gràcia","Principat d'Astúries",1
2019,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Principat d'Astúries",2
2019,7,"Horta-Guinardó",33,"el Baix Guinardó","Principat d'Astúries",2
2019,7,"Horta-Guinardó",34,"Can Baró","Principat d'Astúries",2
2019,7,"Horta-Guinardó",35,"el Guinardó","Principat d'Astúries",0
2019,7,"Horta-Guinardó",36,"la Font d'en Fargues","Principat d'Astúries",0
2019,7,"Horta-Guinardó",37,"el Carmel","Principat d'Astúries",2
2019,7,"Horta-Guinardó",38,"la Teixonera","Principat d'Astúries",0
2019,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Principat d'Astúries",0
2019,7,"Horta-Guinardó",40,"Montbau","Principat d'Astúries",1
2019,7,"Horta-Guinardó",41,"la Vall d'Hebron","Principat d'Astúries",0
2019,7,"Horta-Guinardó",42,"la Clota","Principat d'Astúries",0
2019,7,"Horta-Guinardó",43,"Horta","Principat d'Astúries",0
2019,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Principat d'Astúries",0
2019,8,"Nou Barris",45,"Porta","Principat d'Astúries",0
2019,8,"Nou Barris",46,"el Turó de la Peira","Principat d'Astúries",0
2019,8,"Nou Barris",47,"Can Peguera","Principat d'Astúries",1
2019,8,"Nou Barris",48,"la Guineueta","Principat d'Astúries",0
2019,8,"Nou Barris",49,"Canyelles","Principat d'Astúries",0
2019,8,"Nou Barris",50,"les Roquetes","Principat d'Astúries",0
2019,8,"Nou Barris",51,"Verdun","Principat d'Astúries",0
2019,8,"Nou Barris",52,"la Prosperitat","Principat d'Astúries",0
2019,8,"Nou Barris",53,"la Trinitat Nova","Principat d'Astúries",0
2019,8,"Nou Barris",54,"Torre Baró","Principat d'Astúries",0
2019,8,"Nou Barris",55,"Ciutat Meridiana","Principat d'Astúries",0
2019,8,"Nou Barris",56,"Vallbona","Principat d'Astúries",0
2019,9,"Sant Andreu",57,"la Trinitat Vella","Principat d'Astúries",0
2019,9,"Sant Andreu",58,"Baró de Viver","Principat d'Astúries",0
2019,9,"Sant Andreu",59,"el Bon Pastor","Principat d'Astúries",0
2019,9,"Sant Andreu",60,"Sant Andreu","Principat d'Astúries",0
2019,9,"Sant Andreu",61,"la Sagrera","Principat d'Astúries",0
2019,9,"Sant Andreu",62,"el Congrés i els Indians","Principat d'Astúries",0
2019,9,"Sant Andreu",63,"Navas","Principat d'Astúries",0
2019,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Principat d'Astúries",2
2019,10,"Sant Martí",65,"el Clot","Principat d'Astúries",1
2019,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Principat d'Astúries",0
2019,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Principat d'Astúries",2
2019,10,"Sant Martí",68,"el Poblenou","Principat d'Astúries",1
2019,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Principat d'Astúries",0
2019,10,"Sant Martí",70,"el Besòs i el Maresme","Principat d'Astúries",0
2019,10,"Sant Martí",71,"Provençals del Poblenou","Principat d'Astúries",0
2019,10,"Sant Martí",72,"Sant Martí de Provençals","Principat d'Astúries",0
2019,10,"Sant Martí",73,"la Verneda i la Pau","Principat d'Astúries",0
2019,1,"Ciutat Vella",1,"el Raval","Illes Balears",3
2019,1,"Ciutat Vella",2,"el Barri Gòtic","Illes Balears",1
2019,1,"Ciutat Vella",3,"la Barceloneta","Illes Balears",2
2019,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Illes Balears",1
2019,2,"Eixample",5,"el Fort Pienc","Illes Balears",0
2019,2,"Eixample",6,"la Sagrada Família","Illes Balears",0
2019,2,"Eixample",7,"la Dreta de l'Eixample","Illes Balears",1
2019,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Illes Balears",1
2019,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Illes Balears",2
2019,2,"Eixample",10,"Sant Antoni","Illes Balears",0
2019,3,"Sants-Montjuïc",11,"el Poble Sec","Illes Balears",0
2019,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Illes Balears",0
2019,3,"Sants-Montjuïc",13,"la Marina de Port","Illes Balears",1
2019,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Illes Balears",1
2019,3,"Sants-Montjuïc",15,"Hostafrancs","Illes Balears",1
2019,3,"Sants-Montjuïc",16,"la Bordeta","Illes Balears",0
2019,3,"Sants-Montjuïc",17,"Sants - Badal","Illes Balears",0
2019,3,"Sants-Montjuïc",18,"Sants","Illes Balears",0
2019,4,"Les Corts",19,"les Corts","Illes Balears",0
2019,4,"Les Corts",20,"la Maternitat i Sant Ramon","Illes Balears",1
2019,4,"Les Corts",21,"Pedralbes","Illes Balears",0
2019,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Illes Balears",0
2019,5,"Sarrià-Sant Gervasi",23,"Sarrià","Illes Balears",0
2019,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Illes Balears",0
2019,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Illes Balears",1
2019,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Illes Balears",3
2019,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Illes Balears",2
2019,6,"Gràcia",28,"Vallcarca i els Penitents","Illes Balears",0
2019,6,"Gràcia",29,"el Coll","Illes Balears",0
2019,6,"Gràcia",30,"la Salut","Illes Balears",1
2019,6,"Gràcia",31,"la Vila de Gràcia","Illes Balears",1
2019,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Illes Balears",0
2019,7,"Horta-Guinardó",33,"el Baix Guinardó","Illes Balears",1
2019,7,"Horta-Guinardó",34,"Can Baró","Illes Balears",0
2019,7,"Horta-Guinardó",35,"el Guinardó","Illes Balears",1
2019,7,"Horta-Guinardó",36,"la Font d'en Fargues","Illes Balears",0
2019,7,"Horta-Guinardó",37,"el Carmel","Illes Balears",0
2019,7,"Horta-Guinardó",38,"la Teixonera","Illes Balears",0
2019,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Illes Balears",0
2019,7,"Horta-Guinardó",40,"Montbau","Illes Balears",0
2019,7,"Horta-Guinardó",41,"la Vall d'Hebron","Illes Balears",1
2019,7,"Horta-Guinardó",42,"la Clota","Illes Balears",0
2019,7,"Horta-Guinardó",43,"Horta","Illes Balears",0
2019,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Illes Balears",0
2019,8,"Nou Barris",45,"Porta","Illes Balears",0
2019,8,"Nou Barris",46,"el Turó de la Peira","Illes Balears",2
2019,8,"Nou Barris",47,"Can Peguera","Illes Balears",0
2019,8,"Nou Barris",48,"la Guineueta","Illes Balears",1
2019,8,"Nou Barris",49,"Canyelles","Illes Balears",0
2019,8,"Nou Barris",50,"les Roquetes","Illes Balears",1
2019,8,"Nou Barris",51,"Verdun","Illes Balears",1
2019,8,"Nou Barris",52,"la Prosperitat","Illes Balears",0
2019,8,"Nou Barris",53,"la Trinitat Nova","Illes Balears",1
2019,8,"Nou Barris",54,"Torre Baró","Illes Balears",0
2019,8,"Nou Barris",55,"Ciutat Meridiana","Illes Balears",0
2019,8,"Nou Barris",56,"Vallbona","Illes Balears",0
2019,9,"Sant Andreu",57,"la Trinitat Vella","Illes Balears",0
2019,9,"Sant Andreu",58,"Baró de Viver","Illes Balears",1
2019,9,"Sant Andreu",59,"el Bon Pastor","Illes Balears",0
2019,9,"Sant Andreu",60,"Sant Andreu","Illes Balears",0
2019,9,"Sant Andreu",61,"la Sagrera","Illes Balears",1
2019,9,"Sant Andreu",62,"el Congrés i els Indians","Illes Balears",0
2019,9,"Sant Andreu",63,"Navas","Illes Balears",0
2019,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Illes Balears",1
2019,10,"Sant Martí",65,"el Clot","Illes Balears",0
2019,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Illes Balears",0
2019,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Illes Balears",0
2019,10,"Sant Martí",68,"el Poblenou","Illes Balears",4
2019,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Illes Balears",2
2019,10,"Sant Martí",70,"el Besòs i el Maresme","Illes Balears",0
2019,10,"Sant Martí",71,"Provençals del Poblenou","Illes Balears",0
2019,10,"Sant Martí",72,"Sant Martí de Provençals","Illes Balears",1
2019,10,"Sant Martí",73,"la Verneda i la Pau","Illes Balears",1
2019,1,"Ciutat Vella",1,"el Raval","Canàries",3
2019,1,"Ciutat Vella",2,"el Barri Gòtic","Canàries",0
2019,1,"Ciutat Vella",3,"la Barceloneta","Canàries",3
2019,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Canàries",4
2019,2,"Eixample",5,"el Fort Pienc","Canàries",0
2019,2,"Eixample",6,"la Sagrada Família","Canàries",1
2019,2,"Eixample",7,"la Dreta de l'Eixample","Canàries",2
2019,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Canàries",2
2019,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Canàries",2
2019,2,"Eixample",10,"Sant Antoni","Canàries",0
2019,3,"Sants-Montjuïc",11,"el Poble Sec","Canàries",2
2019,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Canàries",0
2019,3,"Sants-Montjuïc",13,"la Marina de Port","Canàries",0
2019,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Canàries",0
2019,3,"Sants-Montjuïc",15,"Hostafrancs","Canàries",0
2019,3,"Sants-Montjuïc",16,"la Bordeta","Canàries",0
2019,3,"Sants-Montjuïc",17,"Sants - Badal","Canàries",2
2019,3,"Sants-Montjuïc",18,"Sants","Canàries",2
2019,4,"Les Corts",19,"les Corts","Canàries",0
2019,4,"Les Corts",20,"la Maternitat i Sant Ramon","Canàries",0
2019,4,"Les Corts",21,"Pedralbes","Canàries",0
2019,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Canàries",0
2019,5,"Sarrià-Sant Gervasi",23,"Sarrià","Canàries",1
2019,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Canàries",0
2019,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Canàries",0
2019,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Canàries",1
2019,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Canàries",1
2019,6,"Gràcia",28,"Vallcarca i els Penitents","Canàries",0
2019,6,"Gràcia",29,"el Coll","Canàries",0
2019,6,"Gràcia",30,"la Salut","Canàries",1
2019,6,"Gràcia",31,"la Vila de Gràcia","Canàries",1
2019,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Canàries",0
2019,7,"Horta-Guinardó",33,"el Baix Guinardó","Canàries",0
2019,7,"Horta-Guinardó",34,"Can Baró","Canàries",0
2019,7,"Horta-Guinardó",35,"el Guinardó","Canàries",0
2019,7,"Horta-Guinardó",36,"la Font d'en Fargues","Canàries",0
2019,7,"Horta-Guinardó",37,"el Carmel","Canàries",1
2019,7,"Horta-Guinardó",38,"la Teixonera","Canàries",0
2019,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Canàries",0
2019,7,"Horta-Guinardó",40,"Montbau","Canàries",0
2019,7,"Horta-Guinardó",41,"la Vall d'Hebron","Canàries",0
2019,7,"Horta-Guinardó",42,"la Clota","Canàries",0
2019,7,"Horta-Guinardó",43,"Horta","Canàries",1
2019,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Canàries",0
2019,8,"Nou Barris",45,"Porta","Canàries",0
2019,8,"Nou Barris",46,"el Turó de la Peira","Canàries",1
2019,8,"Nou Barris",47,"Can Peguera","Canàries",0
2019,8,"Nou Barris",48,"la Guineueta","Canàries",0
2019,8,"Nou Barris",49,"Canyelles","Canàries",0
2019,8,"Nou Barris",50,"les Roquetes","Canàries",0
2019,8,"Nou Barris",51,"Verdun","Canàries",0
2019,8,"Nou Barris",52,"la Prosperitat","Canàries",2
2019,8,"Nou Barris",53,"la Trinitat Nova","Canàries",0
2019,8,"Nou Barris",54,"Torre Baró","Canàries",0
2019,8,"Nou Barris",55,"Ciutat Meridiana","Canàries",0
2019,8,"Nou Barris",56,"Vallbona","Canàries",0
2019,9,"Sant Andreu",57,"la Trinitat Vella","Canàries",0
2019,9,"Sant Andreu",58,"Baró de Viver","Canàries",0
2019,9,"Sant Andreu",59,"el Bon Pastor","Canàries",0
2019,9,"Sant Andreu",60,"Sant Andreu","Canàries",1
2019,9,"Sant Andreu",61,"la Sagrera","Canàries",2
2019,9,"Sant Andreu",62,"el Congrés i els Indians","Canàries",0
2019,9,"Sant Andreu",63,"Navas","Canàries",0
2019,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Canàries",1
2019,10,"Sant Martí",65,"el Clot","Canàries",0
2019,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Canàries",0
2019,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Canàries",0
2019,10,"Sant Martí",68,"el Poblenou","Canàries",0
2019,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Canàries",0
2019,10,"Sant Martí",70,"el Besòs i el Maresme","Canàries",2
2019,10,"Sant Martí",71,"Provençals del Poblenou","Canàries",0
2019,10,"Sant Martí",72,"Sant Martí de Provençals","Canàries",0
2019,10,"Sant Martí",73,"la Verneda i la Pau","Canàries",0
2019,1,"Ciutat Vella",1,"el Raval","Cantàbria",1
2019,1,"Ciutat Vella",2,"el Barri Gòtic","Cantàbria",0
2019,1,"Ciutat Vella",3,"la Barceloneta","Cantàbria",2
2019,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Cantàbria",1
2019,2,"Eixample",5,"el Fort Pienc","Cantàbria",0
2019,2,"Eixample",6,"la Sagrada Família","Cantàbria",1
2019,2,"Eixample",7,"la Dreta de l'Eixample","Cantàbria",0
2019,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Cantàbria",1
2019,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Cantàbria",1
2019,2,"Eixample",10,"Sant Antoni","Cantàbria",1
2019,3,"Sants-Montjuïc",11,"el Poble Sec","Cantàbria",0
2019,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Cantàbria",0
2019,3,"Sants-Montjuïc",13,"la Marina de Port","Cantàbria",0
2019,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Cantàbria",0
2019,3,"Sants-Montjuïc",15,"Hostafrancs","Cantàbria",1
2019,3,"Sants-Montjuïc",16,"la Bordeta","Cantàbria",0
2019,3,"Sants-Montjuïc",17,"Sants - Badal","Cantàbria",0
2019,3,"Sants-Montjuïc",18,"Sants","Cantàbria",2
2019,4,"Les Corts",19,"les Corts","Cantàbria",0
2019,4,"Les Corts",20,"la Maternitat i Sant Ramon","Cantàbria",0
