"﻿""Any""","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Sexe","Edat_quinquennal","Nombre"
2020,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Dona","25-29 anys",39
2020,3,"Sants-Montjuïc",15,"Hostafrancs","Dona","25-29 anys",74
2020,3,"Sants-Montjuïc",16,"la Bordeta","Dona","25-29 anys",57
2020,3,"Sants-Montjuïc",17,"Sants - Badal","Dona","25-29 anys",99
2020,3,"Sants-Montjuïc",18,"Sants","Dona","25-29 anys",181
2020,4,"Les Corts",19,"les Corts","Dona","25-29 anys",192
2020,4,"Les Corts",20,"la Maternitat i Sant Ramon","Dona","25-29 anys",64
2020,4,"Les Corts",21,"Pedralbes","Dona","25-29 anys",15
2020,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Dona","25-29 anys",5
2020,5,"Sarrià-Sant Gervasi",23,"Sarrià","Dona","25-29 anys",56
2020,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Dona","25-29 anys",33
2020,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Dona","25-29 anys",87
2020,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Dona","25-29 anys",177
2020,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Dona","25-29 anys",140
2020,6,"Gràcia",28,"Vallcarca i els Penitents","Dona","25-29 anys",47
2020,6,"Gràcia",29,"el Coll","Dona","25-29 anys",18
2020,6,"Gràcia",30,"la Salut","Dona","25-29 anys",61
2020,6,"Gràcia",31,"la Vila de Gràcia","Dona","25-29 anys",388
2020,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Dona","25-29 anys",153
2020,7,"Horta-Guinardó",33,"el Baix Guinardó","Dona","25-29 anys",83
2020,7,"Horta-Guinardó",34,"Can Baró","Dona","25-29 anys",33
2020,7,"Horta-Guinardó",35,"el Guinardó","Dona","25-29 anys",112
2020,7,"Horta-Guinardó",36,"la Font d'en Fargues","Dona","25-29 anys",12
2020,7,"Horta-Guinardó",37,"el Carmel","Dona","25-29 anys",67
2020,7,"Horta-Guinardó",38,"la Teixonera","Dona","25-29 anys",35
2020,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Dona","25-29 anys",17
2020,7,"Horta-Guinardó",40,"Montbau","Dona","25-29 anys",14
2020,7,"Horta-Guinardó",41,"la Vall d'Hebron","Dona","25-29 anys",6
2020,7,"Horta-Guinardó",42,"la Clota","Dona","25-29 anys",1
2020,7,"Horta-Guinardó",43,"Horta","Dona","25-29 anys",53
2020,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Dona","25-29 anys",41
2020,8,"Nou Barris",45,"Porta","Dona","25-29 anys",45
2020,8,"Nou Barris",46,"el Turó de la Peira","Dona","25-29 anys",28
2020,8,"Nou Barris",47,"Can Peguera","Dona","25-29 anys",7
2020,8,"Nou Barris",48,"la Guineueta","Dona","25-29 anys",16
2020,8,"Nou Barris",49,"Canyelles","Dona","25-29 anys",9
2020,8,"Nou Barris",50,"les Roquetes","Dona","25-29 anys",33
2020,8,"Nou Barris",51,"Verdun","Dona","25-29 anys",23
2020,8,"Nou Barris",52,"la Prosperitat","Dona","25-29 anys",57
2020,8,"Nou Barris",53,"la Trinitat Nova","Dona","25-29 anys",18
2020,8,"Nou Barris",54,"Torre Baró","Dona","25-29 anys",1
2020,8,"Nou Barris",55,"Ciutat Meridiana","Dona","25-29 anys",12
2020,8,"Nou Barris",56,"Vallbona","Dona","25-29 anys",1
2020,9,"Sant Andreu",57,"la Trinitat Vella","Dona","25-29 anys",15
2020,9,"Sant Andreu",58,"Baró de Viver","Dona","25-29 anys",2
2020,9,"Sant Andreu",59,"el Bon Pastor","Dona","25-29 anys",16
2020,9,"Sant Andreu",60,"Sant Andreu","Dona","25-29 anys",102
2020,9,"Sant Andreu",61,"la Sagrera","Dona","25-29 anys",77
2020,9,"Sant Andreu",62,"el Congrés i els Indians","Dona","25-29 anys",36
2020,9,"Sant Andreu",63,"Navas","Dona","25-29 anys",65
2020,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Dona","25-29 anys",153
2020,10,"Sant Martí",65,"el Clot","Dona","25-29 anys",58
2020,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Dona","25-29 anys",47
2020,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Dona","25-29 anys",17
2020,10,"Sant Martí",68,"el Poblenou","Dona","25-29 anys",97
2020,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Dona","25-29 anys",33
2020,10,"Sant Martí",70,"el Besòs i el Maresme","Dona","25-29 anys",30
2020,10,"Sant Martí",71,"Provençals del Poblenou","Dona","25-29 anys",31
2020,10,"Sant Martí",72,"Sant Martí de Provençals","Dona","25-29 anys",43
2020,10,"Sant Martí",73,"la Verneda i la Pau","Dona","25-29 anys",41
2020,1,"Ciutat Vella",1,"el Raval","Dona","30-34 anys",253
2020,1,"Ciutat Vella",2,"el Barri Gòtic","Dona","30-34 anys",148
2020,1,"Ciutat Vella",3,"la Barceloneta","Dona","30-34 anys",159
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Dona","30-34 anys",262
2020,2,"Eixample",5,"el Fort Pienc","Dona","30-34 anys",135
2020,2,"Eixample",6,"la Sagrada Família","Dona","30-34 anys",328
2020,2,"Eixample",7,"la Dreta de l'Eixample","Dona","30-34 anys",281
2020,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Dona","30-34 anys",310
2020,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Dona","30-34 anys",307
2020,2,"Eixample",10,"Sant Antoni","Dona","30-34 anys",208
2020,3,"Sants-Montjuïc",11,"el Poble Sec","Dona","30-34 anys",247
2020,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Dona","30-34 anys",3
2020,3,"Sants-Montjuïc",13,"la Marina de Port","Dona","30-34 anys",75
2020,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Dona","30-34 anys",55
2020,3,"Sants-Montjuïc",15,"Hostafrancs","Dona","30-34 anys",93
2020,3,"Sants-Montjuïc",16,"la Bordeta","Dona","30-34 anys",78
2020,3,"Sants-Montjuïc",17,"Sants - Badal","Dona","30-34 anys",118
2020,3,"Sants-Montjuïc",18,"Sants","Dona","30-34 anys",241
2020,4,"Les Corts",19,"les Corts","Dona","30-34 anys",209
2020,4,"Les Corts",20,"la Maternitat i Sant Ramon","Dona","30-34 anys",87
2020,4,"Les Corts",21,"Pedralbes","Dona","30-34 anys",30
2020,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Dona","30-34 anys",3
2020,5,"Sarrià-Sant Gervasi",23,"Sarrià","Dona","30-34 anys",68
2020,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Dona","30-34 anys",32
2020,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Dona","30-34 anys",93
2020,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Dona","30-34 anys",233
2020,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Dona","30-34 anys",165
2020,6,"Gràcia",28,"Vallcarca i els Penitents","Dona","30-34 anys",75
2020,6,"Gràcia",29,"el Coll","Dona","30-34 anys",35
2020,6,"Gràcia",30,"la Salut","Dona","30-34 anys",72
2020,6,"Gràcia",31,"la Vila de Gràcia","Dona","30-34 anys",569
2020,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Dona","30-34 anys",208
2020,7,"Horta-Guinardó",33,"el Baix Guinardó","Dona","30-34 anys",109
2020,7,"Horta-Guinardó",34,"Can Baró","Dona","30-34 anys",37
2020,7,"Horta-Guinardó",35,"el Guinardó","Dona","30-34 anys",171
2020,7,"Horta-Guinardó",36,"la Font d'en Fargues","Dona","30-34 anys",21
2020,7,"Horta-Guinardó",37,"el Carmel","Dona","30-34 anys",95
2020,7,"Horta-Guinardó",38,"la Teixonera","Dona","30-34 anys",47
2020,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Dona","30-34 anys",25
2020,7,"Horta-Guinardó",40,"Montbau","Dona","30-34 anys",17
2020,7,"Horta-Guinardó",41,"la Vall d'Hebron","Dona","30-34 anys",13
2020,7,"Horta-Guinardó",42,"la Clota","Dona","30-34 anys",3
2020,7,"Horta-Guinardó",43,"Horta","Dona","30-34 anys",82
2020,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Dona","30-34 anys",67
2020,8,"Nou Barris",45,"Porta","Dona","30-34 anys",65
2020,8,"Nou Barris",46,"el Turó de la Peira","Dona","30-34 anys",50
2020,8,"Nou Barris",47,"Can Peguera","Dona","30-34 anys",13
2020,8,"Nou Barris",48,"la Guineueta","Dona","30-34 anys",29
2020,8,"Nou Barris",49,"Canyelles","Dona","30-34 anys",9
2020,8,"Nou Barris",50,"les Roquetes","Dona","30-34 anys",26
2020,8,"Nou Barris",51,"Verdun","Dona","30-34 anys",43
2020,8,"Nou Barris",52,"la Prosperitat","Dona","30-34 anys",68
2020,8,"Nou Barris",53,"la Trinitat Nova","Dona","30-34 anys",20
2020,8,"Nou Barris",54,"Torre Baró","Dona","30-34 anys",7
2020,8,"Nou Barris",55,"Ciutat Meridiana","Dona","30-34 anys",8
2020,8,"Nou Barris",56,"Vallbona","Dona","30-34 anys",2
2020,9,"Sant Andreu",57,"la Trinitat Vella","Dona","30-34 anys",19
2020,9,"Sant Andreu",58,"Baró de Viver","Dona","30-34 anys",4
2020,9,"Sant Andreu",59,"el Bon Pastor","Dona","30-34 anys",15
2020,9,"Sant Andreu",60,"Sant Andreu","Dona","30-34 anys",186
2020,9,"Sant Andreu",61,"la Sagrera","Dona","30-34 anys",97
2020,9,"Sant Andreu",62,"el Congrés i els Indians","Dona","30-34 anys",53
2020,9,"Sant Andreu",63,"Navas","Dona","30-34 anys",82
2020,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Dona","30-34 anys",212
2020,10,"Sant Martí",65,"el Clot","Dona","30-34 anys",108
2020,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Dona","30-34 anys",53
2020,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Dona","30-34 anys",25
2020,10,"Sant Martí",68,"el Poblenou","Dona","30-34 anys",156
2020,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Dona","30-34 anys",61
2020,10,"Sant Martí",70,"el Besòs i el Maresme","Dona","30-34 anys",38
2020,10,"Sant Martí",71,"Provençals del Poblenou","Dona","30-34 anys",67
2020,10,"Sant Martí",72,"Sant Martí de Provençals","Dona","30-34 anys",71
2020,10,"Sant Martí",73,"la Verneda i la Pau","Dona","30-34 anys",51
2020,1,"Ciutat Vella",1,"el Raval","Dona","35-39 anys",227
2020,1,"Ciutat Vella",2,"el Barri Gòtic","Dona","35-39 anys",138
2020,1,"Ciutat Vella",3,"la Barceloneta","Dona","35-39 anys",149
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Dona","35-39 anys",234
2020,2,"Eixample",5,"el Fort Pienc","Dona","35-39 anys",154
2020,2,"Eixample",6,"la Sagrada Família","Dona","35-39 anys",252
2020,2,"Eixample",7,"la Dreta de l'Eixample","Dona","35-39 anys",225
2020,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Dona","35-39 anys",256
2020,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Dona","35-39 anys",262
2020,2,"Eixample",10,"Sant Antoni","Dona","35-39 anys",174
2020,3,"Sants-Montjuïc",11,"el Poble Sec","Dona","35-39 anys",260
2020,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Dona","35-39 anys",5
2020,3,"Sants-Montjuïc",13,"la Marina de Port","Dona","35-39 anys",72
2020,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Dona","35-39 anys",48
2020,3,"Sants-Montjuïc",15,"Hostafrancs","Dona","35-39 anys",111
2020,3,"Sants-Montjuïc",16,"la Bordeta","Dona","35-39 anys",69
2020,3,"Sants-Montjuïc",17,"Sants - Badal","Dona","35-39 anys",109
2020,3,"Sants-Montjuïc",18,"Sants","Dona","35-39 anys",244
2020,4,"Les Corts",19,"les Corts","Dona","35-39 anys",197
2020,4,"Les Corts",20,"la Maternitat i Sant Ramon","Dona","35-39 anys",93
2020,4,"Les Corts",21,"Pedralbes","Dona","35-39 anys",25
2020,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Dona","35-39 anys",13
2020,5,"Sarrià-Sant Gervasi",23,"Sarrià","Dona","35-39 anys",68
2020,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Dona","35-39 anys",33
2020,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Dona","35-39 anys",69
2020,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Dona","35-39 anys",171
2020,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Dona","35-39 anys",144
2020,6,"Gràcia",28,"Vallcarca i els Penitents","Dona","35-39 anys",60
2020,6,"Gràcia",29,"el Coll","Dona","35-39 anys",28
2020,6,"Gràcia",30,"la Salut","Dona","35-39 anys",58
2020,6,"Gràcia",31,"la Vila de Gràcia","Dona","35-39 anys",490
2020,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Dona","35-39 anys",206
2020,7,"Horta-Guinardó",33,"el Baix Guinardó","Dona","35-39 anys",104
2020,7,"Horta-Guinardó",34,"Can Baró","Dona","35-39 anys",37
2020,7,"Horta-Guinardó",35,"el Guinardó","Dona","35-39 anys",149
2020,7,"Horta-Guinardó",36,"la Font d'en Fargues","Dona","35-39 anys",19
2020,7,"Horta-Guinardó",37,"el Carmel","Dona","35-39 anys",96
2020,7,"Horta-Guinardó",38,"la Teixonera","Dona","35-39 anys",42
2020,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Dona","35-39 anys",13
2020,7,"Horta-Guinardó",40,"Montbau","Dona","35-39 anys",13
2020,7,"Horta-Guinardó",41,"la Vall d'Hebron","Dona","35-39 anys",16
2020,7,"Horta-Guinardó",42,"la Clota","Dona","35-39 anys",6
2020,7,"Horta-Guinardó",43,"Horta","Dona","35-39 anys",94
2020,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Dona","35-39 anys",61
2020,8,"Nou Barris",45,"Porta","Dona","35-39 anys",73
2020,8,"Nou Barris",46,"el Turó de la Peira","Dona","35-39 anys",42
2020,8,"Nou Barris",47,"Can Peguera","Dona","35-39 anys",7
2020,8,"Nou Barris",48,"la Guineueta","Dona","35-39 anys",25
2020,8,"Nou Barris",49,"Canyelles","Dona","35-39 anys",10
2020,8,"Nou Barris",50,"les Roquetes","Dona","35-39 anys",44
2020,8,"Nou Barris",51,"Verdun","Dona","35-39 anys",39
2020,8,"Nou Barris",52,"la Prosperitat","Dona","35-39 anys",57
2020,8,"Nou Barris",53,"la Trinitat Nova","Dona","35-39 anys",22
2020,8,"Nou Barris",54,"Torre Baró","Dona","35-39 anys",3
2020,8,"Nou Barris",55,"Ciutat Meridiana","Dona","35-39 anys",14
2020,8,"Nou Barris",56,"Vallbona","Dona","35-39 anys",3
2020,9,"Sant Andreu",57,"la Trinitat Vella","Dona","35-39 anys",24
2020,9,"Sant Andreu",58,"Baró de Viver","Dona","35-39 anys",9
2020,9,"Sant Andreu",59,"el Bon Pastor","Dona","35-39 anys",19
2020,9,"Sant Andreu",60,"Sant Andreu","Dona","35-39 anys",232
2020,9,"Sant Andreu",61,"la Sagrera","Dona","35-39 anys",96
2020,9,"Sant Andreu",62,"el Congrés i els Indians","Dona","35-39 anys",51
2020,9,"Sant Andreu",63,"Navas","Dona","35-39 anys",65
2020,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Dona","35-39 anys",195
2020,10,"Sant Martí",65,"el Clot","Dona","35-39 anys",96
2020,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Dona","35-39 anys",76
2020,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Dona","35-39 anys",16
2020,10,"Sant Martí",68,"el Poblenou","Dona","35-39 anys",172
2020,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Dona","35-39 anys",86
2020,10,"Sant Martí",70,"el Besòs i el Maresme","Dona","35-39 anys",43
2020,10,"Sant Martí",71,"Provençals del Poblenou","Dona","35-39 anys",80
2020,10,"Sant Martí",72,"Sant Martí de Provençals","Dona","35-39 anys",76
2020,10,"Sant Martí",73,"la Verneda i la Pau","Dona","35-39 anys",53
2020,1,"Ciutat Vella",1,"el Raval","Dona","40-44 anys",184
2020,1,"Ciutat Vella",2,"el Barri Gòtic","Dona","40-44 anys",86
2020,1,"Ciutat Vella",3,"la Barceloneta","Dona","40-44 anys",114
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Dona","40-44 anys",177
2020,2,"Eixample",5,"el Fort Pienc","Dona","40-44 anys",128
2020,2,"Eixample",6,"la Sagrada Família","Dona","40-44 anys",251
2020,2,"Eixample",7,"la Dreta de l'Eixample","Dona","40-44 anys",235
2020,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Dona","40-44 anys",207
2020,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Dona","40-44 anys",244
2020,2,"Eixample",10,"Sant Antoni","Dona","40-44 anys",190
2020,3,"Sants-Montjuïc",11,"el Poble Sec","Dona","40-44 anys",244
2020,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Dona","40-44 anys",6
2020,3,"Sants-Montjuïc",13,"la Marina de Port","Dona","40-44 anys",89
2020,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Dona","40-44 anys",38
2020,3,"Sants-Montjuïc",15,"Hostafrancs","Dona","40-44 anys",101
2020,3,"Sants-Montjuïc",16,"la Bordeta","Dona","40-44 anys",63
2020,3,"Sants-Montjuïc",17,"Sants - Badal","Dona","40-44 anys",98
2020,3,"Sants-Montjuïc",18,"Sants","Dona","40-44 anys",210
2020,4,"Les Corts",19,"les Corts","Dona","40-44 anys",161
2020,4,"Les Corts",20,"la Maternitat i Sant Ramon","Dona","40-44 anys",75
2020,4,"Les Corts",21,"Pedralbes","Dona","40-44 anys",23
2020,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Dona","40-44 anys",8
2020,5,"Sarrià-Sant Gervasi",23,"Sarrià","Dona","40-44 anys",73
2020,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Dona","40-44 anys",29
2020,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Dona","40-44 anys",82
2020,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Dona","40-44 anys",164
2020,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Dona","40-44 anys",120
2020,6,"Gràcia",28,"Vallcarca i els Penitents","Dona","40-44 anys",61
2020,6,"Gràcia",29,"el Coll","Dona","40-44 anys",40
2020,6,"Gràcia",30,"la Salut","Dona","40-44 anys",53
2020,6,"Gràcia",31,"la Vila de Gràcia","Dona","40-44 anys",441
2020,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Dona","40-44 anys",189
2020,7,"Horta-Guinardó",33,"el Baix Guinardó","Dona","40-44 anys",123
2020,7,"Horta-Guinardó",34,"Can Baró","Dona","40-44 anys",33
2020,7,"Horta-Guinardó",35,"el Guinardó","Dona","40-44 anys",171
2020,7,"Horta-Guinardó",36,"la Font d'en Fargues","Dona","40-44 anys",30
2020,7,"Horta-Guinardó",37,"el Carmel","Dona","40-44 anys",120
2020,7,"Horta-Guinardó",38,"la Teixonera","Dona","40-44 anys",46
2020,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Dona","40-44 anys",12
2020,7,"Horta-Guinardó",40,"Montbau","Dona","40-44 anys",13
2020,7,"Horta-Guinardó",41,"la Vall d'Hebron","Dona","40-44 anys",13
2020,7,"Horta-Guinardó",42,"la Clota","Dona","40-44 anys",6
2020,7,"Horta-Guinardó",43,"Horta","Dona","40-44 anys",100
