"ID","METODE","DATA","Codi_Districte","Nom_Districte","F0","F1","F2","RENDA","Q1","Q2","EDAT","ID4","ID4_PAIS","ID5","P9","ID7","ID8","ID9","P1","P1A","Q1A","P1B","P2_1","P2_2","P2_3","P2_4","P2_6","P2_7","P2_5","P2_5B","P2","P2A","P2B","P3_1","P3_2","P3_3","P3_0","P3_95","P3_98","P3_99","P4","P5A_1","P5A_2","P5A_3","P5A_4","P5A_5","P5A_6","P5A_7","P5A_8","P5A_9","P5A_10","P5A_11","P5A_12","P5A_13","P5A_14","P5A_15","P5A_16","P5A_17","P5A_18","P5A_19","P5A_20","P5A_18_cod","P6","P7","Q8","P8B","P9B","P10","P10B_1","P10B_2","P10B_3","P10B_4","P10B_5","P10B_6","P10B_95","P10B_98","P10B_99","P11_0","P11_1","P11_2","P11_3","P11_4","P11_5","P11_98","P11_99","P11B","P11C_1","P11C_2","P11C_3","P11C_4","P11C_5","P11C_6","P11C_95","P11C_98","P11C_99","P12","Q12","P13","P13B_1","P13B_2","P13B_3","P13B_4","P13B_5","P13B_98","P13B_99","ID10","ID11","P14","P14_1cod","P14_2cod","P5A_1rec","P5A_2rec","P5A_3rec","P5A_4rec","P5A_5rec","P5A_6rec","P5A_7rec","P5A_8rec","P5A_9rec","P5A_10rec","P5A_11rec","P5A_12rec","P5A_13rec","P5A_14rec","P5A_15rec","P5A_16rec","P5A_17rec","P5A_18rec","P5A_19rec","P5A_20rec","P2_LLAR","Longitud","Latitud","Pes"
5442,1,20201028,2,"Eixample",2,1,1,3,1,35,3,1,"",1,1.0,1,1,0,1,2.0,10.0,"",2,0,2,1,0,0,0,"",1,1.0,"",1.0,2.0,"","","","","",1,1.0,1.0,5.0,1.0,1.0,5.0,1.0,2.0,1.0,2.0,1.0,3.0,5.0,5.0,2.0,4.0,5.0,5.0,5.0,1.0,"",2.0,0,"",4.0,0.0,"","","","","","","","","","","","","",3.0,"","","","",1.0,"","","","","","","","","",1,"",2,"","","","","","","",4,2,"","","",1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,5.0,2.1549432,41.375904999999996,0.845786
5444,1,20201028,8,"Nou Barris",1,1,2,1,2,34,2,1,"",1,5.0,4,3,1,1,2.0,6.0,"",2,1,2,1,0,1,0,"",1,1.0,"",1.0,2.0,"","","","","",1,1.0,1.0,3.0,1.0,3.0,5.0,1.0,1.0,1.0,2.0,2.0,4.0,5.0,5.0,2.0,4.0,5.0,4.0,1.0,1.0,4.0,1.0,0,"",3.0,"",3.0,"","","","","","","","","","","","","",4.0,"","","",1.0,"","","","","","","","","",2,9.0,3,"","","","","","","",5,2,"","","",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,6.0,2.1713765,41.428160399999996,0.694187
5445,1,20201028,8,"Nou Barris",1,1,1,1,1,51,4,1,"",1,2.0,4,4,0,1,2.0,7.0,"",4,2,5,1,1,1,0,"",1,1.0,"",1.0,2.0,"","","","","",1,1.0,1.0,5.0,1.0,2.0,5.0,2.0,2.0,5.0,2.0,2.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,1.0,2.0,"",2.0,0,"",2.0,1.0,"","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",1,"",3,"","","","","","","",5,2,"","","",1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,12.0,2.16965,41.42881,0.591631
5447,1,20201028,2,"Eixample",1,1,1,3,2,28,2,1,"",1,4.0,3,2,0,1,2.0,9.0,"",2,0,2,0,0,1,0,"",1,1.0,"",1.0,2.0,"","","","","",1,1.0,1.0,1.0,1.0,3.0,5.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,0,"",2.0,2.0,"","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",1,"",3,"","","","","","","",5,2,"","","",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.1634537999999996,41.375560799999995,0.989123
5448,1,20201029,3,"Sants - Montjuïc",1,1,1,2,2,23,1,1,"",1,4.0,4,3,0,1,2.0,8.0,"",3,1,2,0,0,1,0,"",1,1.0,"",1.0,2.0,"","","","","",1,1.0,1.0,1.0,1.0,3.0,5.0,1.0,2.0,2.0,3.0,2.0,1.0,4.0,5.0,4.0,5.0,5.0,2.0,1.0,1.0,2.0,1.0,0,"",2.0,2.0,"","","","","","","","","","","",1.0,"","",4.0,"","","",1.0,"","","","","","","","","",2,8.0,3,"","","","","","","",5,2,"","","",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,6.0,2.1392700000000002,41.362831799999995,1.831161
5459,1,20201028,2,"Eixample",1,1,1,5,2,31,2,1,"",1,1.0,4,4,2,1,1.0,7.0,"",2,0,2,1,0,0,0,"",1,1.0,"",1.0,2.0,"","","","","",1,1.0,5.0,2.0,5.0,5.0,5.0,1.0,1.0,4.0,3.0,3.0,1.0,5.0,5.0,5.0,4.0,5.0,5.0,1.0,4.0,"",1.0,0,"",2.0,1.0,1.0,"","","","","","","","","","","","",3.0,"","","","",1.0,"","","","","","","","","",0,"",3,"","","","","","","",5,2,"","","",1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,5.0,2.173839,41.3970622,0.723572
5460,1,20201028,5,"Sarrià - Sant Gervasi",3,1,1,5,1,50,4,1,"",1,3.0,4,5,2,1,2.0,8.0,"",4,3,2,0,0,0,0,"",1,1.0,"",1.0,2.0,"","","","","",1,1.0,1.0,2.0,1.0,5.0,5.0,1.0,5.0,5.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,1.0,"",1.0,0,"",2.0,2.0,1.0,"","","","","","","","","","","","",3.0,"","","","",1.0,"","","","","","","","","",1,"",3,"","","","","","","",5,2,"","","",1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,9.0,2.1282617000000004,41.39735039999999,0.7253569999999999
5463,1,20201028,2,"Eixample",1,1,2,4,2,23,1,1,"",1,4.0,2,4,0,1,2.0,8.0,"",4,1,4,1,1,0,0,"",1,1.0,"",1.0,"","","","","","",1,1.0,1.0,5.0,1.0,5.0,4.0,2.0,4.0,3.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,5.0,1.0,1.0,"",1.0,0,"",2.0,2.0,"","","","","","","","","","","",1.0,"","","","","","",1.0,"","","","","","","","","",1,"",1,"",2.0,"","","","","",5,2,"","","",1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,10.0,2.1546406000000005,41.3866736,0.818024
5466,1,20201028,8,"Nou Barris",2,1,1,1,2,40,3,1,"",4,"",3,2,0,1,98.0,5.0,"",2,1,1,0,0,0,0,"",1,1.0,"",1.0,"","","","","","",1,1.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,2.0,5.0,5.0,2.0,5.0,2.0,5.0,4.0,5.0,5.0,1.0,5.0,"",1.0,1,8.0,"","","","","","","","","","","","","","","","",4.0,"","","",1.0,"","","","","","","","","",0,"",2,"","","","","","","",4,2,"","","",1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,4.0,2.1694197,41.4339638,0.615454
5467,1,20201028,5,"Sarrià - Sant Gervasi",2,1,1,5,2,51,4,1,"",1,2.0,4,4,1,1,2.0,9.0,"",4,4,3,0,0,0,0,"",1,2.0,2.0,1.0,"","","","","","",1,1.0,1.0,3.0,1.0,5.0,1.0,1.0,5.0,3.0,3.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,1.0,"",2.0,0,"",1.0,1.0,1.0,"","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",1,"",2,"","","","","","","",3,2,"","","",1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,11.0,2.1489041,41.3990614,0.6277689999999999
5471,1,20201028,4,"Les Corts",1,1,2,4,3,39,3,1,"",1,1.0,4,3,1,1,2.0,10.0,"",2,1,2,0,0,1,2,1.0,1,1.0,"",1.0,2.0,"","","","","",1,1.0,1.0,2.0,1.0,3.0,5.0,1.0,2.0,4.0,3.0,1.0,2.0,4.0,5.0,4.0,4.0,5.0,5.0,2.0,1.0,"",1.0,0,"",2.0,2.0,2.0,"","","","","",6.0,"","","","","",2.0,3.0,"",5.0,"","",1.0,"","","","","","","","","",2,8.0,2,"","","","","","","",5,2,"","","",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,5.0,2.1359309,41.384407,0.0
5474,1,20201028,8,"Nou Barris",2,1,1,1,2,39,3,3,862.0,2,"",4,4,2,1,98.0,10.0,"",4,1,2,0,0,0,0,"",1,1.0,"",1.0,"","","","","","",1,1.0,1.0,2.0,1.0,5.0,5.0,1.0,98.0,2.0,5.0,4.0,2.0,5.0,4.0,3.0,4.0,5.0,4.0,2.0,1.0,2.0,1.0,0,"",2.0,"",1.0,"","","","","","","","","","","",2.0,"","","","","",1.0,"","","","","","","","","",0,"",3,"","","","","","","",5,2,"","","",1.0,1.0,1.0,1.0,2.0,2.0,1.0,98.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,7.0,2.1798707000000004,41.4477939,0.615454
5477,1,20201028,4,"Les Corts",2,1,1,4,2,44,3,1,"",2,"",4,4,2,1,2.0,9.0,"",2,1,1,0,0,1,0,"",1,1.0,"",1.0,"","","","","","",1,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,5.0,1.0,3.0,1.0,5.0,5.0,5.0,2.0,"",1.0,4,8.0,"","",1.0,"","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",2,10.0,3,"","","","","","","",3,2,"","","",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,2.1399342999999997,41.3852258,0.754207
5478,1,20201102,9,"Sant Andreu",1,1,1,2,2,90,7,1,"",3,"",2,2,0,1,98.0,5.0,"",0,0,0,1,0,0,0,"",2,"","","","","",0.0,"","","",2,5.0,5.0,4.0,5.0,5.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"",2.0,0,"",2.0,"","","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",0,"",3,"","","","","","","",1,2,"","","",2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.1862175,41.4408568,2.0529610000000003
5480,1,20201028,10,"Sant Martí",1,1,1,2,1,25,2,1,"",2,"",6,5,0,1,2.0,8.0,"",4,1,3,0,0,0,0,"",1,1.0,"",1.0,"","","","","","",1,1.0,1.0,3.0,1.0,3.0,5.0,1.0,2.0,1.0,3.0,2.0,5.0,5.0,1.0,3.0,3.0,5.0,5.0,2.0,2.0,"",2.0,0,"",2.0,"","","","","","","","","","","","",1.0,2.0,"","","","","",1.0,"","","","","","","","","",2,8.0,3,"","","","","","","",5,2,"","","",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,8.0,2.2022041,41.4206966,1.8377240000000001
5481,1,20201028,9,"Sant Andreu",1,1,1,2,1,44,3,1,"",1,4.0,4,4,2,1,2.0,8.0,"",2,0,3,0,0,1,0,"",1,1.0,"",1.0,2.0,"","","","","",1,1.0,1.0,2.0,1.0,1.0,2.0,1.0,4.0,2.0,2.0,2.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,1.0,1.0,"",1.0,1,99.0,"",0.0,1.0,"","","","","","","","","","",1.0,"","","","","","",1.0,"","","","","","","","","",1,"",3,"","","","","","","",5,2,"","","",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,5.0,2.1929965,41.4406964,1.8220919999999998
5482,1,20201028,5,"Sarrià - Sant Gervasi",1,1,1,5,2,52,4,1,"",4,"",4,4,2,1,2.0,9.0,"",4,3,2,0,0,0,0,"",1,1.0,"",1.0,"","","","","","",1,1.0,1.0,5.0,3.0,5.0,5.0,1.0,2.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,1.0,"",2.0,0,"",2.0,"",1.0,"","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",1,"",3,"","","","","","","",3,2,"","","",1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,9.0,2.1473171000000004,41.400535999999995,0.6277689999999999
5485,1,20201028,5,"Sarrià - Sant Gervasi",2,1,1,5,1,50,4,1,"",2,"",5,2,0,1,98.0,6.0,"",2,0,0,0,0,0,0,"",1,1.0,"",1.0,2.0,"","","","","",1,1.0,1.0,2.0,5.0,5.0,5.0,1.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,2.0,"",2.0,0,"",3.0,"","","","","","","","","","","","","","","","",5.0,"","",1.0,"","","","","","","","","",0,"",2,"","","","","","","",5,2,"","","",1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.1046406,41.4128941,0.7253569999999999
5487,1,20201028,8,"Nou Barris",2,1,1,1,2,26,2,1,"",2,"",6,4,0,1,2.0,8.0,"",3,1,1,0,2,2,0,"",1,1.0,"",1.0,2.0,"","","","","",1,1.0,1.0,5.0,1.0,5.0,3.0,2.0,4.0,4.0,1.0,1.0,5.0,4.0,1.0,3.0,4.0,5.0,5.0,1.0,1.0,"",1.0,6,3.0,"","","","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",0,"",3,"","","","","","","",4,2,"","","",1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,5.0,2.1767032000000004,41.429584999999996,0.694187
5488,1,20201028,1,"Ciutat Vella",2,1,1,3,1,30,2,1,"",1,4.0,2,4,0,1,2.0,9.0,"",4,0,3,0,0,1,0,"",1,1.0,"",1.0,2.0,"","","","","",1,1.0,1.0,1.0,1.0,1.0,5.0,1.0,2.0,1.0,3.0,1.0,2.0,3.0,5.0,3.0,3.0,5.0,5.0,1.0,1.0,"",1.0,3,7.0,"",2.0,"","","","","","","","","","","","","",3.0,"",5.0,"","",1.0,"","","","","","","","","",2,9.0,3,"","","","","","","",5,2,"","","",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,7.0,2.1251990000000003,41.37486129999999,0.952199
5489,1,20201028,8,"Nou Barris",2,1,1,1,1,49,4,3,504.0,2,"",1,1,0,2,"","",4.0,1,0,1,0,0,0,0,"",1,2.0,2.0,1.0,"","","","","","",1,1.0,1.0,98.0,1.0,3.0,5.0,2.0,2.0,3.0,4.0,5.0,5.0,5.0,1.0,3.0,3.0,5.0,98.0,5.0,1.0,"",1.0,0,"",2.0,"","","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",0,"",2,"","","","","","","",99,2,"","","",1.0,1.0,98.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,98.0,2.0,1.0,2.0,2.1761692999999998,41.4297152,0.591631
5493,1,20201028,8,"Nou Barris",1,1,1,1,2,39,3,1,"",2,"",5,4,2,2,"","",2.0,1,0,0,0,0,0,0,"",1,1.0,"",1.0,"","","","","","",1,5.0,1.0,5.0,2.0,5.0,5.0,2.0,4.0,1.0,5.0,2.0,5.0,5.0,1.0,4.0,5.0,5.0,5.0,5.0,5.0,"",3.0,5,10.0,"","",2.0,"",2.0,"","","","","","","",0.0,"","","","","","","","","","","","","","","","","",0,"",3,"","","","","","","",2,2,"","","",2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.1779737999999997,41.446332,0.615454
5494,1,20201028,4,"Les Corts",2,1,1,4,1,33,2,1,"",1,2.0,3,2,0,1,2.0,8.0,"",2,1,2,0,0,1,0,"",1,1.0,"",1.0,2.0,"","","","","",1,1.0,1.0,1.0,1.0,2.0,5.0,1.0,3.0,2.0,3.0,1.0,5.0,3.0,2.0,3.0,4.0,5.0,5.0,1.0,1.0,"",2.0,98,"","",0.0,"","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",2,8.0,2,"","","","","","","",5,2,"","","",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,5.0,2.1329871,41.382183700000006,0.696377
5495,1,20201028,5,"Sarrià - Sant Gervasi",1,1,1,5,1,22,1,1,"",4,"",4,5,0,1,2.0,3.0,"",5,1,2,1,0,0,1,2.0,1,1.0,"","","",3.0,"","","","",1,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,5.0,3.0,5.0,1.0,5.0,5.0,3.0,1.0,1.0,2.0,1.0,0,"",3.0,"","","","","","","","","","","","","","","","",5.0,"","",1.0,"","","","","","","","","",0,"",3,"","","","","","","",3,2,"","","",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,9.0,2.1318502999999995,41.3951393,0.761076
5501,1,20201028,2,"Eixample",1,1,1,3,2,41,3,1,"",1,1.0,4,3,1,1,1.0,8.0,"",3,1,1,1,0,0,0,"",1,1.0,"",1.0,2.0,"","","","","",1,1.0,1.0,1.0,1.0,5.0,2.0,1.0,4.0,3.0,2.0,2.0,2.0,5.0,5.0,3.0,4.0,5.0,4.0,1.0,1.0,2.0,1.0,6,5.0,"",2.0,2.0,"","","","","",6.0,"","","","","","","",4.0,"","","",1.0,"","","","","","","","","",2,8.0,1,1.0,2.0,3.0,4.0,"","","",5,2,"","","",1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,6.0,2.1638444,41.375577299999996,0.9271299999999999
5502,1,20201028,8,"Nou Barris",2,1,1,1,2,40,3,2,"",2,"",4,4,2,1,1.0,7.0,"",2,1,0,0,0,0,0,"",1,1.0,"",1.0,"","","","","","",1,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,1.0,3.0,4.0,5.0,5.0,5.0,1.0,"",2.0,0,"",2.0,"",1.0,"","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",2,5.0,3,"","","","","","","",4,2,"","","",1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,2.1779561000000003,41.4481076,0.615454
5503,1,20201028,5,"Sarrià - Sant Gervasi",1,1,2,5,1,20,1,1,"",5,"",1,1,0,1,2.0,9.0,"",1,1,1,0,0,0,0,"",1,1.0,"",1.0,"","","","","","",1,1.0,1.0,1.0,5.0,5.0,5.0,1.0,2.0,3.0,3.0,2.0,5.0,5.0,5.0,5.0,2.0,3.0,5.0,2.0,2.0,"",1.0,0,"",2.0,"","","","","","","","","","","","",1.0,"","","","","","",1.0,"","","","","","","","","",1,"",3,"","","","","","","",4,2,"","","",1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.1470771,41.40507879999999,0.761076
5506,1,20201028,9,"Sant Andreu",2,1,1,1,1,40,3,3,218.0,2,"",3,2,0,1,2.0,6.0,"",2,1,0,0,0,0,0,"",1,1.0,"",1.0,"","","","","","",1,4.0,1.0,4.0,1.0,5.0,5.0,1.0,4.0,5.0,4.0,2.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,"",2.0,0,"",1.0,"","","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",0,"",3,"","","","","","","",2,2,"","","",1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.2034898,41.4363047,0.656777
5509,1,20201028,5,"Sarrià - Sant Gervasi",2,1,1,5,1,44,3,3,32.0,1,1.0,1,1,0,1,1.0,7.0,"",1,1,0,2,0,0,0,"",1,1.0,"",1.0,2.0,"","","","","",1,1.0,1.0,1.0,1.0,1.0,5.0,1.0,4.0,3.0,3.0,2.0,5.0,4.0,4.0,3.0,4.0,5.0,5.0,1.0,1.0,"",2.0,0,"",4.0,2.0,"","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",1,"",2,"","","","","","","",5,2,"","","",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,2.1530437,41.3977514,0.7929689999999999
5510,1,20201028,5,"Sarrià - Sant Gervasi",2,1,2,5,2,28,2,1,"",1,2.0,3,2,0,1,2.0,9.0,"",2,2,2,0,0,0,0,"",1,1.0,"",1.0,2.0,"","","","","",1,1.0,1.0,2.0,1.0,3.0,5.0,1.0,1.0,3.0,3.0,2.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,1.0,1.0,"",1.0,0,"",2.0,1.0,"","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",1,"",3,"","","","","","","",5,2,"","","",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,6.0,2.1369492,41.4047192,0.723572
5511,1,20201028,5,"Sarrià - Sant Gervasi",2,1,1,5,2,29,2,3,68.0,1,5.0,4,3,0,1,2.0,8.0,"",3,0,2,0,0,0,0,"",1,1.0,"",1.0,"","","","","","",1,1.0,1.0,4.0,4.0,5.0,5.0,1.0,4.0,2.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,"",2.0,3,4.0,"","","","","","","","","","","","","","","","",4.0,"","","",1.0,"","","","","","","","","",2,7.0,3,"","","","","","","",4,2,"","","",1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,5.0,2.1384699,41.393621200000005,0.723572
5521,1,20201028,8,"Nou Barris",1,1,1,1,1,42,3,1,"",1,99.0,4,3,1,1,2.0,8.0,"",2,1,2,0,1,1,0,"",1,1.0,"",1.0,2.0,"","","","","",1,1.0,1.0,3.0,2.0,4.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,4.0,2.0,4.0,4.0,5.0,3.0,2.0,2.0,1.0,1.0,0,"",1.0,"",2.0,"","","","","","",95.0,"","","","",2.0,"",4.0,"","","",1.0,"","","","","","","","","",2,6.0,1,"",2.0,"","",5.0,"","",5,2,"","","",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,2.1770104,41.428807,0.656777
5528,1,20201028,2,"Eixample",1,1,1,3,1,45,4,1,"",1,4.0,5,2,1,1,2.0,9.0,"",2,0,1,1,1,0,0,"",1,1.0,"",1.0,2.0,"","","","","",1,1.0,1.0,5.0,3.0,5.0,1.0,5.0,5.0,4.0,3.0,5.0,5.0,3.0,4.0,2.0,5.0,5.0,5.0,5.0,5.0,"",2.0,0,"",1.0,0.0,1.0,"","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",2,5.0,2,"","","","","","","",2,2,"","","",1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,2.1534066000000003,41.376489500000005,0.9237799999999999
5534,1,20201028,10,"Sant Martí",2,1,1,2,1,32,2,3,380.0,1,1.0,3,2,0,1,2.0,8.0,"",2,0,2,1,0,0,0,"",1,1.0,"",1.0,2.0,"","","","","",1,1.0,1.0,1.0,5.0,5.0,5.0,1.0,1.0,1.0,3.0,2.0,2.0,5.0,4.0,3.0,4.0,4.0,5.0,5.0,1.0,"",1.0,0,"",2.0,2.0,"","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",2,7.0,3,"","","","","","","",5,2,"","","",1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.1829817000000005,41.38395429999999,1.8377240000000001
5538,1,20201028,8,"Nou Barris",2,1,1,1,1,35,3,3,68.0,1,5.0,4,3,1,1,2.0,5.0,"",2,1,1,0,0,0,0,"",1,1.0,"",1.0,"","","","","","",1,2.0,1.0,2.0,1.0,2.0,2.0,1.0,4.0,2.0,4.0,2.0,5.0,5.0,2.0,5.0,5.0,5.0,1.0,5.0,1.0,1.0,1.0,0,"",3.0,"",2.0,1.0,2.0,"","","","","","","",0.0,"","","","","","","","","","","","","","","","","",1,"",2,"","","","","","","",3,2,"","","",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,2.1692697,41.4394532,0.656777
5540,1,20201028,4,"Les Corts",1,1,1,4,1,41,3,1,"",1,5.0,4,3,1,1,2.0,7.0,"",2,1,1,1,0,1,0,"",1,1.0,"",1.0,"","","","","","",1,1.0,1.0,3.0,1.0,2.0,5.0,1.0,4.0,4.0,3.0,1.0,4.0,5.0,2.0,3.0,3.0,5.0,5.0,1.0,1.0,"",1.0,0,"",2.0,"",2.0,"","","","","",6.0,"","","",0.0,"","","","","","","","","","","","","","","","","",2,7.0,2,"","","","","","","",5,2,"","","",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,5.0,2.1142839,41.376653600000004,0.7611
