"ID","METODE","DATA","Codi_Districte","Nom_Districte","F0","F1","F2","RENDA","Q1","Q2","EDAT","ID4","ID4_PAIS","ID5","P9","ID7","ID8","ID9","P1","P1A","Q1A","P1B","P2_1","P2_2","P2_3","P2_4","P2_6","P2_7","P2_5","P2_5B","P2","P2A","P2B","P3_1","P3_2","P3_3","P3_0","P3_95","P3_98","P3_99","P4","P5A_1","P5A_2","P5A_3","P5A_4","P5A_5","P5A_6","P5A_7","P5A_8","P5A_9","P5A_10","P5A_11","P5A_12","P5A_13","P5A_14","P5A_15","P5A_16","P5A_17","P5A_18","P5A_19","P5A_20","P5A_18_cod","P6","P7","Q8","P8B","P9B","P10","P10B_1","P10B_2","P10B_3","P10B_4","P10B_5","P10B_6","P10B_95","P10B_98","P10B_99","P11_0","P11_1","P11_2","P11_3","P11_4","P11_5","P11_98","P11_99","P11B","P11C_1","P11C_2","P11C_3","P11C_4","P11C_5","P11C_6","P11C_95","P11C_98","P11C_99","P12","Q12","P13","P13B_1","P13B_2","P13B_3","P13B_4","P13B_5","P13B_98","P13B_99","ID10","ID11","P14","P14_1cod","P14_2cod","P5A_1rec","P5A_2rec","P5A_3rec","P5A_4rec","P5A_5rec","P5A_6rec","P5A_7rec","P5A_8rec","P5A_9rec","P5A_10rec","P5A_11rec","P5A_12rec","P5A_13rec","P5A_14rec","P5A_15rec","P5A_16rec","P5A_17rec","P5A_18rec","P5A_19rec","P5A_20rec","P2_LLAR","Longitud","Latitud","Pes"
1046,1,20201020,1,"Ciutat Vella",2,1,1,3,2,42,3,1,"",4,"",4,3,1,1,1.0,7.0,"",2,2,1,0,0,1,0,"",1,1.0,"",1.0,"","","","","","",1,1.0,1.0,2.0,2.0,4.0,5.0,3.0,2.0,3.0,3.0,3.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,2.0,"",2.0,5,5.0,"","",3.0,"","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",2,6.0,2,"","","","","","","",3,2,"","","",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,5.0,2.1803507,41.38954329999999,0.9271299999999999
1049,1,20201020,1,"Ciutat Vella",2,1,1,3,1,48,4,2,"",1,5.0,5,5,2,2,"","",2.0,1,1,0,0,0,0,0,"",1,2.0,1.0,1.0,"","","","","","",1,4.0,1.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,"",1.0,0,"",2.0,"",1.0,"","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",1,"",2,"","","","","","","",4,2,"","","",1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.1728509999999996,41.386333,0.9237799999999999
1050,1,20201020,4,"Les Corts",1,1,1,4,2,28,2,1,"",1,4.0,6,3,0,1,2.0,7.0,"",4,3,4,1,0,0,0,"",1,1.0,"",1.0,2.0,"","","","","",1,1.0,1.0,1.0,1.0,5.0,5.0,2.0,4.0,3.0,5.0,2.0,2.0,5.0,5.0,5.0,4.0,5.0,5.0,1.0,2.0,"",1.0,0,"",3.0,2.0,"","","","","","","","","","","",1.0,"",3.0,4.0,5.0,"","",1.0,"","","","","","","","","",2,6.0,2,"","","","","","","",5,2,"","","",1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,12.0,2.1307039,41.385321399999995,0.742053
1053,1,20201020,5,"Sarrià - Sant Gervasi",1,1,1,5,1,43,3,1,"",1,4.0,4,4,2,1,2.0,8.0,"",4,4,1,1,0,1,0,"",1,1.0,"",1.0,2.0,"","","","","",1,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,2.0,3.0,4.0,4.0,4.0,3.0,5.0,5.0,1.0,1.0,"",1.0,0,"",1.0,2.0,1.0,"","","","","","","","","","","","",3.0,"","","","",1.0,"","","","","","","","","",2,8.0,3,"","","","","","","",5,2,"","","",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,10.0,2.125712,41.3962421,0.7929689999999999
1054,1,20201020,2,"Eixample",1,1,1,3,1,50,4,1,"",1,5.0,1,1,0,1,2.0,8.0,"",1,0,0,0,0,0,0,"",1,1.0,"",1.0,"","","","","","",1,1.0,1.0,2.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,1.0,"",2.0,0,"",2.0,"","","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",0,"",3,"","","","","","","",3,2,"","","",1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.176245,41.39963970000001,0.9237799999999999
1055,1,20201020,3,"Sants - Montjuïc",2,1,1,2,2,35,3,1,"",1,3.0,4,3,1,1,2.0,8.0,"",3,1,1,0,0,0,0,"",1,1.0,"",1.0,2.0,"","","","","",1,1.0,1.0,2.0,5.0,5.0,5.0,1.0,3.0,2.0,3.0,2.0,4.0,5.0,5.0,3.0,4.0,5.0,5.0,1.0,2.0,"",1.0,3,6.0,"",1.0,2.0,"","","","","",6.0,"","","","","","","",4.0,5.0,"","",1.0,"","","","","","","","","",2,8.0,3,"","","","","","","",5,2,"","","",1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,5.0,2.2021199,41.4028949,1.6126209999999999
1056,1,20201020,10,"Sant Martí",3,1,1,2,2,62,5,1,"",2,"",3,2,0,1,1.0,5.0,"",2,2,2,0,0,0,0,"",1,1.0,"",1.0,"","","","","","",1,1.0,1.0,5.0,5.0,5.0,5.0,1.0,98.0,98.0,4.0,2.0,5.0,5.0,98.0,98.0,98.0,5.0,5.0,1.0,98.0,"",2.0,0,"",1.0,"","","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",2,6.0,1,"","","","",5.0,"","",4,2,"","","",1.0,1.0,2.0,2.0,2.0,2.0,1.0,98.0,98.0,1.0,1.0,2.0,2.0,98.0,98.0,98.0,2.0,2.0,1.0,98.0,6.0,2.2034006,41.420073200000004,1.7400630000000001
1057,1,20201020,5,"Sarrià - Sant Gervasi",1,1,1,5,2,90,7,1,"",3,"",1,1,0,2,"","",7.0,1,0,0,0,0,0,0,"",1,1.0,"","","","",0.0,"","","",1,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"",2.0,0,"",5.0,"","","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",0,"",3,"","","","","","","",3,2,"","","",2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.1447342999999996,41.398819399999994,0.6122529999999999
1058,1,20201020,3,"Sants - Montjuïc",1,1,1,2,1,63,5,1,"",1,5.0,3,2,0,2,"","",4.0,2,0,1,0,0,1,0,"",1,98.0,"","","","",0.0,"","","",2,5.0,1.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,2.0,"",2.0,0,"",2.0,"","","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",0,"",3,"","","","","","","",4,2,"","","",2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,2.1579845,41.3737974,1.7432580000000002
1061,1,20201020,10,"Sant Martí",2,1,1,4,1,18,1,1,"",5,"",6,3,0,1,2.0,7.0,"",3,0,2,0,1,0,0,"",1,1.0,"",1.0,"","","","","","",1,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,5.0,1.0,5.0,5.0,4.0,5.0,5.0,5.0,1.0,1.0,"",2.0,0,"",4.0,"","","","","","","","","","","","",1.0,"","","","","","",1.0,"","","","","","","","","",0,"",3,"","","","","","","",3,2,"","","",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,5.0,2.2092283999999998,41.4047828,0.721884
1062,1,20201020,7,"Horta - Guinardó",1,1,1,2,1,44,3,1,"",1,4.0,4,3,1,1,2.0,9.0,"",4,2,3,0,0,0,0,"",1,1.0,"",1.0,2.0,"","","","","",1,1.0,1.0,2.0,2.0,2.0,5.0,1.0,3.0,3.0,3.0,2.0,3.0,5.0,5.0,4.0,3.0,5.0,5.0,3.0,2.0,"",2.0,0,"",1.0,2.0,2.0,"","","","",5.0,"","","","",0.0,"","","","","","","","","","","","","","","","","",2,7.0,2,"","","","","","","",5,2,"","","",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,9.0,2.1462624,41.422926000000004,1.8220919999999998
1063,1,20201020,7,"Horta - Guinardó",1,1,1,2,2,65,6,1,"",3,"",3,2,0,1,2.0,8.0,"",2,1,1,1,0,0,0,"",1,1.0,"",1.0,"","","","","","",1,1.0,1.0,1.0,2.0,1.0,5.0,1.0,2.0,4.0,3.0,1.0,2.0,5.0,5.0,3.0,2.0,4.0,4.0,4.0,2.0,2.0,1.0,0,"",2.0,"","","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",0,"",1,1.0,2.0,"","","","","",5,2,"","","",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.169193,41.408262,2.0410939999999997
1064,1,20201020,5,"Sarrià - Sant Gervasi",1,1,1,5,1,48,4,1,"",1,1.0,4,4,0,1,2.0,6.0,"",4,4,3,0,0,4,0,"",1,1.0,"",1.0,2.0,"","","","","",1,1.0,1.0,1.0,2.0,2.0,5.0,1.0,1.0,3.0,2.0,1.0,3.0,3.0,5.0,3.0,99.0,5.0,5.0,1.0,1.0,"",2.0,0,"",2.0,2.0,"","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",2,3.0,2,"","","","","","","",5,2,"","","",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,99.0,2.0,2.0,1.0,1.0,11.0,2.1313402000000004,41.39730479999999,0.7253569999999999
1066,1,20201020,8,"Nou Barris",2,1,1,1,1,82,7,1,"",3,"",3,2,0,2,"","",6.0,0,0,0,0,0,0,0,"",2,"","","","","",0.0,"","","",7,"","","","","","","","","","","","","","","","","","","","","","",0,"",2.0,"","","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",0,"",3,"","","","","","","",2,2,"","","","","","","","","","","","","","","","","","","","","","","",0.0,2.1745185,41.44010479999999,0.643562
1067,1,20201020,10,"Sant Martí",1,1,1,4,1,52,4,1,"",1,5.0,1,1,0,1,2.0,8.0,"",1,0,1,1,0,0,0,"",1,1.0,"",1.0,2.0,"","","","","",1,3.0,1.0,2.0,4.0,5.0,2.0,1.0,3.0,5.0,3.0,1.0,5.0,5.0,5.0,2.0,5.0,5.0,2.0,1.0,2.0,2.0,5.0,6,5.0,"","","","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",2,5.0,3,"","","","","","","",4,2,"","","",1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,2.203375,41.4071948,0.670283
1070,1,20201020,7,"Horta - Guinardó",2,1,1,2,1,57,5,1,"",1,4.0,3,2,0,1,2.0,10.0,"",2,2,2,1,0,0,0,"",1,1.0,"",1.0,2.0,"","","","","",1,1.0,1.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,2.0,4.0,5.0,4.0,4.0,5.0,5.0,1.0,2.0,"",2.0,0,"",2.0,2.0,"","","","","","","","","","","","","",3.0,"","","","",1.0,"","","","","","","","","",1,"",3,"","","","","","","",5,2,"","","",1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,7.0,2.1613087,41.4153446,1.7432580000000002
1071,1,20201020,8,"Nou Barris",1,1,1,1,1,43,3,1,"",3,"",4,3,1,1,2.0,7.0,"",2,1,1,0,1,0,0,"",1,1.0,"",1.0,"","","","","","",1,1.0,1.0,1.0,4.0,5.0,2.0,2.0,3.0,3.0,2.0,2.0,5.0,5.0,4.0,4.0,3.0,5.0,3.0,1.0,2.0,2.0,1.0,0,"",3.0,"",2.0,"","","","","",6.0,"","","",0.0,"","","","","","","","","","","","","","","","","",2,7.0,2,"","","","","","","",4,2,"","","",1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,2.1607882999999997,41.404672399999995,0.656777
1072,1,20201020,1,"Ciutat Vella",2,1,1,3,1,49,4,1,"",2,"",4,4,0,1,2.0,8.0,"",99,99,99,99,0,0,99,"",2,"","","","","",0.0,"","","",7,"","","","","","","","","","","","","","","","","","","","","","",0,"",1.0,"","","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",0,"",3,"","","","","","","",2,2,"","","","","","","","","","","","","","","","","","","","","","","","","","",0.9237799999999999
1076,1,20201020,10,"Sant Martí",1,1,1,2,2,62,5,1,"",1,5.0,3,2,0,1,2.0,8.0,"",2,0,1,2,0,0,0,"",1,1.0,"",1.0,2.0,"","","","","",1,1.0,1.0,4.0,1.0,3.0,5.0,1.0,4.0,4.0,3.0,2.0,2.0,4.0,5.0,4.0,4.0,5.0,3.0,2.0,4.0,2.0,1.0,0,"",2.0,"","","","","","","","","","","","","","",3.0,"","","","",1.0,"","","","","","","","","",2,4.0,2,"","","","","","","",5,2,"","","",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,2.1857493,41.4102779,1.7400630000000001
1077,1,20201020,8,"Nou Barris",1,1,1,1,1,44,3,1,"",1,5.0,4,4,0,1,2.0,9.0,"",4,0,2,0,2,2,0,"",1,1.0,"",1.0,2.0,"","","","","",1,1.0,1.0,1.0,1.0,4.0,5.0,1.0,2.0,1.0,3.0,1.0,1.0,5.0,3.0,4.0,3.0,5.0,2.0,3.0,4.0,2.0,2.0,2,6.0,"","","","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",2,6.0,1,"","","","",5.0,"","",4,2,"","","",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,6.0,2.1821217999999996,41.444406799999996,0.656777
1078,1,20201020,7,"Horta - Guinardó",1,1,1,2,2,45,4,1,"",1,5.0,4,5,1,1,2.0,8.0,"",5,1,2,1,0,0,0,"",1,1.0,"",1.0,"","","","","","",1,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,5.0,5.0,3.0,3.0,5.0,2.0,5.0,1.0,1.0,1.0,0,"",2.0,"",1.0,"","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",2,9.0,3,"","","","","","","",2,2,"","","",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,9.0,2.1587169,41.420593,1.6428029999999998
1080,1,20201020,2,"Eixample",3,1,1,3,1,70,6,1,"",3,"",3,2,0,1,2.0,5.0,"",2,1,2,0,0,2,0,"",1,1.0,"",1.0,2.0,"","","","","",1,1.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,2.0,5.0,1.0,5.0,5.0,5.0,3.0,3.0,1.0,5.0,1.0,2.0,"",3.0,5,4.0,"","","","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",2,7.0,3,"","","","","","","",5,2,"","","",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,2.1737602000000003,41.405215000000005,0.940909
1081,1,20201020,5,"Sarrià - Sant Gervasi",2,1,1,5,1,78,7,1,"",3,"",1,1,0,1,2.0,8.0,"",1,1,0,1,0,1,0,"",1,2.0,2.0,1.0,"","","","","","",1,1.0,1.0,3.0,1.0,5.0,5.0,2.0,2.0,5.0,5.0,1.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,2.0,"",1.0,0,"",1.0,"","","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",1,"",3,"","","","","","","",5,1,2.0,"",3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,2.1481375,41.4074818,0.6055550000000001
1082,1,20201020,5,"Sarrià - Sant Gervasi",2,1,1,5,2,57,5,1,"",1,3.0,5,2,0,1,2.0,8.0,"",2,0,1,0,1,0,0,"",1,1.0,"",1.0,2.0,"","","","","",1,1.0,1.0,2.0,2.0,5.0,5.0,2.0,3.0,3.0,5.0,2.0,1.0,4.0,2.0,4.0,4.0,5.0,5.0,5.0,1.0,"",1.0,0,"",2.0,2.0,"","","","","","","","","","","","","",3.0,4.0,5.0,"","",1.0,"","","","","","","","","",2,5.0,2,"","","","","","","",5,2,"","","",1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,2.1474992000000004,41.3986174,0.572459
1083,1,20201020,2,"Eixample",1,1,1,5,2,57,5,1,"",1,2.0,2,2,0,1,98.0,8.0,"",1,1,1,0,0,0,0,"",1,1.0,"",1.0,2.0,"","","","","",1,1.0,1.0,4.0,2.0,5.0,5.0,1.0,4.0,4.0,5.0,2.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,"",2.0,0,"",1.0,2.0,"","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",2,10.0,3,"","","","","","","",5,2,"","","",1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,2.1691316,41.402046500000004,0.572459
1084,1,20201020,3,"Sants - Montjuïc",1,1,1,2,2,55,5,1,"",1,5.0,4,3,1,1,2.0,7.0,"",2,2,2,0,0,0,0,"",1,1.0,"",1.0,2.0,"","","","","",1,1.0,1.0,3.0,2.0,4.0,5.0,1.0,3.0,4.0,4.0,2.0,4.0,4.0,5.0,3.0,3.0,3.0,5.0,2.0,2.0,"",1.0,0,"",1.0,"",1.0,"","","","","","","","","","",1.0,"","","","","","",1.0,"","","","","","","","","",0,"",3,"","","","","","","",5,2,"","","",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,6.0,2.1413032000000003,41.381773700000004,1.7400630000000001
1085,1,20201020,7,"Horta - Guinardó",2,1,1,2,2,40,3,1,"",1,2.0,4,4,1,1,2.0,5.0,"",2,0,1,0,0,0,0,"",1,1.0,"",1.0,"","","","","","",1,2.0,1.0,2.0,1.0,5.0,5.0,1.0,4.0,1.0,3.0,1.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,3.0,2.0,"",2.0,0,"",3.0,1.0,1.0,"","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",0,"",3,"","","","","","","",2,2,"","","",1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,"","",1.6126209999999999
1086,1,20201020,3,"Sants - Montjuïc",1,1,1,2,2,21,1,1,"",1,5.0,3,2,0,1,1.0,8.0,"",2,0,1,0,0,0,0,"",1,1.0,"",1.0,2.0,"","","","","",1,1.0,1.0,2.0,1.0,4.0,5.0,2.0,2.0,2.0,4.0,2.0,1.0,5.0,4.0,3.0,3.0,5.0,1.0,1.0,1.0,2.0,1.0,0,"",4.0,"","","","","","","","","","","","",1.0,"","","","","","",1.0,"","","","","","","","","",2,9.0,3,"","","","","","","",4,2,"","","",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.1349681,41.3773306,1.831161
1088,1,20201020,8,"Nou Barris",2,1,1,1,2,63,5,1,"",2,"",4,3,0,1,2.0,8.0,"",3,1,1,1,0,0,0,"",1,1.0,"",1.0,"","","","","","",1,2.0,1.0,5.0,1.0,5.0,5.0,1.0,3.0,4.0,5.0,2.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,1.0,"",1.0,0,"",1.0,"","","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",1,"",3,"","","","","","","",3,2,"","","",1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,6.0,2.1738615,41.4473163,0.519469
1089,1,20201020,7,"Horta - Guinardó",1,1,1,2,1,33,2,1,"",1,2.0,3,2,0,1,2.0,10.0,"",2,1,2,1,1,1,0,"",1,1.0,"",1.0,2.0,"","","","","",1,1.0,1.0,2.0,1.0,5.0,1.0,1.0,2.0,1.0,3.0,2.0,5.0,4.0,5.0,5.0,3.0,5.0,5.0,1.0,1.0,"",2.0,0,"",1.0,2.0,"","","","","","","","","","","","","",3.0,"","","","",1.0,"","","","","","","","","",1,"",2,"","","","","","","",4,2,"","","",1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,6.0,2.1720091,41.3753816,1.8377240000000001
1090,1,20201020,7,"Horta - Guinardó",1,1,1,2,2,56,5,1,"",2,"",4,3,0,1,2.0,10.0,"",3,1,1,0,0,0,0,"",1,1.0,"",1.0,"","","","","","",1,1.0,1.0,5.0,2.0,5.0,5.0,2.0,5.0,5.0,4.0,2.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,1.0,"",1.0,0,"",2.0,"","","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",0,"",2,"","","","","","","",4,2,"","","",1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,5.0,2.1732132,41.423359399999995,1.7400630000000001
1091,1,20201020,6,"Gràcia",1,1,1,3,2,18,1,1,"",5,"",2,2,0,1,2.0,5.0,"",2,0,2,0,0,1,0,"",1,1.0,"",1.0,2.0,"","","","","",1,1.0,1.0,1.0,1.0,5.0,1.0,1.0,3.0,2.0,3.0,5.0,1.0,5.0,3.0,5.0,5.0,3.0,5.0,1.0,1.0,"",1.0,0,"",2.0,"","","","","","","","","","","","",1.0,"","","","","","",1.0,"","","","","","","","","",1,"",3,"","","","","","","",5,2,"","","",1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0,2.1684012000000004,41.4055779,1.047664
1092,1,20201020,1,"Ciutat Vella",1,1,1,3,2,57,5,1,"",1,2.0,4,5,1,1,1.0,7.0,"",5,1,1,3,0,0,0,"",1,1.0,"",1.0,2.0,"","","","","",1,1.0,1.0,1.0,2.0,3.0,5.0,1.0,2.0,3.0,5.0,2.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,3.0,3.0,4.0,1.0,0,"",1.0,2.0,1.0,"","","","","","","","","","","","",3.0,"","","","",1.0,"","","","","","","","","",2,6.0,3,"","","","","","","",5,2,"","","",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,10.0,2.1749124,41.386045,0.8096399999999999
1093,1,20201020,8,"Nou Barris",1,1,1,1,2,45,4,1,"",1,4.0,3,2,0,1,2.0,7.0,"",2,1,0,1,0,1,0,"",1,1.0,"",1.0,2.0,"","","","","",1,3.0,1.0,2.0,1.0,4.0,5.0,1.0,4.0,2.0,2.0,1.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,2.0,1.0,4.0,2.0,0,"",4.0,0.0,"","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",2,0.0,2,"","","","","","","",3,2,"","","",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,2.1753431,41.4267148,0.553746
1094,1,20201020,2,"Eixample",2,1,2,5,1,64,5,1,"",3,"",1,1,0,1,2.0,7.0,"",1,0,1,0,0,0,0,"",1,98.0,"",1.0,"","","","","","",1,5.0,1.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,"",1.0,0,"",2.0,"","","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",2,9.0,2,"","","","","","","",3,2,"","","",2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.1681827,41.3969063,0.601252
1097,1,20201020,7,"Horta - Guinardó",1,1,1,2,2,38,3,3,643.0,1,5.0,5,4,3,1,2.0,10.0,"",2,1,1,1,0,1,0,"",1,1.0,"",1.0,2.0,"","","","","",1,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,4.0,5.0,3.0,2.0,2.0,5.0,5.0,3.0,5.0,"",2.0,1,7.0,"","",1.0,"","","","","","","","","","",1.0,"","","","","","",2.0,"",2.0,"","","",6.0,"","","",2,10.0,3,"","","","","","","",5,2,"","","",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,5.0,2.17076,41437.0,1.6126209999999999
1098,1,20201020,6,"Gràcia",2,1,1,4,2,67,6,1,"",3,"",4,3,0,1,2.0,10.0,"",3,1,3,2,0,0,0,"",1,1.0,"",1.0,"","","","","","",1,2.0,1.0,4.0,5.0,5.0,5.0,1.0,3.0,5.0,3.0,1.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,1.0,5.0,1.0,1.0,0,"",2.0,"","","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",2,9.0,3,"","","","","","","",5,2,"","","",1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,9.0,2.1605295,41.4052049,0.705872
