"Any","Codi_districte","Nom_districte","Codi_barri","Nom_barri","Seccio_censal","Tipus_Vehicles","Nacionalitat_propietari","Nombre"
2019,"6","Gràcia","28","Vallcarca i els Penitents","11","Motos","Nacionalitat espanyola",213
2019,"6","Gràcia","28","Vallcarca i els Penitents","11","Motos","Altres nacionalitats",13
2019,"6","Gràcia","28","Vallcarca i els Penitents","12","Turismes","Nacionalitat espanyola",420
2019,"6","Gràcia","28","Vallcarca i els Penitents","12","Turismes","Altres nacionalitats",26
2019,"6","Gràcia","28","Vallcarca i els Penitents","12","Motos","Nacionalitat espanyola",247
2019,"6","Gràcia","28","Vallcarca i els Penitents","12","Motos","Altres nacionalitats",8
2019,"6","Gràcia","29","el Coll","13","Turismes","Nacionalitat espanyola",487
2019,"6","Gràcia","29","el Coll","13","Turismes","Altres nacionalitats",34
2019,"6","Gràcia","29","el Coll","13","Motos","Nacionalitat espanyola",303
2019,"6","Gràcia","29","el Coll","13","Motos","Altres nacionalitats",37
2019,"6","Gràcia","29","el Coll","14","Turismes","Nacionalitat espanyola",373
2019,"6","Gràcia","29","el Coll","14","Turismes","Altres nacionalitats",26
2019,"6","Gràcia","29","el Coll","14","Motos","Nacionalitat espanyola",184
2019,"6","Gràcia","29","el Coll","14","Motos","Altres nacionalitats",4
2019,"6","Gràcia","29","el Coll","15","Turismes","Nacionalitat espanyola",356
2019,"6","Gràcia","29","el Coll","15","Turismes","Altres nacionalitats",38
2019,"6","Gràcia","29","el Coll","15","Motos","Nacionalitat espanyola",214
2019,"6","Gràcia","29","el Coll","15","Motos","Altres nacionalitats",18
2019,"6","Gràcia","29","el Coll","16","Turismes","Nacionalitat espanyola",393
2019,"6","Gràcia","29","el Coll","16","Turismes","Altres nacionalitats",30
2019,"6","Gràcia","29","el Coll","16","Motos","Nacionalitat espanyola",225
2019,"6","Gràcia","29","el Coll","16","Motos","Altres nacionalitats",33
2019,"6","Gràcia","29","el Coll","17","Turismes","Nacionalitat espanyola",347
2019,"6","Gràcia","29","el Coll","17","Turismes","Altres nacionalitats",20
2019,"6","Gràcia","29","el Coll","17","Motos","Nacionalitat espanyola",212
2019,"6","Gràcia","29","el Coll","17","Motos","Altres nacionalitats",23
2019,"6","Gràcia","30","la Salut","18","Turismes","Nacionalitat espanyola",348
2019,"6","Gràcia","30","la Salut","18","Turismes","Altres nacionalitats",34
2019,"6","Gràcia","30","la Salut","18","Motos","Nacionalitat espanyola",227
2019,"6","Gràcia","30","la Salut","18","Motos","Altres nacionalitats",34
2019,"6","Gràcia","30","la Salut","19","Turismes","Nacionalitat espanyola",412
2019,"6","Gràcia","30","la Salut","19","Turismes","Altres nacionalitats",43
2019,"6","Gràcia","30","la Salut","19","Motos","Nacionalitat espanyola",251
2019,"6","Gràcia","30","la Salut","19","Motos","Altres nacionalitats",23
2019,"6","Gràcia","30","la Salut","20","Turismes","Nacionalitat espanyola",282
2019,"6","Gràcia","30","la Salut","20","Turismes","Altres nacionalitats",21
2019,"6","Gràcia","30","la Salut","20","Motos","Nacionalitat espanyola",166
2019,"6","Gràcia","30","la Salut","20","Motos","Altres nacionalitats",6
2019,"6","Gràcia","30","la Salut","21","Turismes","Nacionalitat espanyola",427
2019,"6","Gràcia","30","la Salut","21","Turismes","Altres nacionalitats",18
2019,"6","Gràcia","30","la Salut","21","Motos","Nacionalitat espanyola",174
2019,"6","Gràcia","30","la Salut","21","Motos","Altres nacionalitats",12
2019,"6","Gràcia","30","la Salut","22","Turismes","Nacionalitat espanyola",369
2019,"6","Gràcia","30","la Salut","22","Turismes","Altres nacionalitats",26
2019,"6","Gràcia","30","la Salut","22","Motos","Nacionalitat espanyola",225
2019,"6","Gràcia","30","la Salut","22","Motos","Altres nacionalitats",22
2019,"6","Gràcia","30","la Salut","23","Turismes","Nacionalitat espanyola",560
2019,"6","Gràcia","30","la Salut","23","Turismes","Altres nacionalitats",14
2019,"6","Gràcia","30","la Salut","23","Motos","Nacionalitat espanyola",256
2019,"6","Gràcia","30","la Salut","23","Motos","Altres nacionalitats",10
2019,"6","Gràcia","30","la Salut","24","Turismes","Nacionalitat espanyola",495
2019,"6","Gràcia","30","la Salut","24","Turismes","Altres nacionalitats",34
2019,"6","Gràcia","30","la Salut","24","Motos","Nacionalitat espanyola",287
2019,"6","Gràcia","30","la Salut","24","Motos","Altres nacionalitats",29
2019,"6","Gràcia","30","la Salut","25","Turismes","Nacionalitat espanyola",436
2019,"6","Gràcia","30","la Salut","25","Turismes","Altres nacionalitats",13
2019,"6","Gràcia","30","la Salut","25","Motos","Nacionalitat espanyola",202
2019,"6","Gràcia","30","la Salut","25","Motos","Altres nacionalitats",13
2019,"6","Gràcia","30","la Salut","26","Turismes","Nacionalitat espanyola",278
2019,"6","Gràcia","30","la Salut","26","Turismes","Altres nacionalitats",9
2019,"6","Gràcia","30","la Salut","26","Motos","Nacionalitat espanyola",141
2019,"6","Gràcia","30","la Salut","26","Motos","Altres nacionalitats",16
2019,"6","Gràcia","30","la Salut","27","Turismes","Nacionalitat espanyola",382
2019,"6","Gràcia","30","la Salut","27","Turismes","Altres nacionalitats",29
2019,"6","Gràcia","30","la Salut","27","Motos","Nacionalitat espanyola",166
2019,"6","Gràcia","30","la Salut","27","Motos","Altres nacionalitats",17
2019,"6","Gràcia","31","la Vila de Gràcia","28","Turismes","Nacionalitat espanyola",298
2019,"6","Gràcia","31","la Vila de Gràcia","28","Turismes","Altres nacionalitats",20
2019,"6","Gràcia","31","la Vila de Gràcia","28","Motos","Nacionalitat espanyola",160
2019,"6","Gràcia","31","la Vila de Gràcia","28","Motos","Altres nacionalitats",22
2019,"6","Gràcia","31","la Vila de Gràcia","29","Turismes","Nacionalitat espanyola",296
2019,"6","Gràcia","31","la Vila de Gràcia","29","Turismes","Altres nacionalitats",15
2019,"6","Gràcia","31","la Vila de Gràcia","29","Motos","Nacionalitat espanyola",201
2019,"6","Gràcia","31","la Vila de Gràcia","29","Motos","Altres nacionalitats",18
2019,"6","Gràcia","31","la Vila de Gràcia","30","Turismes","Nacionalitat espanyola",287
2019,"6","Gràcia","31","la Vila de Gràcia","30","Turismes","Altres nacionalitats",26
2019,"6","Gràcia","31","la Vila de Gràcia","30","Motos","Nacionalitat espanyola",177
2019,"6","Gràcia","31","la Vila de Gràcia","30","Motos","Altres nacionalitats",28
2019,"6","Gràcia","31","la Vila de Gràcia","31","Turismes","Nacionalitat espanyola",257
2019,"6","Gràcia","31","la Vila de Gràcia","31","Turismes","Altres nacionalitats",12
2019,"6","Gràcia","31","la Vila de Gràcia","31","Motos","Nacionalitat espanyola",144
2019,"6","Gràcia","31","la Vila de Gràcia","31","Motos","Altres nacionalitats",18
2019,"6","Gràcia","31","la Vila de Gràcia","32","Turismes","Nacionalitat espanyola",279
2019,"6","Gràcia","31","la Vila de Gràcia","32","Turismes","Altres nacionalitats",17
2019,"6","Gràcia","31","la Vila de Gràcia","32","Motos","Nacionalitat espanyola",172
2019,"6","Gràcia","31","la Vila de Gràcia","32","Motos","Altres nacionalitats",10
2019,"6","Gràcia","31","la Vila de Gràcia","33","Turismes","Nacionalitat espanyola",307
2019,"6","Gràcia","31","la Vila de Gràcia","33","Turismes","Altres nacionalitats",15
2019,"6","Gràcia","31","la Vila de Gràcia","33","Motos","Nacionalitat espanyola",184
2019,"6","Gràcia","31","la Vila de Gràcia","33","Motos","Altres nacionalitats",19
2019,"6","Gràcia","31","la Vila de Gràcia","34","Turismes","Nacionalitat espanyola",482
2019,"6","Gràcia","31","la Vila de Gràcia","34","Turismes","Altres nacionalitats",17
2019,"6","Gràcia","31","la Vila de Gràcia","34","Motos","Nacionalitat espanyola",162
2019,"6","Gràcia","31","la Vila de Gràcia","34","Motos","Altres nacionalitats",16
2019,"6","Gràcia","31","la Vila de Gràcia","35","Turismes","Nacionalitat espanyola",270
2019,"6","Gràcia","31","la Vila de Gràcia","35","Turismes","Altres nacionalitats",27
2019,"6","Gràcia","31","la Vila de Gràcia","35","Motos","Nacionalitat espanyola",135
2019,"6","Gràcia","31","la Vila de Gràcia","35","Motos","Altres nacionalitats",13
2019,"6","Gràcia","31","la Vila de Gràcia","36","Turismes","Nacionalitat espanyola",341
2019,"6","Gràcia","31","la Vila de Gràcia","36","Turismes","Altres nacionalitats",22
2019,"6","Gràcia","31","la Vila de Gràcia","36","Motos","Nacionalitat espanyola",232
2019,"6","Gràcia","31","la Vila de Gràcia","36","Motos","Altres nacionalitats",14
2019,"6","Gràcia","31","la Vila de Gràcia","37","Turismes","Nacionalitat espanyola",297
2019,"6","Gràcia","31","la Vila de Gràcia","37","Turismes","Altres nacionalitats",24
2019,"6","Gràcia","31","la Vila de Gràcia","37","Motos","Nacionalitat espanyola",162
2019,"6","Gràcia","31","la Vila de Gràcia","37","Motos","Altres nacionalitats",25
2019,"6","Gràcia","31","la Vila de Gràcia","38","Turismes","Nacionalitat espanyola",283
2019,"6","Gràcia","31","la Vila de Gràcia","38","Turismes","Altres nacionalitats",22
2019,"6","Gràcia","31","la Vila de Gràcia","38","Motos","Nacionalitat espanyola",171
2019,"6","Gràcia","31","la Vila de Gràcia","38","Motos","Altres nacionalitats",22
2019,"6","Gràcia","31","la Vila de Gràcia","39","Turismes","Nacionalitat espanyola",263
2019,"6","Gràcia","31","la Vila de Gràcia","39","Turismes","Altres nacionalitats",30
2019,"6","Gràcia","31","la Vila de Gràcia","39","Motos","Nacionalitat espanyola",186
2019,"6","Gràcia","31","la Vila de Gràcia","39","Motos","Altres nacionalitats",29
2019,"6","Gràcia","31","la Vila de Gràcia","40","Turismes","Nacionalitat espanyola",378
2019,"6","Gràcia","31","la Vila de Gràcia","40","Turismes","Altres nacionalitats",27
2019,"6","Gràcia","31","la Vila de Gràcia","40","Motos","Nacionalitat espanyola",252
2019,"6","Gràcia","31","la Vila de Gràcia","40","Motos","Altres nacionalitats",24
2019,"6","Gràcia","31","la Vila de Gràcia","41","Turismes","Nacionalitat espanyola",386
2019,"6","Gràcia","31","la Vila de Gràcia","41","Turismes","Altres nacionalitats",29
2019,"6","Gràcia","31","la Vila de Gràcia","41","Motos","Nacionalitat espanyola",245
2019,"6","Gràcia","31","la Vila de Gràcia","41","Motos","Altres nacionalitats",23
2019,"6","Gràcia","31","la Vila de Gràcia","42","Turismes","Nacionalitat espanyola",398
2019,"6","Gràcia","31","la Vila de Gràcia","42","Turismes","Altres nacionalitats",33
2019,"6","Gràcia","31","la Vila de Gràcia","42","Motos","Nacionalitat espanyola",228
2019,"6","Gràcia","31","la Vila de Gràcia","42","Motos","Altres nacionalitats",34
2019,"6","Gràcia","31","la Vila de Gràcia","43","Turismes","Nacionalitat espanyola",327
2019,"6","Gràcia","31","la Vila de Gràcia","43","Turismes","Altres nacionalitats",26
2019,"6","Gràcia","31","la Vila de Gràcia","43","Motos","Nacionalitat espanyola",223
2019,"6","Gràcia","31","la Vila de Gràcia","43","Motos","Altres nacionalitats",23
2019,"6","Gràcia","31","la Vila de Gràcia","44","Turismes","Nacionalitat espanyola",618
2019,"6","Gràcia","31","la Vila de Gràcia","44","Turismes","Altres nacionalitats",42
2019,"6","Gràcia","31","la Vila de Gràcia","44","Motos","Nacionalitat espanyola",313
2019,"6","Gràcia","31","la Vila de Gràcia","44","Motos","Altres nacionalitats",28
2019,"6","Gràcia","31","la Vila de Gràcia","45","Turismes","Nacionalitat espanyola",342
2019,"6","Gràcia","31","la Vila de Gràcia","45","Turismes","Altres nacionalitats",29
2019,"6","Gràcia","31","la Vila de Gràcia","45","Motos","Nacionalitat espanyola",181
2019,"6","Gràcia","31","la Vila de Gràcia","45","Motos","Altres nacionalitats",38
2019,"6","Gràcia","31","la Vila de Gràcia","46","Turismes","Nacionalitat espanyola",191
2019,"6","Gràcia","31","la Vila de Gràcia","46","Turismes","Altres nacionalitats",16
2019,"6","Gràcia","31","la Vila de Gràcia","46","Motos","Nacionalitat espanyola",117
2019,"6","Gràcia","31","la Vila de Gràcia","46","Motos","Altres nacionalitats",33
2019,"6","Gràcia","31","la Vila de Gràcia","47","Turismes","Nacionalitat espanyola",193
2019,"6","Gràcia","31","la Vila de Gràcia","47","Turismes","Altres nacionalitats",27
2019,"6","Gràcia","31","la Vila de Gràcia","47","Motos","Nacionalitat espanyola",131
2019,"6","Gràcia","31","la Vila de Gràcia","47","Motos","Altres nacionalitats",19
2019,"6","Gràcia","31","la Vila de Gràcia","48","Turismes","Nacionalitat espanyola",224
2019,"6","Gràcia","31","la Vila de Gràcia","48","Turismes","Altres nacionalitats",87
2019,"6","Gràcia","31","la Vila de Gràcia","48","Motos","Nacionalitat espanyola",176
2019,"6","Gràcia","31","la Vila de Gràcia","48","Motos","Altres nacionalitats",33
2019,"6","Gràcia","31","la Vila de Gràcia","49","Turismes","Nacionalitat espanyola",214
2019,"6","Gràcia","31","la Vila de Gràcia","49","Turismes","Altres nacionalitats",20
2019,"6","Gràcia","31","la Vila de Gràcia","49","Motos","Nacionalitat espanyola",135
2019,"6","Gràcia","31","la Vila de Gràcia","49","Motos","Altres nacionalitats",17
2019,"6","Gràcia","31","la Vila de Gràcia","50","Turismes","Nacionalitat espanyola",190
2019,"6","Gràcia","31","la Vila de Gràcia","50","Turismes","Altres nacionalitats",16
2019,"6","Gràcia","31","la Vila de Gràcia","50","Motos","Nacionalitat espanyola",153
2019,"6","Gràcia","31","la Vila de Gràcia","50","Motos","Altres nacionalitats",29
2019,"6","Gràcia","31","la Vila de Gràcia","51","Turismes","Nacionalitat espanyola",198
2019,"6","Gràcia","31","la Vila de Gràcia","51","Turismes","Altres nacionalitats",30
2019,"6","Gràcia","31","la Vila de Gràcia","51","Motos","Nacionalitat espanyola",132
2019,"6","Gràcia","31","la Vila de Gràcia","51","Motos","Altres nacionalitats",15
2019,"6","Gràcia","31","la Vila de Gràcia","52","Turismes","Nacionalitat espanyola",298
2019,"6","Gràcia","31","la Vila de Gràcia","52","Turismes","Altres nacionalitats",25
2019,"6","Gràcia","31","la Vila de Gràcia","52","Motos","Nacionalitat espanyola",192
2019,"6","Gràcia","31","la Vila de Gràcia","52","Motos","Altres nacionalitats",28
2019,"6","Gràcia","31","la Vila de Gràcia","53","Turismes","Nacionalitat espanyola",292
2019,"6","Gràcia","31","la Vila de Gràcia","53","Turismes","Altres nacionalitats",23
2019,"6","Gràcia","31","la Vila de Gràcia","53","Motos","Nacionalitat espanyola",171
2019,"6","Gràcia","31","la Vila de Gràcia","53","Motos","Altres nacionalitats",37
2019,"6","Gràcia","31","la Vila de Gràcia","54","Turismes","Nacionalitat espanyola",341
2019,"6","Gràcia","31","la Vila de Gràcia","54","Turismes","Altres nacionalitats",40
2019,"6","Gràcia","31","la Vila de Gràcia","54","Motos","Nacionalitat espanyola",168
2019,"6","Gràcia","31","la Vila de Gràcia","54","Motos","Altres nacionalitats",31
2019,"6","Gràcia","31","la Vila de Gràcia","55","Turismes","Nacionalitat espanyola",260
2019,"6","Gràcia","31","la Vila de Gràcia","55","Turismes","Altres nacionalitats",22
2019,"6","Gràcia","31","la Vila de Gràcia","55","Motos","Nacionalitat espanyola",147
2019,"6","Gràcia","31","la Vila de Gràcia","55","Motos","Altres nacionalitats",20
2019,"6","Gràcia","31","la Vila de Gràcia","56","Turismes","Nacionalitat espanyola",322
2019,"6","Gràcia","31","la Vila de Gràcia","56","Turismes","Altres nacionalitats",36
2019,"6","Gràcia","31","la Vila de Gràcia","56","Motos","Nacionalitat espanyola",136
2019,"6","Gràcia","31","la Vila de Gràcia","56","Motos","Altres nacionalitats",44
2019,"6","Gràcia","31","la Vila de Gràcia","57","Turismes","Nacionalitat espanyola",265
2019,"6","Gràcia","31","la Vila de Gràcia","57","Turismes","Altres nacionalitats",32
2019,"6","Gràcia","31","la Vila de Gràcia","57","Motos","Nacionalitat espanyola",158
2019,"6","Gràcia","31","la Vila de Gràcia","57","Motos","Altres nacionalitats",29
2019,"6","Gràcia","31","la Vila de Gràcia","58","Turismes","Nacionalitat espanyola",334
2019,"6","Gràcia","31","la Vila de Gràcia","58","Turismes","Altres nacionalitats",35
2019,"6","Gràcia","31","la Vila de Gràcia","58","Motos","Nacionalitat espanyola",202
2019,"6","Gràcia","31","la Vila de Gràcia","58","Motos","Altres nacionalitats",35
2019,"6","Gràcia","31","la Vila de Gràcia","59","Turismes","Nacionalitat espanyola",344
2019,"6","Gràcia","31","la Vila de Gràcia","59","Turismes","Altres nacionalitats",23
2019,"6","Gràcia","31","la Vila de Gràcia","59","Motos","Nacionalitat espanyola",162
2019,"6","Gràcia","31","la Vila de Gràcia","59","Motos","Altres nacionalitats",19
2019,"6","Gràcia","31","la Vila de Gràcia","60","Turismes","Nacionalitat espanyola",409
2019,"6","Gràcia","31","la Vila de Gràcia","60","Turismes","Altres nacionalitats",44
2019,"6","Gràcia","31","la Vila de Gràcia","60","Motos","Nacionalitat espanyola",241
2019,"6","Gràcia","31","la Vila de Gràcia","60","Motos","Altres nacionalitats",39
2019,"6","Gràcia","31","la Vila de Gràcia","61","Turismes","Nacionalitat espanyola",285
2019,"6","Gràcia","31","la Vila de Gràcia","61","Turismes","Altres nacionalitats",22
2019,"6","Gràcia","31","la Vila de Gràcia","61","Motos","Nacionalitat espanyola",152
2019,"6","Gràcia","31","la Vila de Gràcia","61","Motos","Altres nacionalitats",16
2019,"6","Gràcia","31","la Vila de Gràcia","62","Turismes","Nacionalitat espanyola",273
2019,"6","Gràcia","31","la Vila de Gràcia","62","Turismes","Altres nacionalitats",19
2019,"6","Gràcia","31","la Vila de Gràcia","62","Motos","Nacionalitat espanyola",162
2019,"6","Gràcia","31","la Vila de Gràcia","62","Motos","Altres nacionalitats",13
2019,"6","Gràcia","31","la Vila de Gràcia","63","Turismes","Nacionalitat espanyola",327
2019,"6","Gràcia","31","la Vila de Gràcia","63","Turismes","Altres nacionalitats",26
2019,"6","Gràcia","31","la Vila de Gràcia","63","Motos","Nacionalitat espanyola",150
2019,"6","Gràcia","31","la Vila de Gràcia","63","Motos","Altres nacionalitats",39
2019,"6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","64","Turismes","Nacionalitat espanyola",481
2019,"6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","64","Turismes","Altres nacionalitats",38
2019,"6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","64","Motos","Nacionalitat espanyola",230
2019,"6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","64","Motos","Altres nacionalitats",29
2019,"6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","65","Turismes","Nacionalitat espanyola",315
2019,"6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","65","Turismes","Altres nacionalitats",22
2019,"6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","65","Motos","Nacionalitat espanyola",125
2019,"6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","65","Motos","Altres nacionalitats",16
2019,"6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","66","Turismes","Nacionalitat espanyola",252
2019,"6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","66","Turismes","Altres nacionalitats",16
2019,"6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","66","Motos","Nacionalitat espanyola",115
2019,"6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","66","Motos","Altres nacionalitats",11
2019,"6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","67","Turismes","Nacionalitat espanyola",390
2019,"6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","67","Turismes","Altres nacionalitats",36
2019,"6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","67","Motos","Nacionalitat espanyola",249
2019,"6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","67","Motos","Altres nacionalitats",48
2019,"6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","68","Turismes","Nacionalitat espanyola",423
2019,"6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","68","Turismes","Altres nacionalitats",25
2019,"6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","68","Motos","Nacionalitat espanyola",257
2019,"6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","68","Motos","Altres nacionalitats",22
2019,"6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","69","Turismes","Nacionalitat espanyola",276
2019,"6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","69","Turismes","Altres nacionalitats",16
2019,"6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","69","Motos","Nacionalitat espanyola",122
2019,"6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","69","Motos","Altres nacionalitats",14
2019,"6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","70","Turismes","Nacionalitat espanyola",454
2019,"6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","70","Turismes","Altres nacionalitats",40
2019,"6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","70","Motos","Nacionalitat espanyola",227
2019,"6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","70","Motos","Altres nacionalitats",28
2019,"6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","71","Turismes","Nacionalitat espanyola",315
2019,"6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","71","Turismes","Altres nacionalitats",24
2019,"6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","71","Motos","Nacionalitat espanyola",162
2019,"6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","71","Motos","Altres nacionalitats",15
2019,"6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","72","Turismes","Nacionalitat espanyola",460
2019,"6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","72","Turismes","Altres nacionalitats",30
2019,"6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","72","Motos","Nacionalitat espanyola",164
2019,"6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","72","Motos","Altres nacionalitats",15
2019,"6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","73","Turismes","Nacionalitat espanyola",411
2019,"6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","73","Turismes","Altres nacionalitats",16
2019,"6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","73","Motos","Nacionalitat espanyola",205
2019,"6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","73","Motos","Altres nacionalitats",13
2019,"6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","74","Turismes","Nacionalitat espanyola",242
2019,"6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","74","Turismes","Altres nacionalitats",18
2019,"6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","74","Motos","Nacionalitat espanyola",123
2019,"6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","74","Motos","Altres nacionalitats",23
2019,"6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","75","Turismes","Nacionalitat espanyola",389
2019,"6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","75","Turismes","Altres nacionalitats",10
2019,"6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","75","Motos","Nacionalitat espanyola",161
2019,"6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","75","Motos","Altres nacionalitats",10
2019,"6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","76","Turismes","Nacionalitat espanyola",431
2019,"6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","76","Turismes","Altres nacionalitats",9
2019,"6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","76","Motos","Nacionalitat espanyola",179
2019,"6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","76","Motos","Altres nacionalitats",6
2019,"6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","77","Turismes","Nacionalitat espanyola",301
2019,"6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","77","Turismes","Altres nacionalitats",19
2019,"6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","77","Motos","Nacionalitat espanyola",136
2019,"6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","77","Motos","Altres nacionalitats",19
2019,"6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","78","Turismes","Nacionalitat espanyola",306
2019,"6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","78","Turismes","Altres nacionalitats",24
2019,"6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","78","Motos","Nacionalitat espanyola",160
2019,"6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","78","Motos","Altres nacionalitats",37
2019,"6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","79","Turismes","Nacionalitat espanyola",290
2019,"6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","79","Turismes","Altres nacionalitats",19
2019,"6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","79","Motos","Nacionalitat espanyola",201
2019,"6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","79","Motos","Altres nacionalitats",7
2019,"6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","80","Turismes","Nacionalitat espanyola",319
2019,"6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","80","Turismes","Altres nacionalitats",20
2019,"6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","80","Motos","Nacionalitat espanyola",130
2019,"6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","80","Motos","Altres nacionalitats",14
2019,"6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","81","Turismes","Nacionalitat espanyola",342
2019,"6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","81","Turismes","Altres nacionalitats",22
2019,"6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","81","Motos","Nacionalitat espanyola",155
2019,"6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","81","Motos","Altres nacionalitats",17
2019,"6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","82","Turismes","Nacionalitat espanyola",481
2019,"6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","82","Turismes","Altres nacionalitats",23
2019,"6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","82","Motos","Nacionalitat espanyola",219
2019,"6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","82","Motos","Altres nacionalitats",18
2019,"6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","83","Turismes","Nacionalitat espanyola",511
2019,"6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","83","Turismes","Altres nacionalitats",15
2019,"6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","83","Motos","Nacionalitat espanyola",250
2019,"6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","83","Motos","Altres nacionalitats",11
2019,"6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","84","Turismes","Nacionalitat espanyola",376
2019,"6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","84","Turismes","Altres nacionalitats",19
2019,"6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","84","Motos","Nacionalitat espanyola",219
2019,"6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","84","Motos","Altres nacionalitats",26
2019,"6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","85","Turismes","Nacionalitat espanyola",371
2019,"6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","85","Turismes","Altres nacionalitats",15
2019,"6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","85","Motos","Nacionalitat espanyola",192
2019,"6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","85","Motos","Altres nacionalitats",11
2019,"6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","86","Turismes","Nacionalitat espanyola",352
2019,"6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","86","Turismes","Altres nacionalitats",20
