"POLIGON","CAPACITAT","GEOM_WKT"
18544,"A1.2","MULTIPOLYGON (((429170.510058517 4587171.70528361,429197.846154788 4587158.96076293,429204.787190987 4587153.75557699,429215.198267691 4587142.18719528,429229.658313821 4587136.40195036,429241.805433901 4587117.89237146,429251.059486581 4587110.37311239,429258.579575927 4587096.49069048,429269.569731002 4587072.19696744,429274.774829353 4587056.57951455,429278.82391642 4587042.69711595,429283.451004211 4587028.81471513,429287.500060311 4587020.13845912,429290.161050911 4587022.13649953,429286.709987587 4587032.10778741,429280.189845486 4587054.73443536,429266.767633323 4587088.09941579,429257.422509321 4587107.48099697,429240.689350167 4587131.81975963,429229.184258752 4587145.6262067,429207.709130454 4587164.41785403,429203.052158931 4587158.96073142,429188.151065508 4587172.85520734,429178.947056105 4587173.23927455,429170.510058517 4587171.70528361)))"
18771,"A1.1","MULTIPOLYGON (((430224.983350908 4585875.82283826,430256.27931832 4585890.96622275,430230.03109659 4585912.16660084,430224.983350908 4585875.82283826)))"
18772,"A1.1","MULTIPOLYGON (((430233.059925964 4585936.39610729,430236.08807449 4585917.21471784,430266.374306317 4585896.01434873,430271.42228905 4585900.05244232,430282.526264349 4585907.11861034,430315.841354761 4585906.10966209,430354.203450207 4585906.1097451,430371.3654472 4585912.16690156,430376.412307267 4585932.35830958,430376.412177705 4585949.52064734,430387.518105394 4585962.64392541,430390.54594461 4585984.85436591,430378.431565203 4586031.29325983,430371.364389021 4586052.49366869,430369.345224656 4586073.69408486,430347.136197261 4586070.66600148,430346.125240429 4586064.60787986,430349.154414048 4586042.39844177,430351.173699278 4586005.04470249,430351.173896468 4585978.79718134,430351.174116442 4585949.52060014,430351.174245408 4585932.35825949,430349.155240459 4585932.35825548,430327.955158265 4585936.3962941,430287.575029458 4585940.43429662,430255.268920733 4585944.47231659,430238.106864037 4585946.49132526,430233.059881432 4585942.4532323,430233.059925964 4585936.39610729)))"
18828,"A1.2","MULTIPOLYGON (((430100.860800656 4587167.55443125,430106.112679743 4587185.0607773,430111.36447734 4587213.94536798,430120.116226765 4587249.83208407,430126.243086591 4587269.96347558,430134.995997844 4587283.09269674,430129.7439947 4587283.09273352,430125.367979548 4587284.84380185,430122.742003026 4587281.34274486,430119.241094782 4587268.21348627,430114.86522963 4587248.95710078,430110.488401751 4587224.4486007,430102.611583574 4587198.1900839,430099.110730729 4587177.1826509,430100.860800656 4587167.55443125)))"
18829,"A1.2","MULTIPOLYGON (((430137.675004885 4587282.33466173,430129.172103332 4587267.87841052,430121.518214164 4587251.72011524,430116.416368889 4587229.61067288,430113.865476519 4587214.30335935,430108.7636672 4587187.09080436,430103.661815068 4587165.8313765,430107.91284865 4587161.57925813,430118.968100442 4587127.56345681,430126.622301635 4587100.35082634,430135.125418728 4587085.04344911,430139.377544606 4587068.03606097,430164.888794575 4587036.57125095,430186.148999444 4587011.05959909,430204.007140528 4586994.05114981,430241.423296105 4586977.89362496,430245.675275482 4586981.29467412,430243.124210571 4586989.79886289,430232.919144381 4586997.45307346,430221.864096202 4587002.55523627,430207.408063428 4587005.106364,430192.100962024 4587017.01169342,430183.597867563 4587028.91698912,430168.290730183 4587045.92543105,430152.133592763 4587062.93288116,430141.928424654 4587085.04341045,430137.676359883 4587093.54761673,430125.771172979 4587118.20921515,430115.566897069 4587155.62608235,430112.164718278 4587180.28763582,430118.117485547 4587213.45331321,430122.369263382 4587244.91696294,430130.873140952 4587262.77528916,430140.227146812 4587262.77522492,430158.084176367 4587260.22404791,430183.596266274 4587250.01965742,430204.005273208 4587250.86953668,430207.406188825 4587262.77476321,430204.855063632 4587279.78313772,430202.304006514 4587287.43631632,430192.950167461 4587264.47589844,430137.675004885 4587282.33466173)))"
15834,"A1.1","MULTIPOLYGON (((428917.389323656 4585099.76682697,428902.428308462 4585092.68050286,428872.507255505 4585082.44396687,428862.271070388 4585080.08090884,428861.482994299 4585087.9551533,428851.246551521 4585096.61753547,428848.884297243 4585124.96440878,428845.734122339 4585134.41372817,428838.647797409 4585143.86309456,428825.261259568 4585148.58739542,428826.836238906 4585162.7617982,428833.922418835 4585178.51018233,428839.43455628 4585191.10849186,428849.670913503 4585196.62053466,428853.607944621 4585217.09309821,428862.270195236 4585230.47939525,428869.356356094 4585243.86572714,428875.655360456 4585247.0158631,428877.231335519 4585252.52803691,428864.632119694 4585258.82721309,428852.033566504 4585272.21375944,428843.371194461 4585280.08809502,428844.922149095 4585298.14961485,428853.900357319 4585320.59517954,428858.389406319 4585341.24574329,428861.980520107 4585344.83680906,428874.642773587 4585353.03299698,428909.097663291 4585330.48029819,428909.192009423 4585331.04655942,428918.929087221 4585322.88038014,428928.412208181 4585306.86097048,428914.239226234 4585295.04953371,428894.553294817 4585270.63868727,428889.829496256 4585231.26749399,428893.766610073 4585213.15698696,428896.916655935 4585206.85782333,428928.412713315 4585216.30632076,428955.183744607 4585227.33082739,428973.294789606 4585230.4810431,428989.829824533 4585234.41826995,428998.490894684 4585227.331125,428982.742875736 4585221.0318348,428960.695838999 4585213.94447653,428944.94783265 4585205.28311443,428935.49889205 4585188.7465651,428944.948026797 4585170.63610476,428956.759227996 4585142.28936671,428966.208474845 4585104.49234123,428967.613590998 4585084.79678128,428945.62747172 4585091.70681048,428917.389323656 4585099.76682697),(428908.354701183 4585326.02107311,428909.192012909 4585330.41854096,428909.097663291 4585330.48029819,428908.354701183 4585326.02107311),(428908.354701183 4585326.02107311,428907.936045325 4585323.82233921,428890.615981218 4585324.97126508,428867.781876157 4585321.03403224,428855.182575981 4585291.11228598,428866.207064541 4585278.51278195,428880.380129333 4585291.89922277,428892.191034338 4585316.30901928,428907.936047068 4585323.50832998,428908.354701183 4585326.02107311)))"
18830,"A1.2","MULTIPOLYGON (((430204.855014197 4587286.58628051,430209.957208975 4587260.22369221,430204.005291746 4587248.31848313,430180.194270244 4587249.16866252,430161.486209155 4587255.97193412,430141.927160084 4587261.07517685,430132.573166395 4587259.37420446,430124.070276656 4587243.21691488,430122.369421569 4587222.80748683,430118.117601069 4587197.29596488,430114.715732323 4587178.586583,430117.267898387 4587155.62607189,430124.921093099 4587129.26445789,430136.826298098 4587102.05180377,430145.330439849 4587083.34235479,430152.133562142 4587067.18497179,430169.140706393 4587049.32649854,430189.549904039 4587024.66586796,430203.156015963 4587011.05951074,430205.707037012 4587008.50744402,430225.266087118 4587004.25625419,430243.974167781 4586995.75198178,430247.376202342 4586991.49987654,430247.376077595 4587008.5072281,430252.477951456 4587026.36557022,430255.02893514 4587028.9166093,430267.78495345 4587028.06652394,430294.146022417 4587022.1132625,430331.563127757 4587012.75887666,430346.019122649 4587015.30985219,430384.286172199 4587013.60961788,430399.593116362 4587022.96372158,430410.647036865 4587034.86889613,430423.402913468 4587052.72717572,430435.30785971 4587061.23127538,430443.811828532 4587066.33332689,430457.41782765 4587068.03428353,430465.070801974 4587072.28632235,430482.928687461 4587089.2935466,430495.684522193 4587112.25391001,430505.888393327 4587130.11218829,430514.392301925 4587142.86837815,430523.746178102 4587159.87564142,430531.399085418 4587172.63183348,430537.352024109 4587181.13495535,430546.705886099 4587199.84424549,430551.807797451 4587211.74943451,430554.358739888 4587219.40256043,430536.501642437 4587230.45788633,430522.895567924 4587238.96213793,430513.541522607 4587244.0642977,430499.084448077 4587252.56855763,430493.132502989 4587244.91445249,430487.179570794 4587235.56031428,430502.486626504 4587229.60809816,430517.792643184 4587228.7569796,430530.548743506 4587216.85167035,430534.800844903 4587204.09640272,430536.501911789 4587195.59223204,430529.698959472 4587188.7891481,430515.241981827 4587184.53716059,430517.793068808 4587173.48193547,430520.345123109 4587166.67879097,430517.793186694 4587158.17464639,430511.841227964 4587152.22257076,430505.888223391 4587152.22260754,430500.786232532 4587150.52160675,430496.534248827 4587147.97058443,430489.73132828 4587136.91541543,430484.629421924 4587124.15920274,430480.377542119 4587108.00191912,430480.377594176 4587101.19878899,430475.275648404 4587093.54567211,430470.243704763 4587085.60754884,430459.801713079 4587083.33756492,430443.910751122 4587076.52652375,430426.202818215 4587065.63041172,430414.398872956 4587057.00330891,430409.403919908 4587050.19320309,430407.133945281 4587046.56014429,430400.443059428 4587030.61686747,430390.23811389 4587022.11275438,430380.034097792 4587022.96382524,430347.720073448 4587022.11297936,430332.413052535 4587022.9640774,430304.350994317 4587027.21631215,430283.090942806 4587031.46851206,430253.327889824 4587034.86974119,430241.422841294 4587039.9719107,430226.115839469 4587038.27195786,430221.013909181 4587028.06677253,430214.210964719 4587019.56263096,430209.958954443 4587020.41367111,430198.053881251 4587028.9169123,430177.644714211 4587049.32645222,430169.140620367 4587061.23275096,430166.589550513 4587070.58696354,430166.589464544 4587082.49221616,430162.337411745 4587089.29538482,430152.983281177 4587106.30280073,430146.180165367 4587121.61016733,430140.228099397 4587130.11438461,430136.82598677 4587145.42173293,430132.573873648 4587160.72808722,430130.873805279 4587170.08329858,430128.321705866 4587183.68960689,430125.770539575 4587206.65011686,430130.022384136 4587228.75956419,430130.873256731 4587246.6179421,430138.526194566 4587255.97209081,430147.880212733 4587254.27199066,430164.887254246 4587250.01978441,430188.698331171 4587241.51544341,430214.209354041 4587240.66525382,430224.414211842 4587261.07461076,430216.760101755 4587275.53096558,430204.855014197 4587286.58628051)))"
14891,"A1.2","MULTIPOLYGON (((432014.910315422 4581853.2359035,432044.831191557 4581837.48864502,432076.3272356 4581828.04045251,432110.973194759 4581813.86832493,432079.477338877 4581831.19054938,432032.233655323 4581861.11039903,432007.037472386 4581903.62988668,431980.266319813 4581947.72333539,431931.447604925 4581976.06912679,431874.755133584 4581976.06759741,431800.740041403 4582037.48282291,431781.842121787 4582046.93134576,431899.950066525 4581924.09908311,431926.722446761 4581930.39882744,431964.517419133 4581916.22679109,431989.71401871 4581891.0303724,432014.910315422 4581853.2359035)))"
14893,"A1.2","MULTIPOLYGON (((431695.190319597 4582134.59436619,431696.293017261 4582167.32273713,431981.842324811 4582456.3878905,432029.086475919 4582475.28722586,432052.708723292 4582467.41374901,432202.318365115 4582313.08537998,432279.484759857 4582232.77185275,432394.446539305 4582108.3651892,432396.019269745 4582010.72681157,432383.42013461 4581966.63228177,432348.772774318 4581920.96115283,432328.300342558 4581909.93755502,432310.977901507 4581939.85821484,432271.608093476 4581961.90424585,432200.740865099 4581935.1312254,432153.495940338 4581913.08186403,432153.494921998 4581870.56269272,432170.816505417 4581846.94106233,432184.990138709 4581826.46835941,432162.941759429 4581818.59373648,432117.272211658 4581812.29348742,432191.288967827 4581817.01948979,432222.785391001 4581823.32035978,432251.13238339 4581854.81725018,432331.448850579 4581887.89054638,432355.071568696 4581909.93827545,432389.718671377 4581944.58435687,432438.539838261 4582020.17700203,432433.816386246 4582045.3739839,432433.816936212 4582068.99608664,432440.116316741 4582083.16931907,432016.488010832 4582513.08222751,431668.456768192 4582171.33802988,431668.456857543 4582161.88892966,431695.190319597 4582134.59436619)))"
1431,"A1.2","MULTIPOLYGON (((432933.281512789 4585658.00325296,432935.699644427 4585646.7182325,432974.388137179 4585612.0602907,432994.538193869 4585612.06036714,433031.613963914 4585641.88256486,433035.643767216 4585660.42161444,433011.463403496 4585687.01958539,432986.477129203 4585705.55754446,432972.775173105 4585698.3034842,432949.401342554 4585677.34735707,432933.281512789 4585658.00325296)))"
18545,"A1.2","MULTIPOLYGON (((429167.44206285 4587170.55427031,429156.704083511 4587165.56919661,429145.583119322 4587157.89904919,429157.471108704 4587161.35007394,429166.675120489 4587160.58299674,429184.316172738 4587154.0637087,429199.003237408 4587145.07937156,429207.32528394 4587138.33913572,429227.34540445 4587120.78453459,429240.648477612 4587110.37317208,429252.96162101 4587088.09949291,429264.083777655 4587063.55476206,429267.151860798 4587050.13238003,429273.618011975 4587025.92268759,429279.040102128 4587011.78127577,429285.765072503 4587017.82540536,429275.204902879 4587044.3801808,429271.369821139 4587057.4195557,429266.767725081 4587072.7589981,429250.277508935 4587106.5080112,429240.070442736 4587116.15733393,429227.34532219 4587134.66691631,429213.463276524 4587140.45115769,429205.024209708 4587150.61148864,429196.587164544 4587157.13171987,429167.44206285 4587170.55427031)))"
18827,"A1.2","MULTIPOLYGON (((430098.235792431 4587168.42946657,430097.359735656 4587176.30764294,430098.235624081 4587192.06297915,430106.112417506 4587221.82257279,430109.613307449 4587237.57789032,430113.114190999 4587254.20822605,430119.241019694 4587278.71671272,430122.741971722 4587285.71883911,430119.240963383 4587286.59388255,430117.490987363 4587283.09281932,430112.239109194 4587265.58747785,430108.738238166 4587247.2061044,430104.362360137 4587229.70075491,430100.860488758 4587211.31937973,430098.235555502 4587201.69118799,430095.609640874 4587189.43693893,430092.98374485 4587174.5566324,430098.235792431 4587168.42946657)))"
18524,"A1.1","MULTIPOLYGON (((428532.183315473 4585740.20707735,428539.243625562 4585728.43966116,428541.832601509 4585753.62236485,428559.013020089 4585796.22142226,428586.314953848 4585806.10642542,428594.316307414 4585792.45494413,428624.442386019 4585793.39665713,428618.794092356 4585811.75425237,428645.389007823 4585819.52120336,428686.812532238 4585811.98855241,428715.054525867 4585815.75436989,428742.120404689 4585832.93559596,428773.658487744 4585841.40752061,428783.542784464 4585851.76372526,428805.431473719 4585868.47299559,428870.389747897 4585876.0035545,428876.038946438 4585868.47229023,428888.981911248 4585880.9466932,428886.157865179 4585888.00689521,428826.848143632 4585885.18327253,428794.134023721 4585876.9453624,428741.414310118 4585845.87998518,428705.64010937 4585830.81691074,428666.100702616 4585828.93526458,428625.619284819 4585822.345491,428602.789485774 4585818.34461099,428565.603210019 4585806.10664103,428548.422613971 4585801.63469,428538.772384602 4585776.4520597,428529.594111784 4585763.97779414,428529.358167578 4585750.09239391,428532.183315473 4585740.20707735)))"
18886,"A1.2","MULTIPOLYGON (((432018.344288827 4586647.27565681,432008.506400528 4586634.41057221,432030.453854823 4586591.27313218,432025.155698664 4586606.40927857,432022.885502698 4586626.08545731,432024.399423382 4586634.41052592,432038.777369817 4586641.97754959,432059.967392601 4586642.73449316,432081.914423878 4586642.73442786,432096.293466811 4586640.46436625,432112.185526997 4586636.68028821,432129.591597039 4586632.13920042,432148.510729781 4586621.54406127,432172.727908658 4586607.16488067,432178.783023546 4586596.57078215,432190.134154151 4586585.21866488,432206.784270346 4586576.13655302,432224.946343526 4586571.59647306,432255.218496597 4586561.00132032,432274.89458811 4586554.94722919,432306.679744914 4586544.35207962,432334.679842549 4586539.05397846,432354.356873242 4586539.05393287,432361.167860582 4586541.32393183,432365.70778998 4586548.89197022,432383.113824658 4586548.13592387,432383.870864755 4586544.35189804,432383.871082753 4586523.16176349,432384.628239691 4586508.02566582,432380.844327026 4586498.94461601,432380.844459353 4586486.07853412,432386.142600413 4586473.21344228,432385.385793884 4586454.29432393,432386.142958753 4586438.40122209,432380.135944723 4586438.77423438,432386.142989914 4586435.37420296,432384.629034075 4586430.83317667,432380.845050967 4586428.56316829,432388.413056116 4586429.32016107,432386.898149858 4586517.10671847,432386.14181377 4586549.64892625,432360.410774029 4586549.64898778,432346.031728579 4586551.91903711,432327.868646471 4586557.21711638,432304.408548828 4586563.27121517,432281.705452711 4586569.32531389,432265.05638143 4586573.86638813,432267.326369536 4586575.38039317,432258.245332845 4586577.65043265,432231.001215459 4586585.21855827,432212.838104552 4586593.54266809,432196.944974632 4586604.137791,432187.863862702 4586613.97589124,432162.133651375 4586631.38209966,432160.619656741 4586630.62609813,432155.322581207 4586637.43716724,432118.239400546 4586650.30238124,432115.969374829 4586652.57240662,432104.617336333 4586654.84345989,432022.8852212 4586654.84370959,432018.344288827 4586647.27565681)))"
15818,"A1.1","MULTIPOLYGON (((429046.818530852 4584797.98724623,429059.146585275 4584797.21934439,429089.33468545 4584801.04374567,429116.575729578 4584812.34832585,429133.99475626 4584819.76069976,429159.753858761 4584819.94595138,429179.767891894 4584827.9153622,429183.102813836 4584843.29681704,429166.40865967 4584858.0900686,429165.312693522 4584851.63588007,429172.354764378 4584844.4087466,429170.316816655 4584834.21644618,429161.791800084 4584831.25128347,429136.033743758 4584823.28181724,429118.242725451 4584814.20139367,429109.533705508 4584811.60723734,429091.807668042 4584805.75590214,429075.10662203 4584802.04463587,429059.517550338 4584803.52952676,429048.393505491 4584803.49941812,429032.645355913 4584818.45969201,429014.535008631 4584866.49289366,429004.298855944 4584886.17836383,428985.400616403 4584915.31303111,428971.227516709 4584923.18713202,428960.990259552 4584961.77015995,428964.13995204 4585018.4648307,428974.37583031 4585046.81273531,428966.896584995 4585085.39579303,428920.439335871 4585099.56884475,428923.194381038 4585093.26968164,428921.619515761 4585068.07293154,428925.556767619 4585025.55171892,428943.667844276 4585023.97682199,428955.478875244 4585026.33898784,428944.455103407 4584978.30649847,428961.778506631 4584918.46191089,429004.298923223 4584874.36702475,429015.322119699 4584847.59435987,429023.984312014 4584820.03465391,429034.22043909 4584805.07332561,429046.818530852 4584797.98724623)))"
26386,"A1.2","MULTIPOLYGON (((432729.275721933 4587444.89476602,432741.565719958 4587445.42866478,432762.940674656 4587450.23750367,432791.795625452 4587455.58127963,432796.604557455 4587461.99326252,432802.482426008 4587474.28325737,432805.688247392 4587490.8482901,432808.360080096 4587506.34532299,432812.100872362 4587525.58235929,432817.977624226 4587548.5593886,432824.390369998 4587572.07141309,432829.199202291 4587587.56742269,432836.146028757 4587603.59841289,432843.091942144 4587611.61337432,432804.072822988 4587622.34778593,432806.082958548 4587609.84172088,432823.855016106 4587604.66653327,432827.522032977 4587603.1414931,432822.787120402 4587595.04850933,432814.77123549 4587584.36154647,432801.947332377 4587575.27763301,432793.931441171 4587565.12466961,432783.779543635 4587555.50672672,432780.572554685 4587554.43775201,432770.954455236 4587563.52187532,432772.557328672 4587575.27790611,432771.488115338 4587595.04899284,432775.762919755 4587613.21702265,432805.686956687 4587610.01072527,432803.549823465 4587622.30079078,432784.846781912 4587626.04198468,432774.159752488 4587628.71409794,432772.02279847 4587624.43910194,432766.144838431 4587620.6981438,432765.609930517 4587612.14811535,432760.801108524 4587595.58309564,432759.19831547 4587576.34703445,432753.320538954 4587555.50700565,432747.977767965 4587534.13196828,432742.633887562 4587522.91097077,432735.688150102 4587498.32993169,432731.413504656 4587465.19983203,432729.275721933 4587444.89476602)))"
14790,"A1.2","MULTIPOLYGON (((432590.029142705 4581935.75971608,432618.375642897 4581903.47733251,432628.61189095 4581910.56364041,432619.950997688 4581918.43744325,432617.589283466 4581931.82344077,432615.226533424 4581943.634431,432609.715649368 4581950.72131474,432609.715811307 4581957.80734702,432590.029142705 4581935.75971608)))"
14799,"A1.2","MULTIPOLYGON (((432519.081414562 4581366.14426432,432540.342762493 4581415.75104595,432544.279746097 4581413.38913905,432519.081414562 4581366.14426432)),((432519.081414562 4581366.14426432,432484.434840049 4581355.90630835,432456.088617783 4581358.26857405,432406.48589735 4581519.68497053,432388.37603382 4581575.58973234,432386.01487709 4581612.59782909,432391.527810687 4581650.39413852,432416.72520434 4581657.48083981,432442.709714029 4581669.29258313,432464.757205079 4581681.89222572,432487.592301023 4581677.16781337,432523.024966509 4581648.82263094,432541.134641601 4581627.56301753,432555.307336716 4581608.66530927,432578.14164379 4581569.29573757,432592.314162465 4581542.52399172,432560.02934347 4581476.38183814,432549.792631326 4581449.60944729,432550.57904191 4581423.62535106,432545.855141301 4581429.9242549,432521.445161169 4581440.94766074,432519.083882685 4581473.23074261,432529.320632543 4581501.57813982,432545.069360132 4581526.77466946,432563.179800631 4581538.58620218,432578.928109895 4581545.67365139,432580.503395101 4581557.48474667,432562.393985982 4581590.55541584,432541.134442341 4581618.90097867,432522.237560075 4581631.49953267,432490.741673809 4581648.82177182,432474.205213756 4581635.43527277,432463.180565586 4581611.81287574,432453.732716676 4581622.04866962,432431.683452699 4581576.37888448,432417.510229922 4581572.44149143,432408.848543783 4581546.45614909,432413.571706912 4581508.66111017,432419.870472767 4581496.06322197,432424.595095791 4581477.953268,432425.381809998 4581465.3542339,432448.215655997 4581406.2995778,432458.450823471 4581366.14267074,432476.560963593 4581364.56813977,432511.207501247 4581373.23008895,432519.081414562 4581366.14426432)))"
14800,"A1.1","MULTIPOLYGON (((432427.743887434 4581467.71630655,432428.531821654 4581464.56731362,432442.704169851 4581430.70853953,432455.301359042 4581390.55169519,432460.812901268 4581368.50474321,432478.923059506 4581367.71721577,432513.569578697 4581375.59216159,432519.081505293 4581370.08128191,432523.018725021 4581377.95542062,432486.798555052 4581385.828503,432483.648396988 4581380.31639574,432477.349390463 4581382.67824051,432473.412224597 4581377.16611262,432462.388263431 4581383.46485047,432461.601292306 4581385.0398367,432464.750505368 4581392.91395421,432468.687507012 4581391.33905086,432469.475551134 4581392.91407854,432467.112984399 4581412.59910311,432463.176421076 4581433.07208953,432450.57868411 4581449.60682997,432438.767882443 4581462.99257693,432427.743887434 4581467.71630655)))"
14804,"A1.1","MULTIPOLYGON (((432483.649781315 4581440.15866057,432486.79957474 4581429.92269831,432491.523620069 4581429.92282282,432493.098707982 4581433.0728783,432504.12168642 4581427.56114437,432488.372770571 4581394.48958279,432501.759227394 4581408.66299809,432515.145719617 4581424.41142086,432513.570777129 4581427.5613934,432483.649781315 4581440.15866057)))"
15832,"A1.1","MULTIPOLYGON (((429266.602453589 4585288.35760987,429261.877473312 4585282.45141981,429261.483514764 4585275.36422562,429272.50751639 4585281.27045669,429266.602453589 4585288.35760987)))"
15775,"A1.1","MULTIPOLYGON (((429365.322500617 4585172.80319974,429354.298471437 4585171.22807893,429331.463516453 4585150.75537083,429301.542496345 4585136.58177204,429259.02248199 4585113.74583836,429237.762476159 4585101.9343559,429210.991496568 4585082.24861192,429207.841583761 4585065.71313469,429215.715593907 4585068.86228308,429227.526651489 4585066.50031201,429234.613772168 4585050.75193984,429234.613862054 4585035.79053303,429240.912913918 4585031.0664559,429252.723905685 4585039.72778657,429261.385856948 4585053.11421821,429261.385790314 4585064.13851602,429273.196762212 4585075.94992775,429278.70777285 4585077.52501335,429297.605842051 4585077.52516133,429311.778966148 4585065.71395716,429318.07811466 4585045.24046165,429317.29117441 4585035.00418264,429333.039295872 4585024.76803875,429333.826332684 4585019.25589897,429347.212523518 4584996.42040525,429354.299559972 4584994.84542296,429362.173438707 4585019.25613174,429352.724359637 4585026.34224124,429338.551277697 4585031.06725072,429324.378205601 4585034.21621916,429322.803180432 4585037.36629018,429333.039126553 4585052.32777001,429336.189022025 4585071.22529625,429324.377896625 4585084.61155936,429307.054814141 4585087.76150874,429283.4327232 4585088.54834655,429267.684689593 4585084.61111816,429262.172659939 4585086.18611778,429259.022600879 4585094.06030616,429262.172550478 4585104.29660701,429285.794540429 4585120.04521077,429300.755560731 4585125.55747117,429319.652561173 4585136.58190666,429326.7395624 4585140.51906401,429340.912588831 4585144.45627326,429357.448642966 4585145.24341599,429365.322651564 4585148.39355696,429377.920715968 4585145.24356683,429392.881798706 4585140.51955351,429377.920623184 4585160.20495954,429365.322500617 4585172.80319974)))"
15586,"A1.1","MULTIPOLYGON (((429756.20188153 4579701.8606006,429755.631873593 4579701.86058676,429853.534634303 4579681.37193505,429923.824592762 4579783.22179352,430000.348682817 4579819.0427163,430254.341327418 4579825.56093317,430392.734123618 4579858.1273822,430452.976483591 4579877.66589831,430431.809192266 4579806.02822992,430376.446169404 4579618.79149803,430404.12442223 4579613.90815784,430428.548636109 4579680.66188846,430488.795784141 4579871.15476204,430545.785390481 4580009.54646531,430570.208018356 4580056.76317357,430549.042607304 4580051.87863962,430454.607919441 4579999.77619632,430366.685422615 4579916.73886248,430267.368539438 4579897.19938752,429988.954421088 4579884.16754058,429896.14831186 4579854.85822393,429756.20188153 4579701.8606006)))"
15619,"A1.1","MULTIPOLYGON (((428624.913520659 4585568.26207049,428607.589687148 4585608.42043319,428616.250883482 4585632.83105216,428628.062291136 4585637.5550625,428627.275144891 4585661.17776178,428650.109916553 4585672.98886226,428681.60706598 4585672.20150139,428715.467338842 4585664.32690639,428743.027633691 4585609.99400652,428750.11390988 4585606.84383645,428782.399030262 4585617.8678118,428798.147491895 4585638.340248,428813.108816621 4585677.71225523,428783.973723173 4585684.01175367,428780.036727379 4585657.23900312,428765.075152588 4585662.75132703,428761.925085036 4585654.09010482,428757.987945909 4585653.3021239,428744.60243716 4585657.23938424,428747.751437288 4585678.49997817,428747.751394876 4585686.37421068,428735.939873377 4585703.69784794,428717.829158563 4585714.72136545,428676.882809136 4585688.73703752,428642.235555031 4585687.95038472,428660.347160676 4585698.18649125,428658.771967566 4585724.95929286,428680.032550385 4585761.18013109,428717.041752018 4585786.37748416,428733.577351013 4585785.59028818,428768.224528698 4585798.18829868,428796.571472883 4585811.57440012,428813.894997373 4585828.89773437,428842.241864626 4585854.88221414,428860.353511704 4585854.88202798,428854.053399592 4585835.19650663,428865.864858784 4585828.89719694,428864.290693283 4585847.79477634,428865.077639547 4585861.96919062,428843.02986136 4585860.39437001,428813.894869465 4585851.73241205,428798.146363375 4585841.49627068,428758.775082613 4585817.8739788,428758.77510819 4585813.14983921,428750.900872353 4585804.48766519,428722.552912759 4585793.46463538,428683.1815421 4585784.80279176,428647.747294919 4585779.29100084,428635.148829565 4585781.65420188,428641.448083933 4585776.14197462,428652.472640103 4585744.64493637,428643.023389769 4585726.53350587,428626.486920519 4585700.5489214,428620.975802472 4585684.01349691,428614.675690054 4585660.39087428,428602.077339118 4585638.34236638,428599.715314436 4585625.74402433,428591.053062959 4585612.35772792,428580.583736648 4585600.60349931,428582.437874127 4585586.18305892,428599.715575971 4585572.19946196,428611.527025138 4585569.04924041,428624.913520659 4585568.26207049)))"
