"POLIGON","CAPACITAT","GEOM_WKT"
27177,"C3","MULTIPOLYGON (((428308.696528853 4586277.83823639,428308.694987034 4586277.83551398,428308.692679408 4586277.83340127,428308.68983186 4586277.83210505,428308.686723129 4586277.83175222,428308.68365752 4586277.83237731,428308.680935114 4586277.83391913,428308.678822401 4586277.83622676,428308.677526188 4586277.8390743,428308.677173356 4586277.84218303,428308.677798443 4586277.84524864,428371.657278944 4586446.06947324,428371.658820763 4586446.07219564,428371.661128389 4586446.07430835,428371.663975937 4586446.07560457,428371.667084667 4586446.0759574,428371.670150277 4586446.07533231,428371.672872682 4586446.07379049,428371.674985395 4586446.07148287,428371.676281609 4586446.06863532,428371.676634441 4586446.06552659,428371.676009353 4586446.06246098,428308.696528853 4586277.83823639)))"
27180,"C3","MULTIPOLYGON (((428223.884790491 4585945.77862014,428223.883241896 4585945.77590158,428223.880929014 4585945.77379462,428223.878078246 4585945.7725055,428223.874968646 4585945.77216042,428223.871904603 4585945.77279314,428223.869186047 4585945.77434173,428223.867079089 4585945.77665462,428223.865789972 4585945.77950538,428223.865444885 4585945.78261498,428223.866077607 4585945.78567903,428305.362137486 4586161.82900309,428305.363686082 4586161.83172165,428305.365998964 4586161.83382861,428305.368849731 4586161.83511772,428305.371959331 4586161.83546281,428305.375023374 4586161.83483009,428305.37774193 4586161.83328149,428305.379848889 4586161.83096861,428305.381138005 4586161.82811784,428305.381483092 4586161.82500824,428305.380850371 4586161.8219442,428223.884790491 4585945.77862014)))"
27161,"C3","MULTIPOLYGON (((429074.682709273 4587702.76576695,429074.679661446 4587702.76506024,429074.676544403 4587702.76532995,429074.673663263 4587702.76654967,429074.671300053 4587702.76860002,429074.669686098 4587702.77128029,429074.668979386 4587702.77432812,429074.669249093 4587702.77744516,429074.670468818 4587702.7803263,429074.672519167 4587702.78268951,429074.675199438 4587702.78430347,429177.968960169 4587744.63247197,429177.972007997 4587744.63317868,429177.97512504 4587744.63290897,429177.97800618 4587744.63168925,429177.98036939 4587744.6296389,429177.981983345 4587744.62695863,429177.982690057 4587744.6239108,429177.98242035 4587744.62079376,429177.981200625 4587744.61791262,429177.979150275 4587744.61554941,429177.976470005 4587744.61393545,429074.682709273 4587702.76576695)))"
27155,"C3","MULTIPOLYGON (((429324.649372984 4587793.50450463,429324.646276183 4587793.50405908,429324.643193266 4587793.5045923,429324.640426013 4587793.50605209,429324.6382453 4587793.50829557,429324.636864591 4587793.51110312,429324.636419039 4587793.51419992,429324.636952259 4587793.51728284,429324.638412055 4587793.52005009,429324.640655531 4587793.52223081,429324.643463082 4587793.52361151,429600.589891789 4587878.87590457,429600.59298859 4587878.87635013,429600.596071507 4587878.87581691,429600.598838761 4587878.87435711,429600.601019474 4587878.87211363,429600.602400182 4587878.86930608,429600.602845734 4587878.86620928,429600.602312514 4587878.86312637,429600.600852718 4587878.86035911,429600.598609242 4587878.8581784,429600.595801691 4587878.85679769,429324.649372984 4587793.50450463)))"
27150,"C3","MULTIPOLYGON (((429662.289535969 4587894.48322747,429662.286408201 4587894.48315153,429662.28341005 4587894.48404583,429662.280834995 4587894.48582285,429662.278935101 4587894.48830863,429662.277896342 4587894.49125984,429662.2778204 4587894.49438761,429662.278714707 4587894.49738576,429662.280491724 4587894.49996082,429662.282977504 4587894.50186071,429662.28592872 4587894.50289947,429810.445712186 4587921.67090859,429810.448839953 4587921.67098453,429810.451838104 4587921.67009022,429810.454413159 4587921.6683132,429810.456313053 4587921.66582743,429810.457351812 4587921.66287621,429810.457427755 4587921.65974844,429810.456533447 4587921.65675029,429810.45475643 4587921.65417524,429810.452270651 4587921.65227534,429810.449319434 4587921.65123658,429662.289535969 4587894.48322747)))"
27156,"C3","MULTIPOLYGON (((429705.007022394 4587863.11104869,429705.003898249 4587863.11088013,429705.000874922 4587863.11168523,429704.998248358 4587863.11338519,429704.996275663 4587863.1158136,429704.995149938 4587863.11873275,429704.994981377 4587863.1218569,429704.99578648 4587863.12488022,429704.997486438 4587863.12750679,429704.99991485 4587863.12947948,429705.002833998 4587863.13060521,429826.137636506 4587889.07390557,429826.140760652 4587889.07407414,429826.143783979 4587889.07326903,429826.146410543 4587889.07156907,429826.148383238 4587889.06914066,429826.149508963 4587889.06622151,429826.149677524 4587889.06309737,429826.14887242 4587889.06007404,429826.147172463 4587889.05744748,429826.144744053 4587889.05547478,429826.141824903 4587889.05434906,429705.007022394 4587863.11104869)))"
27158,"C3","MULTIPOLYGON (((429455.598939674 4587803.18630178,429455.595828281 4587803.18597325,429455.592767649 4587803.18662227,429455.590057372 4587803.18818531,429455.587962752 4587803.19050937,429455.586688825 4587803.19336696,429455.586360291 4587803.19647835,429455.58700931 4587803.19953898,429455.588572351 4587803.20224926,429455.590896413 4587803.20434388,429455.593754001 4587803.20561781,429625.833441918 4587848.90898668,429625.836553311 4587848.90931521,429625.839613943 4587848.90866619,429625.84232422 4587848.90710315,429625.84441884 4587848.90477909,429625.845692767 4587848.9019215,429625.846021301 4587848.89881011,429625.845372282 4587848.89574947,429625.843809241 4587848.8930392,429625.841485179 4587848.89094458,429625.838627591 4587848.88967065,429455.598939674 4587803.18630178)))"
27163,"C3","MULTIPOLYGON (((429090.966197247 4587652.62926563,429090.963165492 4587652.62849287,429090.960043326 4587652.6286948,429090.957136367 4587652.62985164,429090.95472917 4587652.63185017,429090.953057367 4587652.63449474,429090.952284607 4587652.6375265,429090.952486532 4587652.64064866,429090.953643376 4587652.64355562,429090.9556419 4587652.64596282,429090.958286474 4587652.64763462,429318.013722953 4587750.43114862,429318.016754708 4587750.43192138,429318.019876875 4587750.43171945,429318.022783833 4587750.43056261,429318.02519103 4587750.42856408,429318.026862833 4587750.42591951,429318.027635594 4587750.42288775,429318.027433669 4587750.41976559,429318.026276825 4587750.41685863,429318.024278301 4587750.41445143,429318.021633726 4587750.41277963,429090.966197247 4587652.62926563)))"
27024,"C3","MULTIPOLYGON (((432146.064183244 4588688.76165544,432146.06730725 4588688.76148431,432146.070225475 4588688.76035619,432146.072652263 4588688.75838151,432146.074350064 4588688.75575355,432146.075152685 4588688.75272956,432146.074981559 4588688.74960555,432146.073853438 4588688.74668733,432146.071878749 4588688.74426054,432146.06925079 4588688.74256274,432146.066226803 4588688.74176012,432069.476327695 4588680.87478455,432069.47320369 4588680.87495567,432069.470285464 4588680.8760838,432069.467858676 4588680.87805848,432069.466160875 4588680.88068644,432069.465358254 4588680.88371043,432069.46552938 4588680.88683444,432069.466657502 4588680.88975266,432069.46863219 4588680.89217945,432069.471260149 4588680.89387725,432069.474284136 4588680.89467987,432146.064183244 4588688.76165544)))"
27103,"C3","MULTIPOLYGON (((431622.34456845 4588622.86882817,431622.341439761 4588622.86882882,431622.338464402 4588622.86979626,431622.335933622 4588622.87163579,431622.334095151 4588622.87416733,431622.333128951 4588622.87714309,431622.333129602 4588622.88027178,431622.334097039 4588622.88324714,431622.335936563 4588622.88577792,431622.338468108 4588622.88761639,431622.341443869 4588622.88858259,431767.210181363 4588645.80265297,431767.213310052 4588645.80265231,431767.216285411 4588645.80168488,431767.218816191 4588645.79984535,431767.220654662 4588645.79731381,431767.221620862 4588645.79433805,431767.221620211 4588645.79120936,431767.220652774 4588645.788234,431767.21881325 4588645.78570322,431767.216281705 4588645.78386475,431767.213305944 4588645.78289855,431622.34456845 4588622.86882817)))"
27104,"C3","MULTIPOLYGON (((431466.41522595 4588592.86195663,431466.412098971 4588592.86185321,431466.409093076 4588592.86272113,431466.406502504 4588592.86447545,431466.404580838 4588592.86694444,431466.403516184 4588592.86988641,431466.403412758 4588592.87301339,431466.404280683 4588592.87601929,431466.406035002 4588592.87860986,431466.408503989 4588592.88053152,431466.411445962 4588592.88159618,431622.577115636 4588622.93852204,431622.580242616 4588622.93862547,431622.58324851 4588622.93775754,431622.585839082 4588622.93600322,431622.587760748 4588622.93353424,431622.588825402 4588622.93059226,431622.588928829 4588622.92746528,431622.588060903 4588622.92445939,431622.586306585 4588622.92186882,431622.583837598 4588622.91994715,431622.580895624 4588622.9188825,431466.41522595 4588592.86195663)))"
27482,"A4","MULTIPOLYGON (((430973.435023008 4587632.92922912,430973.438010213 4587632.92829891,430973.440563762 4587632.92649112,430973.442433694 4587632.92398273,430973.443436968 4587632.92101926,430973.443475377 4587632.91789081,430973.442545161 4587632.9149036,430973.440737375 4587632.91235005,430973.438228979 4587632.91048012,430973.435265512 4587632.90947685,430973.432137058 4587632.90943844,430931.419082506 4587639.0359344,430931.416095301 4587639.03686461,430931.413541753 4587639.0386724,430931.411671821 4587639.0411808,430931.410668547 4587639.04414426,430931.410630138 4587639.04727272,430931.411560354 4587639.05025992,430931.41336814 4587639.05281347,430931.415876536 4587639.0546834,430931.418840003 4587639.05568668,430931.421968456 4587639.05572508,430973.435023008 4587632.92922912)))"
30109,"A4","MULTIPOLYGON (((428596.119907925 4580595.0979949,428596.120485054 4580595.0949199,428596.120083709 4580595.09181706,428596.118743177 4580595.0889901,428596.116594679 4580595.08671576,428596.113848523 4580595.08521665,428596.110773524 4580595.08463952,428596.107670684 4580595.08504087,428596.10484373 4580595.0863814,428596.102569384 4580595.0885299,428596.101070274 4580595.09127605,428578.181790578 4580645.33161392,428578.18121345 4580645.33468892,428578.181614794 4580645.33779176,428578.182955327 4580645.34061872,428578.185103825 4580645.34289306,428578.18784998 4580645.34439217,428578.19092498 4580645.3449693,428578.19402782 4580645.34456796,428578.196854774 4580645.34322742,428578.19912912 4580645.34107893,428578.200628229 4580645.33833277,428596.119907925 4580595.0979949)))"
27302,"C3","MULTIPOLYGON (((434411.369349624 4583898.94188945,434411.371913354 4583898.94368277,434411.374905771 4583898.94459608,434411.378033957 4583898.94453998,434411.380991704 4583898.94351996,434411.383489487 4583898.94163588,434411.385282804 4583898.93907215,434411.386196115 4583898.93607973,434411.386140017 4583898.93295155,434411.385120003 4583898.9299938,434411.383235917 4583898.92749602,434138.303701101 4583635.46966834,434138.301137372 4583635.46787502,434138.298144955 4583635.46696171,434138.295016769 4583635.46701781,434138.292059022 4583635.46803783,434138.289561239 4583635.46992191,434138.287767921 4583635.47248564,434138.286854611 4583635.47547806,434138.286910708 4583635.47860624,434138.287930723 4583635.48156399,434138.289814809 4583635.48406177,434411.369349624 4583898.94188945)))"
31822,"C3","MULTIPOLYGON (((429938.235429317 4578762.43509953,429938.237815101 4578762.43712357,429938.240709579 4578762.4383113,429938.243829419 4578762.43854645,429938.246869229 4578762.43780601,429938.249531451 4578762.43616246,429938.25155549 4578762.43377667,429938.252743217 4578762.4308822,429938.252978369 4578762.42776236,429938.252237929 4578762.42472255,429938.250594376 4578762.42206032,429630.789932103 4578404.83450164,429630.787546319 4578404.8324776,429630.784651842 4578404.83128987,429630.781532002 4578404.83105472,429630.778492192 4578404.83179516,429630.775829969 4578404.83343871,429630.773805931 4578404.8358245,429630.772618204 4578404.83871897,429630.772383051 4578404.84183881,429630.773123491 4578404.84487862,429630.774767044 4578404.84754085,429938.235429317 4578762.43509953)))"
27294,"C3","MULTIPOLYGON (((433374.160628809 4582686.56629304,433374.158094502 4582686.56445838,433374.155117291 4582686.56349665,433374.151988606 4582686.56350201,433374.149014705 4582686.56447392,433374.146486694 4582686.56631725,433374.144652033 4582686.56885155,433374.14369031 4582686.57182877,433374.143695666 4582686.57495745,433374.144667576 4582686.57793135,433374.146510904 4582686.58045936,433609.589213013 4582921.21842665,433609.59174732 4582921.22026131,433609.594724531 4582921.22122303,433609.597853216 4582921.22121768,433609.600827117 4582921.22024576,433609.603355128 4582921.21840244,433609.60518979 4582921.21586813,433609.606151512 4582921.21289092,433609.606146156 4582921.20976223,433609.605174246 4582921.20678833,433609.603330918 4582921.20426032,433374.160628809 4582686.56629304)))"
31829,"A4","MULTIPOLYGON (((426225.234612304 4581029.58672413,426225.236245245 4581029.58405538,426225.236973576 4581029.58101265,426225.236726004 4581029.57789377,426225.235526762 4581029.57500404,426225.233493241 4581029.57262634,426225.230824496 4581029.5709934,426225.227781762 4581029.57026507,426225.224662883 4581029.57051264,426225.221773157 4581029.57171188,426225.21939545 4581029.5737454,426198.554051324 4581060.83741276,426198.552418384 4581060.84008151,426198.551690052 4581060.84312424,426198.551937624 4581060.84624312,426198.553136866 4581060.84913284,426198.555170387 4581060.85151055,426198.557839132 4581060.85314349,426198.560881866 4581060.85387182,426198.564000745 4581060.85362425,426198.566890471 4581060.85242501,426198.569268178 4581060.85039149,426225.234612304 4581029.58672413)))"
8401,"C2","MULTIPOLYGON (((433147.862572665 4587126.31325272,433147.862575627 4587126.31638141,433147.863545261 4587126.31935605,433147.865386654 4587126.32188547,433147.867919557 4587126.32372207,433147.870896031 4587126.32468607,433147.874024719 4587126.32468311,433147.876999363 4587126.32371348,433147.879528784 4587126.32187208,433147.881365384 4587126.31933918,433147.882329385 4587126.31636271,433167.276741251 4587003.11009437,433167.276738289 4587003.10696568,433167.275768654 4587003.10399104,433167.273927262 4587003.10146162,433167.271394359 4587003.09962501,433167.268417885 4587003.09866101,433167.265289197 4587003.09866398,433167.262314553 4587003.09963361,433167.259785132 4587003.101475,433167.257948532 4587003.10400791,433167.256984531 4587003.10698438,433147.862572665 4587126.31325272)))"
8406,"C2","MULTIPOLYGON (((433240.792397931 4587047.20836031,433240.789271949 4587047.20823019,433240.786258753 4587047.20907241,433240.783653297 4587047.21080455,433240.78171062 4587047.21325704,433240.780620885 4587047.21618981,433240.780490763 4587047.2193158,433240.781332991 4587047.22232899,433240.783065127 4587047.22493445,433240.785517616 4587047.22687712,433240.788450392 4587047.22796686,433358.110274428 4587070.84928086,433358.11340041 4587070.84941098,433358.116413606 4587070.84856876,433358.119019063 4587070.84683662,433358.12096174 4587070.84438413,433358.122051475 4587070.84145136,433358.122181597 4587070.83832537,433358.121339368 4587070.83531218,433358.119607233 4587070.83270672,433358.117154744 4587070.83076404,433358.114221968 4587070.82967431,433240.792397931 4587047.20836031)))"
8402,"C2","MULTIPOLYGON (((433216.368892929 4587192.88569797,433216.368839514 4587192.8888262,433216.369755391 4587192.89181784,433216.371550907 4587192.89438003,433216.374050304 4587192.89626197,433216.377008924 4587192.89727945,433216.380137158 4587192.89733286,433216.383128791 4587192.89641699,433216.385690981 4587192.89462147,433216.387572924 4587192.89212207,433216.388590402 4587192.88916345,433246.311557099 4587022.80984841,433246.311610514 4587022.80672017,433246.310694637 4587022.80372854,433246.308899121 4587022.80116635,433246.306399724 4587022.79928441,433246.303441103 4587022.79826693,433246.30031287 4587022.79821351,433246.297321237 4587022.79912939,433246.294759047 4587022.8009249,433246.292877104 4587022.8034243,433246.291859626 4587022.80638292,433216.368892929 4587192.88569797)))"
8397,"C2","MULTIPOLYGON (((433110.229621588 4586985.98717589,433110.226511038 4586985.98683948,433110.223448771 4586985.98748074,433110.220734542 4586985.98903691,433110.218634039 4586985.99135565,433110.217352874 4586985.99421,433110.217016456 4586985.99732055,433110.217657716 4586986.00038282,433110.219213884 4586986.00309705,433110.22153263 4586986.00519755,433110.22438698 4586986.00647872,433244.83909329 4587022.51177513,433244.84220384 4587022.51211155,433244.845266107 4587022.51147029,433244.847980336 4587022.50991412,433244.850080839 4587022.50759538,433244.851362004 4587022.50474103,433244.851698422 4587022.50163048,433244.851057161 4587022.49856821,433244.849500994 4587022.49585398,433244.847182247 4587022.49375348,433244.844327898 4587022.49247231,433110.229621588 4586985.98717589)))"
31525,"A4","MULTIPOLYGON (((431527.135639311 4581638.14746813,431527.137427907 4581638.15003516,431527.139922218 4581638.15192384,431527.142878082 4581638.1529493,431527.14600616 4581638.15301115,431527.149000253 4581638.15210335,431527.151567279 4581638.15031476,431527.153455959 4581638.14782044,431527.154481416 4581638.14486458,431527.154543271 4581638.1417365,431527.15363547 4581638.13874241,431520.675235963 4581624.77752613,431520.673447367 4581624.77495911,431520.670953056 4581624.77307043,431520.667997192 4581624.77204497,431520.664869114 4581624.77198312,431520.661875021 4581624.77289092,431520.659307995 4581624.77467951,431520.657419315 4581624.77717382,431520.656393858 4581624.78012969,431520.656332003 4581624.78325776,431520.657239804 4581624.78625186,431527.135639311 4581638.14746813)))"
31621,"B1","MULTIPOLYGON (((426859.944642596 4583887.04290549,426859.947531858 4583887.04410585,426859.950650641 4583887.04435463,426859.953693656 4583887.04362747,426859.956363033 4583887.04199556,426859.958397474 4583887.03961864,426859.959597834 4583887.03672938,426859.959846614 4583887.0336106,426859.95911946 4583887.03056758,426859.957487552 4583887.02789821,426859.955110633 4583887.02586377,426815.153170671 4583859.50585186,426815.15028141 4583859.5046515,426815.147162627 4583859.50440272,426815.144119611 4583859.50512987,426815.141450234 4583859.50676178,426815.139415793 4583859.5091387,426815.138215433 4583859.51202796,426815.137966654 4583859.51514674,426815.138693808 4583859.51818976,426815.140325716 4583859.52085913,426815.142702635 4583859.52289358,426859.944642596 4583887.04290549)))"
31964,"A4","MULTIPOLYGON (((428161.613960804 4579466.48413648,428161.616275824 4579466.48203187,428161.617827179 4579466.47931489,428161.618463011 4579466.47625149,428161.618121081 4579466.47314154,428161.61683486 4579466.47028946,428161.614730251 4579466.46797444,428161.612013268 4579466.46642309,428161.608949869 4579466.46578726,428161.60583992 4579466.46612918,428161.602987845 4579466.46741541,428141.783457039 4579479.47369332,428141.781142019 4579479.47579793,428141.779590664 4579479.47851491,428141.778954831 4579479.48157831,428141.779296761 4579479.48468826,428141.780582983 4579479.48754033,428141.782687592 4579479.48985535,428141.785404574 4579479.49140671,428141.788467973 4579479.49204254,428141.791577922 4579479.49170061,428141.794429997 4579479.49041439,428161.613960804 4579466.48413648)))"
31974,"A4","MULTIPOLYGON (((428229.110906068 4579362.35764342,428229.113885378 4579362.35859862,428229.117014044 4579362.35858641,428229.119985809 4579362.35760798,428229.122509776 4579362.35575912,428229.124338882 4579362.3532208,428229.125294082 4579362.35024149,428229.125281873 4579362.34711283,428229.12430345 4579362.34414106,428229.12245459 4579362.3416171,428229.11991627 4579362.33978799,428195.98283053 4579345.61815821,428195.97985122 4579345.61720301,428195.976722554 4579345.61721522,428195.973750789 4579345.61819364,428195.971226822 4579345.6200425,428195.969397716 4579345.62258082,428195.968442517 4579345.62556013,428195.968454725 4579345.6286888,428195.969433148 4579345.63166056,428195.971282008 4579345.63418453,428195.973820328 4579345.63601363,428229.110906068 4579362.35764342)))"
31978,"A4","MULTIPOLYGON (((428195.66441976 4579345.32681666,428195.66735566 4579345.32789795,428195.670482004 4579345.32801907,428195.673492763 4579345.32716817,428195.676093223 4579345.32542855,428195.678028832 4579345.32297048,428195.679110121 4579345.32003457,428195.679231244 4579345.31690823,428195.678380345 4579345.31389747,428195.676640717 4579345.31129701,428195.674182646 4579345.3093614,428177.402001636 4579335.08956211,428177.399065736 4579335.08848082,428177.395939392 4579335.0883597,428177.392928633 4579335.08921059,428177.390328173 4579335.09095022,428177.388392564 4579335.09340829,428177.387311275 4579335.09634419,428177.387190152 4579335.09947054,428177.388041051 4579335.1024813,428177.389780679 4579335.10508176,428177.392238749 4579335.10701737,428195.66441976 4579345.32681666)))"
31979,"A4","MULTIPOLYGON (((428151.692926225 4579338.18566819,428151.689906832 4579338.18648792,428151.687288532 4579338.18820058,428151.685327621 4579338.19063852,428151.684216047 4579338.19356309,428151.684062618 4579338.19668801,428151.684882354 4579338.1997074,428151.686595012 4579338.2023257,428151.689032947 4579338.20428661,428151.691957515 4579338.20539819,428151.69508244 4579338.20555162,428177.398207976 4579335.41823213,428177.401227368 4579335.41741239,428177.403845669 4579335.41569974,428177.40580658 4579335.4132618,428177.406918154 4579335.41033723,428177.407071583 4579335.40721231,428177.406251847 4579335.40419292,428177.404539188 4579335.40157462,428177.402101254 4579335.3996137,428177.399176686 4579335.39850213,428177.396051761 4579335.3983487,428151.692926225 4579338.18566819)))"
31884,"B2","MULTIPOLYGON (((431926.897272364 4583772.0552856,431926.899061972 4583772.05271928,431926.899970953 4583772.04972554,431926.899910331 4583772.04659744,431926.89888604 4583772.04364117,431926.896998343 4583772.04114612,431926.894432023 4583772.03935651,431926.891438288 4583772.03844753,431926.888310186 4583772.03850815,431926.885353917 4583772.03953244,431926.882858863 4583772.04142014,431870.241984808 4583830.92105886,431870.2401952 4583830.92362518,431870.239286218 4583830.92661891,431870.23934684 4583830.92974701,431870.240371132 4583830.93270328,431870.242258828 4583830.93519834,431870.244825149 4583830.93698794,431870.247818884 4583830.93789693,431870.250946986 4583830.93783631,431870.253903254 4583830.93681201,431870.256398309 4583830.93492432,431926.897272364 4583772.0552856)))"
8721,"A4","MULTIPOLYGON (((427835.426454827 4580649.37788003,427835.428041384 4580649.37518345,427835.428717001 4580649.37212858,427835.428415544 4580649.36901445,427835.427166521 4580649.36614589,427835.425092196 4580649.36380369,427835.422395618 4580649.36221713,427835.419340747 4580649.36154152,427835.416226615 4580649.36184298,427835.413358054 4580649.363092,427835.41101586 4580649.36516632,427816.315819123 4580672.55353645,427816.314232566 4580672.55623303,427816.313556949 4580672.5592879,427816.313858406 4580672.56240204,427816.315107429 4580672.5652706,427816.317181754 4580672.56761279,427816.319878332 4580672.56919935,427816.322933203 4580672.56987496,427816.326047335 4580672.56957351,427816.328915896 4580672.56832448,427816.33125809 4580672.56625016,427835.426454827 4580649.37788003)))"
31703,"B1","MULTIPOLYGON (((427223.782089181 4584985.31424523,427223.779536213 4584985.31243663,427223.776549306 4584985.31150546,427223.77342084 4584985.31154286,427223.770457052 4584985.31254518,427223.767948056 4584985.31441431,427223.766139452 4584985.31696728,427223.765208278 4584985.31995419,427223.765245684 4584985.32308265,427223.766248008 4584985.32604644,427223.768117135 4584985.32855544,427279.349253333 4585039.59627762,427279.351806302 4585039.59808622,427279.354793208 4585039.59901739,427279.357921674 4585039.59897999,427279.360885463 4585039.59797767,427279.363394458 4585039.59610854,427279.365203062 4585039.59355557,427279.366134236 4585039.59056866,427279.366096831 4585039.5874402,427279.365094507 4585039.58447641,427279.363225379 4585039.58196741,427223.782089181 4584985.31424523)))"
26697,"B1","MULTIPOLYGON (((430197.060372414 4586894.15968714,430197.062044179 4586894.15704254,430197.062816895 4586894.15401078,430197.062614925 4586894.15088862,430197.061458039 4586894.14798167,430197.05945948 4586894.1455745,430197.056814882 4586894.14390274,430197.053783116 4586894.14313002,430197.050660952 4586894.14333199,430197.04775401 4586894.14448888,430197.045346842 4586894.14648744,430149.527903403 4586948.23684996,430149.526231639 4586948.23949456,430149.525458922 4586948.24252633,430149.525660892 4586948.24564849,430149.526817779 4586948.24855543,430149.528816337 4586948.2509626,430149.531460936 4586948.25263436,430149.534492702 4586948.25340708,430149.537614865 4586948.25320511,430149.540521807 4586948.25204822,430149.542928975 4586948.25004967,430197.060372414 4586894.15968714)))"
33721,"A4","MULTIPOLYGON (((432108.436614724 4586022.21635769,432108.436148533 4586022.21326393,432108.434749135 4586022.21046565,432108.432553511 4586022.20823676,432108.429776585 4586022.20679545,432108.426690181 4586022.2062828,432108.42359642 4586022.20674899,432108.420798138 4586022.20814839,432108.418569252 4586022.21034401,432108.417127941 4586022.21312094,432108.416615289 4586022.21620734,432108.046125277 4586071.49860775,432108.046591468 4586071.50170151,432108.047990866 4586071.50449979,432108.05018649 4586071.50672868,432108.052963416 4586071.50816999,432108.056049819 4586071.50868264,432108.059143581 4586071.50821645,432108.061941863 4586071.50681705,432108.064170749 4586071.50462143,432108.06561206 4586071.5018445,432108.066124712 4586071.4987581,432108.436614724 4586022.21635769)))"
26773,"A4","MULTIPOLYGON (((431287.543515103 4587318.40023743,431287.541327519 4587318.39800065,431287.538555801 4587318.39654935,431287.535471264 4587318.39602558,431287.532375843 4587318.39648063,431287.529572541 4587318.39786995,431287.527335763 4587318.40005753,431287.525884462 4587318.40282925,431287.5253607 4587318.40591378,431287.525815747 4587318.4090092,431287.52720506 4587318.41181251,431313.443897499 4587354.93011738,431313.446085082 4587354.93235415,431313.4488568 4587354.93380546,431313.451941337 4587354.93432922,431313.455036758 4587354.93387417,431313.457840061 4587354.93248486,431313.460076838 4587354.93029727,431313.46152814 4587354.92752555,431313.462051902 4587354.92444102,431313.461596854 4587354.9213456,431313.460207541 4587354.91854229,431287.543515103 4587318.40023743)))"
26998,"B2","MULTIPOLYGON (((430310.922766228 4581574.57854237,430310.921255399 4581574.58128209,430310.920665137 4581574.5843546,430310.92105322 4581574.58745913,430310.922381661 4581574.59029178,430310.924520423 4581574.59257529,430310.927260147 4581574.59408612,430310.930332652 4581574.59467638,430310.933437179 4581574.5942883,430310.936269836 4581574.59295985,430310.938553341 4581574.59082109,430346.325598007 4581529.09266956,430346.327108836 4581529.08992983,430346.327699098 4581529.08685733,430346.327311015 4581529.0837528,430346.325982574 4581529.08092015,430346.323843813 4581529.07863664,430346.321104088 4581529.07712581,430346.318031583 4581529.07653555,430346.314927056 4581529.07692363,430346.3120944 4581529.07825207,430346.309810894 4581529.08039084,430310.922766228 4581574.57854237)))"
27056,"C3","MULTIPOLYGON (((433686.33291962 4588297.11471109,433686.334164088 4588297.11184055,433686.334460602 4588297.10872595,433686.333780137 4588297.10567215,433686.332189302 4588297.10297809,433686.329843819 4588297.10090749,433686.32697328 4588297.09966302,433686.323858673 4588297.09936651,433686.320804878 4588297.10004697,433686.318110821 4588297.10163781,433686.316040216 4588297.10398329,433435.986051127 4588690.97972158,433435.984806659 4588690.98259212,433435.984510144 4588690.98570672,433435.985190609 4588690.98876052,433435.986781444 4588690.99145457,433435.989126928 4588690.99352518,433435.991997467 4588690.99476965,433435.995112074 4588690.99506616,433435.998165869 4588690.9943857,433436.000859925 4588690.99279486,433436.00293053 4588690.99044938,433686.33291962 4588297.11471109)))"
27058,"C3","MULTIPOLYGON (((433756.620374761 4588170.17836098,433756.621419376 4588170.17541183,433756.621501526 4588170.17228422,433756.620613172 4588170.1692843,433756.61884127 4588170.16670573,433756.616359267 4588170.1648009,433756.613410118 4588170.16375629,433756.610282508 4588170.16367413,433756.607282587 4588170.16456249,433756.60470401 4588170.16633439,433756.602799185 4588170.16881639,433687.184683324 4588297.9965807,433687.18363871 4588297.99952985,433687.183556559 4588298.00265746,433687.184444913 4588298.00565738,433687.186216815 4588298.00823595,433687.188698818 4588298.01014078,433687.191647967 4588298.01118539,433687.194775577 4588298.01126754,433687.197775498 4588298.01037919,433687.200354075 4588298.00860729,433687.2022589 4588298.00612529,433756.620374761 4588170.17836098)))"
27059,"C3","MULTIPOLYGON (((433807.415149046 4588043.19558369,433807.415831716 4588043.19253039,433807.415537451 4588043.18941557,433807.414295056 4588043.18654413,433807.412226146 4588043.18419716,433807.409533239 4588043.18260438,433807.406479936 4588043.18192171,433807.403365116 4588043.18221597,433807.400493678 4588043.18345837,433807.398146701 4588043.18552728,433807.39655392 4588043.18822018,433757.448296051 4588169.32291029,433757.447613381 4588169.3259636,433757.447907646 4588169.32907842,433757.449150041 4588169.33194985,433757.451218952 4588169.33429683,433757.453911859 4588169.33588961,433757.456965162 4588169.33657228,433757.460079982 4588169.33627802,433757.462951419 4588169.33503562,433757.465298397 4588169.33296671,433757.466891177 4588169.33027381,433807.415149046 4588043.19558369)))"
27062,"C3","MULTIPOLYGON (((433852.283157578 4587881.50390941,433852.283505449 4587881.50080012,433852.28287547 4587881.49773551,433852.281329309 4587881.49501557,433852.279018314 4587881.49290654,433852.276168701 4587881.49161488,433852.273059412 4587881.491267,433852.269994803 4587881.49189698,433852.267274862 4587881.49344314,433852.265165834 4587881.49575414,433852.263874166 4587881.49860375,433808.242225881 4588041.49525377,433808.24187801 4588041.49836306,433808.242507989 4588041.50142767,433808.24405415 4588041.50414761,433808.246365145 4588041.50625664,433808.249214758 4588041.50754831,433808.252324048 4588041.50789618,433808.255388656 4588041.5072662,433808.258108597 4588041.50572004,433808.260217625 4588041.50340904,433808.261509293 4588041.50055943,433852.283157578 4587881.50390941)))"
