"N_EXPEDIENT","DISTRICTE","BARRI","TIPUS_CARRER","CARRER","TIPUS_NUM","NUM1","LLETRA1","NUM2","LLETRA2","BLOC","PORTAL","ESCALA","PIS","PORTA","NUMERO_REGISTRE_GENERALITAT","NUMERO_PLACES","LONGITUD_X","LATITUD_Y"
"02-2013-0080","L'EIXAMPLE","la Dreta de l'Eixample","Rambla","CATALUNYA",2,42,"","","","","","","2","1","HUTB-004891",16.0,2.163861427,41.38832019
"01-2013-0018","CIUTAT VELLA","el Barri Gòtic","Carrer","PALLA",1,13,"",17.0,"","","","","1","5","HUTB-002565",6.0,2.173315589,41.38142786
"02-2013-0081","L'EIXAMPLE","la Dreta de l'Eixample","Rambla","CATALUNYA",2,52,"","","","","","","5","2","HUTB-004892",3.0,2.1630666219999997,41.38890243
"02-2013-0170","L'EIXAMPLE","la Dreta de l'Eixample","Carrer","BALMES",2,24,"","","","","","","2","2","HUTB-005083",7.0,2.1637537119999997,41.38592205
"02-2012-1883","L'EIXAMPLE","Sant Antoni","Carrer","CALABRIA",1,87,"","","","","","","1","2","HUTB-004580",6.0,2.154788909,41.377052899999995
"02-2012-1884","L'EIXAMPLE","la Nova Esquerra de l'Eixample","Carrer","CONSELL DE CENT",1,165,"","","","","","","4","1","HUTB-004591",10.0,2.1535454919999997,41.38105883
"02-2013-0053","L'EIXAMPLE","el Fort Pienc","Passatge","PAGES",1,9,"","","","","","","BJ","2","HUTB-004964",7.0,2.1766244880000003,41.39576986
"02-2013-0370","L'EIXAMPLE","el Fort Pienc","Carrer","LEPANT",1,149,"","","","","","","4","4","HUTB-005352",7.0,2.183030317,41.396789500000004
"10-2013-0172","SANT MARTI","el Poblenou","Carrer","LLATZERET",2,18,"","","","","","","EN","1","HUTB-005323",5.0,2.200663644,41.40130451
"06-2013-0507","GRACIA","el Camp d'en Grassot i Gràcia Nova","Carrer","SANT ANTONI MARIA CLARET",2,42,"","","","","","","3","2","HUTB-007158",5.0,2.164899477,41.40294313
"10-2012-0638","SANT MARTI","el Poblenou","Carrer","DOCTOR TRUETA",1,175,"","","","","","","1","7","HUTB-004916",8.0,2.199409274,41.39501368
"06-2013-0031","GRACIA","la Vila de Gràcia","Carrer","MAURICI SERRAHIMA",2,6,"","","","","","","BJ","1","HUTB-004955",5.0,2.150425443,41.40333032
"01-2013-0054","CIUTAT VELLA","la Barceloneta","Carrer","GRAU I TORRAS",1,17,"","","","","","","3","","HUTB-000684",3.0,2.189250114,41.37765328
"01-2013-0055","CIUTAT VELLA","la Barceloneta","Carrer","GRAU I TORRAS",1,17,"","","","","","","4","","HUTB-000685",3.0,2.189250114,41.37765328
"01-2013-0056","CIUTAT VELLA","la Barceloneta","Carrer","GRAU I TORRAS",1,17,"","","","","","","5","","HUTB-000686",3.0,2.189250114,41.37765328
"06-2013-0623","GRACIA","el Camp d'en Grassot i Gràcia Nova","Passatge","NOGUES",1,7,"","","","","","","3","1","HUTB-007544",5.0,2.165673678,41.40565137
"02-2013-2065","L'EIXAMPLE","el Fort Pienc","Carrer","NAPOLS",2,194,"","","","","","","PR","1","HUTB-007805",10.0,2.1737335030000002,41.39712838
"06-2013-0651","GRACIA","la Vila de Gràcia","Carrer","MILA I FONTANALS",2,60,"",68.0,"","","","","1","4","HUTB-007803",9.0,2.160273264,41.40032523
"02-2013-0030","L'EIXAMPLE","Sant Antoni","Carrer","SEPULVEDA",1,161,"","","","","","","2","2","HUTB-004992",4.0,2.160536644,41.38084271
"06-2013-0089","GRACIA","Vallcarca i els Penitents","Avinguda","VALLCARCA",2,34,"",36.0,"","","","","3","1","HUTB-005260",4.0,2.147318744,41.40731871
"01-2013-1000","CIUTAT VELLA","el Barri Gòtic","Carrer","SERRA",2,8,"","","","","","","3","","HUTB-013144",7.0,2.177013178,41.37815307
"01-2013-1002","CIUTAT VELLA","el Barri Gòtic","Carrer","BEAT SIMO",1,3,"","","","","","","1","","HUTB-013103",15.0,2.174457187,41.379220000000004
"01-2013-1003","CIUTAT VELLA","el Barri Gòtic","Carrer","FERRAN",2,24,"","","","","","","3","","HUTB-000164",15.0,2.174272207,41.37936073
"01-2013-1004","CIUTAT VELLA","el Barri Gòtic","Carrer","FERRAN",2,24,"","","","","","","1","","HUTB-000160",7.0,2.174272207,41.37936073
"01-2013-1005","CIUTAT VELLA","el Barri Gòtic","Carrer","BEAT SIMO",1,3,"","","","","","","3","","HUTB-013105",7.0,2.174457187,41.379220000000004
"10-2014-0062","SANT MARTI","el Parc i la Llacuna del Poblenou","Carrer","PUJADES",1,11,"","","","","","","4","1","HUTB-008517",7.0,2.187047082,41.39071604
"03-2014-0051","SANTS-MONTJUÏC","el Poble Sec","Carrer","SALVA",1,47,"","","","","","","BJ","","HUTB-008403",6.0,2.164444632,41.37088307
"02-2014-0137","L'EIXAMPLE","la Dreta de l'Eixample","Carrer","ARAGO",1,249,"","","","","","","5","1","HUTB-008244",2.0,2.161804932,41.38902939
"03-2014-0052","SANTS-MONTJUÏC","el Poble Sec","Avinguda","PARAL.LEL",1,113,"","","","","","","2","3","HUTB-008497",8.0,2.1611494419999997,41.372953100000004
"03-2014-0053","SANTS-MONTJUÏC","el Poble Sec","Carrer","TAPIOLES",1,69,"","","","","","","5","1","HUTB-008435",2.0,2.162550574,41.36986311
"02-2012-1818","L'EIXAMPLE","la Sagrada Família","Avinguda","GAUDI",2,36,"","","","","","","5","1","HUTB-004636",5.0,2.17345576,41.40520805
"02-2013-0050","L'EIXAMPLE","Sant Antoni","Ronda","SANT PAU",1,1,"","","","","","","EN","1","HUTB-004986",13.0,2.166184719,41.37347167
"02-2013-0052","L'EIXAMPLE","la Dreta de l'Eixample","Passeig","GRACIA",1,3,"","","","","","","2","2","HUTB-004934",5.0,2.168168546,41.38636943
"01-2012-0578","CIUTAT VELLA","el Raval","Carrer","SALVADOR",1,1,"","","","","","","2","2","HUTB-009483",4.0,2.1633000140000003,41.3770873
"02-2013-1804","L'EIXAMPLE","la Sagrada Família","Carrer","LEPANT",1,239,"","","","","","","3","3","HUTB-007499",6.0,2.177150553,41.40126122
"02-2013-1806","L'EIXAMPLE","l'Antiga Esquerra de l'Eixample","Carrer","BALMES",1,83,"","","","","","","PR","2","HUTB-007426",10.0,2.159120883,41.38914564
"02-2013-1807","L'EIXAMPLE","l'Antiga Esquerra de l'Eixample","Carrer","MUNTANER",1,175,"","","","","","","1","1","HUTB-007537",14.0,2.151174473,41.39002507
"02-2013-1986","L'EIXAMPLE","l'Antiga Esquerra de l'Eixample","Carrer","CONSELL DE CENT",1,221,"","","","","","E","5","1","HUTB-007474",7.0,2.156769394,41.38348959
"02-2013-1987","L'EIXAMPLE","l'Antiga Esquerra de l'Eixample","Carrer","CONSELL DE CENT",1,221,"","","","","","D","5","1","HUTB-007475",7.0,2.156769394,41.38348959
"02-2013-1988","L'EIXAMPLE","l'Antiga Esquerra de l'Eixample","Carrer","CONSELL DE CENT",1,221,"","","","","","D","PR","2","HUTB-007476",8.0,2.156769394,41.38348959
"02-2013-1989","L'EIXAMPLE","l'Antiga Esquerra de l'Eixample","Carrer","CONSELL DE CENT",1,221,"","","","","","E","PR","2","HUTB-007477",8.0,2.156769394,41.38348959
"01-2013-1028","CIUTAT VELLA","el Barri Gòtic","Carrer","AMPLE",2,42,"","","","","","","PR","B","HUTB-013101",2.0,2.179227652,41.37902182
"01-2013-1029","CIUTAT VELLA","el Barri Gòtic","Carrer","AMPLE",2,42,"","","","","","","1","B","HUTB-013102",2.0,2.179227652,41.37902182
"03-2013-0762","SANTS-MONTJUÏC","Hostafrancs","Carrer","CALLAO",2,8,"","","","","","","3","1","HUTB-007971",8.0,2.142406411,41.37396079
"02-2014-1164","L'EIXAMPLE","la Dreta de l'Eixample","Carrer","TRAFALGAR",1,39,"","","","","","","3","1","HUTB-009922",4.0,2.176012618,41.38817704
"02-2014-1165","L'EIXAMPLE","la Dreta de l'Eixample","Carrer","TRAFALGAR",1,39,"","","","","","","3","2","HUTB-009924",3.0,2.176012618,41.38817704
"03-2014-0391","SANTS-MONTJUÏC","el Poble Sec","Carrer","SALVA",2,2,"",4.0,"","","","","1","2","HUTB-009657",6.0,2.165570209,41.37279151
"02-2012-1715","L'EIXAMPLE","la Dreta de l'Eixample","Rambla","CATALUNYA",2,42,"","","","","","","AT","2B","HUTB-004246",7.0,2.163861427,41.38832019
"03-2013-0001","SANTS-MONTJUÏC","la Bordeta","Carrer","ROSSEND ARUS",2,78,"","","","","","","1","2","HUTB-004982",4.0,2.1374696440000003,41.36894954
"02-2014-0164","L'EIXAMPLE","la Nova Esquerra de l'Eixample","Carrer","ROSSELLO",2,90,"","","","","","B","1","3","HUTB-008533",4.0,2.148660364,41.38562798
"06-2014-0051","GRACIA","el Camp d'en Grassot i Gràcia Nova","Carrer","CORSEGA",1,523,"","","","","","","5","2","HUTB-008288",3.0,2.169258887,41.40311684
"06-2014-0052","GRACIA","el Camp d'en Grassot i Gràcia Nova","Carrer","CORSEGA",1,523,"","","","","","","1","2","HUTB-008320",3.0,2.169258887,41.40311684
"06-2014-0053","GRACIA","el Camp d'en Grassot i Gràcia Nova","Carrer","CORSEGA",1,523,"","","","","","","2","2","HUTB-008289",3.0,2.169258887,41.40311684
"06-2014-0054","GRACIA","el Camp d'en Grassot i Gràcia Nova","Carrer","CORSEGA",1,523,"","","","","","","1","1","HUTB-008290",3.0,2.169258887,41.40311684
"06-2014-0055","GRACIA","el Camp d'en Grassot i Gràcia Nova","Carrer","CORSEGA",1,523,"","","","","","","2","1","HUTB-008291",3.0,2.169258887,41.40311684
"06-2014-0056","GRACIA","el Camp d'en Grassot i Gràcia Nova","Carrer","CORSEGA",1,523,"","","","","","","4","2","HUTB-008292",3.0,2.169258887,41.40311684
"06-2014-0057","GRACIA","el Camp d'en Grassot i Gràcia Nova","Carrer","CORSEGA",1,523,"","","","","","","4","1","HUTB-008293",3.0,2.169258887,41.40311684
"06-2014-0058","GRACIA","el Camp d'en Grassot i Gràcia Nova","Carrer","CORSEGA",1,523,"","","","","","","3","2","HUTB-008318",3.0,2.169258887,41.40311684
"06-2014-0059","GRACIA","el Camp d'en Grassot i Gràcia Nova","Carrer","CORSEGA",1,523,"","","","","","","3","1","HUTB-008319",3.0,2.169258887,41.40311684
"06-2013-0026","GRACIA","Vallcarca i els Penitents","Carrer","ANNA PIFERRER",2,16,"","","","","","","6","B","HUTB-004878",3.0,2.139224937,41.41567204
"02-2013-2105","L'EIXAMPLE","la Nova Esquerra de l'Eixample","Carrer","PROVENÇA",2,60,"","","","","","","2","1","HUTB-007808",4.0,2.145444468,41.381480100000005
"03-2014-0041","SANTS-MONTJUÏC","el Poble Sec","Carrer","VILA I VILA",2,80,"","","","","","","4","2","HUTB-008463",2.0,2.16719038,41.3725964
"02-2014-0117","L'EIXAMPLE","la Dreta de l'Eixample","Ronda","UNIVERSITAT",1,35,"","","","","","","5","2","HUTB-008446",6.0,2.166538487,41.38535573
"10-2014-0064","SANT MARTI","el Parc i la Llacuna del Poblenou","Carrer","SARDENYA",1,37,"",39.0,"","","","","1","2","HUTB-008427",5.0,2.187632534,41.38975416
"03-2014-0058","SANTS-MONTJUÏC","Hostafrancs","Carrer","MALLORCA",2,20,"","","","","","","EN","2","HUTB-011729",8.0,2.1418871630000003,41.37710009
"06-2012-0533","GRACIA","el Coll","Passeig","MARE DE DEU DEL COLL",2,140,"","","","","","","SO","2","HUTB-004404",4.0,2.147854429,41.41799077
"02-2012-1650","L'EIXAMPLE","la Dreta de l'Eixample","Rambla","CATALUNYA",2,52,"","","","","","","AT","4","HUTB-004250",4.0,2.1630666219999997,41.38890243
"06-2012-0552","GRACIA","la Vila de Gràcia","Carrer","MILA I FONTANALS",2,88,"","","","","","","1","","HUTB-004411",5.0,2.1593936559999998,41.40103717
"02-2013-0259","L'EIXAMPLE","la Dreta de l'Eixample","Carrer","PELAI",1,7,"","","","","","","1","G","HUTB-005215",4.0,2.165166819,41.38403219
"06-2013-0088","GRACIA","la Vila de Gràcia","Carrer","SANT PERE MARTIR",1,21,"","","","","","","3","2","HUTB-005244",2.0,2.156203129,41.39758471
"02-2014-0144","L'EIXAMPLE","l'Antiga Esquerra de l'Eixample","Carrer","MALLORCA",2,156,"","","","","","","4","1","HUTB-008469",10.0,2.153779524,41.38606417
"06-2013-0107","GRACIA","la Vila de Gràcia","Carrer","TORRENT D'EN VIDALET",2,30,"",32.0,"","","","","4","1","HUTB-005255",6.0,2.158315146,41.40223739
"03-2013-0631","SANTS-MONTJUÏC","la Font de la Guatlla","Gran Via","CORTS CATALANES",2,230,"","","","","","","3","2","HUTB-007837",6.0,2.141641401,41.36804668
"01-2014-0038","CIUTAT VELLA","el Raval","Carrer","HOSPITAL",2,2,"","","","","","","PR","1","HUTB-000728",10.0,2.171749208,41.37938395
"01-2014-0047","CIUTAT VELLA","el Raval","Carrer","SANTA MONICA",2,4,"","","","","","","2","","HUTB-002361",2.0,2.174040149,41.37548476
"06-2014-0087","GRACIA","el Camp d'en Grassot i Gràcia Nova","Carrer","PI I MARGALL",2,8,"","","","","","","4","2","HUTB-008717",3.0,2.162148185,41.40394441
"03-2013-0549","SANTS-MONTJUÏC","el Poble Sec","Carrer","TAPIOLES",2,36,"","","","","","","5","1","HUTB-007676",3.0,2.162896813,41.37114546
"02-2013-1397","L'EIXAMPLE","Sant Antoni","Carrer","MUNTANER",1,13,"","","","","","","4","3","HUTB-006823",5.0,2.161416398,41.38228832
"02-2013-1398","L'EIXAMPLE","la Dreta de l'Eixample","Carrer","VALENCIA",2,334,"","","","","","","1","1","HUTB-006799",6.0,2.1673139519999998,41.39454697
"02-2013-1399","L'EIXAMPLE","la Dreta de l'Eixample","Carrer","VALENCIA",2,334,"","","","","","","1","2","HUTB-006798",7.0,2.1673139519999998,41.39454697
"02-2013-1400","L'EIXAMPLE","la Dreta de l'Eixample","Carrer","VALENCIA",2,334,"","","","","","","2","3","HUTB-006797",5.0,2.1673139519999998,41.39454697
"02-2013-0608","L'EIXAMPLE","Sant Antoni","Carrer","TAMARIT",1,149,"","","","","","","3","1B","HUTB-005609",4.0,2.158942861,41.37625451
"02-2013-1416","L'EIXAMPLE","la Dreta de l'Eixample","Ronda","UNIVERSITAT",1,33,"","","","","","","AT","1","HUTB-006796",3.0,2.166324314,41.38527542
"02-2013-1417","L'EIXAMPLE","Sant Antoni","Plaça","UNIVERSITAT",1,1,"","","","","","","4","2","HUTB-006795",14.0,2.162202808,41.38339653
"02-2013-1431","L'EIXAMPLE","el Fort Pienc","Carrer","ROGER DE FLOR",1,65,"","","","","","","3","2","HUTB-006756",8.0,2.178387908,41.39162299
"02-2013-0728","L'EIXAMPLE","la Dreta de l'Eixample","Rambla","CATALUNYA",2,52,"","","","","","","6","1","HUTB-005756",4.0,2.1630666219999997,41.38890243
"02-2013-0935","L'EIXAMPLE","la Dreta de l'Eixample","Passeig","GRACIA",2,16,"","","","","","","3","1","HUTB-005997",7.0,2.167832455,41.38748321
"02-2013-0433","L'EIXAMPLE","la Dreta de l'Eixample","Carrer","CONSELL DE CENT",2,430,"","","","","","","3","1","HUTB-005381",3.0,2.1737729580000003,41.39599181
"02-2013-0434","L'EIXAMPLE","la Dreta de l'Eixample","Carrer","CONSELL DE CENT",2,430,"","","","","","","3","2","HUTB-005382",3.0,2.1737729580000003,41.39599181
"02-2013-0435","L'EIXAMPLE","la Dreta de l'Eixample","Carrer","CONSELL DE CENT",2,430,"","","","","","","3","3","HUTB-005383",2.0,2.1737729580000003,41.39599181
"02-2013-0436","L'EIXAMPLE","la Dreta de l'Eixample","Carrer","CONSELL DE CENT",2,430,"","","","","","","3","4","HUTB-005388",3.0,2.1737729580000003,41.39599181
"10-2013-0189","SANT MARTI","el Camp de l'Arpa del Clot","Carrer","VALENCIA",2,564,"","","","","","","5","4","HUTB-005385",5.0,2.18214005,41.40565799
"02-2013-1451","L'EIXAMPLE","la Sagrada Família","Carrer","ENAMORATS",2,30,"",32.0,"","","","","5","2","HUTB-007095",6.0,2.179760663,41.40140064
"02-2013-1401","L'EIXAMPLE","la Dreta de l'Eixample","Carrer","VALENCIA",2,334,"","","","","","","1","3","HUTB-006794",5.0,2.1673139519999998,41.39454697
"02-2013-1403","L'EIXAMPLE","la Dreta de l'Eixample","Carrer","VALENCIA",2,334,"","","","","","","3","3","HUTB-006793",5.0,2.1673139519999998,41.39454697
"10-2013-0181","SANT MARTI","el Poblenou","Passatge","CAMINAL",2,10,"","","","","","","BJ","","HUTB-005329",3.0,2.196476723,41.3980903
"03-2013-0101","SANTS-MONTJUÏC","Hostafrancs","Carrer","VINT-I-SIS DE GENER DE 1641",1,21,"","","","","","","3","1","HUTB-005379",5.0,2.140306774,41.37244719
"06-2013-0152","GRACIA","el Camp d'en Grassot i Gràcia Nova","Carrer","SICILIA",2,376,"","","","","","","AT","1","HUTB-005406",4.0,2.168146267,41.40307073
"03-2013-0272","SANTS-MONTJUÏC","el Poble Sec","Carrer","PIQUER",1,55,"","","","","","","2","3","HUTB-005830",5.0,2.166629288,41.37173127
"03-2013-0273","SANTS-MONTJUÏC","el Poble Sec","Carrer","PIQUER",1,55,"","","","","","","2","4","HUTB-005822",5.0,2.166629288,41.37173127
"06-2013-0474","GRACIA","la Vila de Gràcia","Passeig","GRACIA",2,126,"","","","","","","2","","HUTB-007102",5.0,2.157261852,41.39600469
"02-2013-1434","L'EIXAMPLE","la Dreta de l'Eixample","Carrer","CONSELL DE CENT",2,366,"","","","","","","1","1","HUTB-006757",8.0,2.169349973,41.39267473
"06-2013-0466","GRACIA","la Vila de Gràcia","Carrer","FRATERNITAT",2,26,"","","","","","","1","2","HUTB-006754",3.0,2.159484817,41.398702899999996
"02-2013-1439","L'EIXAMPLE","la Dreta de l'Eixample","Carrer","CONSELL DE CENT",2,290,"","","","","","","2","2","HUTB-007087",15.0,2.162942642,41.38785952
"06-2013-0469","GRACIA","la Vila de Gràcia","Carrer","REIG I BONET",1,9,"","","","","","","4","2","HUTB-007131",4.0,2.158689798,41.40550401
"06-2013-0288","GRACIA","la Vila de Gràcia","Carrer","GRAN DE GRACIA",2,16,"","","","","","","3","3","HUTB-005955",4.0,2.156273415,41.39649466
"02-2013-0421","L'EIXAMPLE","la Dreta de l'Eixample","Carrer","NAPOLS",1,229,"","","","","","","PR","2","HUTB-005372",4.0,2.171522117,41.39852018
"02-2013-0749","L'EIXAMPLE","la Dreta de l'Eixample","Carrer","CONSELL DE CENT",2,442,"","","","","","","EN","","HUTB-005833",2.0,2.174206598,41.39631869
"02-2013-1404","L'EIXAMPLE","la Dreta de l'Eixample","Carrer","VALENCIA",2,334,"","","","","","","3","2","HUTB-006792",7.0,2.1673139519999998,41.39454697
"02-2013-1408","L'EIXAMPLE","la Dreta de l'Eixample","Carrer","VALENCIA",2,334,"","","","","","","4","3","HUTB-006791",2.0,2.1673139519999998,41.39454697
"02-2013-1409","L'EIXAMPLE","la Dreta de l'Eixample","Carrer","VALENCIA",2,334,"","","","","","","4","4","HUTB-006790",5.0,2.1673139519999998,41.39454697
"02-2013-1410","L'EIXAMPLE","la Dreta de l'Eixample","Carrer","VALENCIA",2,334,"","","","","","","5","2","HUTB-006789",4.0,2.1673139519999998,41.39454697
"02-2013-1411","L'EIXAMPLE","la Dreta de l'Eixample","Carrer","VALENCIA",2,334,"","","","","","","5","4","HUTB-006788",5.0,2.1673139519999998,41.39454697
"03-2013-0445","SANTS-MONTJUÏC","el Poble Sec","Carrer","MURILLO",2,18,"","","","","","","BJ","","HUTB-006787",9.0,2.160743906,41.37128013
"06-2013-0455","GRACIA","la Vila de Gràcia","Carrer","TORRENT DE L'OLLA",1,137,"","","","","","","1","2","HUTB-006786",6.0,2.154488045,41.40162251
"10-2013-0558","SANT MARTI","el Camp de l'Arpa del Clot","Carrer","CORSEGA",1,703,"","","","","","","PR","3","HUTB-006785",5.0,2.179464094,41.41082735
"10-2013-0559","SANT MARTI","el Camp de l'Arpa del Clot","Carrer","CORSEGA",1,703,"","","","","","","1","1","HUTB-006784",4.0,2.179464094,41.41082735
"03-2013-0446","SANTS-MONTJUÏC","el Poble Sec","Carrer","MATA",2,24,"","","","","","","EN","1","HUTB-006782",4.0,2.1694440569999998,41.37066659
"10-2013-0561","SANT MARTI","el Camp de l'Arpa del Clot","Carrer","CORSEGA",1,703,"","","","","","","3","2","HUTB-006781",4.0,2.179464094,41.41082735
"03-2013-0447","SANTS-MONTJUÏC","el Poble Sec","Carrer","MATA",2,24,"","","","","","","4","2","HUTB-006780",4.0,2.1694440569999998,41.37066659
"03-2014-0854","SANTS-MONTJUÏC","Sants - Badal","Carrer","ROGER",2,32,"","","","","","","1","1","HUTB-013022",6.0,2.1261759540000003,41.3750535
"03-2014-0855","SANTS-MONTJUÏC","Sants - Badal","Carrer","ROGER",2,32,"","","","","","","1","2","HUTB-013023",6.0,2.1261759540000003,41.3750535
"02-2013-1504","L'EIXAMPLE","Sant Antoni","Carrer","SEPULVEDA",2,90,"","","","","","","5","4","HUTB-007165",8.0,2.156025884,41.37717238
"01-2013-0160","CIUTAT VELLA","el Raval","Carrer","RAMBLA",1,15,"","","","","","","2","2","HUTB-000941",6.0,2.174595689,41.3759906
"03-2013-0181","SANTS-MONTJUÏC","Hostafrancs","Carrer","CALLAO",2,8,"","","","","","","AT","","HUTB-005565",3.0,2.142406411,41.37396079
"02-2013-1499","L'EIXAMPLE","la Dreta de l'Eixample","Passeig","GRACIA",1,3,"","","","","","","6","1","HUTB-007103",5.0,2.168168546,41.38636943
"02-2013-0605","L'EIXAMPLE","la Dreta de l'Eixample","Passeig","SANT JOAN",2,86,"","","","","","","2","2","HUTB-005663",7.0,2.170751513,41.39615893
"02-2013-0708","L'EIXAMPLE","la Dreta de l'Eixample","Carrer","CONSELL DE CENT",2,430,"","","","","","","1","1","HUTB-007583",3.0,2.1737729580000003,41.39599181
"02-2013-0709","L'EIXAMPLE","la Dreta de l'Eixample","Carrer","CONSELL DE CENT",2,430,"","","","","","","5","1","HUTB-007584",3.0,2.1737729580000003,41.39599181
"02-2013-0710","L'EIXAMPLE","la Dreta de l'Eixample","Carrer","CONSELL DE CENT",2,430,"","","","","","","5","2","HUTB-007585",3.0,2.1737729580000003,41.39599181
"02-2013-0711","L'EIXAMPLE","la Dreta de l'Eixample","Carrer","CONSELL DE CENT",2,430,"","","","","","","5","3","HUTB-007586",3.0,2.1737729580000003,41.39599181
"02-2013-0712","L'EIXAMPLE","la Dreta de l'Eixample","Carrer","CONSELL DE CENT",2,430,"","","","","","","5","4","HUTB-007587",3.0,2.1737729580000003,41.39599181
"10-2013-0293","SANT MARTI","el Parc i la Llacuna del Poblenou","Carrer","PUJADES",2,10,"","","","","","","SA","1","HUTB-005731",3.0,2.186750996,41.39001447
"03-2013-0448","SANTS-MONTJUÏC","el Poble Sec","Carrer","MATA",2,24,"","","","","","","2","2","HUTB-006779",4.0,2.1694440569999998,41.37066659
"06-2013-0475","GRACIA","la Vila de Gràcia","Passeig","GRACIA",2,126,"","","","","","","5","","HUTB-007101",5.0,2.157261852,41.39600469
"06-2013-0476","GRACIA","la Vila de Gràcia","Passeig","GRACIA",2,126,"","","","","","","6","","HUTB-007100",5.0,2.157261852,41.39600469
"01-2013-0148","CIUTAT VELLA","el Raval","Carrer","JOAQUIN COSTA",2,28,"","","","","","","EN","2","HUTB-000906",6.0,2.165185746,41.38028664
"01-2013-0149","CIUTAT VELLA","el Raval","Carrer","JOAQUIN COSTA",2,28,"","","","","","","2","1","HUTB-000899",7.0,2.165185746,41.38028664
"01-2013-0150","CIUTAT VELLA","el Raval","Carrer","JOAQUIN COSTA",2,28,"","","","","","","2","2","HUTB-000900",6.0,2.165185746,41.38028664
"01-2013-0151","CIUTAT VELLA","el Raval","Carrer","JOAQUIN COSTA",2,28,"","","","","","","3","1","HUTB-000901",7.0,2.165185746,41.38028664
"01-2013-0152","CIUTAT VELLA","el Raval","Carrer","JOAQUIN COSTA",2,28,"","","","","","","3","2","HUTB-000902",6.0,2.165185746,41.38028664
"03-2013-0133","SANTS-MONTJUÏC","Sants - Badal","Carrer","SANTS",1,387,"","","","","","","4","2","HUTB-005488",4.0,2.123396851,41.37369118
"03-2013-0135","SANTS-MONTJUÏC","Sants - Badal","Carrer","SANTS",1,387,"","","","","","","4","3","HUTB-005489",5.0,2.123396851,41.37369118
"03-2013-0137","SANTS-MONTJUÏC","Sants - Badal","Carrer","SANTS",1,387,"","","","","","","4","4","HUTB-005459",5.0,2.123396851,41.37369118
"03-2013-0140","SANTS-MONTJUÏC","Sants - Badal","Carrer","SANTS",1,387,"","","","","","","4","5","HUTB-005460",5.0,2.123396851,41.37369118
"03-2013-0141","SANTS-MONTJUÏC","Sants - Badal","Carrer","SANTS",1,387,"","","","","","","5","4","HUTB-005461",5.0,2.123396851,41.37369118
"03-2013-0467","SANTS-MONTJUÏC","el Poble Sec","Carrer","OLIVERA",1,29,"","","","","","I","BJ","5","HUTB-007120",11.0,2.156355457,41.37175171
"02-2013-0466","L'EIXAMPLE","el Fort Pienc","Carrer","MARINA",1,145,"",147.0,"","","","B","1","3","HUTB-005408",4.0,2.181729217,41.39572232
"03-2013-0218","SANTS-MONTJUÏC","la Font de la Guatlla","Carrer","SANT FRUCTUOS",1,37,"","","","","","","BJ","1","HUTB-005654",4.0,2.145494874,41.36943736
"03-2013-0219","SANTS-MONTJUÏC","la Font de la Guatlla","Carrer","SANT FRUCTUOS",1,37,"","","","","","","1","1","HUTB-005657",6.0,2.145494874,41.36943736
"03-2013-0220","SANTS-MONTJUÏC","la Font de la Guatlla","Carrer","SANT FRUCTUOS",1,37,"","","","","","","2","1","HUTB-005639",7.0,2.145494874,41.36943736
"03-2013-0221","SANTS-MONTJUÏC","la Font de la Guatlla","Carrer","SANT FRUCTUOS",1,37,"","","","","","","3","1","HUTB-005658",4.0,2.145494874,41.36943736
"03-2013-0222","SANTS-MONTJUÏC","la Font de la Guatlla","Carrer","SANT FRUCTUOS",1,37,"","","","","","","4","1","HUTB-005640",4.0,2.145494874,41.36943736
"05-2013-0436","SARRIA-SANT GERVASI","Sant Gervasi - Galvany","Carrer","OLIANA",2,4,"","","","","","","2","2","HUTB-007119",5.0,2.146193355,41.39640662
"05-2013-0437","SARRIA-SANT GERVASI","Sant Gervasi - Galvany","Carrer","ARIBAU",2,304,"","","","","","","5","2","HUTB-007055",3.0,2.145205723,41.39700817
"02-2013-0612","L'EIXAMPLE","la Dreta de l'Eixample","Ronda","UNIVERSITAT",2,16,"","","","","","","2","4","HUTB-005614",7.0,2.166136291,41.38488585
"02-2013-0616","L'EIXAMPLE","Sant Antoni","Carrer","SEPULVEDA",1,169,"","","","","","","2","2","HUTB-005616",8.0,2.1612080380000003,41.38134831
"01-2013-0362","CIUTAT VELLA","Sant Pere Santa Caterina i la Ribera","Carrer","MONEC",1,25,"","","","","","","4","1","HUTB-002368",3.0,2.176230344,41.38688225
"02-2013-0866","L'EIXAMPLE","la Sagrada Família","Carrer","NAPOLS",2,258,"",260.0,"","","","","EN","1","HUTB-005912",5.0,2.169579541,41.40027446
"10-2013-0599","SANT MARTI","la Vila Olímpica del Poblenou","Carrer","SALVADOR ESPRIU",1,33,"","","","","","","2","1","HUTB-007152",7.0,2.196148921,41.38750301
"06-2013-0260","GRACIA","la Vila de Gràcia","Carrer","AULESTIA I PIJOAN",1,25,"","","","","","","2","","HUTB-005831",11.0,2.14971946,41.40131103
"04-2013-0161","LES CORTS","les Corts","Carrer","VALLESPIR",1,163,"","","","","","","BJ","1","HUTB-005905",7.0,2.1329911,41.38183163
"04-2013-0162","LES CORTS","les Corts","Carrer","VALLESPIR",1,163,"","","","","","","BJ","2","HUTB-005906",6.0,2.1329911,41.38183163
