"N_EXPEDIENT","DISTRICTE","BARRI","TIPUS_CARRER","CARRER","TIPUS_NUM","NUM1","LLETRA1","NUM2","LLETRA2","BLOC","PORTAL","ESCALA","PIS","PORTA","NUMERO_REGISTRE_GENERALITAT","NUMERO_PLACES","LONGITUD_X","LATITUD_Y"
"01-2012-0213","CIUTAT VELLA","el Barri Gòtic","Carrer","COMTAL",1,33,"","","","","","","2","1","HUTB-003349",2.0,2.172935203,41.38509213
"01-2012-0214","CIUTAT VELLA","el Barri Gòtic","Carrer","COMTAL",1,33,"","","","","","","2","2","HUTB-003350",2.0,2.172935203,41.38509213
"08-2012-0067","NOU BARRIS","la Prosperitat","Carrer","ENRIC CASANOVAS",2,78,"","","","","","","6","1","HUTB-003110",4.0,2.179020424,41.43944637
"02-2012-0399","L'EIXAMPLE","l'Antiga Esquerra de l'Eixample","Carrer","CASANOVA",2,78,"","","","","","","6","1","HUTB-002989",6.0,2.1571162090000002,41.38410885
"02-2012-0415","L'EIXAMPLE","la Dreta de l'Eixample","Carrer","DIPUTACIO",2,292,"","","","","","","2","1","HUTB-003189",14.0,2.169365673,41.39098203
"02-2012-0571","L'EIXAMPLE","la Nova Esquerra de l'Eixample","Carrer","ROCAFORT",1,149,"","","","","","","1","4","HUTB-001945",5.0,2.149089563,41.37965615
"03-2012-0186","SANTS-MONTJUÏC","el Poble Sec","Carrer","MATA",2,28,"","","","","","","BJ","2","HUTB-000063",3.0,2.1693655730000003,41.37051484
"02-2012-0582","L'EIXAMPLE","la Dreta de l'Eixample","Passeig","GRACIA",1,15,"","","","","","","6","1B","HUTB-000438",8.0,2.1663545280000003,41.38783231
"02-2012-0053","L'EIXAMPLE","la Dreta de l'Eixample","Carrer","NAPOLS",1,149,"",151.0,"","","","","PR","3","HUTB-002430",6.0,2.176133617,41.39503537
"02-2012-0054","L'EIXAMPLE","la Dreta de l'Eixample","Carrer","NAPOLS",1,149,"",151.0,"","","","","3","2","HUTB-002431",6.0,2.176133617,41.39503537
"02-2012-0058","L'EIXAMPLE","Sant Antoni","Carrer","SEPULVEDA",2,178,"","","","","","","EN","4","HUTB-001763",9.0,2.161626869,41.38138737
"06-2012-0103","GRACIA","la Vila de Gràcia","Carrer","GRAN DE GRACIA",1,205,"","","","","","","1","2","HUTB-000644",4.0,2.1504457230000003,41.4023869
"06-2012-0104","GRACIA","la Vila de Gràcia","Carrer","GRAN DE GRACIA",1,205,"","","","","","","2","1","HUTB-000645",5.0,2.1504457230000003,41.4023869
"06-2012-0106","GRACIA","la Vila de Gràcia","Carrer","GRAN DE GRACIA",1,205,"","","","","","","2","2","HUTB-000646",4.0,2.1504457230000003,41.4023869
"06-2012-0107","GRACIA","la Vila de Gràcia","Carrer","GRAN DE GRACIA",1,205,"","","","","","","3","1","HUTB-000647",5.0,2.1504457230000003,41.4023869
"06-2012-0108","GRACIA","la Vila de Gràcia","Carrer","GRAN DE GRACIA",1,205,"","","","","","","3","2","HUTB-000648",4.0,2.1504457230000003,41.4023869
"06-2012-0109","GRACIA","la Vila de Gràcia","Carrer","GRAN DE GRACIA",1,205,"","","","","","","4","1","HUTB-000649",5.0,2.1504457230000003,41.4023869
"03-2012-0196","SANTS-MONTJUÏC","la Font de la Guatlla","Gran Via","CORTS CATALANES",2,312,"","","","","","","3","1","HUTB-003612",8.0,2.1455926819999998,41.3710203
"06-2012-0208","GRACIA","la Vila de Gràcia","Travessera","GRACIA",2,136,"","","","","","","1","1","HUTB-000592",8.0,2.155505937,41.39866218
"02-2012-0601","L'EIXAMPLE","la Nova Esquerra de l'Eixample","Gran Via","CORTS CATALANES",1,443,"","","","","","","3","2","HUTB-003623",12.0,2.15245013,41.37683772
"10-2012-0247","SANT MARTI","el Parc i la Llacuna del Poblenou","Carrer","ALMOGAVERS",2,54,"","","","","","","2","2","HUTB-003679",7.0,2.184051389,41.39148505
"02-2012-0613","L'EIXAMPLE","l'Antiga Esquerra de l'Eixample","Carrer","MUNTANER",2,32,"","","","","","","4","","HUTB-002396",3.0,2.159997481,41.38363725
"02-2012-0184","L'EIXAMPLE","la Dreta de l'Eixample","Ronda","UNIVERSITAT",2,10,"","","","","","","3","1","HUTB-005296",14.0,2.165630765,41.38469667
"02-2012-0185","L'EIXAMPLE","la Dreta de l'Eixample","Ronda","UNIVERSITAT",2,10,"","","","","","","3","2","HUTB-005358",13.0,2.165630765,41.38469667
"02-2012-0186","L'EIXAMPLE","la Dreta de l'Eixample","Gran Via","CORTS CATALANES",2,682,"","","","","","","AT","3","HUTB-003563",7.0,2.171954431,41.39083613
"02-2012-0187","L'EIXAMPLE","la Dreta de l'Eixample","Gran Via","CORTS CATALANES",2,682,"","","","","","","AT","4","HUTB-003564",6.0,2.171954431,41.39083613
"02-2012-0194","L'EIXAMPLE","l'Antiga Esquerra de l'Eixample","Avinguda","ROMA",2,138,"","","","","","","1","A","HUTB-002008",6.0,2.154079614,41.38355003
"10-2012-0106","SANT MARTI","la Vila Olímpica del Poblenou","Carrer","MARINA",2,70,"","","","","","","4","2","HUTB-005283",4.0,2.189637167,41.39037749
"02-2012-0319","L'EIXAMPLE","la Sagrada Família","Carrer","LEPANT",1,273,"","","","","","","5","2","HUTB-000996",5.0,2.175037927,41.40286308
"02-2012-0320","L'EIXAMPLE","la Sagrada Família","Carrer","LEPANT",1,273,"","","","","","","1","1","HUTB-000997",5.0,2.175037927,41.40286308
"02-2012-0321","L'EIXAMPLE","la Sagrada Família","Carrer","LEPANT",1,273,"","","","","","","3","2","HUTB-000998",5.0,2.175037927,41.40286308
"06-2012-0139","GRACIA","el Camp d'en Grassot i Gràcia Nova","Carrer","VENTALLO",1,49,"",51.0,"","","","","3","2","HUTB-001481",9.0,2.164117675,41.40630604
"02-2012-0616","L'EIXAMPLE","l'Antiga Esquerra de l'Eixample","Carrer","PROVENÇA",1,131,"","","","","","","PR","3","HUTB-002841",7.0,2.151135154,41.38607052
"02-2012-0617","L'EIXAMPLE","l'Antiga Esquerra de l'Eixample","Carrer","PROVENÇA",1,131,"",133.0,"","","","","3","1","HUTB-002846",8.0,2.151135154,41.38607052
"10-2012-0231","SANT MARTI","Diagonal Mar i el Front Marítim del Poblenou","Carrer","PROVENÇALS",1,5,"","","","","","","5","4","HUTB-002852",11.0,2.211876293,41.40213946
"06-2012-0263","GRACIA","la Vila de Gràcia","Carrer","ENCARNACIO",1,71,"","","","","","","BJ","","HUTB-003108",13.0,2.159799648,41.40514561
"05-2012-0250","SARRIA-SANT GERVASI","Sant Gervasi - Galvany","Avinguda","DIAGONAL",2,572,"","","","","","","2","1A","HUTB-003160",11.0,2.147632944,41.39220114
"02-2012-0712","L'EIXAMPLE","Sant Antoni","Ronda","SANT PAU",1,1,"","","","","","","2","1","HUTB-002244",9.0,2.166184719,41.37347167
"02-2012-0583","L'EIXAMPLE","la Dreta de l'Eixample","Passeig","GRACIA",1,15,"","","","","","","2","2A","HUTB-000439",13.0,2.1663545280000003,41.38783231
"03-2012-0075","SANTS-MONTJUÏC","el Poble Sec","Carrer","FONTRODONA",1,29,"","","","","","","1","1","HUTB-000219",5.0,2.1655164030000003,41.37064107
"02-2012-0151","L'EIXAMPLE","la Nova Esquerra de l'Eixample","Gran Via","CORTS CATALANES",1,415,"","","","","","A","6","3","HUTB-003639",10.0,2.151057873,41.37579224
"05-2012-0113","SARRIA-SANT GERVASI","Sant Gervasi - Galvany","Carrer","ARIBAU",2,226,"","","","","","E","4","2","HUTB-003812",12.0,2.14943453,41.3933219
"05-2012-0114","SARRIA-SANT GERVASI","Sant Gervasi - Galvany","Carrer","ARIBAU",2,228,"","","","","","D","2","2","HUTB-003816",13.0,2.14943453,41.3933219
"05-2012-0115","SARRIA-SANT GERVASI","Sant Gervasi - Galvany","Carrer","ARIBAU",2,226,"","","","","","E","3","2","HUTB-003813",12.0,2.14943453,41.3933219
"05-2012-0171","SARRIA-SANT GERVASI","Sant Gervasi - Galvany","Carrer","ARIBAU",2,226,"","","","","","D","PR","","HUTB-003814",14.0,2.14943453,41.3933219
"06-2012-0110","GRACIA","la Vila de Gràcia","Carrer","GRAN DE GRACIA",1,205,"","","","","","","4","2","HUTB-000650",4.0,2.1504457230000003,41.4023869
"02-2012-0394","L'EIXAMPLE","la Sagrada Família","Carrer","MALLORCA",1,423,"","","","","","","1","2","HUTB-001063",10.0,2.175970822,41.40302287
"03-2012-0133","SANTS-MONTJUÏC","el Poble Sec","Carrer","ELKANO",1,73,"","","","","","","1","2","HUTB-003090",5.0,2.1586674319999997,41.37223357
"10-2012-0172","SANT MARTI","el Parc i la Llacuna del Poblenou","Carrer","ALMOGAVERS",2,56,"","","","","","","5","2","HUTB-003681",6.0,2.184228068,41.3916162
"02-2012-0561","L'EIXAMPLE","l'Antiga Esquerra de l'Eixample","Carrer","ARIBAU",2,66,"","","","","","","4","1","HUTB-003828",6.0,2.157884423,41.38694491
"03-2012-0200","SANTS-MONTJUÏC","Sants","Carrer","WATT",1,25,"",27.0,"","","","","1","2","HUTB-001592",3.0,2.138505946,41.3746928
"02-2012-0074","L'EIXAMPLE","la Dreta de l'Eixample","Ronda","SANT PERE",1,3,"","","","","","","3","2","HUTB-002271",8.0,2.169587317,41.38650016
"02-2012-0076","L'EIXAMPLE","la Dreta de l'Eixample","Ronda","SANT PERE",1,3,"","","","","","","4","2","HUTB-002272",8.0,2.169587317,41.38650016
"02-2012-0195","L'EIXAMPLE","l'Antiga Esquerra de l'Eixample","Avinguda","ROMA",2,138,"","","","","","","1","B","HUTB-002009",4.0,2.154079614,41.38355003
"02-2012-0196","L'EIXAMPLE","l'Antiga Esquerra de l'Eixample","Avinguda","ROMA",2,138,"","","","","","","2","A","HUTB-002010",6.0,2.154079614,41.38355003
"02-2012-0197","L'EIXAMPLE","l'Antiga Esquerra de l'Eixample","Avinguda","ROMA",2,138,"","","","","","","2","B","HUTB-002011",4.0,2.154079614,41.38355003
"02-2012-0198","L'EIXAMPLE","l'Antiga Esquerra de l'Eixample","Avinguda","ROMA",2,138,"","","","","","","3","A","HUTB-002012",6.0,2.154079614,41.38355003
"02-2012-0199","L'EIXAMPLE","l'Antiga Esquerra de l'Eixample","Avinguda","ROMA",2,138,"","","","","","","3","B","HUTB-002013",4.0,2.154079614,41.38355003
"02-2012-0200","L'EIXAMPLE","l'Antiga Esquerra de l'Eixample","Avinguda","ROMA",2,138,"","","","","","","4","A","HUTB-002017",6.0,2.154079614,41.38355003
"02-2012-0201","L'EIXAMPLE","l'Antiga Esquerra de l'Eixample","Avinguda","ROMA",2,138,"","","","","","","4","B","HUTB-002016",4.0,2.154079614,41.38355003
"02-2012-0202","L'EIXAMPLE","l'Antiga Esquerra de l'Eixample","Avinguda","ROMA",2,138,"","","","","","","5","A","HUTB-002015",6.0,2.154079614,41.38355003
"02-2012-0203","L'EIXAMPLE","l'Antiga Esquerra de l'Eixample","Avinguda","ROMA",2,138,"","","","","","","5","B","HUTB-002014",4.0,2.154079614,41.38355003
"02-2012-0204","L'EIXAMPLE","l'Antiga Esquerra de l'Eixample","Avinguda","ROMA",2,138,"","","","","","","6","A","HUTB-002006",6.0,2.154079614,41.38355003
"02-2012-0344","L'EIXAMPLE","el Fort Pienc","Gran Via","CORTS CATALANES",1,751,"E","","","","","","4","2","HUTB-003609",10.0,2.181926679,41.39898355
"06-2012-0227","GRACIA","la Vila de Gràcia","Carrer","GRAN DE GRACIA",2,54,"","","","","","","3","1","HUTB-000641",9.0,2.155146264,41.39746272
"02-2012-0615","L'EIXAMPLE","l'Antiga Esquerra de l'Eixample","Carrer","ARIBAU",2,82,"","","","","","","2","2","HUTB-003829",5.0,2.156930862,41.38766629
"03-2012-0194","SANTS-MONTJUÏC","el Poble Sec","Carrer","VALLHONRAT",2,20,"","","","","","","1","2","HUTB-001439",6.0,2.155823731,41.37224406
"10-2012-0221","SANT MARTI","el Camp de l'Arpa del Clot","Carrer","INDUSTRIA",2,326,"","","","","","","2","1","HUTB-000807",5.0,2.18245926,41.41452448
"02-2012-0421","L'EIXAMPLE","la Dreta de l'Eixample","Carrer","BALMES",2,12,"","","","","","","1","2","HUTB-003989",13.0,2.165615718,41.3845143
"02-2012-0487","L'EIXAMPLE","la Dreta de l'Eixample","Carrer","GIRONA",1,27,"","","","","","","1","1B","HUTB-000405",5.0,2.173722008,41.39004138
"02-2012-0247","L'EIXAMPLE","Sant Antoni","Carrer","LLANÇA",1,9,"","","","","","","AT","3","HUTB-001010",6.0,2.150008298,41.37385956
"02-2012-0248","L'EIXAMPLE","la Sagrada Família","Carrer","PROVENÇA",1,453,"","","","","","","2","","HUTB-005293",7.0,2.17396421,41.40321958
"02-2012-0258","L'EIXAMPLE","la Sagrada Família","Carrer","VALENCIA",1,437,"","","","","","","3","2","HUTB-001360",8.0,2.175122224,41.40068517
"02-2012-0259","L'EIXAMPLE","la Nova Esquerra de l'Eixample","Carrer","ROCAFORT",1,129,"","","","","","","5","1","HUTB-001944",10.0,2.1501887859999997,41.37882649
"06-2012-0028","GRACIA","la Vila de Gràcia","Carrer","SANT DOMENEC",1,11,"","","","","","","2","1","HUTB-002188",4.0,2.155486749,41.39808467
"06-2012-0029","GRACIA","la Vila de Gràcia","Carrer","SANT DOMENEC",1,11,"","","","","","","2","2","HUTB-002189",5.0,2.155486749,41.39808467
"06-2012-0030","GRACIA","la Vila de Gràcia","Carrer","SANT DOMENEC",1,11,"","","","","","","3","1","HUTB-002190",4.0,2.155486749,41.39808467
"06-2012-0031","GRACIA","la Vila de Gràcia","Carrer","SANT DOMENEC",1,11,"","","","","","","3","2","HUTB-002191",5.0,2.155486749,41.39808467
"02-2012-0109","L'EIXAMPLE","el Fort Pienc","Carrer","NAPOLS",2,150,"","","","","","","2","4","HUTB-002422",7.0,2.1760159690000003,41.39540306
"02-2012-0491","L'EIXAMPLE","el Fort Pienc","Carrer","AUSIAS MARC",2,146,"","","","","","","1","3","HUTB-003898",5.0,2.183365973,41.39598237
"02-2012-0494","L'EIXAMPLE","la Sagrada Família","Carrer","CARTAGENA",2,242,"","","","","","","1","","HUTB-002979",15.0,2.178147357,41.40573561
"06-2012-0178","GRACIA","la Vila de Gràcia","Carrer","MARIA",1,7,"","","","","","","1","1","HUTB-001115",2.0,2.156019289,41.39731769
"06-2012-0179","GRACIA","la Vila de Gràcia","Carrer","MARIA",1,7,"","","","","","","2","2","HUTB-001116",3.0,2.156019289,41.39731769
"05-2012-0201","SARRIA-SANT GERVASI","el Putxet i el Farró","Carrer","GUILLEM TELL",2,34,"","","","","","","6","1","HUTB-000700",12.0,2.146815245,41.40024725
"05-2012-0190","SARRIA-SANT GERVASI","Sant Gervasi - Galvany","Carrer","PRATS DE MOLLO",2,14,"","","","","","","BJ","1","HUTB-002794",11.0,2.136787518,41.39945344
"05-2012-0191","SARRIA-SANT GERVASI","Sant Gervasi - Galvany","Carrer","PRATS DE MOLLO",2,14,"","","","","","","1","4","HUTB-002795",4.0,2.136787518,41.39945344
"05-2012-0192","SARRIA-SANT GERVASI","Sant Gervasi - Galvany","Carrer","PRATS DE MOLLO",2,14,"","","","","","","1","3","HUTB-002796",4.0,2.136787518,41.39945344
"05-2012-0193","SARRIA-SANT GERVASI","Sant Gervasi - Galvany","Carrer","PRATS DE MOLLO",2,14,"","","","","","","1","2","HUTB-002797",4.0,2.136787518,41.39945344
"05-2012-0194","SARRIA-SANT GERVASI","Sant Gervasi - Galvany","Carrer","PRATS DE MOLLO",2,14,"","","","","","","1","1","HUTB-002798",4.0,2.136787518,41.39945344
"05-2012-0195","SARRIA-SANT GERVASI","Sant Gervasi - Galvany","Carrer","PRATS DE MOLLO",2,14,"","","","","","","BJ","2","HUTB-002799",11.0,2.136787518,41.39945344
"06-2012-0087","GRACIA","la Vila de Gràcia","Carrer","MARIA",2,14,"","","","","","","2","","HUTB-001118",2.0,2.156189993,41.39734904
"07-2012-0082","HORTA-GUINARDÓ","Can Baró","Carrer","JOSEP SERRANO",2,4,"","","","","","","BJ","1","HUTB-000929",8.0,2.158608804,41.41491746
"02-2012-0423","L'EIXAMPLE","la Dreta de l'Eixample","Rambla","CATALUNYA",1,31,"","","","","","","1","1B","HUTB-003298",5.0,2.164282769,41.38761578
"02-2012-0424","L'EIXAMPLE","la Dreta de l'Eixample","Rambla","CATALUNYA",1,31,"","","","","","","1","1A","HUTB-003297",8.0,2.164282769,41.38761578
"06-2012-0255","GRACIA","la Vila de Gràcia","Carrer","RIERA DE SANT MIQUEL",1,75,"","","","","","","PR","3","HUTB-001662",3.0,2.153191441,41.39676359
"02-2012-0205","L'EIXAMPLE","l'Antiga Esquerra de l'Eixample","Avinguda","ROMA",2,138,"","","","","","","6","B","HUTB-002007",4.0,2.154079614,41.38355003
"06-2012-0128","GRACIA","la Vila de Gràcia","Rambla","PRAT",1,9,"","","","","","","1","2","HUTB-002792",16.0,2.15120226,41.39970219
"03-2012-0181","SANTS-MONTJUÏC","el Poble Sec","Carrer","ELKANO",2,58,"","","","","","","4","1","HUTB-003089",10.0,2.161036019,41.37174256
"05-2012-0187","SARRIA-SANT GERVASI","Sant Gervasi - Galvany","Carrer","ARIBAU",2,226,"","","","","","E","4","1","HUTB-003815",12.0,2.14943453,41.3933219
"02-2012-0631","L'EIXAMPLE","l'Antiga Esquerra de l'Eixample","Carrer","MUNTANER",2,32,"","","","","","","EN","","HUTB-002397",7.0,2.159997481,41.38363725
"02-2012-0634","L'EIXAMPLE","l'Antiga Esquerra de l'Eixample","Carrer","DIPUTACIO",1,197,"","","","","","","2","1","HUTB-003214",4.0,2.159964417,41.38418606
"10-2012-0184","SANT MARTI","el Camp de l'Arpa del Clot","Carrer","ROGENT",2,26,"","","","","","","PR","2","HUTB-001956",5.0,2.184403346,41.4071597
"02-2012-0502","L'EIXAMPLE","la Dreta de l'Eixample","Carrer","DIPUTACIO",1,249,"","","","","","","1","3","HUTB-003179",10.0,2.163849293,41.38710616
"06-2012-0219","GRACIA","la Vila de Gràcia","Carrer","SANT AGUSTI",2,12,"","","","","","","1","2","HUTB-002139",3.0,2.15969599,41.39637123
"02-2012-0669","L'EIXAMPLE","la Dreta de l'Eixample","Carrer","ROSSELLO",2,244,"","","","","","","4","1","HUTB-002034",26.0,2.1603643409999997,41.39444248
"02-2012-0323","L'EIXAMPLE","la Sagrada Família","Carrer","ROSSELLO",2,446,"","","","","","","SA","1","HUTB-002065",6.0,2.174955517,41.40541145
"02-2012-0324","L'EIXAMPLE","la Sagrada Família","Carrer","VALENCIA",1,401,"",403.0,"","","","","EN","3A","HUTB-005298",6.0,2.1735197530000003,41.39948853
"02-2012-0325","L'EIXAMPLE","la Sagrada Família","Carrer","CARTAGENA",2,330,"","","","","","","2","2","HUTB-002983",5.0,2.173629445,41.40916736
"10-2012-0230","SANT MARTI","el Poblenou","Passatge","MAS DE RODA",2,26,"","","","","","A","1","4","HUTB-000062",3.0,2.199401232,41.39524694
"02-2012-0453","L'EIXAMPLE","la Sagrada Família","Carrer","ROSSELLO",2,380,"",382.0,"","","","","1","2","HUTB-002078",4.0,2.17142913,41.40275375
"02-2012-0455","L'EIXAMPLE","la Sagrada Família","Carrer","ROSSELLO",2,380,"",382.0,"","","","","1","4","HUTB-002079",5.0,2.17142913,41.40275375
"02-2012-0458","L'EIXAMPLE","la Sagrada Família","Carrer","ROSSELLO",2,380,"",382.0,"","","","","1","3","HUTB-002080",6.0,2.17142913,41.40275375
"02-2012-0438","L'EIXAMPLE","la Nova Esquerra de l'Eixample","Carrer","CONSELL DE CENT",1,87,"","","","","","","2","1","HUTB-003462",6.0,2.149035551,41.37766392
"03-2012-0157","SANTS-MONTJUÏC","la Bordeta","Carrer","JOCS FLORALS",2,172,"",174.0,"","","","","1","1","HUTB-000915",6.0,2.13540782,41.36871701
"03-2012-0158","SANTS-MONTJUÏC","la Bordeta","Carrer","JOCS FLORALS",2,172,"",174.0,"","","","","1","2","HUTB-000916",6.0,2.13540782,41.36871701
"02-2012-0168","L'EIXAMPLE","l'Antiga Esquerra de l'Eixample","Carrer","CORSEGA",1,211,"","","","","","","1","1","HUTB-003528",8.0,2.150913006,41.38929607
"02-2012-0169","L'EIXAMPLE","l'Antiga Esquerra de l'Eixample","Carrer","CONSELL DE CENT",2,220,"","","","","","","1","1","HUTB-003466",7.0,2.1578295080000003,41.38401079999999
"05-2012-0100","SARRIA-SANT GERVASI","Sant Gervasi - Galvany","Carrer","LAFORJA",1,89,"","","","","","","5","1","HUTB-000955",3.0,2.143501135,41.39409596
"05-2012-0101","SARRIA-SANT GERVASI","Sant Gervasi - Galvany","Carrer","LAFORJA",1,89,"","","","","","","EN","3","HUTB-000956",6.0,2.143501135,41.39409596
"06-2012-0243","GRACIA","la Vila de Gràcia","Carrer","TRILLA",2,2,"","","","","","","1","2","HUTB-001227",3.0,2.152226233,41.40159965
"05-2012-0247","SARRIA-SANT GERVASI","Sant Gervasi - Galvany","Avinguda","DIAGONAL",2,572,"","","","","","","PR","1B","HUTB-003159",8.0,2.147632944,41.39220114
"02-2012-0514","L'EIXAMPLE","la Dreta de l'Eixample","Carrer","GIRONA",1,99,"","","","","","","3","1","HUTB-000381",3.0,2.1680293059999998,41.39433965
"02-2012-0366","L'EIXAMPLE","la Sagrada Família","Carrer","VALENCIA",2,404,"","","","","","","5","1","HUTB-001350",7.0,2.173877101,41.39947745
"09-2012-0156","SANT ANDREU","Sant Andreu","Carrer","SANTA COLOMA",1,37,"","","","","","","8","3","HUTB-002354",7.0,2.191440434,41.42707055
"02-2012-0526","L'EIXAMPLE","la Nova Esquerra de l'Eixample","Carrer","ROCAFORT",1,151,"","","","","","","1","3","HUTB-001946",8.0,2.1490142569999997,41.37971299
"10-2012-0267","SANT MARTI","Diagonal Mar i el Front Marítim del Poblenou","Passeig","GARCIA FARIA",1,73,"","","","","","A","25","1","HUTB-000279",15.0,2.214219692,41.40312153
"06-2012-0222","GRACIA","la Vila de Gràcia","Rambla","PRAT",2,12,"","","","","","","EN","2","HUTB-002793",7.0,2.151042362,41.39979984
"10-2012-0279","SANT MARTI","el Poblenou","Carrer","FERROCARRIL",1,27,"","","","","","","1","3","HUTB-000182",4.0,2.2059672480000003,41.39695923
"02-2012-0605","L'EIXAMPLE","Sant Antoni","Carrer","ROCAFORT",2,46,"","","","","","","5","1","HUTB-001688",2.0,2.154593333,41.37578339
"06-2012-0225","GRACIA","la Vila de Gràcia","Carrer","TRILLA",2,2,"","","","","","","2","1","HUTB-001226",3.0,2.152226233,41.40159965
"01-2012-0158","CIUTAT VELLA","el Barri Gòtic","Passatge","RELLOTGE",2,2,"","","","","","","EN","1","HUTB-001632",11.0,2.176096787,41.37821911
"02-2012-0641","L'EIXAMPLE","l'Antiga Esquerra de l'Eixample","Carrer","CONSELL DE CENT",2,258,"","","","","","","PR","1","HUTB-003446",9.0,2.160141416,41.38574997
"05-2012-0236","SARRIA-SANT GERVASI","Sant Gervasi - Galvany","Travessera","GRACIA",2,32,"","","","","","","4","2","HUTB-000596",10.0,2.146622972,41.39296471
"02-2012-0651","L'EIXAMPLE","Sant Antoni","Carrer","SEPULVEDA",1,23,"","","","","","","6","2","HUTB-001764",5.0,2.152295569,41.3746372
"10-2012-0199","SANT MARTI","el Poblenou","Carrer","DOCTOR TRUETA",2,228,"","","","","","","3","1","HUTB-003075",4.0,2.203221194,41.39724035
"10-2012-0200","SANT MARTI","el Poblenou","Carrer","DOCTOR TRUETA",2,228,"","","","","","","2","1","HUTB-003076",4.0,2.203221194,41.39724035
"06-2012-0232","GRACIA","la Vila de Gràcia","Carrer","TORRENT DE LES FLORS",1,139,"",141.0,"","","","","4","4","HUTB-001184",3.0,2.155797556,41.40761628
"02-2012-0653","L'EIXAMPLE","la Sagrada Família","Carrer","SICILIA",2,322,"","","","","","","PR","1","HUTB-001923",4.0,2.170710053,41.40112367
