"dcAccrualPeriodicity","dccontributorauthor","dccoveragespatial","dccoveragetemporal","dccoveragevigencia","dcdatecreated","dcdateissued","dcdescription","dcformat","dcformatextent","dcformatmimetype","dcidentifiermandat","dcidentifieruri","dclanguage","dcrelation","dcrights","dcrightsaccessrights","dcrightsrightsHolder","dcrightsuri","dcsubject","dcsubjectcategory","dcsubjectforma","dctitle","dctype","dctypedriver","Unnamed: 25"
"","Direcció de Serveis de Gestió de Costos i Avaluació | Direcció de Pressupostos i Política Fiscal | Gerència de Presidència i Economia","Barcelona. Districte 3. Sants-Montjuïc | Barcelona. District 3. Sants-Montjuïc | Barcelona. Distrito 3. Sants-Montjuïc",2017.0,"","2019-09-06","2019-09-06","","application/pdf | application/vnd.ms-excel | application/csvm+json","3 documents (4 fitxers)","application/pdf | application/vnd.ms-excel | application/csvm+json","Mandat 2015-2019","http://hdl.handle.net/11703/117353","cat","","CC-BY [només pel text] | CC0 [conjunt de dades]","info:eu-repo/semantics/openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca | https://creativecommons.org/choose/zero/?lang=ca","Costos basats en activitats | Comptabilitat de costos | Districte 3. Sants-Montjuïc | Activity-based costing | Cost accounting | Districte 3. Sants-Montjuïc | Costes basados en actividades | Contabilidad de costes | Districte 3. Sants-Montjuïc","Economia","costos","Memòria de costos 2017 : Districte Sants-Montjuïc","text | dataset","info:eu-repo/semantics/other",""
"Diari","Direcció de Serveis de Gestió de Costos i Avaluació | Direcció de Pressupostos i Política Fiscal | Gerència de Presidència i Economia","Barcelona | Barcelona | Barcelona","","Si","2019-05-06","2019-05-06","","application/vnd.ms-excel","","application/pdf | application/vnd.ms-excel | application/csvm+json","Mandat 2015-2019","http://hdl.handle.net/11703/117719","eng","","CC-BY","info:eu-repo/semantics/openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca | https://creativecommons.org/choose/zero/?lang=ca","Costos basats en activitats | Comptabilitat de costos | Activity-based costing | Cost accounting | Costes basados ​​en actividades | Contabilidad de costes","Economia","costos","Gràcia cost memory 2015","text | text","info:eu-repo/semantics/other",""
"Diari","Direcció de Serveis de Gestió de Costos i Avaluació | Direcció de Pressupostos i Política Fiscal | Gerència de Presidència i Economia","Barcelona | Barcelona | Barcelona","","Si","2019-06-09","2019-06-09","","application/vnd.ms-excel","","application/pdf | application/vnd.ms-excel | application/csvm+json","Mandat 2015-2019","http://hdl.handle.net/11703/117816","eng","","CC-BY","info:eu-repo/semantics/openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca | https://creativecommons.org/choose/zero/?lang=ca","Costos basats en activitats | Comptabilitat de costos | Activity-based costing | Cost accounting | Costes basados ​​en actividades | Contabilidad de costes","Economia","costos","Gràcia cost memory 2017","text | text","info:eu-repo/semantics/other",""
"","Direcció de Serveis de Gestió de Costos i Avaluació | Direcció de Pressupostos i Política Fiscal | Gerència de Presidència i Economia","Barcelona. Districte 4. Les Corts | Barcelona. District 4. Les Corts | Barcelona. Distrito 4. Les Corts",2015.0,"","2017-05-11","2017-05-11","","application/pdf | application/vnd.ms-excel | application/csvm+json","3 documents (4 fitxers)","application/pdf | application/vnd.ms-excel | application/csvm+json","Mandat 2015-2019","http://hdl.handle.net/11703/102233","cat","","CC-BY [només pel text] | CC0 [conjunt de dades]","info:eu-repo/semantics/openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca | https://creativecommons.org/choose/zero/?lang=ca","Costos basats en activitats | Comptabilitat de costos | Districte 4. Les Corts | Activity-based costing | Cost accounting | Districte 4. Les Corts | Costes basados en actividades | Contabilidad de costes | Districte 4. Les Corts","Economia","costos","Memòria de costos 2015 : Districte Les Corts","text | dataset","info:eu-repo/semantics/other",""
"Diari","Direcció de Serveis de Gestió de Costos i Avaluació | Direcció de Pressupostos i Política Fiscal | Gerència de Presidència i Economia","Barcelona | Barcelona | Barcelona","","Si","2017-11-05","2017-11-05","","application/vnd.ms-excel","","application/pdf | application/vnd.ms-excel | application/csvm+json","Mandat 2011-2015","http://hdl.handle.net/11703/117665","eng","","CC-BY","info:eu-repo/semantics/openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca | https://creativecommons.org/choose/zero/?lang=ca","Costos basats en activitats | Comptabilitat de costos | Activity-based costing | Cost accounting | Costes basados ​​en actividades | Contabilidad de costes","Economia","costos","Environment and Urban Services cost memory 2014","text | text","info:eu-repo/semantics/other",""
"","Direcció de Serveis de Gestió de Costos i Avaluació | Direcció de Pressupostos i Política Fiscal | Gerència de Presidència i Economia","Barcelona. Districte 4. Les Corts | Barcelona. District 4. Les Corts | Barcelona. Distrito 4. Les Corts",2017.0,"","2019-09-06","2019-09-06","","application/pdf | application/vnd.ms-excel | application/csvm+json","3 documents (4 fitxers)","application/pdf | application/vnd.ms-excel | application/csvm+json","Mandat 2015-2019","http://hdl.handle.net/11703/117355","cat","","CC-BY [només pel text] | CC0 [conjunt de dades]","info:eu-repo/semantics/openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca | https://creativecommons.org/choose/zero/?lang=ca","Costos basats en activitats | Comptabilitat de costos | Districte 4. Les Corts | Activity-based costing | Cost accounting | Districte 4. Les Corts | Costes basados en actividades | Contabilidad de costes | Districte 4. Les Corts","Economia","costos","Memòria de costos 2017 : Districte Les Corts","text | dataset","info:eu-repo/semantics/other",""
"Diari","Direcció de Serveis de Gestió de Costos i Avaluació | Direcció de Pressupostos i Política Fiscal | Gerència de Presidència i Economia","Barcelona | Barcelona | Barcelona","","Si","2019-05-06","2019-05-06","","application/vnd.ms-excel","","application/pdf | application/vnd.ms-excel | application/csvm+json","Mandat 2015-2019","http://hdl.handle.net/11703/117704","eng","","CC-BY","info:eu-repo/semantics/openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca | https://creativecommons.org/choose/zero/?lang=ca","Costos basats en activitats | Comptabilitat de costos | Activity-based costing | Cost accounting | Costes basados ​​en actividades | Contabilidad de costes","Economia","costos","Guàrdia Urbana city police cost memory 2015","text | text","info:eu-repo/semantics/other",""
"Diari","Direcció de Serveis de Gestió de Costos i Avaluació | Direcció de Pressupostos i Política Fiscal | Gerència de Presidència i Economia","Barcelona | Barcelona | Barcelona","","Si","2017-11-05","2017-11-05","","application/vnd.ms-excel","","application/pdf | application/vnd.ms-excel | application/csvm+json","Mandat 2011-2015","http://hdl.handle.net/11703/117671","eng","","CC-BY","info:eu-repo/semantics/openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca | https://creativecommons.org/choose/zero/?lang=ca","Costos basats en activitats | Comptabilitat de costos | Activity-based costing | Cost accounting | Costes basados ​​en actividades | Contabilidad de costes","Economia","costos","Education cost memory 2014","text | text","info:eu-repo/semantics/other",""
"Diari","Direcció de Serveis de Gestió de Costos i Avaluació | Direcció de Pressupostos i Política Fiscal | Gerència de Presidència i Economia","Barcelona | Barcelona | Barcelona","","Si","2019-05-06","2019-05-06","","application/vnd.ms-excel","","application/pdf | application/vnd.ms-excel | application/csvm+json","Mandat 2015-2019","http://hdl.handle.net/11703/117782","eng","","CC-BY","info:eu-repo/semantics/openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca | https://creativecommons.org/choose/zero/?lang=ca","Costos basats en activitats | Comptabilitat de costos | Activity-based costing | Cost accounting | Costes basados ​​en actividades | Contabilidad de costes","Economia","costos","Sant Andreu cost memory 2016","text | text","info:eu-repo/semantics/other",""
"","Direcció de Serveis de Gestió de Costos i Avaluació | Direcció de Pressupostos i Política Fiscal | Gerència de Presidència i Economia","Barcelona | Barcelona | Barcelona",2016.0,"","2019-06-05","2019-06-05","","application/pdf | application/vnd.ms-excel | application/csvm+json","3 documents (4 fitxers)","application/pdf | application/vnd.ms-excel | application/csvm+json","Mandat 2015-2019","http://hdl.handle.net/11703/117391","spa","<a href=""http://hdl.handle.net/11703/117311"">Versió en català</a>","CC-BY [només pel text] | CC0 [conjunt de dades]","info:eu-repo/semantics/openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca | https://creativecommons.org/choose/zero/?lang=ca","Costos basats en activitats | Comptabilitat de costos | Medi ambient | Serveis públics | Activity-based costing | Cost accounting | Environment | Public utilities | Costes basados en actividades | Contabilidad de costes | Medio ambiente | Servicios públicos","Economia | Medi ambient","costos","Memoria de costes 2016 : Medio Ambiente y Servicios Urbanos","text | dataset","info:eu-repo/semantics/other",""
"","Direcció de Serveis de Gestió de Costos i Avaluació | Direcció de Pressupostos i Política Fiscal | Gerència de Presidència i Economia","Barcelona. Districte 1. Ciutat Vella | Barcelona. District 1. Ciutat Vella | Barcelona. Distrito 1. Ciutat Vella",2015.0,"","2016-11-16","2016-11-16","","application/pdf | application/vnd.ms-excel | application/csvm+json","3 documents (4 fitxers)","application/pdf | application/vnd.ms-excel | application/csvm+json","Mandat 2015-2019","http://hdl.handle.net/11703/102227","cat","","CC-BY [només pel text] | CC0 [conjunt de dades]","info:eu-repo/semantics/openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca | https://creativecommons.org/choose/zero/?lang=ca","Costos basats en activitats | Comptabilitat de costos | Districte 1. Ciutat Vella | Activity-based costing | Cost accounting | Districte 1. Ciutat Vella | Costes basados en actividades | Contabilidad de costes | Districte 1. Ciutat Vella","Economia","costos","Memòria de costos 2015 : Districte Ciutat Vella","text | dataset","info:eu-repo/semantics/other",""
"Diari","Direcció de Serveis de Gestió de Costos i Avaluació | Direcció de Pressupostos i Política Fiscal | Gerència de Presidència i Economia","Barcelona | Barcelona | Barcelona","","Si","2019-05-06","2019-05-06","","application/vnd.ms-excel","","application/pdf | application/vnd.ms-excel | application/csvm+json","Mandat 2015-2019","http://hdl.handle.net/11703/117714","eng","","CC-BY","info:eu-repo/semantics/openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca | https://creativecommons.org/choose/zero/?lang=ca","Costos basats en activitats | Comptabilitat de costos | Activity-based costing | Cost accounting | Costes basados ​​en actividades | Contabilidad de costes","Economia","costos","Ciutat Vella cost memory 2015","text | text","info:eu-repo/semantics/other",""
"","Direcció de Serveis de Gestió de Costos i Avaluació | Direcció de Pressupostos i Política Fiscal | Gerència de Presidència i Economia","Barcelona | Barcelona | Barcelona",2015.0,"","2016-11-16","2016-11-16","","application/pdf | application/vnd.ms-excel | application/csvm+json","3 documents (4 fitxers)","application/pdf | application/vnd.ms-excel | application/csvm+json","Mandat 2015-2019","http://hdl.handle.net/11703/102124","cat","","CC-BY [només pel text] | CC0 [conjunt de dades]","info:eu-repo/semantics/openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca | https://creativecommons.org/choose/zero/?lang=ca","Costos basats en activitats | Comptabilitat de costos | Policia local | Activity-based costing | Cost accounting | Municipal police | Costes basados en actividades | Contabilidad de costes | Policía municipal","Economia | Seguretat","costos","Memòria de costos 2015 : Guàrdia urbana","text | dataset","info:eu-repo/semantics/other",""
"","Direcció de Serveis de Gestió de Costos i Avaluació | Direcció de Pressupostos i Política Fiscal | Gerència de Presidència i Economia","Barcelona. Districte 8. Nou Barris | Barcelona. District 8. Nou Barris | Barcelona. Distrito 8. Nou Barris",2016.0,"","2019-06-05","2019-06-05","","application/pdf | application/vnd.ms-excel | application/csvm+json","3 documents (4 fitxers)","application/pdf | application/vnd.ms-excel | application/csvm+json","Mandat 2015-2019","http://hdl.handle.net/11703/117328","cat","<a href=""http://hdl.handle.net/11703/117413"">Versió en castellà</a>","CC-BY [només pel text] | CC0 [conjunt de dades]","info:eu-repo/semantics/openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca | https://creativecommons.org/choose/zero/?lang=ca","Costos basats en activitats | Comptabilitat de costos | Districte 8. Nou Barris | Activity-based costing | Cost accounting | Districte 8. Nou Barris | Costes basados en actividades | Contabilidad de costes | Districte 8. Nou Barris","Economia","costos","Memòria de costos 2016 : Districte Nou Barris","text | dataset","info:eu-repo/semantics/other",""
"","Direcció de Serveis de Gestió de Costos i Avaluació | Direcció de Pressupostos i Política Fiscal | Gerència de Presidència i Economia","Barcelona. Districte 1. Ciutat Vella | Barcelona. District 1. Ciutat Vella | Barcelona. Distrito 1. Ciutat Vella",2016.0,"","2019-06-05","2019-06-05","","application/pdf | application/vnd.ms-excel | application/csvm+json","3 documents (4 fitxers)","application/pdf | application/vnd.ms-excel | application/csvm+json","Mandat 2015-2019","http://hdl.handle.net/11703/117321","cat","<a href=""http://hdl.handle.net/11703/117406"">Versió en castellà</a>","CC-BY [només pel text] | CC0 [conjunt de dades]","info:eu-repo/semantics/openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca | https://creativecommons.org/choose/zero/?lang=ca","Costos basats en activitats | Comptabilitat de costos | Districte 1. Ciutat Vella | Activity-based costing | Cost accounting | Districte 1. Ciutat Vella | Costes basados en actividades | Contabilidad de costes | Districte 1. Ciutat Vella","Economia","costos","Memòria de costos 2016 : Districte Ciutat Vella","text | dataset","info:eu-repo/semantics/other",""
"Diari","Direcció de Serveis de Gestió de Costos i Avaluació | Direcció de Pressupostos i Política Fiscal | Gerència de Presidència i Economia","Barcelona | Barcelona | Barcelona","","Si","2019-05-06","2019-05-06","","application/vnd.ms-excel","","application/pdf | application/vnd.ms-excel | application/csvm+json","Mandat 2015-2019","http://hdl.handle.net/11703/117721","eng","","CC-BY","info:eu-repo/semantics/openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca | https://creativecommons.org/choose/zero/?lang=ca","Costos basats en activitats | Comptabilitat de costos | Activity-based costing | Cost accounting | Costes basados ​​en actividades | Contabilidad de costes","Economia","costos","Nou Barris cost memory 2015","text | text","info:eu-repo/semantics/other",""
"","Direcció de Serveis de Gestió de Costos i Avaluació | Direcció de Pressupostos i Política Fiscal | Gerència de Presidència i Economia","Barcelona | Barcelona | Barcelona",2015.0,"","2019-06-05","2019-06-05","","application/pdf | application/vnd.ms-excel | application/csvm+json","3 documents (4 fitxers)","application/pdf | application/vnd.ms-excel | application/csvm+json","Mandat 2015-2019","http://hdl.handle.net/11703/117540","spa","","CC-BY [només pel text] | CC0 [conjunt de dades]","info:eu-repo/semantics/openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca | https://creativecommons.org/choose/zero/?lang=ca","Costos basats en activitats | Comptabilitat de costos | Policia local | Activity-based costing | Cost accounting | Municipal police | Costes basados en actividades | Contabilidad de costes | Policía municipal","Economia | Seguretat","costos","Memoria de costes 2015 : Guardia Urbana","text | dataset","info:eu-repo/semantics/other",""
"","Direcció de Serveis de Gestió de Costos i Avaluació | Direcció de Pressupostos i Política Fiscal | Gerència de Presidència i Economia","Barcelona | Barcelona | Barcelona",2017.0,"","2019-09-06","2019-09-06","","application/pdf | application/vnd.ms-excel | application/csvm+json","3 documents (4 fitxers)","application/pdf | application/vnd.ms-excel | application/csvm+json","Mandat 2015-2019","http://hdl.handle.net/11703/117341","cat","","CC-BY [només pel text] | CC0 [conjunt de dades]","info:eu-repo/semantics/openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca | https://creativecommons.org/choose/zero/?lang=ca","Costos basats en activitats | Comptabilitat de costos | Esports | Activity-based costing | Cost accounting | Sports | Costes basados en actividades | Contabilidad de costes | Deportes","Economia | Esport","costos","Memòria de costos 2017 : Esports","text | dataset","info:eu-repo/semantics/other",""
"Diari","Direcció de Serveis de Gestió de Costos i Avaluació | Direcció de Pressupostos i Política Fiscal | Gerència de Presidència i Economia","Barcelona | Barcelona | Barcelona","","Si","2019-05-06","2019-05-06","","application/vnd.ms-excel","","application/pdf | application/vnd.ms-excel | application/csvm+json","Mandat 2015-2019","http://hdl.handle.net/11703/117769","eng","","CC-BY","info:eu-repo/semantics/openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca | https://creativecommons.org/choose/zero/?lang=ca","Costos basats en activitats | Comptabilitat de costos | Activity-based costing | Cost accounting | Costes basados ​​en actividades | Contabilidad de costes","Economia","costos","Housing cost memory 2016","text | text","info:eu-repo/semantics/other",""
"","Direcció de Serveis de Gestió de Costos i Avaluació | Direcció de Pressupostos i Política Fiscal | Gerència de Presidència i Economia","Barcelona | Barcelona | Barcelona",2017.0,"","2019-09-06","2019-09-06","","application/pdf","106 p.","application/pdf","Mandat 2015-2019","http://hdl.handle.net/11703/117477","spa","","CC-BY","info:eu-repo/semantics/openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Costos basats en activitats | Comptabilitat de costos | Activity-based costing | Cost accounting | Costes basados en actividades | Contabilidad de costes","Economia","costos","Memoria de costes 2017 : Indicadores","text","info:eu-repo/semantics/other",""
"","Direcció de Serveis de Gestió de Costos i Avaluació | Direcció de Pressupostos i Política Fiscal | Gerència de Presidència i Economia","Barcelona | Barcelona | Barcelona",2017.0,"","2019-09-06","2019-09-06","","application/pdf | application/vnd.ms-excel | application/csvm+json","3 documents (4 fitxers)","application/pdf | application/vnd.ms-excel | application/csvm+json","Mandat 2015-2019","http://hdl.handle.net/11703/117485","spa","","CC-BY [només pel text] | CC0 [conjunt de dades]","info:eu-repo/semantics/openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca | https://creativecommons.org/choose/zero/?lang=ca","Costos basats en activitats | Comptabilitat de costos | Seguretat ciutadana | Activity-based costing | Cost accounting | Public security | Costes basados en actividades | Contabilidad de costes | Seguridad ciudadana","Economia | Seguretat","costos","Memoria de costes 2017 : Prevención, Extinción de Incendios y Salvamento","text | dataset","info:eu-repo/semantics/other",""
"","Direcció de Serveis de Gestió de Costos i Avaluació | Direcció de Pressupostos i Política Fiscal | Gerència de Presidència i Economia","Barcelona | Barcelona | Barcelona",2015.0,"","2019-06-05","2019-06-05","","application/pdf | application/vnd.ms-excel | application/csvm+json","3 documents (4 fitxers)","application/pdf | application/vnd.ms-excel | application/csvm+json","Mandat 2015-2019","http://hdl.handle.net/11703/117537","spa","","CC-BY [només pel text] | CC0 [conjunt de dades]","info:eu-repo/semantics/openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca | https://creativecommons.org/choose/zero/?lang=ca","Costos basats en activitats | Comptabilitat de costos | Drets socials | Activity-based costing | Cost accounting | Social rights | Costes basados en actividades | Contabilidad de costes | Derechos civiles y políticos","Economia | Societat i benestar","costos","Memoria de costes 2015 : Derechos Sociales","text | dataset","info:eu-repo/semantics/other",""
"","Direcció de Serveis de Gestió de Costos i Avaluació | Direcció de Pressupostos i Política Fiscal | Gerència de Presidència i Economia","Barcelona | Barcelona | Barcelona",2016.0,"","2019-06-05","2019-06-05","","application/pdf | application/vnd.ms-excel","2 documents","application/pdf | application/vnd.ms-excel","Mandat 2015-2019","http://hdl.handle.net/11703/117397","spa","<a href=""http://hdl.handle.net/11703/117316"">Versió en català</a>","CC-BY [només pel text] | CC0 [conjunt de dades]","info:eu-repo/semantics/openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca | https://creativecommons.org/choose/zero/?lang=ca","Costos basats en activitats | Comptabilitat de costos | Ensenyament | Activity-based costing | Cost accounting | Teaching | Costes basados en actividades | Contabilidad de costes | Enseñanza","Economia | Educació","costos","Memoria de costes 2016 : Educación","text | dataset","info:eu-repo/semantics/other",""
"Diari","Direcció de Serveis de Gestió de Costos i Avaluació | Direcció de Pressupostos i Política Fiscal | Gerència de Presidència i Economia","Barcelona | Barcelona | Barcelona","","Si","2017-11-05","2017-11-05","","application/vnd.ms-excel","","application/pdf | application/vnd.ms-excel | application/csvm+json","Mandat 2011-2015","http://hdl.handle.net/11703/117680","eng","","CC-BY","info:eu-repo/semantics/openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca | https://creativecommons.org/choose/zero/?lang=ca","Costos basats en activitats | Comptabilitat de costos | Activity-based costing | Cost accounting | Costes basados ​​en actividades | Contabilidad de costes","Economia","costos","Sarrià-Sant Gervasi cost memory 2014","text | text","info:eu-repo/semantics/other",""
"Diari","Direcció de Serveis de Gestió de Costos i Avaluació | Direcció de Pressupostos i Política Fiscal | Gerència de Presidència i Economia","Barcelona | Barcelona | Barcelona","","Si","2019-05-06","2019-05-06","","application/vnd.ms-excel","","application/pdf | application/vnd.ms-excel | application/csvm+json","Mandat 2015-2019","http://hdl.handle.net/11703/117757","eng","","CC-BY","info:eu-repo/semantics/openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca | https://creativecommons.org/choose/zero/?lang=ca","Costos basats en activitats | Comptabilitat de costos | Activity-based costing | Cost accounting | Costes basados ​​en actividades | Contabilidad de costes","Economia","costos","Indicators cost memory 2016","text | text","info:eu-repo/semantics/other",""
"","Direcció de Serveis de Gestió de Costos i Avaluació | Direcció de Pressupostos i Política Fiscal | Gerència de Presidència i Economia","Barcelona. Districte 10. Sant Martí | Barcelona. District 10. Sant Martí | Barcelona. Distrito 10. Sant Martí",2014.0,"","2017-05-11","2017-05-11","","application/pdf | application/vnd.ms-excel | application/csvm+json","9 documents","application/pdf | application/vnd.ms-excel | application/csvm+json","Mandat 2015-2019","http://hdl.handle.net/11703/102290","cat","","CC-BY [només pel text] | CC0 [conjunt de dades]","info:eu-repo/semantics/openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca | https://creativecommons.org/choose/zero/?lang=ca","Costos basats en activitats | Comptabilitat de costos | Districte 10. Sant Martí | Activity-based costing | Cost accounting | Districte 10. Sant Martí | Costes basados en actividades | Contabilidad de costes | Districte 10. Sant Martí","Economia","costos","Memòria de costos 2014 : Districte Sant Martí","text | dataset","info:eu-repo/semantics/other",""
"","Direcció de Serveis de Gestió de Costos i Avaluació | Direcció de Pressupostos i Política Fiscal | Gerència de Presidència i Economia","Barcelona. Districte 1. Ciutat Vella | Barcelona. District 1. Ciutat Vella | Barcelona. Distrito 1. Ciutat Vella",2017.0,"","2019-09-06","2019-09-06","","application/pdf | application/vnd.ms-excel | application/csvm+json","3 documents (4 fitxers)","application/pdf | application/vnd.ms-excel | application/csvm+json","Mandat 2015-2019","http://hdl.handle.net/11703/117351","cat","","CC-BY [només pel text] | CC0 [conjunt de dades]","info:eu-repo/semantics/openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca | https://creativecommons.org/choose/zero/?lang=ca","Costos basats en activitats | Comptabilitat de costos | Districte 1. Ciutat Vella | Activity-based costing | Cost accounting | Districte 1. Ciutat Vella | Costes basados en actividades | Contabilidad de costes | Districte 1. Ciutat Vella","Economia","costos","Memòria de costos 2017 : Districte Ciutat Vella","text | dataset","info:eu-repo/semantics/other",""
"Diari","Direcció de Serveis de Gestió de Costos i Avaluació | Direcció de Pressupostos i Política Fiscal | Gerència de Presidència i Economia","Barcelona | Barcelona | Barcelona","","Si","2019-05-06","2019-05-06","","application/vnd.ms-excel","","application/pdf | application/vnd.ms-excel | application/csvm+json","Mandat 2015-2019","http://hdl.handle.net/11703/117693","eng","","CC-BY","info:eu-repo/semantics/openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca | https://creativecommons.org/choose/zero/?lang=ca","Costos basats en activitats | Comptabilitat de costos | Activity-based costing | Cost accounting | Costes basados ​​en actividades | Contabilidad de costes","Economia","costos","Sports cost memory 2015","text | text","info:eu-repo/semantics/other",""
"","Direcció de Serveis de Gestió de Costos i Avaluació | Direcció de Pressupostos i Política Fiscal | Gerència de Presidència i Economia","Barcelona. Districte 9. Sant Andreu | Barcelona. District 9. Sant Andreu | Barcelona. Distrito 9. Sant Andreu",2014.0,"","2017-05-11","2017-05-11","","application/pdf | application/vnd.ms-excel | application/csvm+json","9 documents","application/pdf | application/vnd.ms-excel | application/csvm+json","Mandat 2011-2015","http://hdl.handle.net/11703/102288","cat","","CC-BY [només pel text] | CC0 [conjunt de dades]","info:eu-repo/semantics/openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca | https://creativecommons.org/choose/zero/?lang=ca","Costos basats en activitats | Comptabilitat de costos | Districte 9. Sant Andreu | Activity-based costing | Cost accounting | Districte 9. Sant Andreu | Costes basados en actividades | Contabilidad de costes | Districte 9. Sant Andreu","Economia","costos","Memòria de costos 2014 : Districte Sant Andreu","text | dataset","info:eu-repo/semantics/other",""
"Diari","Direcció de Serveis de Gestió de Costos i Avaluació | Direcció de Pressupostos i Política Fiscal | Gerència de Presidència i Economia","Barcelona | Barcelona | Barcelona","","Si","2019-06-09","2019-06-09","","application/vnd.ms-excel","","application/pdf | application/vnd.ms-excel | application/csvm+json","Mandat 2015-2019","http://hdl.handle.net/11703/117817","eng","","CC-BY","info:eu-repo/semantics/openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca | https://creativecommons.org/choose/zero/?lang=ca","Costos basats en activitats | Comptabilitat de costos | Activity-based costing | Cost accounting | Costes basados ​​en actividades | Contabilidad de costes","Economia","costos","Horta-Guinardó cost memory 2017","text | text","info:eu-repo/semantics/other",""
"Diari","Direcció de Serveis de Gestió de Costos i Avaluació | Direcció de Pressupostos i Política Fiscal | Gerència de Presidència i Economia","Barcelona | Barcelona | Barcelona","","Si","2019-05-06","2019-05-06","","application/vnd.ms-excel","","application/pdf | application/vnd.ms-excel | application/csvm+json","Mandat 2015-2019","http://hdl.handle.net/11703/117766","eng","","CC-BY","info:eu-repo/semantics/openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca | https://creativecommons.org/choose/zero/?lang=ca","Costos basats en activitats | Comptabilitat de costos | Activity-based costing | Cost accounting | Costes basados ​​en actividades | Contabilidad de costes","Economia","costos","Culture cost memory 2016","text | text","info:eu-repo/semantics/other",""
"","Direcció de Serveis de Gestió de Costos i Avaluació | Direcció de Pressupostos i Política Fiscal | Gerència de Presidència i Economia","Barcelona. Districte 2. Eixample | Barcelona. District 2. Eixample | Barcelona. Distrito 2. Eixample",2017.0,"","2019-09-06","2019-09-06","","application/pdf | application/vnd.ms-excel | application/csvm+json","3 documents (4 fitxers)","application/pdf | application/vnd.ms-excel | application/csvm+json","Mandat 2015-2019","http://hdl.handle.net/11703/117492","spa","","CC-BY [només pel text] | CC0 [conjunt de dades]","info:eu-repo/semantics/openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca | https://creativecommons.org/choose/zero/?lang=ca","Costos basats en activitats | Comptabilitat de costos | Districte 2. Eixample | Activity-based costing | Cost accounting | Districte 2. Eixample | Costes basados en actividades | Contabilidad de costes | Districte 2. Eixample","Economia","costos","Memoria de costes 2017 : Districte Eixample","text | dataset","info:eu-repo/semantics/other",""
