"dcAccrualPeriodicity","dcAccrualPolicy","dccontributorauthor","dccoveragespatial","dccoveragetemporal","dccoveragevigencia","dcdatecreated","dcdateissued","dcdescription","dcdescriptionsponsorship","dcdescriptiontableofcontents","dcformat","dcformatextent","dcformatmimetype","dcidentifierBG","dcidentifierab","dcidentifierentitat","dcidentifiermandat","dcidentifieruri","dclanguage","dcpublisher","dcrelation","dcrelationhasversion","dcrelationisformatof","dcrelationisrequiredby","dcrelationisversionof","dcrelationrequires","dcrights","dcrightsaccessrights","dcrightsrightsHolder","dcrightsuri","dcsource","dcsubject","dcsubjectcategory","dcsubjectforma","dctitle","dctitlealternative","dctype","dctypedriver","Unnamed: 39"
"Anual","Oberta","Tractament i Selecció de Residus, S.A. (TERSA)","Barcelona | Barcelona | Barcelona","2010","No","2011","2011","Requerits per la Memoria 2010 [http://hdl.handle.net/11703/87889]","","","application/pdf","","application/pdf",8576.0,"","societats mercantils","Mandat 2007-2011","http://hdl.handle.net/11703/87887","spa","Tractament i Selecció de Residus (Barcelona)","","","","http://hdl.handle.net/11703/87889","","","CC0","info:eu-repo/semantics/openAccess","Tractament i Selecció de Residus, S.A. (TERSA)","https://creativecommons.org/choose/zero/?lang=ca","","Tractament i Selecció de Residus, S.A. (TERSA) | Comptabilitat | Tractament i Selecció de Residus, S.A. (TERSA) | Accounting | Tractament i Selecció de Residus, S.A. (TERSA) | Contabilidad","Medi ambient | Economia","comptes","Datos de producción 2010","","text","info:eu-repo/semantics/other",""
"Anual","","Institut Municipal d'Urbanisme (Barcelona)","Barcelona | Barcelona | Barcelona","2015","","2016-02","2016","","","","application/pdf","50 p.","application/pdf","","","organismes autònoms","Mandat 2015-2019","http://hdl.handle.net/11703/106865","cat","","","","Reproducció digital del document en suport original","","","","CC-BY","info:eu-repo/semantics/openAccess","Institut Municipal d'Urbanisme (Barcelona)","http://creativecommons.org/licenses/by/4.0/deed.ca","","Institut Municipal d'Urbanisme (Barcelona) | Finances municipals | Comptabilitat | Institut Municipal d'Urbanisme (Barcelona) | Municipal finance | Accounting | Institut Municipal d'Urbanisme (Barcelona) | Finanzas municipales | Contabilidad","Economia","comptes | documents digitalitzats","Comptes anuals 2015 de l'Institut Municipal d'Urbanisme (Barcelona)","Memòria de l'exercici 2015 de l'Institut Municipal d'Urbanisme (Barcelona)","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"Anual","","Institut Municipal de Mercats (Barcelona) | PricewaterhouseCoopers (Firma) | Gabinete Técnico de Auditoría y Consultoría, S.A.","Barcelona | Barcelona | Barcelona","2012","","2013","2013","","","","application/pdf","41 p.","application/pdf","","","organismes autònoms","Mandat 2011-2015","http://hdl.handle.net/11703/107051","cat","","","","Reproducció digital del document en suport original","","","","CC-BY","info:eu-repo/semantics/openAccess","Institut Municipal de Mercats (Barcelona) | Gabinete Técnico de Auditoría y Consultoría, S.A. | PricewaterhouseCoopers (Firma)","http://creativecommons.org/licenses/by/4.0/deed.ca","","Institut Municipal de Mercats (Barcelona) | Finances municipals | Comptabilitat | Auditoria | Institut Municipal de Mercats (Barcelona) | Municipal finance | Accounting | Auditing | Institut Municipal de Mercats (Barcelona) | Finanzas municipales | Contabilidad | Auditoría","Economia","comptes | documents digitalitzats","Comptes anuals 2012 de l'Institut Municipal de Mercats (juntament amb l’informe de l’auditoria)","","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"","","Fundació Julio Muñoz Ramonet | Gabinete Técnico de Auditoría y Consultoría, S.A.","Barcelona | Barcelona | Barcelona","2017","","2018","2018","","","","application/pdf","28 p.","application/pdf","","","fundacions","Mandat 2015-2019","http://hdl.handle.net/11703/115575","cat","","","","Reproducció digital del document en suport original","","","","CC-BY","info:eu-repo/semantics/openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","Finances municipals | Comptabilitat | Fundació Julio Muñoz Ramonet | Auditoria | Municipal finance | Accounting | Fundació Julio Muñoz Ramonet | Auditing | Finanzas municipales | Contabilidad | Fundació Julio Muñoz Ramonet | Auditoría","Economia","comptes | documents digitalitzats","Comptes anuals 2017 de la Fundació Julio Muñoz Ramonet (juntament amb l'informe d'auditoria)","Memòria de l'exercici 2017  de la Fundació Julio Muñoz Ramonet","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"","","Gerència de Presidència i Economia | Direcció de Pressupostos i Política Fiscal","Barcelona | Barcelona | Barcelona","2017","","2017","2017","","","","application/pdf","86 p.","application/pdf","","","","Mandat 2015-2019","http://hdl.handle.net/11703/115431","cat","","","","Reproducció digital del document en suport original","","","","CC-BY","info:eu-repo/semantics/openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","Finances municipals | Comptabilitat | Municipal finance | Accounting | Finanzas municipales | Contabilidad","Economia","comptes | documents digitalitzats","Comptes anuals 2017","","text","info:eu-repo/semantics/other",""
"Biennal","","Barcelona d'Infraestructures Municipals, S.A.","Barcelona | Barcelona | Barcelona","2011 | 2012","No","2013","2013","","","","application/pdf","1 p.","application/pdf","","","societats mercantils","Mandat 2011-2015","http://hdl.handle.net/11703/110670","cat","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","Barcelona d'Infraestructures Municipals, S.A.","http://creativecommons.org/licenses/by/4.0/deed.ca","","Barcelona d'Infraestructures Municipals, S.A. | Finances municipals | Comptabilitat | Barcelona d'Infraestructures Municipals, S.A. | Municipal finance | Accounting | Barcelona d'Infraestructures Municipals, S.A. | Finanzas municipales | Contabilidad","Economia","comptes","Comptes 2011-2012 de Barcelona d'Infraestructures Municipals, S.A.","","text","info:eu-repo/semantics/other",""
"","","Barcelona de Serveis Municipals, S.A. (BSM) | Faura-Casas Auditors Consultors, S.L.","Barcelona | Barcelona | Barcelona","2018","Si","2019","2019","","","","application/pdf","102 p.","application/pdf","","","societats mercantils","Mandat 2015-2019","http://hdl.handle.net/11703/115557","cat","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","Finances municipals | Finanzas municipales | Municipal finance | Comptabilitat | Contabilidad | Accounting | Barcelona de Serveis Municipals, S.A. (BSM) | Barcelona de Serveis Municipals, S.A. (BSM) | Barcelona de Serveis Municipals, S.A. (BSM) | Auditoria | Auditoría | Auditing","Economia","comptes","Comptes anuals 2018 de Barcelona de Serveis Municipals, S.A. (juntament amb l’informe de l’auditoria)","Memòria de l'exercici 2018 de Barcelona de Serveis Municipals, S.A.","text","info:eu-repo/semantics/other",""
"Anual","","Patronat Municipal de l'Habitatge de Barcelona | PricewaterhouseCoopers (Firma) | Gabinete Técnico de Auditoría y Consultoría, S.A.","Barcelona | Barcelona | Barcelona","2012","","2013-03-11","2013","Formulats pel Consell d'Administració de 11-03-2013","","","application/pdf","65 p.","application/pdf","","","entitats públiques empresarials","Mandat 2011-2015","http://hdl.handle.net/11703/107041","cat","","","","Reproducció digital del document en suport original","","","","CC-BY","info:eu-repo/semantics/openAccess","Patronat Municipal de l'Habitatge de Barcelona | PricewaterhouseCoopers (Firma) | Gabinete Técnico de Auditoría y Consultoría, S.A.","http://creativecommons.org/licenses/by/4.0/deed.ca","","Patronat Municipal de l'Habitatge de Barcelona | Finances municipals | Comptabilitat | Auditoria | Patronat Municipal de l'Habitatge de Barcelona | Municipal finance | Accounting | Auditing | Patronat Municipal de l'Habitatge de Barcelona | Finanzas municipales | Contabilidad | Auditoría","Economia","comptes | documents digitalitzats","Comptes anuals 2012 del Patronat Municipal de l'Habitatge de Barcelona (juntament amb l’informe de l’auditoria)","","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"Anual","","Consorci de la Zona Franca de Barcelona | Horwath PLM Auditores, S.L.P.","Barcelona | Barcelona | Barcelona","2011","","2012-03-31","2012","Formulats pel Director General del Consorci el 31-03-2012","","","application/pdf","2 documents","application/pdf","","","consorcis","Mandat 2011-2015","http://hdl.handle.net/11703/107182","spa","","","","Reproducció digital del document en suport original","","","","CC-BY","info:eu-repo/semantics/openAccess","Consorci de la Zona Franca de Barcelona | Horwath PLM Auditores, S.L.P.","http://creativecommons.org/licenses/by/4.0/deed.ca","","Consorci de la Zona Franca de Barcelona | Finances municipals | Comptabilitat | Auditoria | Consorci de la Zona Franca de Barcelona | Municipal finance | Accounting | Auditing | Consorci de la Zona Franca de Barcelona | Finanzas municipales | Contabilidad | Auditoría","Economia","comptes | documents digitalitzats","Cuentas anuales 2011 del Consorcio de la Zona Franca de Barcelona (junto con el informe de auditoria)","","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"Anual","","Barcelona Activa, S.A.","Barcelona | Barcelona | Barcelona","2010","","2011-02-21","2011","Formulats pel Consell d'Administació de l'entitat de 21-02-2011","","Informe de gestió de l'exercici 2010","application/pdf","48 p.","application/pdf","","","societats mercantils","Mandat 2007-2011","http://hdl.handle.net/11703/106992","cat","","","","Reproducció digital del document en suport original","","","","CC-BY","info:eu-repo/semantics/openAccess","Barcelona Activa, S.A.","http://creativecommons.org/licenses/by/4.0/deed.ca","","Barcelona Activa, S.A. | Finances municipals | Comptabilitat | Barcelona Activa, S.A. | Municipal finance | Accounting | Barcelona Activa, S.A. | Finanzas municipales | Contabilidad","Economia","comptes | documents digitalitzats","Comptes anuals 2010 de Barcelona Activa, S.A.","","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"Anual","","ProEixample, S.A.","Barcelona | Barcelona | Barcelona","2011","","2012","2012","","","","application/pdf","41 p.","application/pdf","","","societats mercantils","Mandat 2011-2015","http://hdl.handle.net/11703/107022","cat","","","","Reproducció digital del document en suport original","","","","CC-BY","info:eu-repo/semantics/openAccess","ProEixample, S.A.","http://creativecommons.org/licenses/by/4.0/deed.ca","","ProEixample, S.A. | Finances municipals | Comptabilitat | ProEixample, S.A. | Municipal finance | Accounting | ProEixample, S.A. | Finanzas municipales | Contabilidad","Economia","comptes | documents digitalitzats","Comptes anuals 2011 de ProEixample, S.A. (juntament amb l’informe de l’auditoria)","","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"","","Foment de Ciutat, S.A.","Barcelona | Barcelona | Barcelona","2014","","2015-03-27","2015-03-27","Podeu consultar la versió en castellà, juntament amb l'informe d'auditoria a: http://hdl.handle.net/11703/107369","","Informe de gestió de l'exercici de 2014","application/pdf","94 p.","application/pdf","","","societats mercantils","Mandat 2011-2015","http://hdl.handle.net/11703/84132","cat","","http://hdl.handle.net/11703/107369","","","","","","CC-BY","info:eu-repo/semantics/openAccess","Ajuntament de Barcelona | Foment de Ciutat, S.A.","http://creativecommons.org/licenses/by/4.0/deed.ca","","Finances municipals | Comptabilitat | Foment de Ciutat, S.A. | Municipal finance | Accounting | Foment de Ciutat, S.A. | Finanzas municipales | Contabilidad | Foment de Ciutat, S.A.","Economia","comptes","Comptes anuals 2014 de Foment de Ciutat S.A.","","text","info:eu-repo/semantics/other",""
"Anual","","Solucions Integrals per als Residus, S.A. (SIRESA) | Tractament i Selecció de Residus, S.A. (TERSA)","Barcelona | Barcelona | Barcelona","2010","","2011-02-16","2011","Formulats pel Consell d'Administació de l'entitat de 16-02-2011","","Informe de gestió de l'exercici 2010","application/pdf","34 p.","application/pdf","","","societats mercantils","Mandat 2007-2011","http://hdl.handle.net/11703/107024","cat","","","","Reproducció digital del document en suport original","","","","CC-BY","info:eu-repo/semantics/openAccess","Solucions Integrals per als Residus, S.A. (SIRESA)","http://creativecommons.org/licenses/by/4.0/deed.ca","","Solucions Integrals per als Residus, S.A. (SIRESA) | Finances municipals | Comptabilitat | Solucions Integrals per als Residus, S.A. (SIRESA) | Municipal finance | Accounting | Solucions Integrals per als Residus, S.A. (SIRESA) | Finanzas municipales | Contabilidad","Economia","comptes | documents digitalitzats","Comptes anuals 2010 de Solucions Integrals per als Residus, S.A. (SIRESA)","Memòria de l'exercici 2010 de Solucions Integrals per als Residus, S.A. (SIRESA)","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"Anual","","Parc d'Atraccions del Tibidabo, S.A.","Barcelona | Barcelona | Barcelona","2011","","2012-03-19","2012","Aprovats pel Consell d'Administració el 19-03-2012","","L'informe de gestió de l'exercici 2011","application/pdf","41 p.","application/pdf","","","societats mercantils","Mandat 2011-2015","http://hdl.handle.net/11703/106841","cat","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","Parc d'Atraccions del Tibidabo, S.A.","http://creativecommons.org/licenses/by/4.0/deed.ca","","Parc d'Atraccions del Tibidabo, S.A. | Finances municipals | Comptabilitat | Parc d'Atraccions del Tibidabo, S.A. | Municipal finance | Accounting | Parc d'Atraccions del Tibidabo, S.A. | Finanzas municipales | Contabilidad","Economia","comptes","Comptes anuals 2011 del Parc d'Atraccions del Tibidabo, S.A.","","text","info:eu-repo/semantics/other",""
"Anual","","Agència d'Ecologia Urbana de Barcelona | PricewaterhouseCoopers (Firma) | Gabinete Técnico de Auditoría y Consultoría, S.A.","Barcelona | Barcelona | Barcelona","2009","","2010-03-25","2010","Aprovació definitiva per l'Assemblea General de l'Agència de 25-03-2010","","","application/pdf","73 p.","application/pdf","","","consorcis","Mandat 2007-2011","http://hdl.handle.net/11703/107215","cat","","","","Reproducció digital del document en suport original","","","","CC-BY","info:eu-repo/semantics/openAccess","Agència d'Ecologia Urbana de Barcelona | PricewaterhouseCoopers (Firma) | Gabinete Técnico de Auditoría y Consultoría, S.A.","http://creativecommons.org/licenses/by/4.0/deed.ca","","Agència d'Ecologia Urbana de Barcelona | Finances municipals | Comptabilitat | Auditoria | Agència d'Ecologia Urbana de Barcelona | Municipal finance | Accounting | Auditing | Agència d'Ecologia Urbana de Barcelona | Finanzas municipales | Contabilidad | Auditoría","Economia","comptes | documents digitalitzats","Comptes anuals 2009 de l'Agència d'Ecologia Urbana de Barcelona (juntament amb l’informe de l’auditoria)","","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"Anual","","Consorci de l'Auditori i l'Orquestra | Intervenció general","Barcelona | Barcelona | Barcelona","2014","","2015-12-01","2015","Aprovats per la Comissió Executiva de l'01-12-2015","","Informe d'intervenció del compte general de l'exercici 2014 | Informe d'intervenció de la liquidació del pressupost de l'exercici 2014","application/pdf","77 p.","application/pdf","","Núm. Exp. 2015-Fl50-01","consorcis","Mandat 2011-2015","http://hdl.handle.net/11703/110578","cat","","","","Reproducció digital del document en suport original","","","","CC-BY","info:eu-repo/semantics/openAccess","Consorci de l'Auditori i l'Orquestra | Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","Finances municipals | Comptabilitat | Pressupost | Consorci de l'Auditori i l'Orquestra | Municipal finance | Accounting | Budget | Consorci de l'Auditori i l'Orquestra | Finanzas municipales | Contabilidad | Presupuestos | Consorci de l'Auditori i l'Orquestra","Economia","comptes | documents digitalitzats","Comptes anuals 2014 del Consorci de l'Auditori i l'Orquestra","","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"Anual","","Cementiris de Barcelona, S.A.","Barcelona | Barcelona | Barcelona","2011","","2012","2012","","","","application/pdf","46 p.","application/pdf","","","societats mercantils","Mandat 2011-2015","http://hdl.handle.net/11703/106988","spa","","","","Reproducció digital del document en suport original","","","","CC-BY","info:eu-repo/semantics/openAccess","Cementiris de Barcelona, S.A.","http://creativecommons.org/licenses/by/4.0/deed.ca","","Cementiris de Barcelona, S.A. | Finances municipals | Comptabilitat | Cementiris de Barcelona, S.A. | Municipal finance | Accounting | Cementiris de Barcelona, S.A. | Finanzas municipales | Contabilidad","Economia","comptes | documents digitalitzats","Cuentas anuales 2011 de Cementiris de Barcelona, S.A.","","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"Anual","Oberta","Consorci Mercat de les Flors","Barcelona | Barcelona | Barcelona","2008","No","2009","2009","","","","application/pdf","","application/pdf",7852.0,"","consorcis","Mandat 2007-2011","http://hdl.handle.net/11703/87716","cat","Ajuntament de Barcelona","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","Consorci Mercat de les Flor","http://creativecommons.org/licenses/by/4.0/deed.ca","","Consorci Mercat de les Flors | Cultura | Dansa | Consorci Mercat de les Flors | Culture | Dance | Consorci Mercat de les Flors | Cultura | Danza","Cultura i oci","comptes","Comptes anuals 2008","","text","info:eu-repo/semantics/other",""
"Anual","","Fundació Institut d'Humanitats de Barcelona","Barcelona | Barcelona | Barcelona","2010","","2011","2011","","","","application/pdf","22 p.","application/pdf","","","fundacions","Mandat 2007-2011","http://hdl.handle.net/11703/106798","cat","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","Fundació Institut d'Humanitats de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","Fundació Institut d'Humanitats de Barcelona | Finances municipals | Comptabilitat | Fundació Institut d'Humanitats de Barcelona | Municipal finance | Accounting | Fundació Institut d'Humanitats de Barcelona | Finanzas municipales | Contabilidad","Economia","comptes","Comptes anuals 2010 de la Fundació Institut d'Humanitats de Barcelona","Memòria de l'exercici 2010 de la Fundació Institut d'Humanitats de Barcelona","text","info:eu-repo/semantics/other",""
"Anual","","Institut Municipal de Serveis Socials (Barcelona) | PricewaterhouseCoopers (Firma) | Gabinete Técnico de Auditoría y Consultoría, S.A.","Barcelona | Barcelona | Barcelona","2011","","2012","2012","","","L'informe de gestió de l'exercici 2011 | Liquidació del pressupost de l'exercici 2011","application/pdf","2 documents","application/pdf","","","organismes autònoms","Mandat 2011-2015","http://hdl.handle.net/11703/106887","cat","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","Institut Municipal de Serveis Socials (Barcelona) | PricewaterhouseCoopers (Firma) | Gabinete Técnico de Auditoría y Consultoría, S.A.","http://creativecommons.org/licenses/by/4.0/deed.ca","","Institut Municipal de Serveis Socials (Barcelona) | Finances municipals | Comptabilitat | Auditoria | Institut Municipal de Serveis Socials (Barcelona) | Municipal finance | Accounting | Auditing | Institut Municipal de Serveis Socials (Barcelona) | Finanzas municipales | Contabilidad | Auditoría","Economia","comptes","Comptes anuals 2011 de l'Institut Municipal de Serveis Socials de Barcelona (juntament amb l’informe de l’auditoria)","","text","info:eu-repo/semantics/other",""
"Anual","","Patronat Municipal de l'Habitatge de Barcelona | Faura-Casas Auditors Consultors, S.L.","Barcelona | Barcelona | Barcelona","2016","","2017-03-29","2017","Formulats pel Consell d'Administració de 29-03-2017","","","application/pdf","70 p.","application/pdf","","Núm. Protoc. 7145","entitats públiques empresarials","Mandat 2015-2019","http://hdl.handle.net/11703/107043","cat","","","","Reproducció digital del document en suport original","","","","CC-BY","info:eu-repo/semantics/openAccess","Patronat Municipal de l'Habitatge de Barcelona | Faura-Casas Auditors Consultors, S.L.","http://creativecommons.org/licenses/by/4.0/deed.ca","","Patronat Municipal de l'Habitatge de Barcelona | Finances municipals | Comptabilitat | Auditoria | Patronat Municipal de l'Habitatge de Barcelona | Municipal finance | Accounting | Auditing | Patronat Municipal de l'Habitatge de Barcelona | Finanzas municipales | Contabilidad | Auditoría","Economia","comptes | documents digitalitzats","Comptes anuals 2016 del Patronat Municipal de l'Habitatge de Barcelona (juntament amb l’informe de l’auditoria)","","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"Anual","","Red de Ciudades por la Bicicleta","Barcelona | Barcelona | Barcelona","2014","","2015","2015","","","","application/pdf","9 p.","application/pdf","","","associacions","Mandat 2011-2015","http://hdl.handle.net/11703/107334","spa","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","Red de Ciudades por la Bicicleta","http://creativecommons.org/licenses/by/4.0/deed.ca","","Red de Ciudades por la Bicicleta | Finances municipals | Comptabilitat | Red de Ciudades por la Bicicleta | Municipal finance | Accounting | Red de Ciudades por la Bicicleta | Finanzas municipales | Contabilidad","Economia","comptes","Cuentas anuales 2014 de la Red de Ciudades por la Bicicleta","","text","info:eu-repo/semantics/other",""
"Anual","","Fundació Mies van der Rohe | PricewaterhouseCoopers (Firma) | Gabinete Técnico de Auditoría y Consultoría, S.A.","Barcelona | Barcelona | Barcelona","2010","","2011","2011","","","","application/pdf","36 p.","application/pdf","","","fundacions | fundacions","Mandat 2007-2011","http://hdl.handle.net/11703/106970","cat","","","","Reproducció digital del document en suport original","","","","CC-BY","info:eu-repo/semantics/openAccess","Fundació Mies van der Rohe | PricewaterhouseCoopers (Firma) | Gabinete Técnico de Auditoría y Consultoría, S.A.","http://creativecommons.org/licenses/by/4.0/deed.ca","","Fundació Mies van der Rohe | Municipal finance | Accounting | Auditing | Fundació Mies van der Rohe | Finanzas municipales | Contabilidad | Auditoría | Fundació Mies van der Rohe | Finances municipals | Comptabilitat | Auditoria","Economia","comptes | documents digitalitzats","Comptes anuals 2010 de la Fundació Mies van der Rohe (juntament amb l’informe de l’auditoria)","","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"Anual","","Institut Municipal de Mercats (Barcelona)","Barcelona | Barcelona | Barcelona","2015","","2016","2016","","","","application/pdf","49 p.","application/pdf","","","organismes autònoms","Mandat 2015-2019","http://hdl.handle.net/11703/106962","cat","","","","Reproducció digital del document en suport original","","","","CC-BY","info:eu-repo/semantics/openAccess","Institut Municipal de Mercats (Barcelona)","http://creativecommons.org/licenses/by/4.0/deed.ca","","Institut Municipal de Mercats (Barcelona) | Finances municipals | Comptabilitat | Institut Municipal de Mercats (Barcelona) | Municipal finance | Accounting | Institut Municipal de Mercats (Barcelona) | Finanzas municipales | Contabilidad","Economia","comptes | documents digitalitzats","Comptes anuals 2015 de l'Institut Municipal de Mercats (Barcelona)","","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"Anual","","Fundació Joan Miró | Deloitte (Firma)","Barcelona | Barcelona | Barcelona","2016","","2017","2017","","","","application/pdf","33 p.","application/pdf","","","fundacions","Mandat 2015-2019","http://hdl.handle.net/11703/107105","cat","","","","Reproducció digital del document en suport original","","","","CC-BY","info:eu-repo/semantics/openAccess","Fundació Joan Miró | Deloitte, S.L.","http://creativecommons.org/licenses/by/4.0/deed.ca","","Fundació Joan Miró | Finances municipals | Comptabilitat | Auditoria | Fundació Joan Miró | Municipal finance | Accounting | Auditing | Fundació Joan Miró | Finanzas municipales | Contabilidad | Auditoría","Economia","comptes | documents digitalitzats","Comptes anuals 2016 de Fundació Joan Miró (juntament amb l’informe de l’auditoria)","","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"Anual","","Consorci d'Educació de Barcelona","Barcelona | Barcelona | Barcelona","2011","","2012","2012","","","","application/pdf","23 p.","application/pdf","","","consorcis","Mandat 2011-2015","http://hdl.handle.net/11703/107147","cat","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","Consorci d'Educació de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","Consorci d'Educació de Barcelona | Finances municipals | Comptabilitat | Consorci d'Educació de Barcelona | Municipal finance | Accounting | Consorci d'Educació de Barcelona | Finanzas municipales | Contabilidad","Economia","comptes","Comptes anuals 2011 del Consorci de Serveis Socials de Barcelona","","text","info:eu-repo/semantics/other",""
"Anual","","Turisme de Barcelona","Barcelona | Barcelona | Barcelona","2010","","2011","2011","","","","application/pdf","39 p.","application/pdf","","","consorcis","Mandat 2007-2011","http://hdl.handle.net/11703/106781","cat","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","Turisme de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","Turisme de Barcelona | Finances municipals | Comptabilitat | Turisme de Barcelona | Municipal finance | Accounting | Turisme de Barcelona | Finanzas municipales | Contabilidad","Economia","comptes","Comptes anuals 2010 de Turisme de Barcelona","","text","info:eu-repo/semantics/other",""
"Anual","","Centre de Cultura Contemporània de Barcelona","Barcelona | Barcelona | Barcelona","2016","","2016-12-31","2017","","","Annex 1. Informació extrapressupostaris 2016 | Annex 2. Informació pressupostària 2016 | Annex 3. Indicadors","application/pdf","140 p.","application/pdf","","","","Mandat 2015-2019","http://hdl.handle.net/11703/110583","cat","","","","Reproducció digital del document en suport original","","","","CC-BY","info:eu-repo/semantics/openAccess","Centre de Cultura Contemporània de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","Comptabilitat | Centre de Cultura Contemporània de Barcelona | Accounting | Centre de Cultura Contemporània de Barcelona | Contabilidad | Centre de Cultura Contemporània de Barcelona","Economia","comptes | documents digitalitzats","Comptes anuals 2016 del Centre de Cultura Contemporània de Barcelona","","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"Anual","","Consorci el Far (Barcelona)","Barcelona | Barcelona | Barcelona","2009","","2010","2010","","","","application/pdf","65 p.","application/pdf","","","consorcis","Mandat 2007-2011","http://hdl.handle.net/11703/107133","cat","","","","Reproducció digital del document en suport original","","","","CC-BY","info:eu-repo/semantics/openAccess","Consorci el Far (Barcelona)","http://creativecommons.org/licenses/by/4.0/deed.ca","","Consorci el Far (Barcelona) | Finances municipals | Comptabilitat | Consorci el Far (Barcelona) | Municipal finance | Accounting | Consorci el Far (Barcelona) | Finanzas municipales | Contabilidad","Economia","comptes | documents digitalitzats","Comptes anuals 2009 del Consorci el Far (Barcelona)","","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"Anual","","Consorci d'Educació de Barcelona","Barcelona | Barcelona | Barcelona","2013","","2014","2014","","","","application/pdf","3 documents","application/pdf","","","consorcis","Mandat 2011-2015","http://hdl.handle.net/11703/107149","cat","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","Consorci d'Educació de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","Consorci d'Educació de Barcelona | Finances municipals | Comptabilitat | Consorci d'Educació de Barcelona | Municipal finance | Accounting | Consorci d'Educació de Barcelona | Finanzas municipales | Contabilidad","Economia","comptes","Comptes anuals 2013 del Consorci de Serveis Socials de Barcelona","","text","info:eu-repo/semantics/other",""
"Anual","","Consorci Institut d'Infància i Món Urbà (Barcelona)","Barcelona | Barcelona | Barcelona","2010","","2011","2011","","","","application/pdf","61 p.","application/pdf","","","consorcis","Mandat 2007-2011","http://hdl.handle.net/11703/107340","cat","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","Consorci Institut d'Infància i Món Urbà (Barcelona)","http://creativecommons.org/licenses/by/4.0/deed.ca","","Consorci Institut d'Infància i Món Urbà (Barcelona) | Finances municipals | Comptabilitat | Consorci Institut d'Infància i Món Urbà (Barcelona) | Municipal finance | Accounting | Consorci Institut d'Infància i Món Urbà (Barcelona) | Finanzas municipales | Contabilidad","Economia","comptes","Comptes anuals 2010 del Consorci Institut d'Infància i Món Urbà","","text","info:eu-repo/semantics/other",""
"Anual","","Fundació Privada Casa Amèrica a Catalunya","Barcelona | Barcelona | Barcelona","2009","","2010-01-22","2010","Aprovats pel President de la Fundació el 22-01-2010","","","application/pdf","30 p.","application/pdf","","","fundacions","Mandat 2007-2011","http://hdl.handle.net/11703/106790","cat","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","Fundació Privada Casa Amèrica a Catalunya","http://creativecommons.org/licenses/by/4.0/deed.ca","","Fundació Privada Casa Amèrica a Catalunya | Finances municipals | Comptabilitat | Fundació Privada Casa Amèrica a Catalunya | Municipal finance | Accounting | Fundació Privada Casa Amèrica a Catalunya | Finanzas municipales | Contabilidad","Economia","comptes","Comptes anuals 2009 de la Fundació Privada Casa Amèrica a Catalunya","Memòria de l'exercici 2009 de la Fundació Privada Casa Amèrica a Catalunya","text","info:eu-repo/semantics/other",""
