"dcAccrualPeriodicity","dcAccrualPolicy","dccontributorauthor","dccoveragespatial","dccoveragetemporal","dccoveragevigencia","dcdatecreated","dcdateissued","dcdescription","dcdescriptionsponsorship","dcdescriptiontableofcontents","dcformat","dcformatextent","dcformatmimetype","dcidentifierBG","dcidentifierab","dcidentifierentitat","dcidentifiermandat","dcidentifieruri","dclanguage","dcpublisher","dcrelation","dcrelationhasversion","dcrelationisformatof","dcrelationisrequiredby","dcrelationisversionof","dcrelationrequires","dcrights","dcrightsaccessrights","dcrightsrightsHolder","dcrightsuri","dcsource","dcsubject","dcsubjectcategory","dcsubjectforma","dctitle","dctitlealternative","dctype","dctypedriver","Unnamed: 39"
"Anual","","Consorci Parc de Salut Mar de Barcelona | Faura-Casas Auditors Consultors, S.L.","Barcelona | Barcelona | Barcelona","2011","","2012-04-09","2012","Formulats pel Consorci el 09-04-2012","","","application/pdf","92 p.","application/pdf","","Núm. Protoc. 5278","consorcis","Mandat 2011-2015","http://hdl.handle.net/11703/107166","cat","","","","Reproducció digital del document en suport original","","","","CC-BY","info:eu-repo/semantics/openAccess","Consorci Parc de Salut Mar de Barcelona | Faura-Casas Auditors Consultors, S.L.","http://creativecommons.org/licenses/by/4.0/deed.ca","","Consorci Parc de Salut Mar de Barcelona | Finances municipals | Comptabilitat | Auditoria | Consorci Parc de Salut Mar de Barcelona | Municipal finance | Accounting | Auditing | Consorci Parc de Salut Mar de Barcelona | Finanzas municipales | Contabilidad | Auditoría","Economia","comptes | documents digitalitzats","Comptes anuals 2011 del Consorci Parc de Salut Mar de Barcelona (juntament amb l’informe de l’auditoria)","","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"Anual","","Catalunya Carsharing, S.A. | Activa Auditoria & Consultoria, S.L.P.","Barcelona | Barcelona | Barcelona","2013","","2014-03-27","2014","Formulats pel Consell d'Administració de la Societat de 27-03-2014","","","application/pdf","44 p.","application/pdf","","","societats mercantils","Mandat 2011-2015","http://hdl.handle.net/11703/107360","spa","","","","Reproducció digital del document en suport original","","","","CC-BY","info:eu-repo/semantics/openAccess","Catalunya Carsharing, S.A. | Activa Auditoria & Consultoria, S.L.P.","http://creativecommons.org/licenses/by/4.0/deed.ca","","Catalunya Carsharing, S.A. | Finances | Comptabilitat | Auditoria | Catalunya Carsharing, S.A. | Finance | Accounting | Auditing | Catalunya Carsharing, S.A. | Finanzas | Contabilidad | Auditoría","Economia","comptes | documents digitalitzats","Cuentas anuales 2013 de Catalunya Carsharing, S.A. (junto con el informe de auditoría)","","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"Anual","Oberta","Consorci Mercat de les Flors","Barcelona | Barcelona | Barcelona","2011","No","2012","2012","","","","application/pdf","","application/pdf",9698.0,"","consorcis","Mandat 2007-2011","http://hdl.handle.net/11703/87718","cat","Ajuntament de Barcelona","","","","","","","CC0","info:eu-repo/semantics/openAccess","Consorci Mercat de les Flor","https://creativecommons.org/choose/zero/?lang=ca","","Consorci Mercat de les Flors | Comptabilitat | Auditoria | Consorci Mercat de les Flors | Accounting | Auditing | Consorci Mercat de les Flors | Contabilidad | Auditoría","Cultura i oci","comptes","Comptes anuals consolidats de l'exercici 2011 (juntament amb l'informe d'auditoria)","","text","info:eu-repo/semantics/other",""
"","","Fundació Privada Casa Amèrica a Catalunya | Busquet Economistes Auditors","Barcelona | Barcelona | Barcelona","2018","","2019","2019","","","","application/pdf","40 p.","application/pdf","","","","Mandat 2015-2019","http://hdl.handle.net/11703/115574","cat","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","Finances municipals | Comptabilitat | Auditoria | Fundació Privada Casa Amèrica a Catalunya | Municipal finance | Accounting | Auditing | Fundació Privada Casa Amèrica a Catalunya | Finanzas municipales | Contabilidad | Auditoría | Fundació Privada Casa Amèrica a Catalunya","Economia","comptes","Comptes anuals 2018 de la Fundació Privada Casa Amèrica a Catalunya (juntament amb l’informe de l’auditoria)","Memòria de l'exercici 2018 de la Fundació Privada Casa Amèrica a Catalunya","text","info:eu-repo/semantics/other",""
"Anual","","Consorci de les Drassanes Reials i Museu Marítim de Barcelona","Barcelona | Barcelona | Barcelona","2015","","2016","2016","","","","application/pdf","265 p.","application/pdf","","","consorcis","Mandat 2015-2019","http://hdl.handle.net/11703/107190","cat","","","","Reproducció digital del document en suport original","","","","CC-BY","info:eu-repo/semantics/openAccess","Consorci de les Drassanes Reials i Museu Marítim de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","Consorci de les Drassanes Reials i Museu Marítim de Barcelona | Finances municipals | Comptabilitat | Consorci de les Drassanes Reials i Museu Marítim de Barcelona | Municipal finance | Accounting | Consorci de les Drassanes Reials i Museu Marítim de Barcelona | Finanzas municipales | Contabilidad","Economia","comptes | documents digitalitzats","Comptes anuals 2015 del Consorci de les Drassanes Reials i Museu Marítim de Barcelona","Compte general 2015 del Consorci de les Drassanes Reials i Museu Marítim de Barcelona","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"Anual","","Mercabarna, S.A.","Barcelona | Barcelona | Barcelona","2012","","2013-03-08","2013","Formulats pel Consell d'Administació de l'entitat de 08-03-2013","","Informe de gestió de l'exercici 2012","application/pdf","51 p.","application/pdf","","","societats mercantils","Mandat 2011-2015","http://hdl.handle.net/11703/107001","spa","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","Mercabarna, S.A.","http://creativecommons.org/licenses/by/4.0/deed.ca","","Mercabarna, S.A. | Finances municipals | Comptabilitat | Mercabarna, S.A. | Municipal finance | Accounting | Mercabarna, S.A. | Finanzas municipales | Contabilidad","Economia","comptes","Cuentas anuales 2012 de Mercabarna, S.A.","Memoria del ejercicio 2012 de Mercabarna, S.A.","text","info:eu-repo/semantics/other",""
"Anual","","Consorci Universitat Internacional Menéndez Pelayo de Barcelona - Centre Ernest Lluch","Barcelona | Barcelona | Barcelona","2011","","2012","2012","","","","application/pdf","151 p.","application/pdf","","","consorcis","Mandat 2011-2015","http://hdl.handle.net/11703/107167","cat","","","","Reproducció digital del document en suport original","","","","CC-BY","info:eu-repo/semantics/openAccess","Consorci Universitat Internacional Menéndez Pelayo de Barcelona - Centre Ernest Lluch","http://creativecommons.org/licenses/by/4.0/deed.ca","","Consorci Universitat Internacional Menéndez Pelayo de Barcelona - Centre Ernest Lluch | Finances municipals | Comptabilitat | Consorci Universitat Internacional Menéndez Pelayo de Barcelona - Centre Ernest Lluch | Municipal finance | Accounting | Consorci Universitat Internacional Menéndez Pelayo de Barcelona - Centre Ernest Lluch | Finanzas municipales | Contabilidad","Economia","comptes | documents digitalitzats","Comptes anuals 2011 del Consorci Universitat Internacional Menéndez Pelayo de Barcelona - Centre Ernest Lluch","Compte general 2011 del Consorci Universitat Internacional Menéndez Pelayo de Barcelona - Centre Ernest Lluch","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"Anual","","Tractament i Selecció de Residus, S.A. (TERSA) | Faura-Casas Auditors Consultors, S.L.","Barcelona | Barcelona | Barcelona","2017","","2018-03-15","2018","Formulats pel Consell d'Administració de la Societat de 15-03-2018","Digitalitzat per Tractament i Selecció de Residus, S.A. (TERSA)","L'informe de gestió de l'exercici 2017","application/pdf","75 p.","application/pdf","","Núm. Protoc.: 6802","societats mercantils","Mandat 2015-2019","http://hdl.handle.net/11703/110632","cat","","","","Reproducció digital del document en suport original","","","","CC-BY","info:eu-repo/semantics/openAccess","Tractament i Selecció de Residus, S.A (TERSA) | Faura-Casas Auditors Consultors, S.L.","http://creativecommons.org/licenses/by/4.0/deed.ca","","Tractament i Selecció de Residus, S.A. (TERSA) | Comptabilitat | Auditoria | Tractament i Selecció de Residus, S.A. (TERSA) | Accounting | Auditing | Tractament i Selecció de Residus, S.A. (TERSA) | Contabilidad | Auditoría","Economia","comptes | documents digitalitzats","Comptes anuals 2017 de TERSA (juntament amb l'informe de l'auditoria)","","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"Anual","","Consorci Universitat Internacional Menéndez Pelayo de Barcelona - Centre Ernest Lluch","Barcelona | Barcelona | Barcelona","2014","","2015","2015","","","","application/pdf","148 p.","application/pdf","","","consorcis","Mandat 2011-2015","http://hdl.handle.net/11703/107168","cat","","","","Reproducció digital del document en suport original","","","","CC-BY","info:eu-repo/semantics/openAccess","Consorci Universitat Internacional Menéndez Pelayo de Barcelona - Centre Ernest Lluch","http://creativecommons.org/licenses/by/4.0/deed.ca","","Consorci Universitat Internacional Menéndez Pelayo de Barcelona - Centre Ernest Lluch | Finances municipals | Comptabilitat | Consorci Universitat Internacional Menéndez Pelayo de Barcelona - Centre Ernest Lluch | Municipal finance | Accounting | Consorci Universitat Internacional Menéndez Pelayo de Barcelona - Centre Ernest Lluch | Finanzas municipales | Contabilidad","Economia","comptes | documents digitalitzats","Comptes anuals 2014 del Consorci Universitat Internacional Menéndez Pelayo de Barcelona - Centre Ernest Lluch","Compte general 2014 del Consorci Universitat Internacional Menéndez Pelayo de Barcelona - Centre Ernest Lluch","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"Anual","","Patronat Municipal de l'Habitatge de Barcelona | PricewaterhouseCoopers (Firma) | Gabinete Técnico de Auditoría y Consultoría, S.A.","Barcelona | Barcelona | Barcelona","2014","","2015-03-12","2015","Formulats pel Consell d'Administració de 12-03-2015","","","application/pdf","64 p.","application/pdf","","","entitats públiques empresarials","Mandat 2011-2015","http://hdl.handle.net/11703/106953","cat","","","","Reproducció digital del document en suport original","","","","CC-BY","info:eu-repo/semantics/openAccess","Patronat Municipal de l'Habitatge de Barcelona | PricewaterhouseCoopers (Firma) | Gabinete Técnico de Auditoría y Consultoría, S.A.","http://creativecommons.org/licenses/by/4.0/deed.ca","","Patronat Municipal de l'Habitatge de Barcelona | Finances municipals | Comptabilitat | Auditoria | Patronat Municipal de l'Habitatge de Barcelona | Municipal finance | Accounting | Auditing | Patronat Municipal de l'Habitatge de Barcelona | Finanzas municipales | Contabilidad | Auditoría","Economia","comptes | documents digitalitzats","Comptes anuals 2014 del Patronat Municipal de l'Habitatge de Barcelona (juntament amb l’informe de l’auditoria)","","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"","","Gerència de Finances | Direcció de Comptabilitat","Barcelona | Barcelona | Barcelona","2007","","2007","2007","","Digitalitzat per la Direcció de Comptabilitat","Memòria justificativa del cost i rendiment dels serveis públics","application/pdf | application/pdf","195 p.","application/pdf",14972.0,"","","Mandat 2007-2011 | Mandat 2003-2007","http://hdl.handle.net/11703/97760","cat","","","","Reproducció digital del document en suport original","","","","CC0","info:eu-repo/semantics/openAccess","Ajuntament de Barcelona","https://creativecommons.org/choose/zero/?lang=ca","","Finances municipals | Comptabilitat | Municipal finance | Accounting | Finanzas municipales | Contabilidad","Economia","comptes | documents digitalitzats","Compte General 2007","","text","info:eu-repo/semantics/other",""
"Anual","","Institut Municipal d'Hisenda (Barcelona)","Barcelona | Barcelona | Barcelona","2015","","2016","2016","","","","application/pdf","56 p.","application/pdf","","","organismes autònoms","Mandat 2015-2019","http://hdl.handle.net/11703/106869","cat","","","","Reproducció digital del document en suport original","","","","CC-BY","info:eu-repo/semantics/openAccess","Institut Municipal d'Hisenda (Barcelona)","http://creativecommons.org/licenses/by/4.0/deed.ca","","Institut Municipal d'Hisenda (Barcelona) | Finances municipals | Comptabilitat | Institut Municipal d'Hisenda (Barcelona) | Municipal finance | Accounting | Institut Municipal d'Hisenda (Barcelona) | Finanzas municipales | Contabilidad","Economia","comptes | documents digitalitzats","Comptes anuals 2015 de l'Institut Municipal d'Hisenda (Barcelona)","","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"Anual","","Consorci Mercat de les Flors","Barcelona | Barcelona | Barcelona","2010","","2011","2011","","","","application/pdf","32 p.","application/pdf","","","consorcis","Mandat 2007-2011","http://hdl.handle.net/11703/107225","cat","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","Consorci Mercat de les Flors","http://creativecommons.org/licenses/by/4.0/deed.ca","","Consorci Mercat de les Flors | Finances municipals | Comptabilitat | Consorci Mercat de les Flors | Municipal finance | Accounting | Consorci Mercat de les Flors | Finanzas municipales | Contabilidad","Economia","comptes","Comptes anuals 2010 del Consorci Mercat de les Flors","","text","info:eu-repo/semantics/other",""
"Biennal","","Fundació Barcelona Graduate School of Economics","Barcelona | Barcelona | Barcelona","2013 | 2014","","41942","2014","","","","application/pdf","2 p.","application/pdf","","","fundacions","Mandat 2011-2015","http://hdl.handle.net/11703/107203","eng","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","Fundació Barcelona Graduate School of Economics","http://creativecommons.org/licenses/by/4.0/deed.ca","","Fundació Barcelona Graduate School of Economics | Finances municipals | Comptabilitat | Fundació Barcelona Graduate School of Economics | Municipal finance | Accounting | Fundació Barcelona Graduate School of Economics | Finanzas municipales | Contabilidad","Economia","comptes","Comptes de resultats 2013-2014 del Board of Trustees Meeting de la Fundació Barcelona Graduate School of Economics","","text","info:eu-repo/semantics/other",""
"Anual","","Consorci Localret","Barcelona | Barcelona | Barcelona","2013","","2014","2014","","","","application/pdf","164 p.","application/pdf","","","consorcis","Mandat 2011-2015","http://hdl.handle.net/11703/107137","cat","","","","Reproducció digital del document en suport original","","","","CC-BY","info:eu-repo/semantics/openAccess","Consorci Localret","http://creativecommons.org/licenses/by/4.0/deed.ca","","Consorci Localret | Finances municipals | Comptabilitat | Consorci Localret | Municipal finance | Accounting | Consorci Localret | Finanzas municipales | Contabilidad","Economia","comptes | documents digitalitzats","Comptes anuals 2013 del Consorci Localret","","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
