"dccontributorauthor","dccoveragespatial","dccoveragetemporal","dccoveragevigencia","dcdatecreated","dcdateissued","dcdatevalidfinal","dcdatevalidinici","dcdescription","dcdescriptionLegislationChangedBy","dcdescriptionLegislationChanges","dcdescriptionsponsorship","dcdescriptiontableofcontents","dcformat","dcformatextent","dcformatmimetype","dcidentifierBG","dcidentifierab","dcidentifiercitation","dcidentifierentitat","dcidentifieruri","dclanguage","dcrelation","dcrelationhasversion","dcrelationisformatof","dcrelationisreplacedby","dcrelationisrequiredby","dcrelationisversionof","dcrelationreplaces","dcrelationrequires","dcrights","dcrightsaccessrights","dcrightsrightsHolder","dcrightsuri","dcsubject","dcsubjectcategory","dcsubjectforma","dcsubjectprogramme","dctitle","dctitlealternative","dctype","dctypedriver","Unnamed: 42"
"Ajuntament de Barcelona","Barcelona. Districte 1. Ciutat Vella | Barcelona. Districte 2. Eixample | Barcelona. Districte 3. Sants-Montjuïc | Barcelona. Districte 4. Les Corts | Barcelona. Districte 5. Sarrià-Sant Gervasi | Barcelona. Districte 6. Gràcia | Barcelona. Districte 7. Horta-Guinardó | Barcelona. Districte 8. Nou Barris | Barcelona. Districte 9. Sant Andreu | Barcelona. Districte 10. Sant Martí | Barcelona. District 1. Ciutat Vella | Barcelona. District 2. Eixample | Barcelona. District 3. Sants-Montjuïc | Barcelona. District 4. Les Corts | Barcelona. District 5. Sarrià-Sant Gervasi | Barcelona. District 6. Gràcia | Barcelona. District 7. Horta-Guinardó | Barcelona. District 8. Nou Barris | Barcelona. District 9. Sant Andreu | Barcelona. District 10. Sant Martí | Barcelona. Distrito 1. Ciutat Vella | Barcelona. Distrito 2. Eixample | Barcelona. Distrito 3. Sants-Montjuïc | Barcelona. Distrito 4. Les Corts | Barcelona. Distrito 5. Sarrià-Sant Gervasi | Barcelona. Distrito 6. Gràcia | Barcelona. Distrito 7. Horta-Guinardó | Barcelona. Distrito 8. Nou Barris | Barcelona. Distrito 9. Sant Andreu | Barcelona. Distrito 10. Sant Martí","2008","No","2007-12-05","2007-12-22","2008-12-31","2008-01-01","Aprovats per la Comissió de Govern de 05-12-2007","","","","Regulació general dels preus públics municipals  i preus públics pels serveis de: Equipaments residencials per a disminuïts físics i llars residències per a disminuïts psíquics; Residències, habitatges tutelats i centres de dia; Serveis de la Unitat Muntada, la Secció Canina i la Galeria de Tir de la Guàrdia Urbana; Cursos de formació realitzats pel Servei de Prevenció i Extinció d'Incendis i Salvament; Productes i Serveis de Barcelona Informació; Granja Escola Can Girona; Equipaments del Districte de Ciutat Vella; Equipaments del Districte de l'Eixample; Equipaments del Districte de Sants-Montjuïc; Equipaments del Districte de les Corts; Equipaments del Districte de Sarrià-Sant Gervasi; Equipaments del Districte de Gràcia; Equipaments del Districte d'Horta-Guinardó; Equipaments del Districte de Nou Barris; Equipaments del Districte de Sant Andreu; i Equipaments del Districte de Sant Martí","application/pdf","","application/pdf","12625 | 12626 | 12627 | 12628 | 12637","","Butlletí Oficial de la Província de Barcelona, núm. 306, Annex II (22-12-2007) | Gaseta Municipal de Barcelona, núm. 1 (10-01-2008) | Correcció d'errades:  Butlletí Oficial de la Província de Barcelona, núm. 14 (16-01-2008) | Correcció d'errades:  Butlletí Oficial de la Província de Barcelona, núm. 22, Annex I (25-01-2008) | Correcció d'errades: Gaseta Municipal de Barcelona,  núm. 2 (20-01-2008)","districtes","http://hdl.handle.net/11703/87106","cat","","","","http://hdl.handle.net/11703/87104","","","http://hdl.handle.net/11703/87108","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","","Hisenda","preus públics","","Preus públics per a l'any 2008 i successius : regulació general i preus públics","","text","info:eu-repo/semantics/other",""
"Ajuntament de Barcelona","Barcelona | Barcelona | Barcelona","2001","No","2000-11-08","2000-12-20","2001-12-31","2001-01-01","Aprovats per la Comissió de Govern de 08-11-2000","","","","","application/pdf","1 p.","application/pdf","12746","","Gaseta Municipal de Barcelona, núm. 34 (20-12-2000), p. 1567","","http://hdl.handle.net/11703/89034","cat","","","","http://hdl.handle.net/11703/89016","http://hdl.handle.net/11703/89023","","","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Guàrdia Urbana de Barcelona | Guàrdia Urbana de Barcelona | Guàrdia Urbana de Barcelona","Hisenda","preus públics","","Preus públics per a l'any 2001 i successius : serveis de la Secció Muntada i la Secció Canina de la Guàrdia Urbana","","text","info:eu-repo/semantics/other",""
"Districte 7. Horta-Guinardó","Barcelona. Districte 7. Horta-Guinardó | Barcelona. District 7. Horta-Guinardó | Barcelona. Distrito 7. Horta-Guinardó","2000","No","2000-03-10","2000-04-10","","","Aprovats per la Comissió de Govern de 10-03-2000","","","","","application/pdf","2 p.","application/pdf","12717","","Gaseta Municipal de Barcelona, núm. 12 (10-04-2000), p. 675-676","districtes","http://hdl.handle.net/11703/89042","cat","","","","http://hdl.handle.net/11703/89026","","","","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Equipaments col·lectius | Infrastructure (Economics) | Equipamientos colectivos","Hisenda","preus públics","","Preus públics per a l'any 2000 i successius : serveis dels equipaments del Districte d'Horta-Guinardó","","text","info:eu-repo/semantics/other",""
"Agència de Salut Pública de Barcelona","Barcelona | Barcelona | Barcelona","2007","NO","2007-01-03","2007-01-05","2007-12-31","2007-01-01","","","","","","application/pdf","3 p.","application/pdf","12644","","Diari Oficial de la Generalitat de Catalunya, núm. 4793 (05-01-2007), p. 805-807","","http://hdl.handle.net/11703/111754","cat","","","","","","","","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Salut pública | Public health | Salud pública","Hisenda","preus públics","","Preus públics per a l'any 2007 i successius : consultoria, assessorament i documentació en matèria de salut pública","","text","info:eu-repo/semantics/other",""
"Ajuntament de Barcelona","Barcelona | Barcelona | Barcelona","2019","Si","2019-07-26","2019-08-05","","","Aprovats per la Comissió de Govern de 26-07-2019","","Substitueix Annex 4 de Preus públics per a l'any 2019 i successius: regulació general i preus públics de diversos serveis [http://hdl.handle.net/11703/111835]","","","application/pdf","2 documents","application/pdf","","","Butlletí Oficial de la Província de Barcelona (05-08-2019) | Correccions d’errades: Butlletí Oficial de la Província de Barcelona (18-10-2019) | Butlletí Oficial de la Província de Barcelona (09-03-2020)","","http://hdl.handle.net/11703/115211","cat","","","","","http://hdl.handle.net/11703/111835","","","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Educació ambiental | Cursos | Equipaments col·lectius | Environmental education | Infrastructure (Economics) | Courses | Educación ambiental | Cursos | Equipamientos colectivos","Hisenda | Medi ambient","preus públics","","Preus públics per a l'any 2019 i successius : regulació general i preus públics de diversos serveis : modificació Annex 4 : preus públics de l'Àrea d'Ecologia Urbana sobre les activitats d'educació ambiental i altres prestacions del sector de medi ambient","Preus públics. 2019 | Modificació dels preus públics de l'Àrea d'Ecologia Urbana sobre les activitats d'educació ambiental i altres prestacions del sector de medi ambient, any 2019","text","info:eu-repo/semantics/other",""
"Institut Municipal d'Educació (Barcelona)","Barcelona | Barcelona | Barcelona","2013 | 2014","No","2013-06-05","2013-06-11","","","Aprovats per la Comissió de Govern de 05-06-2013","","","","Preus públics pels serveis d’educació, pels serveis d’escolaritat, ensenyament musical, assistència a cursos, alimentació i/o altres prestacions de serveis a les Escoles Bressol Municipals, a les Escoles Municipals de Música i al Conservatori Municipal de Música de Barcelona","application/pdf","12 p.","application/pdf","11422","","Butlletí Oficial de la Província de Barcelona (11-06-2013) | Publicat també a la Gaseta Municipal de Barcelona, núm. 21 (10-07-2013), p. 3352-3363","organismes autònoms","http://hdl.handle.net/11703/88951","cat","","","","","","","","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Escoles municipals | Public schools | Escuelas públicas","Hisenda","preus públics","","Preus públics per al curs 2013-2014 : equipaments dels serveis d’educació","","text","info:eu-repo/semantics/other",""
"Ajuntament de Barcelona","Barcelona | Barcelona | Barcelona","2003","No","2002-09-04","2002-12-30","","2003-01-01","Aprovats per la Comissió de Govern de 04-09-2002","","","","","application/pdf","1 p.","application/pdf","12672","","Gaseta Municipal de Barcelona, núm. 34 (30-12-2002), p. 1723","","http://hdl.handle.net/11703/88998","cat","","","","http://hdl.handle.net/11703/88991","","","","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Escorxadors | Mercabarna, S.A. | Slaughter-houses | Mercabarna, S.A. | Mataderos | Mercabarna, S.A.","Hisenda","preus públics","","Preus públics per a l'any 2003 i successius : Mercabarna i escorxador","","text","info:eu-repo/semantics/other",""
"Ajuntament de Barcelona","Barcelona | Barcelona | Barcelona","2012","No","2012-03-28","2012-04-13","","2012-04-14","Aprovats per la Comissió de Govern de 28-03-2012","","","","","application/pdf","1 p.","application/pdf","12598","","Butlletí Oficial de la Província de Barcelona (13-04-2012)","","http://hdl.handle.net/11703/88957","cat","","","","","","","","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Joventut | Youth | Jóvenes","Hisenda","preus públics","","Preus públics per a l'any 2012 i successius : Centre d'Informació i Assessorament per a Joves (CIAJ)","","text","info:eu-repo/semantics/other",""
"Ajuntament de Barcelona","Barcelona | Barcelona | Barcelona","2004","No","2003-12-02","2003-12-30","","2004-01-01","Aprovats per la Comissió de Govern de 02-12-2003","","","","","application/pdf","1 p.","application/pdf","12679","","Gaseta Municipal de Barcelona, núm. 35 (30-12-2003), p. 1741","","http://hdl.handle.net/11703/88992","cat","","","","http://hdl.handle.net/11703/88985","","","http://hdl.handle.net/11703/89000","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Zoo de Barcelona | Zoo de Barcelona | Zoo de Barcelona","Hisenda","preus públics","","Preus públics per a l'any 2004 i successius : Parc Zoològic de Barcelona","","text","info:eu-repo/semantics/other",""
"Districte 10. Sant Martí","Barcelona. Districte 10. Sant Martí | Barcelona. District 10. Sant Martí | Barcelona. Distrito 10. Sant Martí","2004","No","2004-02-04","2004-02-29","","","Aprovats per la Comissió de Govern de 04-02-2004","","","","Tarifes del centre cívic Besòs, Can Felipa, centre cívic del Poblenou, centre cívic Sant Martí, centre cívic Farinera, casal infantil el Vaixell, ludoteca el Xalet del Clot, casal infantil Sant Martí, ludoteca Ca l’Arnó, casal infantil el Drac, ludoteca Maria Gràcia Pont, bars dels casals municipals de gent gran","application/pdf","4 p.","application/pdf","12666","","Gaseta Municipal de Barcelona, núm. 7 (29-02-2004), p. 323-326","districtes","http://hdl.handle.net/11703/88989","cat","","","","","","","","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Equipaments col·lectius | Infrastructure (Economics) | Equipamientos colectivos","Hisenda","preus públics","","Preus públics per a l'any 2004 i successius : equipaments cívics del Districte de Sant Martí","","text","info:eu-repo/semantics/other",""
"Institut de Cultura de Barcelona","Barcelona | Barcelona | Barcelona","2018 | 2019","No","2018-09-13","2018-09-26","","","Aprovats pel Consell d'Administració de l'Institut de Cultura de Barcelona de 13-09-2018","Modificats pel president de l'Institut de Cultura de Barcelona el 25-10-2018 [http://hdl.handle.net/11703/111440] | Modificats pel president de l'Institut de Cultura de Barcelona el 25-03-2019 [http://hdl.handle.net/11703/113703]","","","","application/pdf","38 p.","application/pdf","","","","entitats públiques empresarials","http://hdl.handle.net/11703/111044","cat","","","","","","","","http://hdl.handle.net/11703/111440 | http://hdl.handle.net/11703/113703","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca | http://creativecommons.org/publicdomain/mark/1.0/deed.es | http://creativecommons.org/publicdomain/mark/1.0/deed.en","Equipaments culturals | Activitats culturals | Equipamientos culturales | Animación cultural | Arts facilities | Cultural animation","Cultura i oci | Hisenda","preus públics","","Preus públics per al curs 2018-2019 : activitats, lloguers i serveis culturals desenvolupats per l'ICUB","","text","info:eu-repo/semantics/other",""
"Institut de Cultura de Barcelona","Barcelona | Barcelona | Barcelona","2015 | 2016","No","2015-10-22","2015-10-22","","","Aprovats pel Consell d'Administració de l'Institut de Cultura de Barcelona el 22-10-2015","","","","","application/pdf","66 p.","application/pdf","","","","entitats públiques empresarials","http://hdl.handle.net/11703/99246","cat","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","","http://creativecommons.org/licenses/by/4.0/deed.ca","Equipaments culturals | Activitats culturals | Arts facilities | Cultural animation | Equipamientos culturales | Animación cultural","Cultura i oci | Hisenda","preus públics","","Preus públics per al curs 2015-2016 : activitats, lloguers i serveis culturals desenvolupats per l'ICUB","","text","info:eu-repo/semantics/other",""
"Districte 1. Ciutat Vella","Barcelona. Districte 1. Ciutat Vella | Barcelona. District 1. Ciutat Vella | Barcelona. Distrito 1. Ciutat Vella","2014","No","2014-02-12","2014-03-12","","","Aprovats per la Comissió de Govern de 12-02-2014 | Rectificació errors de transcripció en la regulació dels preus públics per l'any 2014 i successius, per determinades prestacions dels equipaments de districte i les instal·lacions esportives municipals, aprovada per la Comissió de Govern d'11-12-2013","","","","Preus públics dels equipaments municipals de Ciutat Vella: Casal de barri Folch i Torres, espais esportius, activitats a espais esportius escolars, tallers casals de gent gran i casal de joves Pau Alòs","application/pdf","14 p.","application/pdf","13150 | 13787","","Butlletí Oficial de la Província de Barcelona (12-03-2014) | Publicat també a la Gaseta Municipal de Barcelona, núm. 17 (03-06-2014)","districtes","http://hdl.handle.net/11703/88947","cat","","","","","http://hdl.handle.net/11703/88945","","","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Equipaments col·lectius | Infrastructure (Economics) | Equipamientos colectivos","Hisenda","preus públics","","Preus públics per a l'any 2014 i successius : dels equipaments municipals de Ciutat Vella","","text","info:eu-repo/semantics/other",""
"Districte 1. Ciutat Vella | Districte 2. Eixample | Districte 3. Sants-Montjuïc | Districte 4. Les Corts | Districte 5. Sarrià-Sant Gervasi | Districte 6. Gràcia | Districte 7. Horta-Guinardó | Districte 8. Nou Barris | Districte 9. Sant Andreu | Districte 10. Sant Martí","Barcelona. Districte 10. Sant Martí | Barcelona. Districte 1. Ciutat Vella | Barcelona. Districte 2. Eixample | Barcelona. Districte 3. Sants-Montjuïc | Barcelona. Districte 4. Les Corts | Barcelona. Districte 5. Sarrià-Sant Gervasi | Barcelona. Districte 6. Gràcia | Barcelona. Districte 7. Horta-Guinardó | Barcelona. Districte 8. Nou Barris | Barcelona. Districte 9. Sant Andreu | Barcelona. District 10. Sant Martí | Barcelona. District 1. Ciutat Vella | Barcelona. District 2. Eixample | Barcelona. District 3. Sants-Montjuïc | Barcelona. District 4. Les Corts | Barcelona. District 5. Sarrià-Sant Gervasi | Barcelona. District 6. Gràcia | Barcelona. District 7. Horta-Guinardó | Barcelona. District 8. Nou Barris | Barcelona. District 9. Sant Andreu | Barcelona. Distrito 10. Sant Martí | Barcelona. Distrito 1. Ciutat Vella | Barcelona. Distrito 2. Eixample | Barcelona. Distrito 3. Sants-Montjuïc | Barcelona. Distrito 4. Les Corts | Barcelona. Distrito 5. Sarrià-Sant Gervasi | Barcelona. Distrito 6. Gràcia | Barcelona. Distrito 7. Horta-Guinardó | Barcelona. Distrito 8. Nou Barrios | Barcelona. Distrito 9. Sant Andreu","2016 | 2017","","2016-07-28","2016-07-08","","","Aprovats per la Comissió de Govern municipal de 28-07-2016","","","","","application/pdf","9 p.","application/pdf","","","Butlletí Oficial de la Província de Barcelona (08-08-2016)","districtes","http://hdl.handle.net/11703/97983","cat","","","","","","","","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Esports per a discapacitats | Natació | Instal·lacions esportives | Sports for people with disabilities | Swimming | Sports facilities | Minusválidos-Deportes | Natación | Instalaciones deportivas","Hisenda","preus públics","Programa ""Jo també Nedo"" (Barcelona)","Preus públics per al curs 2016-2017 del programa ""Ja nedo""  i del  Servei d'Auxiliar de vestidor per a persones amb discapacitat usuàries de CEM, en el marc del programa I'Esport lnclou","","text","info:eu-repo/semantics/other",""
"Ajuntament de Barcelona","Barcelona. Districte 1. Ciutat Vella | Barcelona. Districte 2. Eixample | Barcelona. Districte 3. Sants-Montjuïc | Barcelona. Districte 4. Les Corts | Barcelona. Districte 5. Sarrià-Sant Gervasi | Barcelona. Districte 6. Gràcia | Barcelona. Districte 7. Horta-Guinardó | Barcelona. Districte 8. Nou Barris | Barcelona. Districte 9. Sant Andreu | Barcelona. Districte 10. Sant Martí | Barcelona. District 1. Ciutat Vella | Barcelona. District 2. Eixample | Barcelona. District 3. Sants-Montjuïc | Barcelona. District 4. Les Corts | Barcelona. District 5. Sarrià-Sant Gervasi | Barcelona. District 6. Gràcia | Barcelona. District 7. Horta-Guinardó | Barcelona. District 8. Nou Barris | Barcelona. District 9. Sant Andreu | Barcelona. District 10. Sant Martí | Barcelona. Distrito 1. Ciutat Vella | Barcelona. Distrito 2. Eixample | Barcelona. Distrito 3. Sants-Montjuïc | Barcelona. Distrito 4. Les Corts | Barcelona. Distrito 5. Sarrià-Sant Gervasi | Barcelona. Distrito 6. Gràcia | Barcelona. Distrito 7. Horta-Guinardó | Barcelona. Distrito 8. Nou Barris | Barcelona. Distrito 9. Sant Andreu | Barcelona. Distrito 10. Sant Martí","2006","No","2005-11-30","2006-01-10","2006-12-31","2006-01-01","Aprovats per la Comissió de Govern de 30-11-2005","","","","Preus públics municipals pels serveis de: Llars residències per a disminuïts físics i llars residències per a disminuïts psíquics; Residències, habitatges tutelats i centres de dia; Serveis de la Secció Muntada, la Secció Canina i la Galeria de Tir de la Guàrdia Urbana; Productes i Serveis de Barcelona Informació; Granja Escola Can Girona; Utilització de les Instal·lacions Municipals Esportives d'àmbit de ciutat i de districte; Equipaments del Districte de Ciutat Vella; Equipaments del Districte de l'Eixample; Equipaments del Districte de Sants-Montjuïc, Equipaments del Districte de les Corts; Equipaments del Districte de Sarrià-Sant Gervasi; Equipaments del Districte de Gràcia; Equipaments del Districte d'Horta-Guinardó; Equipaments del Districte de Nou Barris; i Equipaments del Districte de Sant Martí","application/pdf","61 p.","application/pdf","12647","","Gaseta Municipal de Barcelona, núm. 1 (10-01-2006) , p. 2-62","","http://hdl.handle.net/11703/88976","cat","","","","http://hdl.handle.net/11703/87108","","","http://hdl.handle.net/11703/88981","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","","Hisenda","preus públics","","Preus públics per a l'any 2006 i successius : regulació general i  preus públics","","text","info:eu-repo/semantics/other",""
"Districte 3. Sants-Montjuïc","Barcelona. Districte 3. Sants-Montjuïc | Barcelona. District 3. Sants-Montjuïc | Barcelona. Distrito 3. Sants-Montjuïc","2000","No","2000-03-10","2000-04-10","","","Aprovats per la Comissió de Govern de 10-03-2000","","","","Tarifes dels equipaments culturals, cessió d’espais al centre cívic Cotxeres de Sants i Casinet d’Hostafrancs, tallers dels equipaments culturals, equipaments d’infància","application/pdf","4 p.","application/pdf","12720","","Gaseta Municipal de Barcelona, núm. 12 (10-04-2000), p. 676-671","districtes","http://hdl.handle.net/11703/89045","cat","","","","","","","","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Equipaments culturals | Arts facilities | Equipamientos culturales","Hisenda","preus públics","","Preus públics per a l'any 2000 i successius : serveis dels equipaments culturals i d'infància del Districte de Sants-Montjuïc","","text","info:eu-repo/semantics/other",""
"Ajuntament de Barcelona","Barcelona | Barcelona | Barcelona","2002","No","2001-09-05","2001-12-30","2002-12-31","2002-01-01","Aprovats per la Comissió de Govern de 05-09-2001","","","","","application/pdf","3 p.","application/pdf","12753","","Gaseta Municipal de Barcelona, núm. 36 (30-12-2001), p. 1993-1995","","http://hdl.handle.net/11703/89013","cat","","","","","http://hdl.handle.net/11703/89002","","","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Instal·lacions esportives | Sports facilities | Instalaciones deportivas","Hisenda","preus públics","","Preus públics per a l'any 2002 i successius : instal·lacions municipals esportives","","text","info:eu-repo/semantics/other",""
"Agència de Salut Pública de Barcelona","Barcelona | Barcelona | Barcelona","2005","NO","2005-02-03","2005-02-07","2005-12-31","2005-01-01","","","","","","application/pdf","2 p.","application/pdf","12658","","Diari Oficial de la Generalitat de Catalunya, núm. 4317 (07-02-2005), p. 2419-2420","","http://hdl.handle.net/11703/111757","cat","","","","","","","","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Salut pública | Public health | Salud pública","Hisenda","preus públics","","Preus públics per a l'any 2005 i successius : consultoria, assessorament i documentació en matèria de salut pública","","text","info:eu-repo/semantics/other",""
"Institut Municipal d'Educació (Barcelona)","Barcelona | Barcelona | Barcelona","2006","No","2006-07-14","2006-09-20","","","Aprovats per la Comissió de Govern de 14-07-2006","","","","Preus públics municipals pels serveis d'educació, pels serveis d'escolaritat, ensenyament, assistència a cursos i/o alimentació a les Escoles Bressol, a les Escoles Municipals de Música, a l'Escola Massana, al Conservatori Municipal de Música, a les Escoles d'Educació Especial i a l'Escola de Mitjans Audiovisuals (EMAV)","application/pdf","","application/pdf","12650","","Gaseta Municipal de Barcelona, núm. 24 (20-09-2006)","organismes autònoms","http://hdl.handle.net/11703/88977","cat","","","","","","","","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Política educativa | Educational policy | Política educativa","Hisenda","preus públics","","Preus públics per al curs 2006-2007 : serveis d’educació","","text","info:eu-repo/semantics/other",""
"Ajuntament de Barcelona","Barcelona. Districte 1. Ciutat Vella | Barcelona. Districte 2. Eixample | Barcelona. Districte 3. Sants-Montjuïc | Barcelona. Districte 4. Les Corts | Barcelona. Districte 5. Sarrià-Sant Gervasi | Barcelona. Districte 6. Gràcia | Barcelona. Districte 7. Horta-Guinardó | Barcelona. Districte 8. Nou Barris | Barcelona. Districte 9. Sant Andreu | Barcelona. Districte 10. Sant Martí | Barcelona. District 1. Ciutat Vella | Barcelona. District 2. Eixample | Barcelona. District 3. Sants-Montjuïc | Barcelona. District 4. Les Corts | Barcelona. District 5. Sarrià-Sant Gervasi | Barcelona. District 6. Gràcia | Barcelona. District 7. Horta-Guinardó | Barcelona. District 8. Nou Barris | Barcelona. District 9. Sant Andreu | Barcelona. District 10. Sant Martí | Barcelona. Distrito 1. Ciutat Vella | Barcelona. Distrito 2. Eixample | Barcelona. Distrito 3. Sants-Montjuïc | Barcelona. Distrito 4. Les Corts | Barcelona. Distrito 5. Sarrià-Sant Gervasi | Barcelona. Distrito 6. Gràcia | Barcelona. Distrito 7. Horta-Guinardó | Barcelona. Distrito 8. Nou Barris | Barcelona. Distrito 9. Sant Andreu | Barcelona. Distrito 10. Sant Martí","2005","No","2004-12-01","2005-01-20","2005-12-31","2005-01-01","Aprovats per la Comissió de Govern de 01-12-2004","","","","Regulació general dels preus públics municipals, i preus dels serveis de: Prestació de serveis especials de neteja i recollida comercial de residus municipals; Llars residències per a disminuïts físics i llars residències per a disminuïts psíquics; Residències, habitatges tutelats i centres de dia; Serveis de la Secció Muntada, la Secció Canina i la Galeria de Tir de la Guàrdia Urbana; Estudis d'anàlisi i control ambiental; Productes i Serveis de Barcelona Informació; Utilització de les Instal·lacions Municipals Esportives d'àmbit de ciutat i de districte; Equipaments del Districte de Ciutat Vella; Equipaments del Districte de l'Eixample; Equipaments del Districte de Sants-Montjuïc, Equipaments del Districte de Sarrià-Sant Gervasi; Equipaments del Districte de Gràcia; Equipaments del Districte d'Horta-Guinardó; Equipaments del Districte de Nou Barris; Equipaments del Districte de Sant Andreu i Equipaments del Districte de Sant Martí","application/pdf","","application/pdf","12655 | 12656","","Gaseta Municipal de Barcelona, núm. 2 (20-01-2005) | Correcció d'errades: Gaseta Municipal de Barcelona, núm. 9 (20-03-2005)","districtes","http://hdl.handle.net/11703/88981","cat","","","","http://hdl.handle.net/11703/88976","","","http://hdl.handle.net/11703/88986","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","","Hisenda","preus públics","","Preus públics per a l'any 2005 i successius : regulació general i preus públics; serveis dels equipaments dels districtes","","text","info:eu-repo/semantics/other",""
"Districte 1. Ciutat Vella","Barcelona. Districte 1. Ciutat Vella | Barcelona. District 1. Ciutat Vella | Barcelona. Distrito 1. Ciutat Vella","2014","No","2014-04-22","2014-05-08","","","Aprovats per la Comissió de Govern de 22-04-2014","","","","","application/pdf","2 p.","application/pdf","13686 | 13790","","Butlletí Oficial de la Província de Barcelona (08-05-2014) | Publicat també a la Gaseta Municipal de Barcelona, núm. 17 (03-06-2014), p. 3339-3340","districtes","http://hdl.handle.net/11703/88949","cat","","","","","http://hdl.handle.net/11703/88945","","","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Instal·lacions esportives | Sports facilities | Instalaciones deportivas","Hisenda","preus públics","","Preus públics per a l'any 2014 i successius : instal·lació esportiva municipal del districte de Ciutat Vella: Espai de Mar","","text","info:eu-repo/semantics/other",""
"Ajuntament de Barcelona","Barcelona | Barcelona | Barcelona","2012","No","2011-12-14","2011-12-30","2012-12-31","2012-01-01","Aprovats per la Comissió de Govern de 14-12-2011","","","","","application/pdf","33 p.","application/pdf","12572 | 12573","","Butlletí Oficial de la Província de Barcelona (30-12-2011) | Publicat també a: Gaseta Municipal de Barcelona, núm. 2 (20-01-2012), p. 164-198","","http://hdl.handle.net/11703/88953","cat","","","","http://hdl.handle.net/11703/87097","","","http://hdl.handle.net/11703/87101","http://hdl.handle.net/11703/87100","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","","Hisenda","preus públics","","Preus públics per a l'any 2012 i successius : regulació general i preus públics","","text","info:eu-repo/semantics/other",""
"Ajuntament de Barcelona","Barcelona | Barcelona | Barcelona","2002","No","2001-09-05","2001-12-30","2002-12-31","2002-01-01","Aprovats per la Comissió de Govern de 05-09-2001","","","","","application/pdf","1 p.","application/pdf","12754","","Gaseta Municipal de Barcelona, núm. 36 (30-12-2001), p. 1995","","http://hdl.handle.net/11703/89014","cat","","","","","http://hdl.handle.net/11703/89002","","http://hdl.handle.net/11703/89032","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Gestió ambiental | Environmental management | Gestión del medio ambiente","Hisenda","preus públics","","Preus públics per a l'any 2002 i successius : estudis d'anàlisi i control ambiental","","text","info:eu-repo/semantics/other",""
