"dccontributorauthor","dccoveragespatial","dcdatecreated","dcdateissued","dcdescription","dcdescriptiontableofcontents","dcformat","dcformatextent","dcidentifierab","dcidentifieruri","dclanguage","dcrelationisrequiredby","dcrelationrequires","dcrights","dcrightsaccessrights","dcrightsrightsHolder","dcrightsuri","dcsubject","dcsubjectcategory","dcsubjectforma","dctitle","dctype","Unnamed: 22"
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-01-26","2016-01-26","","","application/pdf","2 p.","Núm. Exp. 1634/15","http://hdl.handle.net/11703/97912","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Contractes de serveis","Comerç","laudes","Laude 1634/2015 sobre unes obres","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-06-06","2017-06-06","","","application/pdf","1 p.","Núm. Exp. 1554/16","http://hdl.handle.net/11703/106288","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia mòbil","Comerç","laudes","Laude 1554/2016 sobre l'import d'unes trucades internacionals","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-03-08","2016-03-08","","","application/pdf","1 p.","Núm. Exp. 1389/15","http://hdl.handle.net/11703/98267","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Contractes de serveis","Comerç","laudes","Laude 1389/2015 sobre una factura controvertida","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-03-31","2016-03-31","","","application/pdf","1 p.","Núm. Exp. 1830/15","http://hdl.handle.net/11703/98306","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia per internet","Comerç","laudes","Laude 1830/2015 sobre unes factures amb compromís de permanència associat","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-02-09","2016-02-09","","","application/pdf","1 p.","Núm. Exp. 1748/15","http://hdl.handle.net/11703/97934","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia per internet","Comerç","laudes","Laude 1748/2015 sobre unes factures controvertides i el retorn d'un router","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-02-23","2016-02-23","","","application/pdf","1 p.","Núm. Exp. 1464/15","http://hdl.handle.net/11703/97972","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Contractes de serveis","Comerç","laudes","Laude 1464/2015 sobre uns serveis de tarificació addicional","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-03-01","2016-03-01","","","application/pdf","1 p.","Núm. Exp. 3391/15","http://hdl.handle.net/11703/98119","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia mòbil. Telefonia per internet","Comerç","laudes","Laude 3391/2011 sobre uns consums controvertits","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-04-25","2017-04-25","","","application/pdf","1 p.","Núm. Exp. 1306/16","http://hdl.handle.net/11703/105815","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia mòbil. Factures","Comerç","laudes","Laude 1306/2016 sobre el pagament d'unes factures","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-10-26","2017-10-26","","","application/pdf","1 p.","Núm. Exp. 0100/17","http://hdl.handle.net/11703/108043","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Factures","Comerç","laudes","Laude 0100/2017 sobre un acord en una factura controvertida","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-11-21","2017-11-21","","","application/pdf","1 p.","Núm. Exp. 0144/17","http://hdl.handle.net/11703/108248","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia mòbil. Productes defectuosos","Comerç","laudes","Laude 0144/2017 sobre el pagament d'un terminal","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-07-05","2016-07-05","","","application/pdf","1 p.","Núm. Exp. 0612/2016","http://hdl.handle.net/11703/99232","cas","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Productes defectuosos","Comerç","laudes","Laudo 0612/2016 sobre la reparación de una caldera","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-04-14","2016-04-14","","","application/pdf","1 p.","Núm. Exp. 1728/15","http://hdl.handle.net/11703/99138","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia mòbil","Comerç","laudes","Laude 1728/2015 sobre unes trucades de progressió controvertides","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-12-19","2017-12-19","Audiència celebrada el 12 de desembre de 2017","","application/pdf","1 p.","Núm. Exp. 1856/16","http://hdl.handle.net/11703/108340","cas","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Hotels","Comerç","laudes","Laudo 1856/2016 sobre el retraso en una llegada","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-09-07","2017-09-07","","","application/pdf","1 p.","Núm. Exp. 1664/16","http://hdl.handle.net/11703/107935","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia mòbil. Factures","Comerç","laudes","Laude 1664/2016 sobre unes factures controvertides","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-02-14","2017-02-14","","","application/pdf","1 p.","Núm. Exp 0990/16","http://hdl.handle.net/11703/101790","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Contractes de serveis. Telefonia mòbil","Comerç","laudes","Laude 0990/2016 sobre l'IVA incorporat a un import de permanència","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-04-26","2016-04-26","","","application/pdf","1 p.","Núm. Exp. 2011/15","http://hdl.handle.net/11703/98726","cas","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Contractes de serveis","Comerç","laudes","Laudo 2011/2015 sobre un contrato de enseñanza","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-07-19","2016-07-19","","","application/pdf","1 p.","Núm. Exp. 0249/16","http://hdl.handle.net/11703/99382","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Contractes de serveis","Comerç","laudes","Laude 0249/2016 sobre una factura controvertida","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-04-26","2016-04-26","","","application/pdf","1 p.","Núm. Exp. 1614/15","http://hdl.handle.net/11703/98723","cas","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Contractes de serveis","Comerç","laudes","Laudo 1614/2015 sobre un contrato de enseñanza","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-12-19","2017-12-19","","","application/pdf","1 p.","Núm. Exp. 0058/17","http://hdl.handle.net/11703/108357","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia mòbil. Garantia de qualitat. Productes defectuosos","Comerç","laudes","Laude 0058/2017 sobre un terminal controvertit","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-02-02","2016-02-02","","","application/pdf","1 p.","Núm. Exp. 1024/15","http://hdl.handle.net/11703/97917","cas","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Productes defectuosos","Comerç","laudes","Laudo  1024/2015 sobre el proceso de limpieza de un abrigo","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-09-27","2016-09-27","","","application/pdf","1 p.","Núm. Exp 0206/16","http://hdl.handle.net/11703/99602","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia per internet","Comerç","laudes","Laude 0206/2016 sobre una portabilitat","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-02-02","2017-02-02","","","application/pdf","1 p.","Núm. Exp. 0814/16","http://hdl.handle.net/11703/101440","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telèfon. Telefonia mòbil","Comerç","laudes","Laude 0814/2016 sobre una factura controvertida","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-10-05","2017-10-05","","","application/pdf","1 p.","Núm. Exp. 1394/16","http://hdl.handle.net/11703/107950","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia per internet. Factures","Comerç","laudes","Laude 1394/2016 sobre unes factures controvertides","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-09-27","2016-09-27","","","application/pdf","1 p.","Núm. Exp. 0489/16","http://hdl.handle.net/11703/99611","cas","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Contractes de serveis","Comerç","laudes","Laudo 0489/2016 sobre la devolución de un importe pagado","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-12-13","2016-12-13","","","application/pdf","1 p.","Núm. Exp. 0886/16","http://hdl.handle.net/11703/99796","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Contractes de serveis. Telefonia mòbil. Telefonia per internet","Comerç","laudes","Laude 0886/2016 sobre unes condicions contractuals","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-03-08","2016-03-08","","","application/pdf","1 p.","Núm. Exp. 1855/15","http://hdl.handle.net/11703/98259","cas","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia mòbil","Comerç","laudes","Laudo 1855/2015 sobre problemas de cobertura de unas líneas de móvil","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-05-31","2016-05-31","","","application/pdf","1 p.","Núm. Exp. 0216/16","http://hdl.handle.net/11703/99097","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia mòbil","Comerç","laudes","Laude 0216/2016 sobre unes connexions controvertides","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-03-28","2017-03-28","","","application/pdf","1 p.","Núm. Exp. 1351/16","http://hdl.handle.net/11703/105434","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia mòbil. Contractes de serveis","Comerç","laudes","Laude 1351/2016 sobre l'adquisició controvertida d'uns terminals","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-04-05","2016-04-05","","","application/pdf","1 p.","Núm. Exp. 0173/16","http://hdl.handle.net/11703/98642","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Bugaderia","Comerç","laudes","Laude 0173/2016 sobre el procés de neteja d'una jaqueta","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-09-08","2016-09-08","","","application/pdf","1 p.","Núm. Exp. 0856/16","http://hdl.handle.net/11703/99520","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Productes defectuosos","Comerç","laudes","Laude 0856/2016 sobre una aigüera controvertida","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-05-10","2016-05-10","","","application/pdf","1 p.","Núm. Exp. 0175/16","http://hdl.handle.net/11703/98927","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Contractes de serveis","Comerç","laudes","Laude 0175/2016 sobre una peça trencada d'un armari (suport que subjecta la frontissa amb la porta)","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-03-14","2016-03-14","","","application/pdf","1 p.","Núm. Exp. 1688/13","http://hdl.handle.net/11703/98296","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Contractes de serveis","Comerç","laudes","Laude 1688/2013 sobre el manteniment d'una caldera","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-12-12","2017-12-12","","","application/pdf","1 p.","Núm. Exp. 1848/16","http://hdl.handle.net/11703/108335","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Mobles","Comerç","laudes","Laude 1848/2016 sobre el muntatge d'un armari","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-02-02","2016-02-02","","","application/pdf","1 p.","Núm. Exp. 1735/15","http://hdl.handle.net/11703/97924","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Automòbils","Comerç","laudes","Laude 1735/2015 sobre la reparació d'un vehicle","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-07-18","2017-07-18","","","application/pdf","1 p.","Núm. Exp. 0806/16","http://hdl.handle.net/11703/106675","cas","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Beques. Ensenyament. Factures","Comerç","laudes","Laudo 0806/2016 sobre la obtención de una beca de estudios","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-04-19","2016-04-19","","","application/pdf","1 p.","Núm. Exp. 0133/16","http://hdl.handle.net/11703/98689","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia mòbil. Telefonia per internet","Comerç","laudes","Laude 0133/2016 sobre unes condicions contractuals","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-01-26","2016-01-26","","","application/pdf","1 p.","Núm. Exp. 1580/15","http://hdl.handle.net/11703/97911","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Productes defectuosos","Comerç","laudes","Laude 1580/2015 sobre dues aliances d'or","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-11-03","2016-11-03","","","application/pdf","1 p.","Núm. Exp. 0813/16","http://hdl.handle.net/11703/99655","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Contractes de serveis. Telefonia per internet","Comerç","laudes","Laude 0813/2016 sobre qüestionar la realització d'un pagament inicial","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-06-07","2016-06-07","","","application/pdf","1 p.","Núm. Exp. 0265/16","http://hdl.handle.net/11703/99053","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia mòbil","Comerç","laudes","Laude 0265/2016 sobre unes condicions contractuals","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-12-19","2017-12-19","","","application/pdf","1 p.","Núm. Exp. 0059/17","http://hdl.handle.net/11703/108358","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia mòbil. Factures","Comerç","laudes","Laude 0059/2017 sobre el pagament d'un compromís de permanència","text",""
