"dccontributorauthor","dccoveragespatial","dcdatecreated","dcdateissued","dcdescription","dcdescriptiontableofcontents","dcformat","dcformatextent","dcidentifierab","dcidentifieruri","dclanguage","dcrelationisrequiredby","dcrelationrequires","dcrights","dcrightsaccessrights","dcrightsrightsHolder","dcrightsuri","dcsubject","dcsubjectcategory","dcsubjectforma","dctitle","dctype","Unnamed: 22"
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-02-09","2016-02-09","","","application/pdf","1 p.","Núm. Exp. 1544/15","http://hdl.handle.net/11703/97945","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia per internet","Comerç","laudes","Laude 1544/2015 sobre un servei d'identificació de trucades","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-04-14","2016-04-14","","","application/pdf","2 p.","Núm. Exp. 1888/15","http://hdl.handle.net/11703/98665","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Contractes de serveis. Telefonia mòbil. Telefonia per internet","Comerç","laudes","Laude 1888/2015 sobre la interrupció d'un servei i sobre un canvi de la modalitat de preus","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-02-23","2016-02-23","","","application/pdf","1 p.","Núm. Exp. 1606/15","http://hdl.handle.net/11703/97977","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia mòbil. Telefonia per internet","Comerç","laudes","Laude 1606/2015 sobre l'import de les quotes de rehabilitació de la línia","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-07-06","2017-07-06","Rectificat pel laude de 24-07-2017 [http://hdl.handle.net/11703/107414]","","application/pdf","1 p.","Núm. Exp. 1156/16","http://hdl.handle.net/11703/106670","cat","","http://hdl.handle.net/11703/107414","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia per internet. Factures","Comerç","laudes","Laude 1156/2016 sobre una facturació controvertida","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-05-16","2017-05-16","Aclareix i corregeix el laude de 21-03-2017 [http://hdl.handle.net/11703/105894]","","application/pdf","2 p.","Núm. Exp. 0893/16","http://hdl.handle.net/11703/105895","cas","http://hdl.handle.net/11703/105894","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Automòbils. Factures","Comerç","laudes","Laudo 0893/2016 sobre el alquiler de un vehículo : aclariment i correcció [2017-05-16]","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-07-12","2016-07-12","","","application/pdf","1 p.","Núm. Exp. 0220/16","http://hdl.handle.net/11703/99354","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia mòbil","Comerç","laudes","Laude 0220/2016 sobre un compromís de permanència","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-06-15","2017-06-15","","","application/pdf","1 p.","Núm. Exp. 1328/16","http://hdl.handle.net/11703/106459","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Bugaderia","Comerç","laudes","Laude 1328/2016 sobre el procés de neteja d'una americana","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-06-15","2017-06-15","","","application/pdf","1 p.","Núm. Exp. 1232/16","http://hdl.handle.net/11703/106300","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Bugaderia","Comerç","laudes","Laude 1232/2016 sobre el procés de neteja d'un vestit d'home","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-07-12","2016-07-12","","","application/pdf","1 p.","Núm. Exp. 0381/16","http://hdl.handle.net/11703/99355","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia per internet","Comerç","laudes","Laude 0381/2016 sobre l'incompliment d'unes condicions contractuals","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-03-31","2016-03-31","","","application/pdf","1 p.","Núm. Exp. 1775/15","http://hdl.handle.net/11703/98304","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Contractes de serveis","Comerç","laudes","Laude 1775/2015 sobre les incidències d'un enviament","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-07-22","2016-07-22","Audiència celebrada el 16 de juny de 2016","Correcció d'errades [2016-09-22]","application/pdf","","Núm. Exp. 0463/16","http://hdl.handle.net/11703/99122","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Productes defectuosos","Comerç","laudes","Laude 0463/2016 sobre un tractament odontològic","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-04-26","2016-04-26","","","application/pdf","1 p.","Núm. Exp. 1968/15","http://hdl.handle.net/11703/98722","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Contractes de serveis","Comerç","laudes","Laude 1968/2015 sobre la pèrdua d'un enviament, indemnització efectuada","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-12-12","2017-12-12","","","application/pdf","1 p.","Núm. Exp. 1043/16","http://hdl.handle.net/11703/108361","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Productes defectuosos","Comerç","laudes","Laude 1043/2016 sobre una faldilla controvertida","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-06-15","2017-06-15","","","application/pdf","1 p.","Núm. Exp. 1449/16","http://hdl.handle.net/11703/106301","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Bugaderia","Comerç","laudes","Laude 1449/2016 sobre el procés de neteja d'una jaqueta de pell","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-05-24","2016-05-24","","","application/pdf","1 p.","Núm. Exp. 1884/15","http://hdl.handle.net/11703/98924","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Bugaderia","Comerç","laudes","Laude 1884/2015 sobre un vestit de núvia","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-04-19","2016-04-19","","","application/pdf","1 p.","Núm. Exp. 0036/16","http://hdl.handle.net/11703/98691","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia mòbil","Comerç","laudes","Laude 0036/2016 sobre una línia de mòbil","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-09-28","2017-09-28","","","application/pdf","1 p.","Núm. Exp. 1172/16","http://hdl.handle.net/11703/106768","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Habitatge. Arrendament","Comerç","laudes","Laude 1172/2016 sobre el dipòsit d'un arrendament","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-06-06","2017-06-06","","","application/pdf","1 p.","Núm. Exp. 1352/16","http://hdl.handle.net/11703/106278","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Factures","Comerç","laudes","Laude 1352/2016 sobre unes factures controvertides","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-03-09","2017-03-09","","","application/pdf","1 p.","Núm. Exp. 0633/16","http://hdl.handle.net/11703/104955","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia mòbil. Telefonia per internet","Comerç","laudes","Laude 0633/2016 sobre l'abonament d'un compromís de permanència","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-03-21","2017-03-21","","","application/pdf","1 p.","Núm. Exp. 0946/16","http://hdl.handle.net/11703/104958","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Tractament de bellesa","Comerç","laudes","Laude 0946/2016 sobre un tractament d'estètica","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-01-26","2016-01-26","","","application/pdf","1 p.","Núm. Exp. 1513/15","http://hdl.handle.net/11703/97909","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Automòbils","Comerç","laudes","Laude 1513/2015 sobre els danys soferts d'un vehicle en un aparcament","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-07-06","2017-07-06","","","application/pdf","1 p.","Núm. Exp. 1479/16","http://hdl.handle.net/11703/106677","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia mòbil","Comerç","laudes","Laude 1479/2016 sobre l'aplicació d'una tarifa internacional","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-09-20","2016-09-20","","","application/pdf","1 p.","Núm. Exp. 0547/16","http://hdl.handle.net/11703/99536","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Contractes de serveis","Comerç","laudes","Laude 0547/2016 sobre una quota de baixa d'un servei","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-06-06","2017-06-06","","","application/pdf","1 p.","Núm. Exp. 1494/16","http://hdl.handle.net/11703/106286","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia mòbil. Productes defectuosos","Comerç","laudes","Laude 1494/2016 sobre la reparació d'un terminal","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-11-15","2016-11-15","","","application/pdf","1 p.","Núm. exp. 0631/16","http://hdl.handle.net/11703/99657","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Contractes de serveis. Telefonia mòbil. Telefonia per internet","Comerç","laudes","Laude 0631/2016 sobre la modificació d'unes condicions contractuals","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-10-05","2017-10-05","","","application/pdf","1 p.","Núm. Exp. 1630/16","http://hdl.handle.net/11703/107987","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia mòbil. Contractes de serveis","Comerç","laudes","Laude 1630/2016 sobre un compromís de permanència","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-09-08","2016-09-08","","","application/pdf","1 p.","Núm. Exp. 0823/16","http://hdl.handle.net/11703/99519","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Productes defectuosos","Comerç","laudes","Laude 0823/2016 sobre la compra d'una pantalla LCD","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-09-28","2017-09-28","","","application/pdf","1 p.","Núm. Exp. 1329/16","http://hdl.handle.net/11703/107769","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Mobles","Comerç","laudes","Laude 1329/2016 sobre l'entapissat d'un sofà","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-07-05","2016-07-05","","","application/pdf","1 p.","Núm. Exp. 0283/16","http://hdl.handle.net/11703/99251","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Bugaderia","Comerç","laudes","Laude 0283/2016 sobre el procés de neteja d'una parca","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-01-26","2016-01-26","","","application/pdf","1 p.","Núm. Exp. 0868/15","http://hdl.handle.net/11703/97902","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Contractes de serveis","Comerç","laudes","Laude  0868/2015 sobre les obres d'una terrassa","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-09-27","2016-09-27","","","application/pdf","1 p.","Núm. Exp. 0548/16","http://hdl.handle.net/11703/99616","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia mòbil","Comerç","laudes","Laude 0548/2016 sobre unes trucades i missatges en itinerància","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-07-05","2016-07-05","","","application/pdf","1 p.","Núm. Exp. 0584/16","http://hdl.handle.net/11703/99230","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Bugaderia","Comerç","laudes","Laude 0584/2016 sobre el procés de neteja d'una jaqueta","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-05-25","2017-05-25","","","application/pdf","1 p.","Núm. Exp. 1124/16","http://hdl.handle.net/11703/106085","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Productes defectuosos. Garantia de qualitat","Comerç","laudes","Laude 1124/2016 sobre la compra d'unes cadires","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-02-02","2017-02-02","","","application/pdf","1 p.","Núm. Exp. 0815/16","http://hdl.handle.net/11703/102397","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia mòbil","Comerç","laudes","Laude 0815/2016 sobre unes tarifes contractades","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-01-24","2017-01-24","","","application/pdf","1 p.","Núm. Exp. 0706/16","http://hdl.handle.net/11703/104908","cas","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Automòbils. Contractes de serveis","Comerç","laudes","Laudo 0706/16 sobre el contrato de alquiler de un vehículo","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-04-26","2016-04-26","","","application/pdf","1 p.","Núm. Exp. 1745/15","http://hdl.handle.net/11703/98724","cas","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Contractes de serveis","Comerç","laudes","Laudo 1745/2015 sobre un contrato de enseñanza","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-03-08","2016-03-08","","","application/pdf","1 p.","Núm. Exp. 1624/15","http://hdl.handle.net/11703/98255","cas","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia mòbil. Telefonia per internet","Comerç","laudes","Laudo 1624/2015 sobre la contratación de una tarifa telefónica","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-03-21","2017-03-21","","","application/pdf","1 p.","Núm. Exp.1136/16","http://hdl.handle.net/11703/105092","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Senyals i senyalització. Portes de vidre","Comerç","laudes","Laude 1136/2016 sobre la senyalització d'una porta de vidre","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-01-19","2016-01-19","","","application/pdf","1 p.","Núm. Exp. 1210/15","http://hdl.handle.net/11703/97776","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia mòbil","Comerç","laudes","Laude 1210/2015 sobre l'incompliment d'una tarifa contractada","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-04-11","2016-04-11","","","application/pdf","1 p.","Núm. Exp. 1824/15","http://hdl.handle.net/11703/98644","cas","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Contractes de serveis","Comerç","laudes","Laudo 1824/2015 sobre la contratación de una habitación de hotel","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-02-23","2016-02-23","","","application/pdf","1 p.","Núm. Exp. 1231/15","http://hdl.handle.net/11703/97966","cas","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia per internet","Comerç","laudes","Laudo 1231/2015 sobre unas conexiones a internet","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-01-19","2016-01-19","","","application/pdf","1 p.","Núm. Exp. 1242/15","http://hdl.handle.net/11703/97913","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia mòbil","Comerç","laudes","Laude 1242/15 sobre un compromís de permanència","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-06-16","2016-06-16","","","application/pdf","1 p.","Núm. Exp. 0276/16","http://hdl.handle.net/11703/99112","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Contractes de serveis","Comerç","laudes","Laude 0276/2016 sobre la cancel·lació d'un viatge de forma discrecional i injustificada","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-02-09","2016-02-09","","","application/pdf","1 p.","Núm. Exp. 1121/15","http://hdl.handle.net/11703/97941","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia mòbil","Comerç","laudes","Laude 1121/2015 sobre l'enviament de les factures al domicili","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-06-13","2016-06-13","Audiència celebrada el 24 de maig de 2016","","application/pdf","1 p.","Núm. Exp. 0161/16","http://hdl.handle.net/11703/98933","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Habitatge","Comerç","laudes","Laude 0161/2016 sobre una factura controvertida","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-07-06","2017-07-06","","","application/pdf","1 p.","Núm. Exp. 0630/16","http://hdl.handle.net/11703/106673","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia per internet. Contractes de serveis","Comerç","laudes","Laude 0630/2016 sobre uns serveis contractats","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-03-01","2016-03-01","","","application/pdf","1 p.","Núm. Exp. 1533/11","http://hdl.handle.net/11703/98145","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia mòbil","Comerç","laudes","Laude 1533/2011 sobre uns missatges de tarificació addicional","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-02-23","2016-02-23","","","application/pdf","1 p.","Núm. Exp. 1546/15","http://hdl.handle.net/11703/97974","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Contractes de serveis","Comerç","laudes","Laude 1546/2015 sobre una facturació controvertida","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-05-31","2016-05-31","","","application/pdf","2 p.","Núm. Exp. 0157/16","http://hdl.handle.net/11703/98949","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia mòbil","Comerç","laudes","Laude 0157/2016 sobre unes trucades i missatges de tarificació addicional","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-01-26","2016-01-26","","","application/pdf","1 p.","Núm. Exp. 1523/15","http://hdl.handle.net/11703/97910","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Bugaderia","Comerç","laudes","Laude 1523/2015 sobre un vestit de núvia","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-07-12","2016-07-12","","","application/pdf","1 p.","Núm. Exp. 0307/16","http://hdl.handle.net/11703/99362","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia mòbil. Contractes de serveis","Comerç","laudes","Laude 0307/2016 sobre la falta d'uns serveis contractats","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-03-08","2016-03-08","","","application/pdf","1 p.","Núm. Exp. 1430/15","http://hdl.handle.net/11703/98160","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Assistència mèdica","Comerç","laudes","Laude 1430/2015 sobre la factura d'un servei odontològic","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-02-23","2016-02-23","","","application/pdf","1 p.","Núm. Exp. 1401/15","http://hdl.handle.net/11703/97969","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia per internet. Contractes de serveis","Comerç","laudes","Laude 1401/2015 sobre uns serveis pendents de pagament","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-06-21","2016-06-21","Audiència celebrada el 18 de maig de 2016","","application/pdf","1 p.","Núm. Exp. 0253/16","http://hdl.handle.net/11703/98919","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia mòbil","Ciència i tecnologia","laudes","Laude 0253/2016 sobre una portabilitat","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-10-04","2016-10-04","Complementa al laude de 12-07-2016 [http://hdl.handle.net/11703/99522]","","application/pdf","2 p.","Núm. Exp. 0202/16","http://hdl.handle.net/11703/99523","cas","http://hdl.handle.net/11703/99522","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Contractes de serveis. Telefonia mòbil. Telefonia per internet","Comerç","laudes","Laudo 0202/2016 sobre unas línias contratadas: complemento [2016-10-04]","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-07-19","2016-07-19","","","application/pdf","1 p.","Núm. Exp. 0688/16","http://hdl.handle.net/11703/99368","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Motocicletes","Comerç","laudes","Laude 0688/2016 sobre la reparació d'una motocicleta","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-07-19","2016-07-19","","","application/pdf","1 p.","Núm. Exp. 0597/16","http://hdl.handle.net/11703/99367","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Productes defectuosos","Comerç","laudes","Laude 0597/2016 sobre una avaria en el teclat d'un ordinador","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-03-14","2016-03-14","","","application/pdf","1 p.","Núm. Exp. 0943/12","http://hdl.handle.net/11703/98283","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia mòbil. Telefonia per internet","Comerç","laudes","Laude 0943/2012 sobre l'import d'unes factures","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-03-01","2016-03-01","","","application/pdf","1 p.","Núm. Exp. 0809/11","http://hdl.handle.net/11703/98124","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia mòbil. Telefonia per internet","Comerç","laudes","Laude 0809/2011 sobre unes factures controvertides","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-07-13","2016-07-13","Audiència celebrada el 24 de maig de 2016","","application/pdf","","Núm. Exp. 0028/16","http://hdl.handle.net/11703/98922","cas","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Habitatge","Comerç","laudes","Laudo 0028/2016 sobre la devolución de una fianza depositada por el contrato de arrendamiento de una vivienda","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-12-19","2017-12-19","","","application/pdf","1 p.","Núm. Exp. 2005/16","http://hdl.handle.net/11703/108307","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia mòbil. Contractes de serveis","Comerç","laudes","Laude 2005/2016 sobre un compromís de permanència","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-06-27","2017-06-27","","","application/pdf","1 p.","Núm. Exp. 1472/16","http://hdl.handle.net/11703/106467","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia per internet. Factures","Comerç","laudes","Laude 1472/2016 sobre unes factures controvertides","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-01-12","2016-01-12","","","application/pdf","1 p.","Núm. Exp. 1502/15","http://hdl.handle.net/11703/97458","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude","Comerç","laudes","Laude 1502/2015","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-04-05","2016-04-05","","","application/pdf","1 p.","Núm. Exp. 0042/16","http://hdl.handle.net/11703/98641","cas","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Contractes de serveis","Comerç","laudes","Laudo 0042/2016 sobre los gastos de gestión en el pago de unas facturas","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-06-07","2016-06-07","","","application/pdf","1 p.","Núm. Exp. 0029/16","http://hdl.handle.net/11703/99041","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia per internet","Comerç","laudes","Laude 0029/2016 sobre els problemes tècnics arran de la instal·lació de la fibra òptica","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-05-10","2016-05-10","","","application/pdf","1 p.","Núm. Exp. 0140/16","http://hdl.handle.net/11703/98935","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Productes defectuosos","Comerç","laudes","Laude 0140/2016 sobre l'avaria d'un portàtil","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-09-21","2016-09-21","Rectifica el laude de 07-06-2016 [http://hdl.handle.net/11703/99098]","","application/pdf","2 p.","Núm. Exp. 0467/2016","http://hdl.handle.net/11703/99720","cat","http://hdl.handle.net/11703/99098","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia mòbil","Comerç","laudes","Laude 0467/2016 sobre unes condicions contractuals : rectificació [2016-09-21]","text",""
